Date,ACWI ex DENMARK IMI
2015-12-11,2301.801928604384
2015-12-14,2286.322715332562
2015-12-15,2329.0507567262316
2015-12-16,2355.2901944932473
2015-12-17,2364.789510745135
2015-12-18,2334.040038706788
2015-12-21,2325.55368273322
2015-12-22,2330.477519157383
2015-12-23,2378.5010123404077
2015-12-24,2365.0197341986695
2015-12-25,2364.25175906785
2015-12-28,2356.8274961325524
2015-12-29,2391.1475215236183
2015-12-30,2376.0040705466836
2015-12-31,2370.565672077656
2016-01-01,2370.62588314082
2016-01-04,2335.1590996852037
2016-01-05,2352.8208640696294
2016-01-06,2317.60726836619
2016-01-07,2249.7660041816425
2016-01-08,2215.937417376037
2016-01-11,2215.7622328871903
2016-01-12,2224.867773662924
2016-01-13,2198.714316592067
2016-01-14,2203.998054813633
2016-01-15,2142.6951316254263
2016-01-18,2146.650306914076
2016-01-19,2151.54577130466
2016-01-20,2111.029028708717
2016-01-21,2130.444972156004
2016-01-22,2187.0026400023044
2016-01-25,2166.63876998974
2016-01-26,2180.8173722734205
2016-01-27,2172.5848860469487
2016-01-28,2162.31810644019
2016-01-29,2230.4928316399246
2016-02-01,2221.916168519346
2016-02-02,2181.565057397209
2016-02-03,2153.529293873839
2016-02-04,2145.6413137982013
2016-02-05,2118.6431847613626
2016-02-08,2084.3961349784654
2016-02-09,2040.3885532015568
2016-02-10,2059.069510765803
2016-02-11,2006.46278225862
2016-02-12,2043.90808928925
2016-02-15,2088.0985041657977
2016-02-16,2110.659604499931
2016-02-17,2144.5115884724614
2016-02-18,2154.587862938215
2016-02-19,2146.052990893992
2016-02-22,2188.5252905504735
2016-02-23,2166.890557931202
2016-02-24,2159.4547595285953
2016-02-25,2181.2109580191927
2016-02-26,2205.3608178537243
2016-02-29,2209.9095111949423
2016-03-01,2250.219676457075
2016-03-02,2278.8334512236897
2016-03-03,2275.214377984355
2016-03-04,2275.700240832248
2016-03-07,2282.63353147688
2016-03-08,2246.6760725196905
2016-03-09,2261.2979785603097
2016-03-10,2232.8621022386164
2016-03-11,2270.080525441449
2016-03-14,2283.066115523727
2016-03-15,2266.9960121432746
2016-03-16,2278.831314500273
2016-03-17,2265.4626593748576
2016-03-18,2277.368859564395
2016-03-21,2281.994076040552
2016-03-22,2289.3977355568672
2016-03-23,2280.35497194086
2016-03-24,2270.3486598428526
2016-03-25,2271.6581152879767
2016-03-28,2266.382830698399
2016-03-29,2287.0645732189146
2016-03-30,2278.8041081010892
2016-03-31,2266.6927006295596
2016-04-01,2264.2434455855882
2016-04-04,2257.179801159207
2016-04-05,2227.577543015985
2016-04-06,2245.4369451270913
2016-04-07,2230.1238826651957
2016-04-08,2240.5533189205235
2016-04-11,2236.24709959627
2016-04-12,2266.1698906722672
2016-04-13,2316.412686167306
2016-04-14,2327.632163418252
2016-04-15,2319.4347414075096
2016-04-18,2318.3718900297954
2016-04-19,2332.53856111828
2016-04-20,2342.864922060769
2016-04-21,2346.9781453319856
2016-04-22,2351.0457882891124
2016-04-25,2339.1566557981096
2016-04-26,2337.0891518440153
2016-04-27,2338.2112044499495
2016-04-28,2327.2539970861226
2016-04-29,2290.8302068139533
2016-05-02,2283.7932408391553
2016-05-03,2258.050677178048
2016-05-04,2243.492485653044
2016-05-05,2257.7572740413675
2016-05-06,2255.3196000310436
2016-05-09,2258.332773013533
2016-05-10,2284.088907996153
2016-05-11,2266.6027306253645
2016-05-12,2268.0449401560527
2016-05-13,2269.189217088171
2016-05-16,2279.0687694196904
2016-05-17,2271.1486965005274
2016-05-18,2279.881024608145
2016-05-19,2275.2513018838845
2016-05-20,2291.2816846178143
2016-05-23,2291.2242257569565
2016-05-24,2322.601578508697
2016-05-25,2347.107863384869
2016-05-26,2343.78713149954
2016-05-27,2362.356036449474
2016-05-30,2361.6647714800883
2016-05-31,2361.444942941293
2016-06-01,2351.780787268257
2016-06-02,2357.4686967495645
2016-06-03,2329.67294704499
2016-06-06,2335.1289859925614
2016-06-07,2351.3115365134013
2016-06-08,2352.40488570405
