Date,ACWI ex AUSTRALIA IMI
2007-05-31,1000.0
2007-06-01,1009.0579247829228
2007-06-04,1006.9784111431525
2007-06-05,1000.8696564335576
2007-06-06,992.5000284597924
2007-06-07,981.0948585967086
2007-06-08,988.5257775434037
2007-06-11,993.4452385033181
2007-06-12,987.5912739510741
2007-06-13,995.4853195263289
2007-06-14,1004.4776883942603
2007-06-15,1010.9357106083967
2007-06-18,1009.5835381263369
2007-06-19,1008.6436385550177
2007-06-20,1002.9049375626453
2007-06-21,1004.2335077682659
2007-06-22,994.9734884860534
2007-06-25,989.7680424590459
2007-06-26,985.5751200392755
2007-06-27,988.7606853718685
2007-06-28,991.6853555147547
2007-06-29,992.1520340704345
2007-07-02,992.8000869215891
2007-07-03,999.7475783775828
2007-07-04,1001.1314218015164
2007-07-05,1001.2853706072319
2007-07-06,1003.8768338638055
2007-07-09,1007.6270356623536
2007-07-10,993.3806985446687
2007-07-11,990.6753890934768
2007-07-12,1004.2203245000949
2007-07-13,1009.7146231536326
2007-07-16,1008.3156558585955
2007-07-17,1006.0841784138169
2007-07-18,999.6737598589312
2007-07-19,1005.5538570575235
2007-07-20,997.9313771477454
2007-07-23,1001.8302945787151
2007-07-24,987.273641679397
2007-07-25,990.9113307614266
2007-07-26,967.9698761762218
2007-07-27,957.1321759351247
2007-07-30,961.1988228456202
2007-07-31,963.1837710455737
2007-08-01,956.4791777560939
2007-08-02,961.5870575324535
2007-08-03,941.7961278047735
2007-08-06,944.5737740596618
2007-08-07,952.0287354287392
2007-08-08,964.8891678370028
2007-08-09,952.488784865205
2007-08-10,939.7878450851935
2007-08-13,949.0732989697848
2007-08-14,938.3031774381458
2007-08-15,930.9145257965891
2007-08-16,920.0608720513198
2007-08-17,926.2958621629917
2007-08-20,936.0629487738751
2007-08-21,938.1836001209712
2007-08-22,949.5866831634735
2007-08-23,950.3457575415229
2007-08-24,953.8462780785908
2007-08-27,952.2610457711434
2007-08-28,935.7405120832549
2007-08-29,945.2154150202763
2007-08-30,948.8034673060404
2007-08-31,963.165877171733
2007-09-03,965.7239889527498
2007-09-04,972.9274543045071
2007-09-05,958.5729009036946
2007-09-06,960.3340152917558
2007-09-07,943.2740474795642
2007-09-10,935.2530752326849
2007-09-11,945.2039277997238
2007-09-12,943.8851281354957
2007-09-13,949.6741072438083
2007-09-14,949.4135906492285
2007-09-17,941.7357668886161
2007-09-18,957.3379864068947
2007-09-19,969.8348251484998
2007-09-20,960.9272312407466
2007-09-21,963.5718776682152
2007-09-24,962.926175117407
2007-09-25,959.3083142103812
2007-09-26,964.4082717345706
2007-09-27,971.8888520069927
2007-09-28,968.1781335802818
2007-10-01,976.4067346397804
2007-10-02,985.5529319885397
2007-10-03,984.0523087090631
2007-10-04,984.8377186095605
2007-10-05,994.3023607446041
2007-10-08,995.4051479473006
2007-10-09,1001.1224299539159
2007-10-10,998.261690271762
2007-10-11,996.4879498708615
2007-10-12,1000.2871977243668
2007-10-15,992.0832259258211
2007-10-16,987.1640849170726
2007-10-17,987.4788180321117
2007-10-18,982.7862522271182
2007-10-19,968.273236622839
2007-10-22,967.114386821039
2007-10-23,973.1829675730643
2007-10-24,970.4878461030753
2007-10-25,970.3411110444434
2007-10-26,979.0452223848677
2007-10-29,986.664139566551
2007-10-30,980.5067459254137
2007-10-31,988.4533866819093
2007-11-01,973.8933907167238
2007-11-02,966.853425239614
2007-11-05,959.2140510605202
2007-11-06,964.2370761201554
2007-11-07,944.4271141023091
2007-11-08,937.5548443595675
2007-11-09,926.1800905251935
2007-11-12,920.7127512142706
2007-11-13,929.9227320636431
2007-11-14,930.292532551781
2007-11-15,921.6848430379979
2007-11-16,917.8729594839043
2007-11-19,900.6864520227732
2007-11-20,900.6293806557557
2007-11-21,880.9343147184618
2007-11-22,881.4615299015107
2007-11-23,894.9248837983665
2007-11-26,886.0813045462422
2007-11-27,888.4273753583735
2007-11-28,912.5058913757672
2007-11-29,917.9759596983528
2007-11-30,930.0832755554682
2007-12-03,927.7839623046808
2007-12-04,916.376017565454
2007-12-05,933.3408118799102
2007-12-06,943.9663688930149
2007-12-07,944.9027798435156
2007-12-10,946.3105608437082
2007-12-11,935.81876971613
2007-12-12,938.1449387487011
2007-12-13,929.6761749958631
2007-12-14,929.1590569221938
2007-12-17,914.17051851204
2007-12-18,915.6955604767522
2007-12-19,915.2161237143678
2007-12-20,920.7245438942282
2007-12-21,932.8932326071608
2007-12-24,937.2829467429193
2007-12-25,938.8545133412214
2007-12-26,936.0502271108252
2007-12-27,927.3837897845435
2007-12-28,921.2816436727461
2007-12-31,923.491571535961
2008-01-01,923.5512947081152
2008-01-02,910.5871313512883
2008-01-03,908.8177176728251
2008-01-04,887.7957766858126
2008-01-07,886.7263916795162
2008-01-08,881.858345379646
2008-01-09,886.3015365991286
2008-01-10,881.8344873520927
2008-01-11,870.5635047020847
2008-01-14,873.0122440948738
2008-01-15,854.3064521885691
2008-01-16,848.3676673773352
2008-01-17,836.5578552743516
2008-01-18,834.4129578139738
2008-01-21,816.2157660451011
2008-01-22,805.359504054666
2008-01-23,812.8847658962937
2008-01-24,827.2305020904296
2008-01-25,829.2354707944438
2008-01-28,824.4700962388087
2008-01-29,835.8767019464183
2008-01-30,829.4465178691681
2008-01-31,837.2106255904804
2008-02-01,849.5011498415251
2008-02-04,850.0767839075115
2008-02-05,834.4246405644675
2008-02-06,826.3496723570967
2008-02-07,830.4614725328705
2008-02-08,829.4791275535124
2008-02-11,828.8562576538947
2008-02-12,836.5825324380572
2008-02-13,844.0575428203086
2008-02-14,842.0486000840932
2008-02-15,835.0723517165608
2008-02-18,841.1950912988397
2008-02-19,840.5076437390233
2008-02-20,840.6619184676782
2008-02-21,835.2954603747513
2008-02-22,834.4407994853946
2008-02-25,846.2277559864551
2008-02-26,851.9065583597378
2008-02-27,846.0662237838392
