Date,ACWI FM ex USA IMI
2007-05-31,1000.0
2007-06-01,1010.7699371646476
2007-06-04,1009.4925245696949
2007-06-05,1005.560004106731
2007-06-06,996.612915015141
2007-06-07,989.3222330762574
2007-06-08,987.2491170408182
2007-06-11,994.2942634489152
2007-06-12,991.1532851221465
2007-06-13,992.1030989238872
2007-06-14,1004.5706013358148
2007-06-15,1013.6005354049231
2007-06-18,1014.6073537243283
2007-06-19,1012.784780290492
2007-06-20,1014.4271859361569
2007-06-21,1010.7675317580766
2007-06-22,1005.8238910569182
2007-06-25,1000.9721232839593
2007-06-26,996.4870356445774
2007-06-27,991.1543473193174
2007-06-28,999.4173553537339
2007-06-29,1004.0696784225047
2007-07-02,1003.5569562619927
2007-07-03,1012.0894928336826
2007-07-04,1015.4168261145243
2007-07-05,1014.0790861785531
2007-07-06,1017.2673549102485
2007-07-09,1023.4612138571896
2007-07-10,1014.7332744753979
2007-07-11,1008.416369436018
2007-07-12,1017.892127115589
2007-07-13,1025.6832400316084
2007-07-16,1025.4768352367691
2007-07-17,1022.2919025326385
2007-07-18,1013.7851858689271
2007-07-19,1021.5586985209263
2007-07-20,1019.0020117667231
2007-07-23,1021.8300334288303
2007-07-24,1013.3355004581485
2007-07-25,1010.0025983777156
2007-07-26,987.8668554125658
2007-07-27,974.908154129115
2007-07-30,975.7162753282886
2007-07-31,989.3460380160399
2007-08-01,970.494639295809
2007-08-02,976.0766757712763
2007-08-03,966.7652178075238
2007-08-06,956.3624900460933
2007-08-07,963.2093341924203
2007-08-08,978.5802226949809
2007-08-09,972.3957256242252
2007-08-10,946.027644069308
2007-08-13,959.9897677719974
2007-08-14,952.2019634222013
2007-08-15,942.956232423172
2007-08-16,915.1496602845149
2007-08-17,913.9083508521416
2007-08-20,931.400848736056
2007-08-21,934.9266794690095
2007-08-22,947.0845147940917
2007-08-23,955.1091163849121
2007-08-24,955.2358004945008
2007-08-27,960.5715298742354
2007-08-28,949.3533325090336
2007-08-29,948.6743314858965
2007-08-30,957.7233822637695
2007-08-31,974.3758772250754
2007-09-03,978.1245086967216
2007-09-04,981.8889117659941
2007-09-05,968.1420539690955
2007-09-06,970.3935908965944
2007-09-07,957.282489428752
2007-09-10,945.5161919435336
2007-09-11,955.6567963835477
2007-09-12,956.3657410147171
2007-09-13,960.7280280323556
2007-09-14,959.6308772278178
2007-09-17,950.0003664348493
2007-09-18,954.5163737780708
2007-09-19,978.3813455021865
2007-09-20,975.2009606158132
2007-09-21,976.5001576690474
2007-09-24,980.2617998235206
2007-09-25,976.1620035801691
2007-09-26,980.9575642569533
2007-09-27,992.6783397189639
2007-09-28,992.852481494521
2007-10-01,998.0798903382469
2007-10-02,1009.4724494543033
2007-10-03,1010.2480333991086
2007-10-04,1008.8027714776968
2007-10-05,1018.1834575237565
2007-10-08,1019.0055396599603
2007-10-09,1024.2794395178307
2007-10-10,1024.5700151841145
2007-10-11,1030.3541098186909
2007-10-12,1029.5127864732028
2007-10-15,1024.560161585061
2007-10-16,1016.2368294205883
2007-10-17,1017.8737635472695
2007-10-18,1014.941609534634
2007-10-19,1007.1931943758345
2007-10-22,994.6326138676907
2007-10-23,1004.9056460684271
2007-10-24,1001.8550470135666
2007-10-25,1007.0158300020889
2007-10-26,1016.9486956368165
2007-10-29,1029.2777490776587
2007-10-30,1023.8778515006925
2007-10-31,1031.148243812462
2007-11-01,1024.3347273774982
2007-11-02,1012.5258245798482
2007-11-05,1002.0873246213954
2007-11-06,1006.260083157714
2007-11-07,998.8134770514108
2007-11-08,985.9370515494762
2007-11-09,975.0587527045963
2007-11-12,964.3926378636739
2007-11-13,964.6623473803422
2007-11-14,975.3124420380407
2007-11-15,965.4499503990002
2007-11-16,955.2696087001412
2007-11-19,939.2600957602073
2007-11-20,941.6644345170282
2007-11-21,917.8859387360511
2007-11-22,919.5405685126125
2007-11-23,929.9357434279107
2007-11-26,932.6688692289974
2007-11-27,927.8544298973355
2007-11-28,945.5647849245388
2007-11-29,955.9293037617808
2007-11-30,968.671351424532
2007-12-03,967.9252822473585
2007-12-04,956.3451792618122
2007-12-05,970.6728607330423
2007-12-06,976.909861844139
2007-12-07,981.5757406961579
2007-12-10,981.3257180150384
2007-12-11,981.3884280584606
2007-12-12,980.2527198889691
2007-12-13,960.9273344691086
2007-12-14,961.1115153093026
2007-12-17,941.5377958856939
2007-12-18,940.4022688123115
2007-12-19,939.184207409275
2007-12-20,941.8450227512653
2007-12-21,953.3402231725677
2007-12-24,957.2150167815482
2007-12-25,959.9656909854272
2007-12-26,959.1628571873363
2007-12-27,958.36479584394
2007-12-28,952.9988590749495
2007-12-31,957.8026066531273
2008-01-01,957.9080383263503
2008-01-02,949.990782870312
2008-01-03,947.4855054380762
2008-01-04,930.3776958491048
2008-01-07,923.425257508319
2008-01-08,927.911557329265
2008-01-09,925.3665715786265
2008-01-10,915.2553601065654
2008-01-11,906.9658300493054
2008-01-14,908.2351396889068
2008-01-15,890.4661143916293
2008-01-16,874.6632255131602
2008-01-17,873.404510321041
2008-01-18,870.3468689862214
2008-01-21,830.4563186799077
2008-01-22,820.5285585283578
2008-01-23,819.1899580529073
2008-01-24,845.7018507679029
2008-01-25,860.1889180030089
2008-01-28,844.2361476225741
2008-01-29,857.9483583472787
2008-01-30,850.6830820112467
2008-01-31,853.8389267978916
2008-02-01,868.486115190821
2008-02-04,876.6541011314276
2008-02-05,861.8597877065015
2008-02-06,852.2890470631833
2008-02-07,847.5607262917342
2008-02-08,848.4393670664714
2008-02-11,842.8200474286654
2008-02-12,856.5498182603966
2008-02-13,857.889106707656
2008-02-14,867.56199317796
2008-02-15,857.5925529794777
2008-02-18,866.6258010309645
2008-02-19,870.3235591566124
2008-02-20,859.9312424867563
2008-02-21,865.7262079124027
2008-02-22,860.5229803276502
2008-02-25,872.7884368417075
2008-02-26,880.6821508052392
2008-02-27,881.2953865370563
2008-02-28,871.4676482576413
2008-02-29,858.8227528354836
2008-03-03,841.8972513116776
2008-03-04,833.500614908823
2008-03-05,839.9813734974567
2008-03-06,835.7246397391227
2008-03-07,820.9197002858924
2008-03-10,807.8037327451929
2008-03-11,818.5867916717717
2008-03-12,825.1494843989219
2008-03-13,811.0192697195098
2008-03-14,803.0229225514203
