Date,AC ASIA PACIFIC ex JAPAN IMI
1998-12-31,391.05477579439236
1999-01-01,391.05642493452655
1999-01-04,393.2782074913194
1999-01-05,394.2188138105486
1999-01-06,406.40521641785074
1999-01-07,420.3647310307376
1999-01-08,421.6656523786231
1999-01-11,424.95501115800846
1999-01-12,422.4821015408789
1999-01-13,406.61756791178175
1999-01-14,400.07262551811067
1999-01-15,407.07790665316617
1999-01-18,412.19730515967814
1999-01-19,412.4952680826654
1999-01-20,415.00715155186543
1999-01-21,409.25749080593033
1999-01-22,399.5800986576448
1999-01-25,391.73016815622213
1999-01-26,392.68790413620604
1999-01-27,401.99525569463293
1999-01-28,400.9027397751964
1999-01-29,404.59454055746426
1999-02-01,409.8760832696861
1999-02-02,404.6886292091035
1999-02-03,403.6346196152079
1999-02-04,405.1399877375913
1999-02-05,402.76084695605294
1999-02-08,403.19984152362196
1999-02-09,396.89433097195547
1999-02-10,392.26400362202594
1999-02-11,397.3587107730915
1999-02-12,404.28016236577844
1999-02-15,404.38203939152254
1999-02-16,403.73034100340533
1999-02-17,402.3900885832711
1999-02-18,400.5745211055725
1999-02-19,404.9747996139101
1999-02-22,409.4702456331752
1999-02-23,410.356435666727
1999-02-24,412.1703298576116
1999-02-25,405.6544582019812
1999-02-26,409.037039554447
1999-03-01,416.1321603187839
1999-03-02,415.34083066680336
1999-03-03,418.61880559859463
1999-03-04,420.08645202483547
1999-03-05,424.3370706777508
1999-03-08,429.8018580383093
1999-03-09,432.2607038216546
1999-03-10,431.801408540921
1999-03-11,436.2147418011432
1999-03-12,435.64726933184403
1999-03-15,440.0194397830002
1999-03-16,441.8039086825245
1999-03-17,436.8188373058192
1999-03-18,435.94355939951697
1999-03-19,444.9366475010094
1999-03-22,448.80809757018125
1999-03-23,450.5038133838235
1999-03-24,444.70172946734687
1999-03-25,448.1844914772432
1999-03-26,452.9687485897947
1999-03-29,449.7387688726384
1999-03-30,452.0074733074998
1999-03-31,450.7208523884524
1999-04-01,456.05297003112315
1999-04-02,458.6436523821045
1999-04-05,459.986736415559
1999-04-06,461.86144299383153
1999-04-07,465.31952475197426
1999-04-08,466.24508262078365
1999-04-09,473.2197021807267
1999-04-12,470.0252307927346
1999-04-13,477.8360995770172
1999-04-14,479.6199782834117
1999-04-15,487.0539174946738
1999-04-16,501.05953224936
1999-04-19,518.79752152873
1999-04-20,510.65134688376145
1999-04-21,509.7205513045777
1999-04-22,517.3556129051613
1999-04-23,517.9297222914095
1999-04-26,523.4279142912816
1999-04-27,526.5890289560091
1999-04-28,524.6172664250288
1999-04-29,522.2525121986566
1999-04-30,528.7504842425026
1999-05-03,530.4932741442323
1999-05-04,538.1269676623104
1999-05-05,534.8126902625955
1999-05-06,536.5370490734484
1999-05-07,525.1843614803673
1999-05-10,528.0717324365661
1999-05-11,528.7674513690096
1999-05-12,531.1137200183164
1999-05-13,531.6768455894967
1999-05-14,529.2410706138457
1999-05-17,521.6829087693196
1999-05-18,526.5938939375362
1999-05-19,522.3368378037608
1999-05-20,519.7088470523018
1999-05-21,522.1652253440294
1999-05-24,521.0673478608021
1999-05-25,513.9529226651517
1999-05-26,519.7355386933463
1999-05-27,520.6983178165498
1999-05-28,516.65921946399
1999-05-31,519.5868648464796
1999-06-01,521.371763035771
1999-06-02,530.8538565208929
1999-06-03,534.6146627545511
1999-06-04,540.5011601816708
1999-06-07,553.3714661177878
1999-06-08,555.5862279271302
1999-06-09,553.8348710001382
1999-06-10,556.3866460019
1999-06-11,555.1047472547499
1999-06-14,554.8331675706773
1999-06-15,550.6193251022488
1999-06-16,562.7264257020287
1999-06-17,570.4935472055715
1999-06-18,567.6286272764953
1999-06-21,582.7570630027411
1999-06-22,590.7299711722196
1999-06-23,590.5325490592313
1999-06-24,585.9884017109232
1999-06-25,577.7806405615775
1999-06-28,586.9199438164741
1999-06-29,589.0977560493394
1999-06-30,586.0382347274095
1999-07-01,597.8073353849397
1999-07-02,608.8169890086799
1999-07-05,616.3166987457018
1999-07-06,614.8608725987006
1999-07-07,612.8033646174401
1999-07-08,615.4308730559197
1999-07-09,615.4278722007566
1999-07-12,617.1439579044745
1999-07-13,609.3607057603973
1999-07-14,597.9147298012339
1999-07-15,601.2611226212464
1999-07-16,597.3245920182956
1999-07-19,599.7126947676304
1999-07-20,589.1865258552555
1999-07-21,577.381311279637
1999-07-22,574.534791780002
1999-07-23,563.6807285074183
1999-07-26,543.7686419706572
1999-07-27,548.7228002922025
1999-07-28,557.9769475394631
1999-07-29,559.521662678213
1999-07-30,556.0431513524701
1999-08-02,554.061544111377
1999-08-03,559.2766222803946
1999-08-04,553.8822926919329
1999-08-05,542.4141660268981
1999-08-06,539.8048973860853
1999-08-09,543.6647329054549
1999-08-10,539.0137477727174
1999-08-11,532.4883142199893
1999-08-12,537.8931020066735
1999-08-13,539.3552677648714
1999-08-16,549.6228200021559
1999-08-17,545.9645104036175
1999-08-18,551.363844862336
1999-08-19,548.6267874448768
1999-08-20,552.3841085198861
1999-08-23,564.6213985642556
1999-08-24,567.800291898234
1999-08-25,573.950922109749
1999-08-26,576.675422034291
1999-08-27,572.9019981887187
1999-08-30,571.061730067638
1999-08-31,561.8674960990144
1999-09-01,559.7353107595566
1999-09-02,551.0758916675999
1999-09-03,553.0888395564717
1999-09-06,561.1881098132365
1999-09-07,559.6239964803484
1999-09-08,557.2871627908522
1999-09-09,568.0677517457818
1999-09-10,575.843321308076
1999-09-13,584.5322779963917
1999-09-14,578.5284930582393
1999-09-15,569.9983363610463
1999-09-16,560.8770973818417
1999-09-17,563.7548528667808
1999-09-20,562.5538953306709
1999-09-21,560.9675241425168
1999-09-22,555.1996688069701
1999-09-23,559.0051453483308
1999-09-24,553.6688964804921
1999-09-27,548.0316042137612
1999-09-28,544.649417392685
1999-09-29,536.247196010084
1999-09-30,530.5842780102652
1999-10-01,533.7476785858188
1999-10-04,531.7164730748347
1999-10-05,534.9706927658762
1999-10-06,537.7616111232743
1999-10-07,542.7017881781467
1999-10-08,544.9510603272428
1999-10-11,545.5438547837476
1999-10-12,544.0939946673514
1999-10-13,536.8151697799858
1999-10-14,536.288577086555
1999-10-15,524.8806963285019
1999-10-18,516.702518615477
1999-10-19,516.3897736979172
1999-10-20,526.734979394513
1999-10-21,524.8596757708308
1999-10-22,533.3838624853308
1999-10-25,534.8559655572744
1999-10-26,537.3398169670187
1999-10-27,535.8531133849217
1999-10-28,540.7301178141066
1999-10-29,545.7461168920953
1999-11-01,551.8022836626997
1999-11-02,555.1753089869541
1999-11-03,556.5889068188036
1999-11-04,563.4215771544347
1999-11-05,564.996448562066
1999-11-08,564.7449596510709
1999-11-09,566.9551128183031
1999-11-10,569.8263532949409
1999-11-11,577.3536582533945
1999-11-12,588.8235178640431
1999-11-15,592.727779204357
1999-11-16,596.4857599476004
1999-11-17,588.8542936153469
1999-11-18,594.9986397462295
1999-11-19,603.5921633956251
1999-11-22,602.2068602907525
1999-11-23,603.6737533753633
1999-11-24,604.9425296868895
1999-11-25,605.0410913600219
1999-11-26,607.981668233517
1999-11-29,615.6326862959693
1999-11-30,618.3941495874594
1999-12-01,619.829276216243
1999-12-02,623.8603036858532
1999-12-03,628.8483139331713
1999-12-06,627.0315621920035
1999-12-07,627.9692790544124
1999-12-08,627.5680366909744
1999-12-09,635.2600982741023
1999-12-10,638.8900795922857
1999-12-13,643.9353908261669
1999-12-14,643.9422397626515
1999-12-15,636.0190218490563
1999-12-16,626.5183068395311
1999-12-17,635.5434541804821
1999-12-20,641.2469476032469
1999-12-21,640.9558592692116
1999-12-22,648.9443068868322
1999-12-23,648.860529871363
1999-12-24,655.1819417485647
1999-12-27,661.3505253781591
1999-12-28,668.1993553244972
1999-12-29,670.0168464155447
1999-12-30,678.1822222901922
1999-12-31,678.2257050329154
2000-01-03,682.387954465973
2000-01-04,679.3952398985285
2000-01-05,647.3708554449022
2000-01-06,633.5464861141447
2000-01-07,638.7963395631815
2000-01-10,655.790261240697
2000-01-11,650.4728283719378
2000-01-12,649.9325465133489
2000-01-13,650.4677787228522
2000-01-14,660.7153767633172
2000-01-17,671.0529057936687
2000-01-18,670.6528298658859
2000-01-19,655.8263941675557
2000-01-20,661.6029115547706
2000-01-21,658.8585447768595
2000-01-24,661.7496115899413
2000-01-25,651.03035321379
2000-01-26,657.0267752538259
2000-01-27,673.5694049503453
2000-01-28,683.5719925231103
