Date,ACWI IMI WITH PARTIAL A SHARES
2008-11-27,1037.609688942306
2008-11-28,1061.8714841508367
2008-12-30,984.811213928798
2008-12-31,1007.6383301805054
2009-01-29,1000.851421681184
2009-01-30,1000.9403613570106
2009-02-26,921.5628534457442
2009-02-27,911.1381410088254
2009-03-30,937.5302883305333
2009-03-31,943.9882244741477
2009-04-29,1051.27601216529
2009-04-30,1063.1281798680302
2009-05-28,1094.2852319394894
2009-05-29,1094.8097915471526
2009-06-29,1105.16345078612
2009-06-30,1100.699461498785
2009-07-30,1187.0554982247384
2009-07-31,1185.5061211940283
2009-08-28,1224.172733514455
2009-08-31,1215.5387314451348
2009-09-29,1255.1222867710894
2009-09-30,1250.4085052375872
2009-10-29,1233.1424859763092
2009-10-30,1216.8690918385607
2009-11-27,1239.7955649791481
2009-11-30,1243.0032547803132
2009-12-30,1337.8700697298982
2009-12-31,1331.9512837011946
2010-01-28,1323.0689652490266
2010-01-29,1318.3836801086595
2010-02-25,1361.8679433649952
2010-02-26,1361.234690270577
2010-03-30,1476.2245612960626
2010-03-31,1463.6573324303743
2010-04-29,1514.5249001334466
2010-04-30,1498.5910867770328
2010-05-28,1460.5799862383287
2010-05-31,1469.4563967724453
2010-06-29,1442.7156966645928
2010-06-30,1425.0077694679026
2010-07-29,1445.6980283319174
2010-07-30,1448.0918653578958
2010-08-30,1437.9441167053362
2010-08-31,1431.58632604768
2010-09-29,1473.2014631250393
2010-09-30,1463.7121671911034
2010-10-28,1488.2569259093425
2010-10-29,1490.4826845710645
2010-11-29,1561.2467900390006
2010-11-30,1560.9829821844912
2010-12-30,1640.4880833085256
2010-12-31,1628.7680648000016
2011-01-28,1621.2784265769124
2011-01-31,1616.194320115354
2011-02-25,1646.7017057318833
2011-02-28,1651.4487700123348
2011-03-30,1618.4084130527285
2011-03-31,1609.2704383724124
2011-04-28,1598.5587802757552
2011-04-29,1601.7859929214922
2011-05-30,1608.9222431667995
2011-05-31,1617.4517222430102
2011-06-29,1568.3380508947953
2011-06-30,1577.2345073584434
2011-07-28,1580.5504295976516
2011-07-29,1565.0041228916284
2011-08-30,1423.0259277325445
2011-08-31,1445.1215977094648
2011-09-29,1406.2018939295428
2011-09-30,1399.4589974021592
2011-10-28,1508.896114824551
2011-10-31,1491.935007587118
2011-11-29,1459.292764534418
2011-11-30,1499.4411415093766
2011-12-29,1552.023944119499
2011-12-30,1550.263396289164
2012-01-30,1622.7374077642105
2012-01-31,1630.9067520425306
2012-02-28,1673.4764654594373
2012-02-29,1676.2738372046356
2012-03-29,1690.5465954094097
2012-03-30,1694.496594044234
2012-04-27,1686.9742646949458
2012-04-30,1686.1859234366343
2012-05-30,1643.902757872339
2012-05-31,1643.3317771786337
2012-06-28,1662.463239730548
2012-06-29,1677.1579777877964
2012-07-30,1762.258095528697
2012-07-31,1748.463432672499
2012-08-30,1752.9772716366106
2012-08-31,1747.5093869611735
2012-09-27,1776.545560423568
2012-09-28,1767.529020612308
2012-10-30,1739.6746248038814
2012-10-31,1743.1274338073458
2012-11-29,1760.5624522954922
2012-11-30,1758.324824125439
2012-12-28,1757.5002951229237
2012-12-31,1776.4636904192198
2013-01-30,1810.4430132453151
2013-01-31,1806.809462470312
2013-02-27,1864.1932970179018
2013-02-28,1877.768799457761
2013-03-28,1949.3894515012219
2013-03-29,1949.6964985594514
2013-04-29,1949.492234556036
2013-04-30,1949.3135386902702
2013-05-30,1989.8811010448585
2013-05-31,1980.6907005077856
2013-06-27,1913.8984665936705
2013-06-28,1916.861515900097
2013-07-30,1976.6040708239773
2013-07-31,1968.7571907740232
2013-08-29,1944.8822956123092
2013-08-30,1941.4750695208181
2013-09-27,2006.598087982978
2013-09-30,1993.1435404578956
2013-10-30,2046.874792081729
2013-10-31,2061.8826683550606
2013-11-28,2089.444901510183
2013-11-29,2088.1461146131523
2013-12-30,2088.7512570933277
2013-12-31,2099.7585629285704
2014-01-30,2063.616416707458
2014-01-31,2065.563381235991
2014-02-27,2126.413986188242
2014-02-28,2115.0373132656805
2014-03-28,2114.0930814888725
2014-03-31,2126.923861673178
2014-04-29,2128.8200670989618
2014-04-30,2127.3312812045497
2014-05-29,2210.715775779993
2014-05-30,2205.2078668617946
2014-06-27,2247.7534217486723
2014-06-30,2244.6690767629602
2014-07-30,2295.6499448410223
2014-07-31,2261.8406690124
2014-08-28,2344.23831545897
2014-08-29,2350.7826946187974
2014-09-29,2361.6956219014455
2014-09-30,2364.4595223491906
2014-10-30,2359.5981853702056
2014-10-31,2402.8210602141335
2014-11-27,2458.141001672277
2014-11-28,2450.8238926054023
2014-12-30,2484.080662012776
2014-12-31,2483.7765589694313
2015-01-29,2634.9279297383964
2015-01-30,2622.0850676978607
2015-02-26,2788.762185464561
2015-02-27,2785.4623323348446
2015-03-30,2867.822308147096
2015-03-31,2871.3528843514655
2015-04-29,2870.8937741619434
2015-04-30,2828.3519438937715
2015-05-28,2922.956151753348
2015-05-29,2893.146068782196
2015-06-29,2778.3493037449275
2015-06-30,2783.3340886479464
2015-07-30,2842.447367375024
2015-07-31,2822.2925055499636
2015-08-28,2609.070792097161
2015-08-31,2595.89306361222
2015-09-29,2449.799308725949
2015-09-30,2510.5070236753227
2015-10-29,2750.2374670194154
2015-10-30,2729.064184272823
2015-11-27,2839.710241250804
2015-11-30,2836.8592683049665
2015-12-30,2712.9455934364687
2015-12-31,2706.748143896081
2016-01-28,2467.77627633473
2016-01-29,2545.5190863398907
2016-02-26,2516.6411820973512
2016-02-29,2521.7530501428114
2016-03-30,2600.6923624285437
2016-03-31,2586.8889670053554
2016-04-28,2655.5128809251787
2016-04-29,2614.191843064949
2016-05-30,2695.0833463927206
2016-05-31,2694.9427331539023
2016-06-29,2650.8756916362595
2016-06-30,2681.215427991215
2016-07-28,2786.447532609162
2016-07-29,2782.2137845949715
2016-08-30,2807.1323492551387
2016-08-31,2802.9196765369657
2016-09-29,2794.645334739315
2016-09-30,2798.035709571014
2016-10-28,2820.392915215617
2016-10-31,2813.108161610453
2018-03-30,3180.1035175808825
2018-04-11,3184.0079668154654
2018-04-12,3212.6597316548555
2018-04-13,3206.0318808556417
2018-04-16,3209.0524695914264
2018-04-17,3236.7853551956678
2018-04-18,3242.432936073875
2018-04-19,3238.446075503182
2018-04-20,3234.4925669491095
2018-04-23,3242.713678747883
2018-04-24,3222.952305220224
2018-04-25,3222.6687407751847
2018-04-26,3260.293516786837
2018-04-27,3272.0034276969736
2018-04-30,3267.056955852437
2018-05-01,3288.1198754444017
2018-05-02,3286.3294875213796
2018-05-03,3276.613207895208
2018-05-04,3307.1389834145534
2018-05-07,3324.6056255601384
2018-05-08,3340.6800419119318
2018-05-09,3361.081066175391
2018-05-10,3377.552815747906
2018-05-11,3374.73167010783
2018-05-14,3374.3886807741787
2018-05-15,3377.3038826779893
2018-05-16,3405.8367242714503
2018-05-17,3406.386262695355
