Date,ACWI ex NEW ZEALAND IMI
2015-12-11,2309.9985783029547
2015-12-14,2294.497931646449
2015-12-15,2337.396672416392
2015-12-16,2363.6576593137183
2015-12-17,2373.3166137414155
2015-12-18,2342.4964434475937
2015-12-21,2334.0232543550337
2015-12-22,2338.7744653283307
2015-12-23,2386.967835495301
2015-12-24,2373.5083750034273
2015-12-25,2372.7418877765645
2015-12-28,2365.362319557061
2015-12-29,2399.7685984479745
2015-12-30,2384.6581143958615
2015-12-31,2379.2066460083415
2016-01-01,2379.2667401377776
2016-01-04,2343.6456975116653
2016-01-05,2361.5076049493823
2016-01-06,2326.2372871518774
2016-01-07,2258.292492143025
2016-01-08,2224.365293956925
2016-01-11,2223.9636098465817
2016-01-12,2233.262384894754
2016-01-13,2207.084229420935
2016-01-14,2212.193002834774
2016-01-15,2150.490369992169
2016-01-18,2154.4465994598127
2016-01-19,2159.501359771084
2016-01-20,2118.637730025782
2016-01-21,2138.388915141664
2016-01-22,2195.1737027640456
2016-01-25,2174.9849586848677
2016-01-26,2189.1702531756587
2016-01-27,2181.0644044844876
2016-01-28,2170.5472066437474
2016-01-29,2238.914313052
2016-02-01,2230.3778743632333
2016-02-02,2189.952288853862
2016-02-03,2161.3331017899995
2016-02-04,2153.256610483552
2016-02-05,2126.183921368167
2016-02-08,2091.2787673304488
2016-02-09,2047.1003553727119
2016-02-10,2066.3453493895004
2016-02-11,2013.5236533800162
2016-02-12,2051.080712733348
2016-02-15,2095.810135109464
2016-02-16,2118.179377236101
2016-02-17,2152.265406429044
2016-02-18,2162.398196644025
2016-02-19,2153.7390071074756
2016-02-22,2196.393198632499
2016-02-23,2174.87913965341
2016-02-24,2166.9821187036223
2016-02-25,2189.0128456762427
2016-02-26,2213.3371736899267
2016-02-29,2217.9217709096633
2016-03-01,2258.342217975968
2016-03-02,2286.9202778035146
2016-03-03,2283.080877942226
2016-03-04,2283.9875473477655
2016-03-07,2291.0079050260974
2016-03-08,2254.905906185516
2016-03-09,2269.4433654691006
2016-03-10,2240.9834947378486
2016-03-11,2278.2892175758448
2016-03-14,2291.4400525624305
2016-03-15,2275.219084723232
2016-03-16,2287.0331673701758
2016-03-17,2273.4237055621
2016-03-18,2285.327320836402
2016-03-21,2289.8944657249867
2016-03-22,2297.3237416343686
2016-03-23,2288.3350506427596
2016-03-24,2278.343014441767
2016-03-25,2279.649915745545
2016-03-28,2274.382805614398
2016-03-29,2294.9270798185694
2016-03-30,2286.7825044272677
2016-03-31,2274.5895903509822
2016-04-01,2272.221700649588
2016-04-04,2265.3469348682875
2016-04-05,2235.6471855847376
2016-04-06,2253.573426547518
2016-04-07,2238.283135910019
2016-04-08,2248.7221067200294
2016-04-11,2244.3545681887786
2016-04-12,2274.075070705905
2016-04-13,2324.2547898763305
2016-04-14,2335.5800452569592
2016-04-15,2327.359322730634
2016-04-18,2326.3592491930344
2016-04-19,2340.7201023512357
2016-04-20,2350.818439782816
2016-04-21,2355.064037451304
2016-04-22,2359.1587208444785
2016-04-25,2347.1447070064946
2016-04-26,2344.959970778401
2016-04-27,2346.1885570585614
2016-04-28,2335.290378833775
2016-04-29,2298.8285803454587
2016-05-02,2291.7398636600938
2016-05-03,2265.886828674886
2016-05-04,2251.3478951149514
2016-05-05,2265.5487172535477
2016-05-06,2263.13820813231
2016-05-09,2266.361345472473
2016-05-10,2292.2186250616987
2016-05-11,2274.6931593980207
2016-05-12,2276.082392962698
2016-05-13,2277.2880922203385
2016-05-16,2287.151360738041
2016-05-17,2279.2937337149383
2016-05-18,2288.0047396386276
2016-05-19,2283.3539563653812
2016-05-20,2299.5082669002045
2016-05-23,2299.4328643758017
2016-05-24,2330.992547974211
2016-05-25,2355.685194160337
2016-05-26,2352.3079393189637
2016-05-27,2370.832880497745
2016-05-30,2370.211802702735
2016-05-31,2369.937560196766
2016-06-01,2360.325583662765
2016-06-02,2365.9037264884914
2016-06-03,2338.0603144873558
2016-06-06,2343.5788897286034
2016-06-07,2359.829831366905
2016-06-08,2360.8139157995656
2016-06-09,2360.6197493732825
2016-06-10,2332.4839145056426
2016-06-13,2302.35946578284
2016-06-14,2299.6050330815387
2016-06-15,2300.7486245444825
2016-06-16,2307.9895879879123
2016-06-17,2299.3397966005837
2016-06-20,2322.059492862705
2016-06-21,2341.6858425344753
2016-06-22,2338.9799289673433
2016-06-23,2356.8513954076966
2016-06-24,2291.9764188749373
2016-06-27,2267.8334212161853
2016-06-28,2291.4829751758284
2016-06-29,2330.9842334733326
2016-06-30,2357.696822397501
2016-07-01,2364.2290579016494
2016-07-04,2365.0849316599374
2016-07-05,2346.9364891092296
2016-07-06,2346.0833570032632
2016-07-07,2352.7151578755816
2016-07-08,2385.7112121579707
2016-07-11,2407.414643594026
2016-07-12,2423.4937801396227
2016-07-13,2421.0400142421267
2016-07-14,2434.0441362714414
2016-07-15,2438.4473821393035
2016-07-18,2444.731327005182
2016-07-19,2449.560224356822
2016-07-20,2462.21040083146
2016-07-21,2462.4828119780955
2016-07-22,2468.805099984816
2016-07-25,2465.8071336229505
2016-07-26,2467.6601217790717
2016-07-27,2468.553541678886
2016-07-28,2450.241304582756
2016-07-29,2446.5129908626323
2016-08-01,2445.9426827773855
2016-08-02,2418.478557030843
2016-08-03,2423.8182006023076
2016-08-04,2439.4872635809784
2016-08-05,2468.94801608086
2016-08-08,2475.05973460752
2016-08-09,2478.8546274014802
2016-08-10,2467.364177954246
2016-08-11,2476.237681799795
2016-08-12,2477.988100392775
2016-08-15,2480.8574155193373
2016-08-16,2456.0118408511184
2016-08-17,2450.9674619084694
2016-08-18,2449.5534645731555
2016-08-19,2442.598548293061
2016-08-22,2441.099917422162
2016-08-23,2451.656385257217
2016-08-24,2454.9471206691264
2016-08-25,2444.0418001501716
2016-08-26,2443.747775895914
2016-08-29,2466.471787443955
2016-08-30,2468.35488429695
2016-08-31,2464.6140086905407
2016-09-01,2457.3859389129607
2016-09-02,2481.0013548176753
2016-09-05,2491.4525824888415
2016-09-06,2486.099235905416
2016-09-07,2489.4471419087113
2016-09-08,2479.2570109983267
2016-09-09,2440.5275455842707
2016-09-12,2442.4466513827547
2016-09-13,2410.066063163756
2016-09-14,2405.693810025411
2016-09-15,2423.6230776866482
2016-09-16,2430.2030639376694
2016-09-19,2438.7517402239387
2016-09-20,2441.187587880776
2016-09-21,2474.2628479568316
2016-09-22,2481.234699332805
2016-09-23,2471.389787080017
2016-09-26,2439.2759922508303
2016-09-27,2462.187055443499
2016-09-28,2473.7483615231545
2016-09-29,2457.4595586610344
2016-09-30,2460.4367126662014
2016-10-03,2463.753318682793
2016-10-04,2471.1551037020336
2016-10-05,2466.6126606153694
2016-10-06,2470.2894306346348
2016-10-07,2459.3200773851127
2016-10-10,2473.991514593269
2016-10-11,2467.2176578524763
2016-10-12,2470.577059852119
2016-10-13,2455.3199823115533
2016-10-14,2467.723589281978
2016-10-17,2462.2285665947607
2016-10-18,2487.719679126743
2016-10-19,2498.6917868111495
2016-10-20,2504.3264170685825
2016-10-21,2512.418757228785
2016-10-24,2517.966423638177
2016-10-25,2516.0229433259537
2016-10-26,2497.793642424332
2016-10-27,2487.3172849704993
2016-10-28,2480.1287979282056
2016-10-31,2473.712425860569
2016-11-01,2445.5503397254097
2016-11-02,2410.4335278859567
2016-11-03,2407.6159570782343
2016-11-04,2392.039169951282
2016-11-07,2447.8449106301177
2016-11-08,2455.012359158061
2016-11-09,2478.4164027696543
2016-11-10,2501.293843118364
2016-11-11,2495.605669367482
2016-11-14,2520.054217166542
2016-11-15,2531.891284110746
2016-11-16,2542.6521557623428
2016-11-17,2554.132515145236
2016-11-18,2565.851184434046
2016-11-21,2572.057930947891
2016-11-22,2588.0977788386995
2016-11-23,2597.9734233792183
2016-11-24,2593.685980799298
2016-11-25,2594.729424650976
2016-11-28,2590.8101205295434
2016-11-29,2584.0016238167786
2016-11-30,2584.1647312772798
2016-12-01,2577.0855703893717
2016-12-02,2563.989367428198
2016-12-05,2562.41830036138
2016-12-06,2576.549086239866
2016-12-07,2598.5281540975207
2016-12-08,2646.7497216119227
2016-12-09,2673.3978988128356
2016-12-12,2652.3014900202165
2016-12-13,2663.0600528294403
2016-12-14,2644.1070402110954
2016-12-15,2687.597642416356
2016-12-16,2688.960837029933
2016-12-19,2686.61104959451
2016-12-20,2706.0430863329984
2016-12-21,2689.7603666305404
2016-12-22,2676.988970085211
2016-12-23,2678.2053728883584
2016-12-26,2677.6025758759406
2016-12-27,2682.591160296685
2016-12-28,2688.421737153723
2016-12-29,2670.4851715487684
2016-12-30,2655.1021842251535
2017-01-02,2657.7006732593313
2017-01-03,2707.8959586536344
2017-01-04,2709.2110722850234
2017-01-05,2690.929670254654
2017-01-06,2696.3908550873625
2017-01-09,2691.9243760811573
2017-01-10,2690.058230073585
2017-01-11,2719.930976805593
2017-01-12,2682.2561697108167
2017-01-13,2696.2759624220607
2017-01-16,2693.297851835819
2017-01-17,2670.371114577569
2017-01-18,2675.726702992674
2017-01-19,2681.42492359807
2017-01-20,2673.458741995304
2017-01-23,2658.161534759821
2017-01-24,2671.828637285987
2017-01-25,2696.1849200649153
2017-01-26,2712.6875146099237
2017-01-27,2702.1183265042237
2017-01-30,2689.2571158570113
2017-01-31,2661.388253283045
2017-02-01,2676.075238578526
2017-02-02,2667.4175848320747
2017-02-03,2687.900348187967
2017-02-06,2691.128599182531
2017-02-07,2701.8500336266056
2017-02-08,2704.483820752561
2017-02-09,2724.775219929088
2017-02-10,2747.2074861949786
2017-02-13,2764.9436114234904
2017-02-14,2776.56248409116
2017-02-15,2789.591435859592
2017-02-16,2769.8028440120534
2017-02-17,2778.2319469545246
2017-02-20,2782.434056549873
2017-02-21,2814.352035184264
2017-02-22,2812.4959207535844
2017-02-23,2803.6079013252843
2017-02-24,2801.2471370489275
2017-02-27,2791.5007032902454
2017-02-28,2781.4005664892625
2017-03-01,2824.908505696448
2017-03-02,2821.025305874671
2017-03-03,2809.6089025508118
2017-03-06,2796.385683492658
2017-03-07,2794.262948635672
2017-03-08,2791.8695851929856
2017-03-09,2782.3031829756146
2017-03-10,2777.076641481904
2017-03-13,2784.0134612615184
2017-03-14,2781.0131750179216
2017-03-15,2802.3050674410874
2017-03-16,2795.221770413607
2017-03-17,2794.385383429044
2017-03-20,2789.817324110719
2017-03-21,2754.8972896702617
2017-03-22,2749.7222076229245
2017-03-23,2758.1561140803747
2017-03-24,2755.308547954742
2017-03-27,2733.4836251711886
2017-03-28,2757.5093372840925
2017-03-29,2787.605894835095
2017-03-30,2796.1097315058005
2017-03-31,2796.1740087365984
2017-04-03,2802.197708952963
2017-04-04,2800.639876009668
2017-04-05,2795.7020286251104
2017-04-06,2797.913542638726
2017-04-07,2807.0005763995646
2017-04-10,2813.2849029234085
2017-04-11,2807.4915579360795
2017-04-12,2802.985810412973
2017-04-13,2789.6854383876534
2017-04-14,2787.3929045024706
2017-04-17,2797.4484106341556
2017-04-18,2776.399461757486
2017-04-19,2769.3128661595624
2017-04-20,2773.487388425358
2017-04-21,2788.9253532144016
2017-04-24,2785.345803137002
2017-04-25,2786.685943232207
2017-04-26,2800.8992353730096
2017-04-27,2801.6861582508486
2017-04-28,2790.4939345623125
2017-05-01,2789.715742526499
2017-05-02,2801.0908088029373
2017-05-03,2793.7501264480616
2017-05-04,2786.2706490842706
2017-05-05,2789.0571621375666
2017-05-08,2806.373144918999
2017-05-09,2813.8282852619946
2017-05-10,2825.6185059406725
2017-05-11,2821.4507926599686
2017-05-12,2809.1835846618565
2017-05-15,2809.5571784002627
2017-05-16,2791.1343271301625
2017-05-17,2742.597374402338
2017-05-18,2739.7418545895807
2017-05-19,2743.1738082300894
2017-05-22,2745.957952317104
2017-05-23,2753.304934977627
2017-05-24,2766.2773505650703
2017-05-25,2770.0599346458653
2017-05-26,2775.0182446030017
2017-05-29,2775.4893699968466
2017-05-30,2771.734127697961
2017-05-31,2756.153223623828
2017-06-01,2778.7585327637316
2017-06-02,2784.1497722835566
2017-06-05,2785.6790105152677
2017-06-06,2774.9513169173556
2017-06-07,2777.214216262416
2017-06-08,2786.431106732234
2017-06-09,2794.240495349177
2017-06-12,2781.6806714917902
2017-06-13,2794.961416768508
2017-06-14,2780.292915184213
2017-06-15,2790.3230594168417
2017-06-16,2786.520263808569
2017-06-19,2813.8145822317215
2017-06-20,2804.4794121635455
2017-06-21,2796.070182032259
2017-06-22,2795.919931380158
2017-06-23,2791.8296037183527
2017-06-26,2797.304715894559
2017-06-27,2762.6028663228003
2017-06-28,2761.6329236320103
2017-06-29,2732.4854976940196
2017-06-30,2733.2641595534046
2017-07-03,2748.8888078008135
2017-07-04,2748.333131713913
2017-07-05,2755.928415510436
2017-07-06,2722.1505647026224
2017-07-07,2730.3590959984977
2017-07-10,2736.965458718058
2017-07-11,2730.991529050271
2017-07-12,2755.9625167206977
2017-07-13,2768.3675156720656
2017-07-14,2773.820678164604
2017-07-17,2770.878086204583
2017-07-18,2746.369742009021
2017-07-19,2775.8110685482657
2017-07-20,2753.84046434489
2017-07-21,2742.8841799018005
2017-07-24,2743.2692951644153
2017-07-25,2745.8547779160435
2017-07-26,2754.06934762653
2017-07-27,2749.436883341747
2017-07-28,2724.758724825347
2017-07-31,2716.644539153737
2017-08-01,2723.8753843004592
2017-08-02,2712.0463583333594
2017-08-03,2703.3823158589717
2017-08-04,2732.9020762836285
2017-08-07,2729.991998270828
2017-08-08,2738.3447218538854
2017-08-09,2727.4053170011216
2017-08-10,2696.652778059882
2017-08-11,2680.4732839872927
2017-08-14,2703.7912951127187
2017-08-15,2713.3074005167955
2017-08-16,2725.5073706139024
2017-08-17,2696.511528028251
2017-08-18,2686.761862307042
2017-08-21,2674.938375227575
2017-08-22,2705.115320782866
2017-08-23,2691.458529656251
2017-08-24,2693.1805024249275
2017-08-25,2685.2978536331857
2017-08-28,2669.146514973653
2017-08-29,2651.135733807054
2017-08-30,2681.445934419531
2017-08-31,2703.631448044441
2017-09-01,2715.3724663973007
2017-09-04,2702.4228834434793
2017-09-05,2690.058930097782
2017-09-06,2691.498338129771
2017-09-07,2685.0158653446947
2017-09-08,2682.6811815686906
2017-09-11,2713.781142563307
2017-09-12,2729.440714929723
2017-09-13,2735.368148999885
2017-09-14,2742.3947706743515
2017-09-15,2728.1348004357233
2017-09-18,2737.2180258331914
2017-09-19,2737.0937366901458
2017-09-20,2737.6854737907966
2017-09-21,2743.279920203916
2017-09-22,2736.452434598498
2017-09-25,2749.324554318813
2017-09-26,2764.072276203441
2017-09-27,2780.5138750528495
2017-09-28,2772.9539549152905
2017-09-29,2777.2350629371863
2017-10-02,2804.1678710573647
2017-10-03,2809.7377578273517
2017-10-04,2810.8385881716254
2017-10-05,2828.514143399527
2017-10-06,2821.7894698032896
2017-10-09,2818.380290917088
2017-10-10,2813.7218407225428
2017-10-11,2812.005768227635
2017-10-12,2812.329521238785
2017-10-13,2821.3802830694153
2017-10-16,2834.246059926101
2017-10-17,2839.09783209944
2017-10-18,2837.677510924592
2017-10-19,2819.3225623287963
2017-10-20,2838.9800625553944
2017-10-23,2841.0390888248985
2017-10-24,2838.2990971971612
2017-10-25,2817.3654101480224
