Date,ACWI ex SPAIN IMI
2015-12-11,2313.966383693097
2015-12-14,2298.8167272388096
2015-12-15,2341.485529574334
2015-12-16,2368.0561557151127
2015-12-17,2377.402226595242
2015-12-18,2346.6388137840786
2015-12-21,2338.987622445963
2015-12-22,2343.673725748554
2015-12-23,2391.8543600657736
2015-12-24,2378.1196211820566
2015-12-25,2377.343943360263
2015-12-28,2370.2089630135038
2015-12-29,2404.764460225257
2015-12-30,2389.558007864374
2015-12-31,2384.3340462758765
2016-01-01,2384.394861334067
2016-01-04,2348.9120183861905
2016-01-05,2366.919709093559
2016-01-06,2331.588147982676
2016-01-07,2263.1618205284626
2016-01-08,2229.170403672772
2016-01-11,2228.80450093381
2016-01-12,2238.0660528324556
2016-01-13,2211.537562115122
2016-01-14,2217.0371718516667
2016-01-15,2155.2324027340965
2016-01-18,2159.4612069593727
2016-01-19,2164.3881085333965
2016-01-20,2123.7458423798416
2016-01-21,2143.3545772520615
2016-01-22,2200.085103563053
2016-01-25,2180.078019775368
2016-01-26,2194.078984562423
2016-01-27,2185.757352622039
2016-01-28,2175.494539512036
2016-01-29,2244.097337001534
2016-02-01,2235.5426273510625
2016-02-02,2195.3269142034637
2016-02-03,2166.9419418745456
2016-02-04,2158.2973379625923
2016-02-05,2130.754623591575
2016-02-08,2096.4543773912064
2016-02-09,2052.272526123447
2016-02-10,2071.1511153541132
2016-02-11,2018.719981006343
2016-02-12,2056.2311413270045
2016-02-15,2100.8661395712365
2016-02-16,2123.5991585913544
2016-02-17,2157.503714227181
2016-02-18,2167.98696581262
2016-02-19,2159.5196727292996
2016-02-22,2202.18985294406
2016-02-23,2180.7416096840916
2016-02-24,2173.4296120784093
2016-02-25,2195.20965327426
2016-02-26,2219.4490799578784
2016-02-29,2223.7931390681542
2016-03-01,2264.312393736626
2016-03-02,2292.808042998068
2016-03-03,2288.9503764269293
2016-03-04,2289.759495412075
2016-03-07,2296.9424038598177
2016-03-08,2260.49643632121
2016-03-09,2275.201962994924
2016-03-10,2246.311735117057
2016-03-11,2283.1797274996748
2016-03-14,2296.3547131627424
2016-03-15,2280.3638428347904
2016-03-16,2292.4152686562675
2016-03-17,2278.633613194218
2016-03-18,2290.4963007157357
2016-03-21,2295.21296076419
2016-03-22,2302.836549703656
2016-03-23,2293.922583025965
2016-03-24,2284.1800503297763
2016-03-25,2285.5027343177157
