Date,ACWI ex CHINA IMI
1999-01-01,1000.0381593737875
1999-01-04,1003.1879481692232
1999-01-05,1012.9382704085176
1999-01-06,1036.605818154739
1999-01-07,1039.422521430076
1999-01-08,1049.6755303562757
1999-01-11,1045.9879731922524
1999-01-12,1027.8982827197474
1999-01-13,999.032020440519
1999-01-14,992.4078303654117
1999-01-15,1016.3848846166399
1999-01-18,1023.5169783886055
1999-01-19,1026.6642455709923
1999-01-20,1034.8508029518612
1999-01-21,1021.9793383994268
1999-01-22,1008.6982921430805
1999-01-25,1013.5477843589209
1999-01-26,1021.9086142220929
1999-01-27,1024.1996046581621
1999-01-28,1039.7387892389656
1999-01-29,1052.8174309253964
1999-02-01,1060.8535213471264
1999-02-02,1052.9542392119915
1999-02-03,1053.9549614530988
1999-02-04,1047.5695394780375
1999-02-05,1040.355461739581
1999-02-08,1042.0443971314621
1999-02-09,1019.0859319251899
1999-02-10,1016.1529629630269
1999-02-11,1035.623473982744
1999-02-12,1030.6622968999125
1999-02-15,1034.1727859446794
1999-02-16,1041.0025890492634
1999-02-17,1026.1495407264536
1999-02-18,1030.951905719709
1999-02-19,1041.737887199784
1999-02-22,1064.5652074675288
1999-02-23,1071.4592526033089
1999-02-24,1068.689285888689
1999-02-25,1055.2842338395521
1999-02-26,1058.2249679967729
1999-03-01,1056.4940736339775
1999-03-02,1051.8950755759158
1999-03-03,1050.8632012199116
1999-03-04,1065.9314696159533
1999-03-05,1087.7659969307483
1999-03-08,1089.8525068977049
1999-03-09,1092.1366187692322
1999-03-10,1094.159536553377
1999-03-11,1112.6630531169426
1999-03-12,1104.5368681371685
1999-03-15,1111.7864599043726
1999-03-16,1117.7455418839365
1999-03-17,1106.7277399118382
1999-03-18,1112.5544771496857
1999-03-19,1118.6572007343054
1999-03-22,1116.4332304864297
1999-03-23,1096.3943982582728
1999-03-24,1091.7842920867402
1999-03-25,1112.3778154206327
1999-03-26,1119.4259608094364
1999-03-29,1136.2901281333625
1999-03-30,1127.955667337342
1999-03-31,1124.8471794316908
1999-04-01,1129.4614739751519
1999-04-02,1131.2977500918753
1999-04-05,1147.1847055850192
1999-04-06,1148.9338325029878
1999-04-07,1151.7325041761217
1999-04-08,1160.228544328338
1999-04-09,1169.4237960547343
1999-04-12,1166.7153764328802
1999-04-13,1174.422783000805
1999-04-14,1167.5163530798472
1999-04-15,1170.508285630999
1999-04-16,1174.3169988691795
1999-04-19,1173.0825717077087
1999-04-20,1167.9655679288976
1999-04-21,1184.2609721897272
1999-04-22,1198.5329818048335
1999-04-23,1197.9653984913646
1999-04-26,1208.0253450458217
1999-04-27,1209.7162913321708
1999-04-28,1206.8862647834396
1999-04-29,1205.9639304697391
1999-04-30,1205.695047732894
1999-05-03,1215.5435377792369
1999-05-04,1203.6448074445982
1999-05-05,1199.2205535542907
1999-05-06,1189.4801899543284
1999-05-07,1190.5146923168247
1999-05-10,1190.8250140499642
1999-05-11,1202.521422686042
1999-05-12,1209.391365653631
1999-05-13,1216.2358193401785
1999-05-14,1190.4749772360499
1999-05-17,1182.8336726004018
1999-05-18,1185.2575201669679
1999-05-19,1189.5930226546427
1999-05-20,1193.0729749426962
1999-05-21,1195.6874459666237
1999-05-24,1181.5542367628548
1999-05-25,1163.1073896907653
1999-05-26,1182.953196269668
1999-05-27,1172.3426367855895
1999-05-28,1182.3988575388837
1999-05-31,1186.1949673558881
1999-06-01,1182.101340047769
1999-06-02,1195.1432236634375
1999-06-03,1198.2446151738375
1999-06-04,1218.04443463001
1999-06-07,1230.0547167254072
1999-06-08,1213.6474139538848
1999-06-09,1216.6093806987428
1999-06-10,1204.6374901672498
1999-06-11,1204.9730915379646
1999-06-14,1202.9880060996395
1999-06-15,1207.3347293628287
1999-06-16,1234.8010503993346
1999-06-17,1244.073285172382
1999-06-18,1239.6861207980112
1999-06-21,1255.0721452722905
1999-06-22,1251.223375419275
1999-06-23,1244.1277665181835
1999-06-24,1229.1164877486162
1999-06-25,1217.6541085174922
1999-06-28,1235.4932990158438
1999-06-29,1249.3014013854824
1999-06-30,1260.7686070160837
1999-07-01,1282.9760831873627
1999-07-02,1294.523441665707
1999-07-05,1301.6432605441187
1999-07-06,1297.4443101396196
1999-07-07,1298.3676730236075
1999-07-08,1300.032115909999
1999-07-09,1303.5525565449088
1999-07-12,1309.7074459926855
1999-07-13,1298.8733100507636
1999-07-14,1302.6452374678886
1999-07-15,1310.9246067724416
1999-07-16,1314.228577526686
1999-07-19,1316.1435815741945
1999-07-20,1273.037470843254
1999-07-21,1260.5530212915962
1999-07-22,1247.6917427732142
1999-07-23,1241.4506469815728
1999-07-26,1213.689535638215
1999-07-27,1224.836871539606
1999-07-28,1231.7972464881818
1999-07-29,1209.8935661790665
1999-07-30,1213.3421025694017
1999-08-02,1213.6283406370949
1999-08-03,1209.73820374778
1999-08-04,1190.8697815182393
1999-08-05,1180.4300301744797
1999-08-06,1174.1349914052441
1999-08-09,1180.4013709434137
1999-08-10,1166.700888696175
1999-08-11,1182.1378334938909
1999-08-12,1191.29520693979
1999-08-13,1215.8824258300526
1999-08-16,1224.1573708543863
1999-08-17,1236.7211583172948
1999-08-18,1233.8279518565864
1999-08-19,1219.2308013910454
1999-08-20,1228.9487042704927
1999-08-23,1252.6972529305026
1999-08-24,1257.4488210436166
1999-08-25,1275.076251230533
1999-08-26,1267.8068617532615
1999-08-27,1258.9405029175134
1999-08-30,1250.8926940401284
1999-08-31,1232.1702647829604
1999-09-01,1240.9060033311403
1999-09-02,1221.1218532414714
1999-09-03,1252.6203533080582
1999-09-06,1261.7739332058713
1999-09-07,1254.5382675953283
1999-09-08,1250.2125187325607
1999-09-09,1263.9939820261693
1999-09-10,1276.8051835292026
1999-09-13,1285.825903160424
1999-09-14,1275.9549777464874
1999-09-15,1270.7731307072847
1999-09-16,1261.2362230084536
1999-09-17,1266.8048494155373
1999-09-20,1269.8587950781898
1999-09-21,1252.4393775469046
1999-09-22,1244.143311064613
1999-09-23,1238.8717724386152
1999-09-24,1223.4940002726607
1999-09-27,1228.8468177055158
1999-09-28,1224.5179039506522
1999-09-29,1207.1342078345092
1999-09-30,1214.9701729313108
1999-10-01,1212.3905196400542
1999-10-04,1224.2367564080826
1999-10-05,1225.8085984769643
1999-10-06,1236.0428286311867
1999-10-07,1236.1480829315888
1999-10-08,1253.7059875615425
1999-10-11,1256.0038173889943
1999-10-12,1237.34054877947
1999-10-13,1213.9217826707036
1999-10-14,1211.0030980263323
1999-10-15,1179.3625486514147
1999-10-18,1172.212845402539
1999-10-19,1187.2614730179587
1999-10-20,1205.8497318797229
1999-10-21,1199.9920446034814
1999-10-22,1226.0710836589938
1999-10-25,1226.6473838588352
1999-10-26,1233.372454994269
1999-10-27,1241.3942345439223
1999-10-28,1268.139890326285
1999-10-29,1290.435989977624
1999-11-01,1290.543477696825
1999-11-02,1290.7594648617114
1999-11-03,1296.8338905360545
1999-11-04,1312.320258866593
1999-11-05,1318.7864434099752
1999-11-08,1325.2284723497871
1999-11-09,1320.8095986380647
1999-11-10,1327.5587928383998
1999-11-11,1337.7375645028785
1999-11-12,1355.0893517277264
1999-11-15,1360.8373790653163
1999-11-16,1371.652314922896
1999-11-17,1360.000348094127
1999-11-18,1381.3214151710044
1999-11-19,1385.1249181379876
1999-11-22,1382.9758515195842
1999-11-23,1381.4760829994136
1999-11-24,1397.0570446409886
1999-11-25,1403.213508360713
1999-11-26,1421.3082151701255
1999-11-29,1424.9164901816744
1999-11-30,1405.5885999503766
1999-12-01,1406.9404328407068
1999-12-02,1419.230166143111
1999-12-03,1442.9428360112142
1999-12-06,1420.3805528489656
1999-12-07,1420.2303401092154
1999-12-08,1414.3954748334882
1999-12-09,1425.8668482494456
1999-12-10,1434.4222042028393
1999-12-13,1440.2616536908986
1999-12-14,1436.033839290487
1999-12-15,1437.5717486905414
1999-12-16,1430.374268715637
1999-12-17,1446.8036696474196
1999-12-20,1450.9961591643316
1999-12-21,1459.8056403814874
1999-12-22,1473.0590265484645
1999-12-23,1480.5031411107034
1999-12-24,1486.3141799226048
1999-12-27,1489.4487853446444
1999-12-28,1502.979482735113
1999-12-29,1515.951981420659
1999-12-30,1526.4639801572835
1999-12-31,1530.913345875654
2000-01-03,1513.664371699871
2000-01-04,1450.2627198540745
2000-01-05,1423.1047061155023
2000-01-06,1404.4076793862644
2000-01-07,1441.511559753532
2000-01-10,1466.0410865533077
2000-01-11,1456.5205302452687
2000-01-12,1451.5539533595834
2000-01-13,1466.9517739368002
2000-01-14,1499.1914819011765
2000-01-17,1515.4287990806006
2000-01-18,1500.5353080962723
2000-01-19,1495.2316150810032
2000-01-20,1494.0568317818236
2000-01-21,1496.5631893219665
2000-01-24,1485.2981360384
2000-01-25,1473.522750225029
2000-01-26,1485.1794824972212
2000-01-27,1506.9183407932182
2000-01-28,1495.0070091601222
2000-01-31,1496.020398802022
2000-02-01,1515.2075340034307
2000-02-02,1525.087472203813
2000-02-03,1532.4761360000489
2000-02-04,1543.231886529384
2000-02-07,1546.005271382953
2000-02-08,1551.5227659828677
2000-02-09,1537.871459257352
2000-02-10,1545.7130358682625
2000-02-11,1533.570611081712
2000-02-14,1536.3287367928697
2000-02-15,1527.3004598163136
2000-02-16,1526.0069724236557
2000-02-17,1533.577429857421
2000-02-18,1512.3860816892477
2000-02-21,1498.68186232154
2000-02-22,1470.090846560294
2000-02-23,1488.9501158611902
2000-02-24,1501.8825051638785
2000-02-25,1525.1327604790868
2000-02-28,1543.0113604574685
2000-02-29,1563.46878220221
2000-03-01,1580.8512592522832
2000-03-02,1590.9847422578423
2000-03-03,1614.9483507066925
2000-03-06,1609.7138075107825
2000-03-07,1597.3607204583482
2000-03-08,1597.3415310859498
2000-03-09,1603.4503432354454
2000-03-10,1608.6896129340162
2000-03-13,1571.7677944396398
2000-03-14,1562.5131629509794
2000-03-15,1552.6091830982639
2000-03-16,1590.7935472039655
2000-03-17,1609.1500778253921
2000-03-20,1596.9924863796155
2000-03-21,1609.5380203411032
2000-03-22,1631.9647691202092
2000-03-23,1629.2580920117266
2000-03-24,1638.7339608369493
2000-03-27,1640.0957734768306
2000-03-28,1639.8463277170063
2000-03-29,1655.8442143754944
2000-03-30,1622.2714247343372
2000-03-31,1635.3882678086648
2000-04-03,1613.5715216612705
2000-04-04,1597.7523445714444
2000-04-05,1572.631690180385
2000-04-06,1600.662647759761
2000-04-07,1621.6871000240333
2000-04-10,1608.5115495517077
2000-04-11,1584.3457193161069
2000-04-12,1568.437847890699
2000-04-13,1548.7164842644995
2000-04-14,1484.2071629195834
2000-04-17,1479.7153124013753
2000-04-18,1526.1850986007516
2000-04-19,1539.0781724467945
2000-04-20,1545.4661680162826
2000-04-21,1547.1789500639516
2000-04-24,1540.9861683740435
2000-04-25,1590.1607112515428
2000-04-26,1590.6990005967882
2000-04-27,1605.0678425932485
2000-04-28,1611.7633291492125
2000-05-01,1631.1694229697173
2000-05-02,1625.9980050194947
2000-05-03,1622.2918565658445
2000-05-04,1622.405676654248
2000-05-05,1635.6257153373904
2000-05-08,1621.2796120661271
2000-05-09,1588.3067392484902
2000-05-10,1545.5638668365327
2000-05-11,1567.6824094086746
2000-05-12,1581.345694422266
2000-05-15,1579.6720860188157
2000-05-16,1616.279920896481
2000-05-17,1616.456293772932
2000-05-18,1600.075915506621
2000-05-19,1568.7618914388686
2000-05-22,1529.525425982263
2000-05-23,1506.1667943803122
2000-05-24,1510.7780709254414
2000-05-25,1513.7516001945728
2000-05-26,1485.29977222571
2000-05-29,1488.640035454461
2000-05-30,1519.9881079110503
2000-05-31,1527.3212193393515
2000-06-01,1548.9118068924588
2000-06-02,1572.2277219090133
2000-06-05,1573.6586712510511
2000-06-06,1550.1876651741863
2000-06-07,1557.335967977955
2000-06-08,1556.9642561225996
2000-06-09,1560.0319645947889
2000-06-12,1548.7849652658072
2000-06-13,1546.9835193985664
2000-06-14,1550.9461227662262
2000-06-15,1555.0815407882533
2000-06-16,1538.5159337017155
2000-06-19,1554.4735831554722
2000-06-20,1565.754093590209
2000-06-21,1579.5253335638583
2000-06-22,1573.0043739686362
2000-06-23,1565.2031129991256
2000-06-26,1567.6914541313806
2000-06-27,1557.765347396455
2000-06-28,1562.0393744272965
2000-06-29,1542.5560049764204
2000-06-30,1544.0843119044139
2000-07-03,1567.9744327165004
2000-07-04,1569.9392930335416
2000-07-05,1546.0664591983364
2000-07-06,1550.9769372345258
2000-07-07,1577.3732511620703
2000-07-10,1575.2339645645798
2000-07-11,1577.8250688213395
2000-07-12,1596.970474895924
2000-07-13,1611.5366838031307
2000-07-14,1619.8648655553034
2000-07-17,1625.4874264422674
2000-07-18,1609.6795978806051
2000-07-19,1609.3993760794451
2000-07-20,1622.7493601024273
2000-07-21,1594.1671727873904
2000-07-24,1578.6618255698495
2000-07-25,1569.5073463536044
2000-07-26,1557.8146407416755
2000-07-27,1544.8436548440873
2000-07-28,1533.6609146222056
2000-07-31,1544.3636444259305
2000-08-01,1551.6417727094504
2000-08-02,1568.9053921552766
2000-08-03,1583.2319512242464
2000-08-04,1587.2571185411657
2000-08-07,1602.3854393970091
2000-08-08,1616.3491251140315
2000-08-09,1621.7394807392452
2000-08-10,1597.7845025024887
2000-08-11,1612.2862839225304
2000-08-14,1626.969238462698
2000-08-15,1612.7967885087855
2000-08-16,1616.8773928224095
2000-08-17,1618.6806297447185
2000-08-18,1625.3490192277147
2000-08-21,1633.4558482181887
2000-08-22,1645.426353876904
2000-08-23,1657.350749352666
2000-08-24,1647.9686682693996
2000-08-25,1649.418790472651
2000-08-28,1664.494502758075
2000-08-29,1666.9894688839563
2000-08-30,1665.9987305989205
2000-08-31,1684.4231220672807
2000-09-01,1681.66641378812
2000-09-04,1686.6515161096
2000-09-05,1692.700171893498
2000-09-06,1689.928090725387
2000-09-07,1706.9457232219272
2000-09-08,1701.1384793232878
2000-09-11,1697.7244768058417
2000-09-12,1688.672898437791
2000-09-13,1682.8418530126198
2000-09-14,1691.8239533649778
2000-09-15,1674.0080232523221
2000-09-18,1662.6104266339971
2000-09-19,1673.9710805851864
2000-09-20,1680.492578937246
2000-09-21,1659.6386969975727
2000-09-22,1609.64959417229
2000-09-25,1626.4818393220455
2000-09-26,1604.3913226569484
2000-09-27,1599.3976957073412
2000-09-28,1614.0819379839038
2000-09-29,1608.2380461685693
2000-10-02,1606.424772962887
2000-10-03,1607.653787582546
2000-10-04,1615.566129023285
2000-10-05,1621.2815008926673
2000-10-06,1599.687461628145
2000-10-09,1587.1363694055103
2000-10-10,1575.7636206548987
2000-10-11,1539.9882990291965
2000-10-12,1531.9137969573248
2000-10-13,1565.2661624467598
2000-10-16,1586.4899955625053
2000-10-17,1560.3262453378024
2000-10-18,1546.8839769083777
2000-10-19,1596.3856321487244
2000-10-20,1616.8670427929278
2000-10-23,1620.7956533522254
2000-10-24,1626.9052736832311
2000-10-25,1610.7025312626884
2000-10-26,1605.3740425304936
2000-10-27,1596.1703731354735
2000-10-30,1597.18807129042
2000-10-31,1619.9857265123517
2000-11-01,1610.612491451673
2000-11-02,1616.773371847854
2000-11-03,1614.7339272571826
2000-11-06,1623.788275119183
2000-11-07,1623.5828397170565
2000-11-08,1611.7987767504687
2000-11-09,1591.7257955965315
2000-11-10,1555.5790869013456
2000-11-13,1537.1213832505082
2000-11-14,1569.9832077658205
2000-11-15,1575.782393806758
2000-11-16,1562.316611894835
