Date,ACWI ex BRAZIL IMI
2015-12-11,2311.705610698522
2015-12-14,2296.33934265191
2015-12-15,2339.3448892647525
2015-12-16,2365.9116971084077
2015-12-17,2375.2812993329617
2015-12-18,2344.687320871815
2015-12-21,2336.8087864156196
2015-12-22,2341.5267988746104
2015-12-23,2389.618814161093
2015-12-24,2376.1128953087164
2015-12-25,2375.3424979136757
2015-12-28,2367.8522575990314
2015-12-29,2402.359410988719
2015-12-30,2387.680307715745
2015-12-31,2382.0328239915884
2016-01-01,2382.093224968613
2016-01-04,2346.7731902844603
2016-01-05,2364.491716145599
2016-01-06,2329.1977159315175
2016-01-07,2261.2649503553994
2016-01-08,2227.218252773679
2016-01-11,2226.961792153292
2016-01-12,2236.357569638605
2016-01-13,2210.0692153125074
2016-01-14,2215.052435131481
2016-01-15,2153.4922738735404
2016-01-18,2157.512467730716
2016-01-19,2162.6278431146484
2016-01-20,2121.7897051676377
2016-01-21,2141.7169488376567
2016-01-22,2198.6074738451557
2016-01-25,2178.291248999759
2016-01-26,2192.61550784779
2016-01-27,2184.2130073887142
2016-01-28,2173.6364906343256
2016-01-29,2241.6861016043076
2016-02-01,2233.022851344562
2016-02-02,2192.969221072283
2016-02-03,2163.9472521578937
2016-02-04,2155.4571414092698
2016-02-05,2128.3867268948293
2016-02-08,2093.255125194349
2016-02-09,2048.96063545583
2016-02-10,2068.34412279902
2016-02-11,2015.6869946126649
2016-02-12,2053.263729204567
2016-02-15,2098.1562291882724
2016-02-16,2120.6051752716953
2016-02-17,2154.5099602323653
2016-02-18,2164.7886270111753
2016-02-19,2156.181947170688
2016-02-22,2198.3488675730555
2016-02-23,2176.960617927045
2016-02-24,2169.1862892744775
2016-02-25,2191.2885068434475
2016-02-26,2215.8161455471595
2016-02-29,2220.0248946711827
2016-03-01,2260.3104073143804
2016-03-02,2288.596642985546
2016-03-03,2284.1436224270597
2016-03-04,2284.261063229558
2016-03-07,2291.3827176365958
2016-03-08,2255.2738487845922
2016-03-09,2269.62137260959
2016-03-10,2240.823489884329
2016-03-11,2278.1352343085337
2016-03-14,2291.5492785886554
2016-03-15,2276.064207706191
2016-03-16,2287.9859912340407
2016-03-17,2273.150253801485
2016-03-18,2285.065304770221
2016-03-21,2289.513840672749
2016-03-22,2296.904340195022
2016-03-23,2288.4878123175667
2016-03-24,2278.547763960451
2016-03-25,2279.8613317149
2016-03-28,2274.0868033622946
2016-03-29,2294.73496007766
2016-03-30,2286.508541850416
2016-03-31,2274.433791244332
2016-04-01,2271.9235345325774
2016-04-04,2265.6157633676753
2016-04-05,2235.9288625806253
2016-04-06,2254.2359901287296
2016-04-07,2238.875392077864
2016-04-08,2248.641293563016
2016-04-11,2243.9551275923177
2016-04-12,2273.234427788079
2016-04-13,2323.3792915344134
2016-04-14,2334.7600862850677
2016-04-15,2326.4443829060606
