Date,AC AMERICAS IMI
2007-05-31,1000.0
2007-06-01,1008.2976181331254
2007-06-04,1005.971532643026
2007-06-05,997.6730017072114
2007-06-06,989.7553545382341
2007-06-07,974.5057106215239
2007-06-08,992.1431593140907
2007-06-11,994.6594997683997
2007-06-12,986.2141508353076
2007-06-13,1001.1801662866181
2007-06-14,1006.4152075409131
2007-06-15,1010.6675228989156
2007-06-18,1006.9214035707254
2007-06-19,1007.7479497295774
2007-06-20,993.7650811951137
2007-06-21,1000.8426578692375
2007-06-22,987.5639012202357
2007-06-25,980.7344039181008
2007-06-26,975.9528485869761
2007-06-27,987.0312868927824
2007-06-28,985.4100935288042
2007-06-29,982.0679759244972
2007-07-02,984.2926663975238
2007-07-03,989.3002318551459
2007-07-04,988.860021858472
2007-07-05,991.448720334598
2007-07-06,993.7992995171238
2007-07-09,995.0686224188757
2007-07-10,974.9556485063052
2007-07-11,975.8852898607722
2007-07-12,994.8038717948548
2007-07-13,998.1772911993676
2007-07-16,995.1876663714733
2007-07-17,994.5462203383889
2007-07-18,992.1714323308141
2007-07-19,996.1029694936683
2007-07-20,983.6076189948735
2007-07-23,988.0517615672507
2007-07-24,966.6814576082061
2007-07-25,977.2575810692446
2007-07-26,952.8339005269402
2007-07-27,942.4183205856066
2007-07-30,950.0919471655209
2007-07-31,939.6784963852429
2007-08-01,944.5059838670036
2007-08-02,950.7185826882497
2007-08-03,919.3778503936276
2007-08-06,934.5630642647845
2007-08-07,942.5532817040602
2007-08-08,954.0457316405924
2007-08-09,934.9291943018936
2007-08-10,936.1022865846924
2007-08-13,940.1488451280425
2007-08-14,924.7357725226715
2007-08-15,916.6792054627141
2007-08-16,921.1302554865023
2007-08-17,936.3055096004869
2007-08-20,940.2778970430512
2007-08-21,941.6164367399856
2007-08-22,952.540953553142
2007-08-23,947.6550506084783
2007-08-24,954.362208043762
2007-08-27,946.9241844452043
2007-08-28,923.8701702423464
2007-08-29,943.5094305551105
2007-08-30,941.4247415742838
2007-08-31,953.7346734749674
2007-09-03,955.9429746561498
2007-09-04,967.4851565634119
2007-09-05,952.8780152862079
2007-09-06,954.3075103677119
2007-09-07,933.9663645720451
2007-09-10,928.7291616854222
2007-09-11,939.1577319013085
2007-09-12,936.5221184237007
2007-09-13,944.5402900022132
2007-09-14,946.0448084850391
2007-09-17,941.0084212030413
2007-09-18,968.394589137197
2007-09-19,968.751695516118
2007-09-20,954.8929734936135
2007-09-21,959.1339583407754
2007-09-24,955.1731677240361
2007-09-25,952.6758066322965
2007-09-26,958.2605919156465
2007-09-27,961.9163626317704
2007-09-28,954.4713009893021
2007-10-01,966.6342958283211
2007-10-02,972.7186463627451
2007-10-03,967.983232665818
2007-10-04,970.7423813340012
2007-10-05,982.8605779141452
2007-10-08,985.2637134463344
2007-10-09,991.3071608853526
2007-10-10,985.365937428279
2007-10-11,975.5459229573379
2007-10-12,984.7582575625472
2007-10-15,973.5779354745846
2007-10-16,970.5750725351619
2007-10-17,970.9564954740183
2007-10-18,965.5058110078259
2007-10-19,943.3300950437044
2007-10-22,953.1425978924117
2007-10-23,956.4752915539488
2007-10-24,954.4251667473284
2007-10-25,948.4955718508518
2007-10-26,957.2630128062135
2007-10-29,961.4618085624292
2007-10-30,953.6527774273444
2007-10-31,963.7614867245077
2007-11-01,941.4638140367236
2007-11-02,939.901307614919
2007-11-05,934.6102897769479
2007-11-06,941.9796966455858
2007-11-07,910.1839622779983
2007-11-08,908.0946404463326
2007-11-09,894.8990753313199
2007-11-12,889.5368679180901
2007-11-13,909.4789866408286
2007-11-14,900.8094888770753
2007-11-15,891.380910778165
2007-11-16,894.7093354546768
2007-11-19,876.7313712867102
2007-11-20,872.0791702875061
2007-11-21,855.3582649708522
2007-11-22,854.9914159836972
2007-11-23,870.3829445813041
2007-11-26,849.4064654530528
2007-11-27,858.269748460513
2007-11-28,890.1010241191144
2007-11-29,889.9557425225958
2007-11-30,901.6869613100231
2007-12-03,897.925495252925
2007-12-04,885.6540608379821
2007-12-05,905.2726313480026
2007-12-06,921.7727046733888
2007-12-07,919.7161048181629
2007-12-10,922.4926075575976
2007-12-11,900.5969629302399
2007-12-12,906.6530895017693
2007-12-13,909.9320324751995
2007-12-14,908.3455085940518
2007-12-17,896.6933524085879
2007-12-18,900.9512028637786
2007-12-19,902.5137219018775
2007-12-20,910.9845982149316
2007-12-21,925.1712515978143
2007-12-24,930.893090921134
2007-12-25,930.893090921134
2007-12-26,926.3205930181574
2007-12-27,909.7280773783766
2007-12-28,903.5023859578635
2007-12-31,902.3387373053946
2008-01-01,902.3387373053946
2008-01-02,884.1893201503109
2008-01-03,883.9281558931309
2008-01-04,858.0411425856923
2008-01-07,861.6660302964552
2008-01-08,848.775780074803
2008-01-09,859.8495440617739
2008-01-10,862.6112049931335
2008-01-11,847.6620703518494
2008-01-14,851.4026943473689
2008-01-15,831.0587725660416
2008-01-16,833.9362994808116
2008-01-17,809.8224113236029
2008-01-18,808.7912242607332
2008-01-21,810.6312503051664
2008-01-22,801.0451510806961
2008-01-23,819.0430165966285
2008-01-24,821.9811861661445
2008-01-25,812.8000771024278
2008-01-28,821.6011454242167
2008-01-29,829.0391728437822
2008-01-30,824.1202370192802
2008-01-31,835.9522429074744
2008-02-01,847.9854391282596
2008-02-04,840.8774828978958
2008-02-05,824.3694988148384
2008-02-06,816.4373173963193
2008-02-07,831.0053127615377
2008-02-08,830.2683539760766
2008-02-11,835.7441339815147
2008-02-12,836.2438393698519
2008-02-13,849.6980077437028
2008-02-14,835.6385636065007
2008-02-15,831.1616009248555
2008-02-18,834.047913602279
2008-02-19,829.1914034389823
2008-02-20,841.7068319481018
2008-02-21,824.6700878431118
2008-02-22,829.1211465111616
2008-02-25,841.0783766861733
2008-02-26,845.1241098004044
2008-02-27,833.0254688589047
2008-02-28,823.1501631944544
2008-02-29,800.2278533115061
2008-03-03,798.9562353626403
2008-03-04,793.5181787874554
2008-03-05,797.1537594515562
2008-03-06,775.3491958432571
2008-03-07,768.2788046546777
2008-03-10,753.0831524551484
2008-03-11,782.7620938613928
2008-03-12,769.3208211679669
2008-03-13,770.4493336182095
2008-03-14,753.9724828648664
2008-03-17,735.588819959914
2008-03-18,763.7576171002011
2008-03-19,750.1931563413448
2008-03-20,774.775399660112
2008-03-21,774.775399660112
2008-03-24,790.0138408934636
2008-03-25,784.6575158039169
2008-03-26,771.6456929717266
2008-03-27,762.0925893248832
2008-03-28,757.3508153700135
2008-03-31,757.5121399289288
2008-04-01,794.1242304693075
2008-04-02,794.4750738085405
2008-04-03,795.6581364925881
2008-04-04,792.1031691859931
2008-04-07,794.8503372207762
2008-04-08,792.3184085883736
2008-04-09,781.8460128393602
2008-04-10,786.1137313817679
