Date,KUKJE (ACWI ex KOREA) IMI
2002-05-31,1000.0
2002-06-03,981.9372441117848
2002-06-04,971.0299050886346
2002-06-05,977.6394105954263
2002-06-06,959.7178259717476
2002-06-07,954.9671683393717
2002-06-10,956.7625977371376
2002-06-11,950.2532397862417
2002-06-12,944.3373314367645
2002-06-13,935.2676664598715
2002-06-14,924.5584467887782
2002-06-17,948.4401664750865
2002-06-18,945.2203437970668
2002-06-19,924.826660748003
2002-06-20,907.3025295170264
2002-06-21,894.4934689488651
2002-06-24,884.4815655657899
2002-06-25,885.9318887851558
2002-06-26,864.23122936485
2002-06-27,880.4475798882584
2002-06-28,888.2181813472718
2002-07-01,877.477233601528
2002-07-02,859.8678816729432
2002-07-03,860.4145645539681
2002-07-04,864.9776846617846
2002-07-05,896.4781262577965
2002-07-08,881.0041712390207
2002-07-09,864.5212500953163
2002-07-10,844.9120702245517
2002-07-11,836.5721075797397
2002-07-12,835.1590429007933
2002-07-15,810.1567999372604
2002-07-16,798.7301724707874
2002-07-17,809.4743615110759
2002-07-18,801.4573290928075
2002-07-19,771.2324341048527
2002-07-22,750.5098636765
2002-07-23,741.9891205222377
2002-07-24,759.1246177199381
2002-07-25,758.0309674896761
2002-07-26,770.0527159467875
2002-07-29,812.3490883693947
2002-07-30,810.4543454034542
2002-07-31,818.2849114124789
2002-08-01,795.457329603608
2002-08-02,782.6405312221756
2002-08-05,759.7053140400376
2002-08-06,790.437840230448
2002-08-07,796.1700951848358
2002-08-08,818.9256993766854
2002-08-09,823.0542256666017
2002-08-12,812.4697518952627
2002-08-13,804.1526249120213
2002-08-14,812.4929304701999
2002-08-15,829.3280332717974
2002-08-16,827.6736359207548
2002-08-19,847.0478571094845
2002-08-20,838.1296921442489
2002-08-21,843.8922117503216
2002-08-22,860.9214689666334
2002-08-23,846.7976064990559
2002-08-26,850.9079370353635
2002-08-27,842.238072356907
2002-08-28,823.4908062186249
2002-08-29,817.7606501916239
2002-08-30,820.6184032422228
2002-09-02,814.0592905115683
2002-09-03,778.0392295343134
2002-09-04,786.4628502499046
2002-09-05,780.2300964551388
2002-09-06,797.0954204173056
2002-09-09,802.2431505626656
2002-09-10,815.2693833934394
2002-09-11,820.9239957129495
2002-09-12,799.9094438416419
2002-09-13,794.4360952672283
2002-09-16,797.0934428793705
2002-09-17,790.0312580944177
2002-09-18,775.0412464465389
2002-09-19,756.1370176723001
2002-09-20,754.1049369825537
2002-09-23,740.6599584515774
2002-09-24,731.6952227842964
2002-09-25,744.8213185546939
2002-09-26,763.5998793826889
2002-09-27,751.9931422328099
2002-09-30,730.1678626392622
2002-10-01,748.3823181978064
2002-10-02,741.9128736268627
2002-10-03,731.9621149909093
2002-10-04,721.7766172711522
2002-10-07,707.3971953320107
2002-10-08,712.985654558575
2002-10-09,694.0800534118912
2002-10-10,711.8433571053744
2002-10-11,736.9659377483881
2002-10-14,737.749953451819
2002-10-15,774.0754389921813
2002-10-16,760.9841592494283
2002-10-17,784.6744009872587
2002-10-18,787.4165475771937
2002-10-21,794.1652350905681
2002-10-22,782.9809437527911
2002-10-23,782.8040495157285
2002-10-24,781.7201589625212
2002-10-25,787.4288052469766
2002-10-28,782.8837442281476
2002-10-29,768.9140893581227
2002-10-30,779.7395527921271
2002-10-31,776.480190563262
2002-11-01,779.0340915834454
2002-11-04,790.8738588727176
2002-11-05,792.909153850124
2002-11-06,797.7383193651164
2002-11-07,777.8656017800715
2002-11-08,767.8876351713121
2002-11-11,756.1110040789854
2002-11-12,762.5335345843354
2002-11-13,760.797749470017
2002-11-14,777.1226798058793
2002-11-15,781.5439357833529
2002-11-18,776.4366269214147
2002-11-19,770.4025068894829
2002-11-20,784.1334041934127
2002-11-21,804.1053690301486
2002-11-22,805.3090451803254
2002-11-25,810.8906541456266
2002-11-26,796.2575112624713
2002-11-27,815.6312666399086
2002-11-28,815.7686522849799
2002-11-29,814.2575691710391
2002-12-02,813.7448717051702
2002-12-03,800.3304581862958
2002-12-04,794.0461880239098
2002-12-05,785.6152631562142
2002-12-06,783.3378781726735
2002-12-09,769.1753356095315
2002-12-10,774.8496177520013
2002-12-11,777.2408303672728
2002-12-12,769.6037283013818
2002-12-13,757.7529461723609
2002-12-16,772.9496961173655
2002-12-17,761.8354513727508
2002-12-18,751.9643346472111
2002-12-19,750.2156182565856
2002-12-20,756.7943311536638
2002-12-23,758.7884599244579
2002-12-24,754.6349601626417
2002-12-25,754.4184398058823
2002-12-26,753.0604426567862
2002-12-27,737.3144535801077
2002-12-30,738.2227095916328
2002-12-31,737.8997961903169
2003-01-01,737.9050791543679
2003-01-02,763.5432317386505
2003-01-03,762.5198232895331
2003-01-06,771.529161370254
2003-01-07,768.4591071483259
2003-01-08,760.8291527559811
2003-01-09,765.6115626010322
2003-01-10,763.7868269715394
2003-01-13,762.5063448179422
2003-01-14,764.7433171479677
2003-01-15,757.1542302227608
2003-01-16,756.0629731528381
2003-01-17,741.5304857821149
2003-01-20,737.4940227060292
2003-01-21,728.8592236730136
2003-01-22,719.715818861267
2003-01-23,721.4713826333658
2003-01-24,704.8539522566358
2003-01-27,689.5764117654512
2003-01-28,693.5146591090732
2003-01-29,694.5307803071894
2003-01-30,694.9671605324456
2003-01-31,700.7322435967435
2003-02-03,706.3359192979324
2003-02-04,689.9696792071978
2003-02-05,692.7682164960664
2003-02-06,685.5767989212128
2003-02-07,680.1343252778449
2003-02-10,683.8140638260215
2003-02-11,687.3514738118788
2003-02-12,679.0949232307718
2003-02-13,672.4296025627344
2003-02-14,684.0988955768755
2003-02-17,691.1686264766407
2003-02-18,703.2823937483752
2003-02-19,694.1658258978051
2003-02-20,685.9701731316734
2003-02-21,692.2169481792611
2003-02-24,686.0277216134325
2003-02-25,682.8721436815954
2003-02-26,675.4341748954178
2003-02-27,682.9604217429409
2003-02-28,685.8069706422089
2003-03-03,681.5039734622022
2003-03-04,669.3056487476983
2003-03-05,667.269159989135
2003-03-06,661.7344338320222
2003-03-07,657.3180005816336
2003-03-10,642.5775077438234
2003-03-11,637.8767800922709
2003-03-12,635.9425597793899
2003-03-13,662.2079653070411
2003-03-14,675.7316745456448
2003-03-17,697.0217194627808
2003-03-18,703.8447646529039
2003-03-19,711.660844801139
2003-03-20,712.0659689894597
2003-03-21,730.1133880376618
2003-03-24,704.1030536552787
2003-03-25,708.2456502000572
2003-03-26,708.1106104731231
2003-03-27,702.8318742026086
2003-03-28,697.9771257561251
2003-03-31,676.1435373539549
2003-04-01,683.572489172175
2003-04-02,705.095049558618
2003-04-03,707.0171784598937
2003-04-04,711.8628063718836
2003-04-07,723.5906752999445
2003-04-08,717.2095901945697
2003-04-09,710.0286384025787
2003-04-10,702.8720430163755
2003-04-11,705.3330144333111
2003-04-14,712.5437907012363
2003-04-15,719.5214356300932
2003-04-16,710.5064098076037
2003-04-17,715.881010786645
2003-04-18,716.1497318342086
2003-04-21,717.9318127287949
2003-04-22,722.3669545171898
2003-04-23,729.3910950362642
2003-04-24,719.6369951937821
2003-04-25,710.6174684077235
2003-04-28,722.4170823548202
2003-04-29,722.7736143685747
2003-04-30,718.2867476086479
2003-05-01,713.3502596747607
2003-05-02,723.2362486448062
2003-05-05,721.5593181496685
2003-05-06,725.9374079940787
2003-05-07,722.2952463114725
2003-05-08,708.9257608218267
2003-05-09,715.0179636598443
2003-05-12,718.88107106365
2003-05-13,720.1287292528534
2003-05-14,721.4040338245754
2003-05-15,727.1604440352237
2003-05-16,723.3804294473016
2003-05-19,700.2328626940725
2003-05-20,702.0810710055109
2003-05-21,699.9402184690898
2003-05-22,707.4579292339374
2003-05-23,704.2326284416117
2003-05-26,700.3360173163438
2003-05-27,708.080640791786
2003-05-28,718.4403347216985
2003-05-29,714.9736591112244
2003-05-30,724.3849948311397
2003-06-02,733.5277541130421
2003-06-03,733.8665952473496
2003-06-04,744.801791008806
2003-06-05,739.7348663808028
2003-06-06,750.2971379430154
2003-06-09,739.6702117738894
2003-06-10,747.9751675235327
2003-06-11,753.6160309449317
2003-06-12,757.33042617052
2003-06-13,747.5433251168539
2003-06-16,756.4717649048026
2003-06-17,762.4032711805897
2003-06-18,768.8487136699674
2003-06-19,759.5983060876872
2003-06-20,764.2922405924124
2003-06-23,759.393439341138
2003-06-24,757.8184315869057
2003-06-25,754.1326971435391
2003-06-26,763.6428722953825
2003-06-27,762.5490115802414
2003-06-30,756.3009085212461
2003-07-01,752.3857816158998
2003-07-02,767.9707636516847
2003-07-03,766.9322541812196
2003-07-04,767.9318868634465
2003-07-07,789.5928383561692
2003-07-08,794.222817395987
2003-07-09,789.7182584103202
2003-07-10,779.972258732673
2003-07-11,786.3967172721854
2003-07-14,795.4806068914969
2003-07-15,793.9242430650798
2003-07-16,790.4449679382815
2003-07-17,781.6056214225466
2003-07-18,785.4112844677574
2003-07-21,771.8999935973014
2003-07-22,774.6118691154134
2003-07-23,771.8911252975777
2003-07-24,770.8218003290287
2003-07-25,774.2149013614887
2003-07-28,779.9224061394965
2003-07-29,775.2321942731451
2003-07-30,779.2409526580661
2003-07-31,789.3742298158236
2003-08-01,783.7862903049325
2003-08-04,777.6488786779437
2003-08-05,770.0302247249184
2003-08-06,765.5446839878655
2003-08-07,767.9124334236487
2003-08-08,775.6694615045942
2003-08-11,779.8218240358063
2003-08-12,787.8699753925831
2003-08-13,787.5874708251015
2003-08-14,796.0072243097509
2003-08-15,797.2470621203112
2003-08-18,809.850470172414
2003-08-19,817.0323826778775
2003-08-20,815.7672053792419
2003-08-21,829.7743812179393
2003-08-22,831.2873057473154
2003-08-25,826.6690532049151
2003-08-26,827.1411613823927
2003-08-27,828.448821786843
2003-08-28,831.7716558553464
2003-08-29,830.568979386861
2003-09-01,835.6257841370494
2003-09-02,849.6985185101144
2003-09-03,858.5823767736634
2003-09-04,854.3414935814744
2003-09-05,842.8147986961039
2003-09-08,845.3593715202395
2003-09-09,835.7293664993222
2003-09-10,824.757296578458
2003-09-11,828.0913283872186
2003-09-12,823.0049726952569
2003-09-15,822.1620909590151
2003-09-16,839.0094987533275
2003-09-17,836.986086007683
2003-09-18,844.1896246292341
2003-09-19,837.2565511306833
2003-09-22,819.7748268050424
2003-09-23,822.2466111137346
2003-09-24,814.7309504991445
2003-09-25,804.9383462805675
2003-09-26,802.0647859935027
2003-09-29,802.0498252463807
2003-09-30,789.0718409609008
2003-10-01,800.0280943773508
2003-10-02,806.5176227871758
2003-10-03,820.0682184335204
2003-10-06,820.2824712045788
2003-10-07,817.146828332677
2003-10-08,811.3478501819117
2003-10-09,822.2157029667779
2003-10-10,819.7292767263486
2003-10-13,833.5752233301093
2003-10-14,834.3866110662694
2003-10-15,837.7378798042257
2003-10-16,837.3551554041418
2003-10-17,834.9525896031439
2003-10-20,835.6125629348817
2003-10-21,835.9046867796228
2003-10-22,818.9994847327752
2003-10-23,812.7913483323387
2003-10-24,809.7674375962572
2003-10-27,816.9920796852219
2003-10-28,832.2091852764909
2003-10-29,835.4366397504546
2003-10-30,836.4401597214757
2003-10-31,839.2709631654267
2003-11-03,854.7906997592665
2003-11-04,853.6255790507943
2003-11-05,852.3412047584721
2003-11-06,856.4530859669794
2003-11-07,855.9980695300383
2003-11-10,849.3119005033402
2003-11-11,843.3764245026241
2003-11-12,844.4051415919865
2003-11-13,843.4296711682466
2003-11-14,836.161469605748
2003-11-17,824.1797085564226
2003-11-18,815.3597364437563
2003-11-19,813.6720240608938
2003-11-20,811.4824905255207
2003-11-21,812.3691207568286
2003-11-24,831.6333868780225
2003-11-25,833.2214454975438
2003-11-26,830.0235138109272
2003-11-27,832.4158385870076
2003-11-28,827.1376571465877
2003-12-01,839.4280686521997
2003-12-02,831.8986363727957
2003-12-03,830.6548707913329
2003-12-04,834.5221645461864
2003-12-05,825.5029744805868
2003-12-08,822.5852560454952
2003-12-09,820.7534646851517
2003-12-10,814.0692385719336
2003-12-11,826.4790958075154
2003-12-12,823.3709583531388
2003-12-15,820.9979275936715
2003-12-16,818.8507889758154
2003-12-17,816.1956153904777
2003-12-18,824.1170791812191
2003-12-19,826.5029111605423
2003-12-22,825.3706157118322
2003-12-23,828.4636587198256
2003-12-24,827.019873011982
2003-12-25,827.1089376065638
2003-12-26,828.913138413911
2003-12-29,834.9577904721514
2003-12-30,835.4611877306666
2003-12-31,832.1996670639269
2004-01-01,832.2282445749053
2004-01-02,836.1371712152201
2004-01-05,842.0580183403908
2004-01-06,838.8392644891297
2004-01-07,841.3724008855652
2004-01-08,845.1391616973405
2004-01-09,835.7562970640702
2004-01-12,839.7986806350424
2004-01-13,838.5432485651093
2004-01-14,848.8623389811318
2004-01-15,851.885073832144
2004-01-16,868.8303972776346
2004-01-19,871.1332268029453
2004-01-20,862.174756855877
2004-01-21,863.4838483757575
2004-01-22,858.652157333923
2004-01-23,859.4206018296184
2004-01-26,869.5783057922528
2004-01-27,863.2802836630715
2004-01-28,857.6119811923265
2004-01-29,865.7643166793076
2004-01-30,861.6520591412813
2004-02-02,862.9097660693249
2004-02-03,856.708981088939
2004-02-04,851.2976658128154
2004-02-05,848.0336661329331
2004-02-06,851.4339120343112
2004-02-09,856.0452875799283
2004-02-10,858.3322306806459
2004-02-11,864.861460812555
2004-02-12,856.5268863063754
2004-02-13,856.2070614270464
2004-02-16,857.4896946262213
2004-02-17,863.2540718574342
2004-02-18,860.6178493114564
2004-02-19,867.3547303824633
2004-02-20,867.8054999001588
2004-02-23,867.6157684429227
2004-02-24,858.2028750038318
2004-02-25,867.5399730689148
2004-02-26,875.8144877602937
2004-02-27,878.4122140553836
2004-03-01,887.928453300314
2004-03-02,893.7108744346124
2004-03-03,901.4950386856646
2004-03-04,901.9941264459773
2004-03-05,891.5093377904226
2004-03-08,890.830563031525
2004-03-09,883.3776250162905
2004-03-10,883.1135449983084
2004-03-11,867.1677261659946
2004-03-12,876.0404570193094
2004-03-15,863.6640622816208
2004-03-16,862.3605709963776
2004-03-17,881.8833608156283
2004-03-18,870.3584573513695
2004-03-19,867.9767475007998
2004-03-22,853.8024399492696
2004-03-23,857.7203598183825
2004-03-24,861.5834522933806
2004-03-25,875.7178378185782
2004-03-26,882.202525040739
2004-03-29,889.4130649124298
2004-03-30,890.717225433826
2004-03-31,886.6239208064327
2004-04-01,888.8806790605166
2004-04-02,908.6474731125552
2004-04-05,922.3105911649052
2004-04-06,917.2056732846196
2004-04-07,908.916007891667
2004-04-08,912.3405843036588
2004-04-09,910.9101723165375
2004-04-12,916.9016707462985
2004-04-13,919.3174777219075
2004-04-14,910.7593020028173
2004-04-15,907.8307235782953
2004-04-16,907.1805779987702
2004-04-19,907.4746078043388
2004-04-20,908.9799055347572
