Date,ACWI ex NORWAY IMI
2015-12-11,2308.640346014339
2015-12-14,2293.2226449978966
2015-12-15,2335.9707402023687
2015-12-16,2362.2831411064894
2015-12-17,2371.951159764136
2015-12-18,2341.2395905518233
2015-12-21,2332.7815119885586
2015-12-22,2337.5644869910043
2015-12-23,2385.6405273043597
2015-12-24,2372.170173102481
2015-12-25,2371.4029774847936
2015-12-28,2364.0806631759824
2015-12-29,2398.4874527311813
2015-12-30,2383.4357321355865
2015-12-31,2377.9920202961166
2016-01-01,2378.0521700380887
2016-01-04,2342.4548308451795
2016-01-05,2360.406710276963
2016-01-06,2325.1880382367535
2016-01-07,2257.3275098491417
2016-01-08,2223.3395663147726
2016-01-11,2223.0212261372226
2016-01-12,2232.3054510722673
2016-01-13,2206.0395934979915
2016-01-14,2211.2289345422223
2016-01-15,2149.5900499537274
2016-01-18,2153.6188660245443
2016-01-19,2158.51475404986
2016-01-20,2117.8754424874423
2016-01-21,2137.5009210774374
2016-01-22,2194.0763527636564
2016-01-25,2173.93199228548
2016-01-26,2188.055403980004
2016-01-27,2179.9693310408607
2016-01-28,2169.355766414141
2016-01-29,2237.7355500602566
2016-02-01,2229.267482770968
2016-02-02,2188.9675339977625
2016-02-03,2160.337652620486
2016-02-04,2152.0813504591497
2016-02-05,2124.920643183491
2016-02-08,2090.244528562089
2016-02-09,2046.077164470361
2016-02-10,2065.3121163920305
2016-02-11,2012.6238869404358
2016-02-12,2050.1239080744035
2016-02-15,2094.7586550890755
2016-02-16,2117.1903669487065
2016-02-17,2151.0984593263274
2016-02-18,2161.1910255224207
2016-02-19,2152.6179186195445
2016-02-22,2195.192069534538
2016-02-23,2173.695109850687
2016-02-24,2166.0058725154445
2016-02-25,2187.9589143234107
2016-02-26,2212.186139890647
2016-02-29,2216.6873825404355
2016-03-01,2257.101771219069
2016-03-02,2285.7753883995547
2016-03-03,2281.908504951026
2016-03-04,2282.687341764245
2016-03-07,2289.6919669865483
2016-03-08,2253.5950015983253
2016-03-09,2268.1654571344066
2016-03-10,2239.7182362974554
2016-03-11,2276.9940943579068
2016-03-14,2290.123144685018
2016-03-15,2273.9938285078515
2016-03-16,2285.7831146968992
2016-03-17,2272.1560541946455
2016-03-18,2284.029727126022
2016-03-21,2288.648711768834
2016-03-22,2296.081451148252
2016-03-23,2287.1337647834043
2016-03-24,2277.13915950266
2016-03-25,2278.4472986536307
2016-03-28,2273.153540849978
2016-03-29,2293.9453428873194
2016-03-30,2285.628821088892
2016-03-31,2273.504694364682
2016-04-01,2271.2015753279466
2016-04-04,2264.3423508075684
2016-04-05,2234.6961648978668
2016-04-06,2252.605320538364
2016-04-07,2237.3292610841077
2016-04-08,2247.65110233438
2016-04-11,2243.23031876042
2016-04-12,2272.946677666165
2016-04-13,2323.03523142576
2016-04-14,2334.36425955608
2016-04-15,2326.2358611419218
2016-04-18,2325.2263139719626
2016-04-19,2339.4744053145505
2016-04-20,2349.570581163793
2016-04-21,2353.7948505362683
2016-04-22,2357.898329190983
2016-04-25,2345.898011849835
2016-04-26,2343.659001215181
2016-04-27,2344.7704801947352
2016-04-28,2333.850246507534
2016-04-29,2297.3859126318985
2016-05-02,2290.342249119631
2016-05-03,2264.595144944689
2016-05-04,2250.0120319933085
2016-05-05,2264.2456875266244
2016-05-06,2261.8490439540205
2016-05-09,2265.076238425265
2016-05-10,2290.94102632655
2016-05-11,2273.3808553729637
2016-05-12,2274.7286454454274
2016-05-13,2275.963832225885
2016-05-16,2285.812164044632
2016-05-17,2277.9947512508797
2016-05-18,2286.655456954712
2016-05-19,2282.150348707788
2016-05-20,2298.2035507477567
2016-05-23,2298.1320104436127
2016-05-24,2329.6222119131935
2016-05-25,2354.255006972502
2016-05-26,2350.8336590122112
2016-05-27,2369.432259141822
2016-05-30,2368.7880655603576
2016-05-31,2368.6014957400143
2016-06-01,2359.03161125845
