Date,ACFM ASIA IMI
2007-05-31,1000.0
2007-06-01,1010.0257278105597
2007-06-04,1011.253682947814
2007-06-05,1011.0921325563957
2007-06-06,1016.033489832061
2007-06-07,1016.3937365286858
2007-06-08,1008.4965581122457
2007-06-11,1012.1416004206446
2007-06-12,1013.1690661643759
2007-06-13,1006.7908656186559
2007-06-14,1014.2593859766442
2007-06-15,1016.0631828007246
2007-06-18,1024.7512851043402
2007-06-19,1023.2275683567954
2007-06-20,1024.5573099291666
2007-06-21,1031.0976596420398
2007-06-22,1021.9942360734664
2007-06-25,1015.5370336636583
2007-06-26,1015.9461322742661
2007-06-27,1009.653282553158
2007-06-28,1012.0631027717787
2007-06-29,1015.1802148446718
2007-07-02,1017.3260279695024
2007-07-03,1026.2355451162568
2007-07-04,1027.2846709365717
2007-07-05,1031.5941151076743
2007-07-06,1028.277395921009
2007-07-09,1039.377367047944
2007-07-10,1038.7487834582616
2007-07-11,1025.077710291949
2007-07-12,1023.9641400189203
2007-07-13,1039.0721900570875
2007-07-16,1036.8903147907408
2007-07-17,1034.8153151362085
2007-07-18,1024.4134282855318
2007-07-19,1027.9358441995444
2007-07-20,1041.2432317384564
2007-07-23,1037.9745247775816
2007-07-24,1046.8572116348057
2007-07-25,1053.0536909807863
2007-07-26,1045.394958020229
2007-07-27,1023.4169642313328
2007-07-30,1027.0963872662642
2007-07-31,1031.960568421939
2007-08-01,1005.1353501980437
2007-08-02,1003.3796211036263
2007-08-03,1004.9458459969237
2007-08-06,994.0020140130206
2007-08-07,989.6648779424115
2007-08-08,993.9833120492116
2007-08-09,1012.7592021842391
2007-08-10,987.4216299434245
2007-08-13,991.0505113504382
2007-08-14,996.3023188294997
2007-08-15,982.0617265203233
2007-08-16,968.9333504836028
2007-08-17,921.6594069533583
2007-08-20,957.5957945069416
2007-08-21,968.4858718974887
2007-08-22,969.2416135919171
2007-08-23,985.8792926945426
2007-08-24,980.2328414762719
2007-08-27,989.1829735517791
2007-08-28,993.0046848171204
2007-08-29,977.6711279148309
2007-08-30,984.6361193735349
2007-08-31,1008.4318347837074
2007-09-03,1010.4219048629648
2007-09-04,1006.1773621902237
2007-09-05,997.2418809687639
2007-09-06,997.6474069074563
2007-09-07,997.6107530125203
2007-09-10,981.0129903772767
2007-09-11,977.9796456202026
2007-09-12,974.419883275378
2007-09-13,969.7278064602566
2007-09-14,985.1419205714876
2007-09-17,981.705296418215
2007-09-18,964.7504325200634
2007-09-19,990.7614199805779
2007-09-20,993.1795180773313
2007-09-21,987.1398422846745
2007-09-24,996.269131353023
2007-09-25,1004.153175816455
2007-09-26,1003.6961357431677
2007-09-27,1024.3588694516552
2007-09-28,1026.4439979166734
2007-10-01,1024.8820648864582
2007-10-02,1050.3838235033236
2007-10-03,1051.3748822380294
2007-10-04,1044.3300132617412
2007-10-05,1048.822855083724
2007-10-08,1051.355361298774
2007-10-09,1057.3428857755364
2007-10-10,1056.7677698021653
2007-10-11,1063.5520590468655
2007-10-12,1056.9810381478733
2007-10-15,1058.7748367063539
2007-10-16,1052.9092292664411
2007-10-17,1039.6432330510534
2007-10-18,1045.4471852663505
2007-10-19,1038.3155669005846
2007-10-22,1025.5325961130889
2007-10-23,1030.481424634723
2007-10-24,1030.8902415685147
2007-10-25,1026.2973626150974
2007-10-26,1039.8062976649273
2007-10-29,1060.3267089898175
2007-10-30,1056.7974681778885
2007-10-31,1055.0997994364625
2007-11-01,1064.2549336933482
2007-11-02,1038.217336852092
2007-11-05,1020.4242271779709
2007-11-06,1019.6547575834562
2007-11-07,1013.2715497876455
2007-11-08,986.9722779199518
2007-11-09,989.4229736365284
2007-11-12,975.022274245783
2007-11-13,965.758892737189
2007-11-14,985.1468723397595
2007-11-15,986.6637673016611
2007-11-16,968.5834685415957
2007-11-19,960.1464180123227
2007-11-20,955.7236311520146
2007-11-21,934.86024384162
2007-11-22,926.872166158615
2007-11-23,933.477117358263
2007-11-26,954.4390335874598
2007-11-27,951.3665870781223
2007-11-28,949.3611882230551
2007-11-29,975.0685933914981
2007-11-30,988.317062218184
2007-12-03,993.0444272925838
2007-12-04,987.9643483516247
2007-12-05,997.1604199564996
2007-12-06,1009.0630243880755
2007-12-07,1005.8320274177709
2007-12-10,994.9299977259925
2007-12-11,1006.2122770434261
2007-12-12,994.854040783282
2007-12-13,978.0284081468811
2007-12-14,973.6552205492009
2007-12-17,951.0179632862818
2007-12-18,948.3956862715711
2007-12-19,948.6368356102479
2007-12-20,951.1573288438863
2007-12-21,956.7270683393004
2007-12-24,962.7085140240795
2007-12-25,972.7398982922837
2007-12-26,972.6943123000992
2007-12-27,966.4284134049084
2007-12-28,952.7209578124452
2007-12-31,969.2438446595778
2008-01-01,969.4795381921509
2008-01-02,966.918480912205
2008-01-03,962.6992693986692
2008-01-04,949.3267393745411
2008-01-07,936.2616077213636
2008-01-08,935.3452728739685
2008-01-09,951.5019884822465
2008-01-10,934.4941273756311
2008-01-11,921.6307996486543
2008-01-14,917.9316751381795
2008-01-15,910.4624128106828
2008-01-16,886.7528775358855
2008-01-17,898.4291793603255
2008-01-18,905.252519633943
2008-01-21,881.6488857116003
2008-01-22,815.9307430320692
2008-01-23,850.8672160329066
2008-01-24,850.4783902298153
2008-01-25,888.6563041769563
2008-01-28,852.9200288588953
2008-01-29,870.0682235224355
2008-01-30,856.2185416367879
2008-01-31,870.333510964113
2008-02-01,874.0383353206439
2008-02-04,893.8835277813431
2008-02-05,900.4825895374915
2008-02-06,869.6628603440881
2008-02-07,880.0257942189411
2008-02-08,869.6541599399346
2008-02-11,861.0239503635388
2008-02-12,854.0281033690537
2008-02-13,854.1064611370097
2008-02-14,882.4515053731568
2008-02-15,885.1381912658209
2008-02-18,882.7555064917924
2008-02-19,889.411898010134
2008-02-20,869.7529256672226
2008-02-21,878.2670698548405
2008-02-22,871.2050649857891
2008-02-25,880.1562101819693
2008-02-26,879.5785936953548
2008-02-27,885.3610793093127
2008-02-28,881.5536193069526
2008-02-29,874.8149758266248
2008-03-03,844.5836920308625
2008-03-04,840.9534563234138
2008-03-05,832.0698218502819
2008-03-06,844.0237357967841
2008-03-07,820.159487235974
2008-03-10,807.88119148682
2008-03-11,813.156610720308
2008-03-12,817.4833193808291
2008-03-13,792.3556096853099
2008-03-14,781.9109663399062
2008-03-17,756.441859291631
2008-03-18,757.6470052436136
2008-03-19,778.0210571516658
2008-03-20,788.1744358940851
2008-03-21,799.4303834269776
2008-03-24,799.7462570373173
2008-03-25,813.6661672404049
2008-03-26,812.3753588092769
2008-03-27,801.8727436420287
2008-03-28,816.7360396852082
2008-03-31,798.2296697555256
2008-04-01,807.0932477952045
2008-04-02,829.806830360493
2008-04-03,838.9407674863093
2008-04-04,831.6240987801214
2008-04-07,839.6131065823822
2008-04-08,827.9325923994273
2008-04-09,815.8350490581159
2008-04-10,819.6239452508039
2008-04-11,833.26478319153
2008-04-14,814.47988873861
2008-04-15,818.3390430172192
2008-04-16,819.102792089791
2008-04-17,828.4432765035781
2008-04-18,830.8550057979227
2008-04-21,842.1847356427666
2008-04-22,832.9258212832349
2008-04-23,840.2795564057436
2008-04-24,847.6276270884622
2008-04-25,860.1755504962964
2008-04-28,868.2746336927007
2008-04-29,874.5800043252198
2008-04-30,869.8123914225096
2008-05-01,874.444675371627
2008-05-02,887.8137373762686
2008-05-05,883.3927300944373
2008-05-06,882.7249582656482
2008-05-07,887.7974756716776
2008-05-08,880.9519733082017
2008-05-09,867.8235899340532
2008-05-12,861.77582299111
2008-05-13,869.893904856312
2008-05-14,871.4831837155142
2008-05-15,883.9923077229453
2008-05-16,887.7962502097804
2008-05-19,892.4370561274688
2008-05-20,880.435811780366
2008-05-21,865.9742627792158
2008-05-22,864.8739061520405
2008-05-23,858.4802484834828
2008-05-26,839.0035936812873
2008-05-27,850.1275522889015
2008-05-28,844.3517735371075
2008-05-29,860.9993560927805
2008-05-30,871.0645786687879
2008-06-02,883.5114977061743
2008-06-03,872.2989754381705
2008-06-04,879.315373053446
2008-06-05,867.7288425293377
2008-06-06,863.0084173272309
2008-06-09,844.4086917288311
2008-06-10,837.3568717693341
2008-06-11,838.3316026545801
2008-06-12,823.2887845814082
2008-06-13,827.545502920292
2008-06-16,835.5214369260098
2008-06-17,835.9863657377786
2008-06-18,840.373383532856
2008-06-19,822.4286346757755
2008-06-20,808.2636396674463
2008-06-23,806.572791917572
2008-06-24,799.1583458567649
2008-06-25,800.8066434229005
2008-06-26,794.4073428321138
2008-06-27,781.8966535097499
2008-06-30,780.6578157123091
2008-07-01,777.5280356895488
2008-07-02,763.063515795438
2008-07-03,760.3495757583312
2008-07-04,759.818989299656
2008-07-07,767.5060274835611
2008-07-08,749.950938662059
2008-07-09,755.1502369902835
2008-07-10,756.0098295545407
2008-07-11,756.8577178245151
2008-07-14,751.1858312194037
2008-07-15,734.6546723207871
2008-07-16,736.8458470789461
2008-07-17,741.6107484088337
2008-07-18,733.7353878830364
2008-07-21,741.6406603117576
2008-07-22,754.4636105392333
2008-07-23,772.7425702020506
2008-07-24,786.5130637284583
2008-07-25,767.7611205369395
2008-07-28,766.2335756518672
2008-07-29,756.7995208291823
2008-07-30,769.9453829997266
2008-07-31,769.0484005896358
2008-08-01,762.5478937433321
2008-08-04,745.9515862414695
2008-08-05,746.6179211179959
2008-08-06,760.4575331095805
2008-08-07,754.2312704610989
2008-08-08,768.082483619954
2008-08-11,779.0112005986102
2008-08-12,778.3348106265546
2008-08-13,773.3463101677742
2008-08-14,765.8331987367507
2008-08-15,773.1098469381806
2008-08-18,773.2049462753264
2008-08-19,760.2488783041572
2008-08-20,761.8762165955026
2008-08-21,750.7912129735199
2008-08-22,744.5591042820762
2008-08-25,758.7696050223418
2008-08-26,757.8635571531504
2008-08-27,757.5388643093091
2008-08-28,752.1999965102004
2008-08-29,771.1497066557147
2008-09-01,761.9398052398919
2008-09-02,754.3285902083691
2008-09-03,757.2653185835596
2008-09-04,752.7552071828886
2008-09-05,748.1041391125315
2008-09-08,777.1497690205912
2008-09-09,766.0188044076027
2008-09-10,765.7917355748883
2008-09-11,755.7562958956406
2008-09-12,746.2863424636811
2008-09-15,744.0627219791801
2008-09-16,714.4311810185064
2008-09-17,712.9938289804049
2008-09-18,687.9760209946592
2008-09-19,718.6621107415956
2008-09-22,718.5730764472579
2008-09-23,712.7638813503592
2008-09-24,713.9701095700575
2008-09-25,708.4906884141425
2008-09-26,704.8372966428079
2008-09-29,701.1238873785802
2008-09-30,697.9292963250796
2008-10-01,709.0228487862877
2008-10-02,708.3512034139889
2008-10-03,689.3602952501392
2008-10-06,685.1922095479459
2008-10-07,661.6190313721131
2008-10-08,617.2220589760456
2008-10-09,620.1972633726356
2008-10-10,592.0581837694814
2008-10-13,600.6247377183216
2008-10-14,652.5942296124862
2008-10-15,647.2279868489381
2008-10-16,601.5868445342861
2008-10-17,601.2511631953552
2008-10-20,627.9865033959364
2008-10-21,646.9454536913169
2008-10-22,626.392279088082
2008-10-23,613.2282685589174
2008-10-24,590.2271008559791
2008-10-27,561.2713170700127
2008-10-28,579.5930467285889
2008-10-29,578.9430658037037
2008-10-30,635.8019616035568
2008-10-31,628.3312782134799
2008-11-03,632.1467488647767
2008-11-04,639.5686087600641
2008-11-05,664.8731572677151
2008-11-06,641.3510967432761
2008-11-07,632.827747437023
2008-11-10,652.5905626493352
2008-11-11,649.348057414184
2008-11-12,647.8826304716533
2008-11-13,617.2733557411934
2008-11-14,614.5897661480711
2008-11-17,616.8107984456005
2008-11-18,595.9499245626769
2008-11-19,591.1131950896784
2008-11-20,572.2242513796759
2008-11-21,589.5136024223432
2008-11-24,566.1210262818222
2008-11-25,579.6606081116939
