Date,ACWI ex EGYPT IMI
2015-12-11,2310.648704630307
2015-12-14,2295.1766002267477
2015-12-15,2338.0695703422984
2015-12-16,2364.3279085649024
2015-12-17,2373.964904890176
2015-12-18,2343.167331533337
2015-12-21,2334.679136111617
2015-12-22,2339.45068454576
2015-12-23,2387.644923543869
2015-12-24,2374.1975242290673
2015-12-25,2373.43134981335
2015-12-28,2366.0670566352983
2015-12-29,2400.4909205442755
2015-12-30,2385.376199819609
2015-12-31,2379.9430519216003
2016-01-01,2380.003121490626
2016-01-04,2344.3672100540693
2016-01-05,2362.1968731198695
2016-01-06,2326.923577657229
2016-01-07,2258.9807921404126
2016-01-08,2225.0052018712818
2016-01-11,2224.617073554367
2016-01-12,2233.9298555884466
2016-01-13,2207.806451372551
2016-01-14,2212.9005366277725
2016-01-15,2151.2214315828783
2016-01-18,2155.1563565225874
2016-01-19,2160.2132212377555
2016-01-20,2119.358153749576
2016-01-21,2139.1319692669817
2016-01-22,2195.9243614928
2016-01-25,2175.7373174374934
2016-01-26,2189.9026728022604
2016-01-27,2181.797187654873
2016-01-28,2171.2640504388123
2016-01-29,2239.6282920292233
2016-02-01,2231.1088605199484
2016-02-02,2190.6836984182382
2016-02-03,2162.0929243568626
2016-02-04,2154.004593203721
2016-02-05,2126.9204243913673
2016-02-08,2092.0275254075773
2016-02-09,2047.845939788847
2016-02-10,2067.0748519446456
2016-02-11,2014.2704653410597
2016-02-12,2051.7970013769354
2016-02-15,2096.568488038305
2016-02-16,2118.899522862808
2016-02-17,2152.995497312196
2016-02-18,2163.13766986177
2016-02-19,2154.487092812446
2016-02-22,2197.164524494064
2016-02-23,2175.660322614462
2016-02-24,2167.7831129197702
2016-02-25,2189.8176747959783
2016-02-26,2214.145320309948
2016-02-29,2218.700314591663
2016-03-01,2259.124623669473
2016-03-02,2287.7224892973777
2016-03-03,2283.9273918011363
2016-03-04,2284.8533715678836
2016-03-07,2291.858589604068
2016-03-08,2255.7467234704154
2016-03-09,2270.2914009331125
2016-03-10,2241.776555204032
2016-03-11,2279.0942910266863
2016-03-14,2292.2861793347033
2016-03-15,2276.044077674771
2016-03-16,2287.836597144211
2016-03-17,2274.2595555995936
2016-03-18,2286.1739647697887
2016-03-21,2290.7350393258753
2016-03-22,2298.1739436872226
2016-03-23,2289.172029085716
2016-03-24,2279.182986302836
2016-03-25,2280.489362163654
2016-03-28,2275.233182513252
2016-03-29,2295.8027482762127
2016-03-30,2287.698450178228
2016-03-31,2275.5235737565604
2016-04-01,2273.11594202192
2016-04-04,2266.2404745766526
2016-04-05,2236.519025819071
