Date,ACWI ex EM LATIN AMERICA IMI
2015-12-11,2303.0350717959077
2015-12-14,2287.7296916725854
2015-12-15,2330.2801300757214
2015-12-16,2356.7160100807228
2015-12-17,2365.8860688127593
2015-12-18,2335.3243827511174
2015-12-21,2327.512591193067
2015-12-22,2332.350014475954
2015-12-23,2380.2710247855957
2015-12-24,2366.884057669641
2015-12-25,2366.112015966922
2015-12-28,2358.6914896572384
2015-12-29,2393.1451158249074
2015-12-30,2378.6086173286735
2015-12-31,2372.8543027870437
2016-01-01,2372.91483298652
2016-01-04,2337.787879124633
2016-01-05,2355.4072022041405
2016-01-06,2320.2672981786723
2016-01-07,2252.746488261258
2016-01-08,2218.9725387660815
2016-01-11,2218.6042111030138
2016-01-12,2227.9388322702503
2016-01-13,2201.577269463008
2016-01-14,2206.4524533603935
2016-01-15,2145.2976270093504
2016-01-18,2149.3313928162884
2016-01-19,2154.3803285219306
2016-01-20,2113.702413094429
2016-01-21,2133.4374153095073
2016-01-22,2190.1500975186264
2016-01-25,2169.93714582109
2016-01-26,2184.1575236143767
2016-01-27,2175.6966818298974
2016-01-28,2164.95187340437
2016-01-29,2232.5211464589897
2016-02-01,2223.9972860642283
2016-02-02,2184.2087833096734
2016-02-03,2155.229583449766
2016-02-04,2146.4530724301053
2016-02-05,2119.5391183895367
2016-02-08,2084.6438205128998
2016-02-09,2040.6130424613852
2016-02-10,2059.8285311634195
2016-02-11,2007.4635881243587
2016-02-12,2044.8817473961976
2016-02-15,2089.437114561491
2016-02-16,2111.9787539758618
2016-02-17,2145.5193550283693
2016-02-18,2155.651649313492
2016-02-19,2147.160948364496
2016-02-22,2189.0876468222564
2016-02-23,2167.847836639663
2016-02-24,2160.1178048573515
2016-02-25,2182.1117393806453
2016-02-26,2206.5134141508092
2016-02-29,2210.5986933830845
2016-03-01,2250.706170307997
2016-03-02,2278.7189051276277
2016-03-03,2274.305680846665
2016-03-04,2274.367944557625
2016-03-07,2281.4166126335667
2016-03-08,2245.588911552102
2016-03-09,2259.8083305315718
2016-03-10,2231.1944769669717
2016-03-11,2268.4194652641872
2016-03-14,2281.833779011422
2016-03-15,2266.555977290971
2016-03-16,2278.323172675467
2016-03-17,2263.146410155912
2016-03-18,2274.9349106328445
2016-03-21,2279.4226240193793
2016-03-22,2286.7133523623434
2016-03-23,2278.396777571268
2016-03-24,2268.5027380748284
2016-03-25,2269.819121508697
2016-03-28,2264.046020938187
2016-03-29,2284.600697325519
2016-03-30,2276.2138027195056
2016-03-31,2264.1874765427733
2016-04-01,2261.7348330608593
2016-04-04,2255.5879230722194
2016-04-05,2226.179648834093
2016-04-06,2244.5390475323893
2016-04-07,2229.3228249536232
2016-04-08,2239.021642692609
2016-04-11,2234.2820721244952
2016-04-12,2263.2849495520204
2016-04-13,2313.2664777379005
2016-04-14,2324.5852031775917
2016-04-15,2316.38890141309
2016-04-18,2315.825852129222
2016-04-19,2329.710931662886
2016-04-20,2339.834380696858
2016-04-21,2343.9865354696312
2016-04-22,2348.4644570135442
2016-04-25,2336.652321584586
2016-04-26,2334.015529942552
2016-04-27,2334.7306729313195
2016-04-28,2323.5279362668325
2016-04-29,2287.049618589924
2016-05-02,2280.460741056588
2016-05-03,2255.345857161555
2016-05-04,2240.6409173217166
2016-05-05,2255.069824788654
2016-05-06,2252.7400694198345
2016-05-09,2256.3108712708313
2016-05-10,2281.2163491058686
2016-05-11,2263.6678412500237
2016-05-12,2264.979434039198
2016-05-13,2266.639550597874
2016-05-16,2276.6097444126963
2016-05-17,2269.0266320862465
2016-05-18,2278.0456958340415
2016-05-19,2273.83088778687
2016-05-20,2289.8579205759934
2016-05-23,2289.989498838718
2016-05-24,2321.4636415715354
2016-05-25,2346.4448655793085
2016-05-26,2343.036833573288
2016-05-27,2361.8097402848653
2016-05-30,2361.195383405254
2016-05-31,2361.209828767355
2016-06-01,2351.5620148499247
2016-06-02,2356.89768993444
2016-06-03,2328.74917194297
2016-06-06,2334.1958688569757
2016-06-07,2350.237900311952
2016-06-08,2350.389777270144
2016-06-09,2350.390455075628
2016-06-10,2322.957534183469
2016-06-13,2292.846455856153
2016-06-14,2290.468713921356
2016-06-15,2291.3882024141317
2016-06-16,2298.4422595816823
2016-06-17,2289.553895627051
2016-06-20,2311.9441100041263
2016-06-21,2331.472868201822
2016-06-22,2328.7962716848983
2016-06-23,2346.191884159088
2016-06-24,2281.3175570126145
2016-06-27,2257.349191950252
2016-06-28,2280.5326453925577
2016-06-29,2319.2568503346156
2016-06-30,2345.7195121521668
2016-07-01,2352.1843705783344
2016-07-04,2353.097473631468
2016-07-05,2335.4592216171427
2016-07-06,2334.9253497841005
2016-07-07,2341.6173277330076
2016-07-08,2373.980367326264
2016-07-11,2395.32893092943
2016-07-12,2411.2587280896223
2016-07-13,2408.93174154527
2016-07-14,2421.211824523439
2016-07-15,2425.7937092874954
2016-07-18,2431.6875021892083
2016-07-19,2436.4352317213907
2016-07-20,2448.9204725630234
2016-07-21,2449.2268831341594
2016-07-22,2455.5556753748647
2016-07-25,2452.861047540609
2016-07-26,2454.9461520337927
2016-07-27,2455.9180815077493
2016-07-28,2437.7720999472153
2016-07-29,2433.819009735412
2016-08-01,2433.5764137398405
2016-08-02,2406.273050714569
2016-08-03,2411.2926281078526
2016-08-04,2426.4337282028464
2016-08-05,2455.6201178639217
2016-08-08,2461.5294934816925
2016-08-09,2465.057929837494
2016-08-10,2453.7672450796813
2016-08-11,2462.094412082923
2016-08-12,2463.9811504493537
2016-08-15,2466.5076003143254
2016-08-16,2441.920113493666
2016-08-17,2437.134032406453
2016-08-18,2435.8298410156553
2016-08-19,2428.984611309836
2016-08-22,2427.953154317969
2016-08-23,2438.6008200843544
2016-08-24,2442.096716191325
2016-08-25,2431.1473736945695
2016-08-26,2430.613663186743
2016-08-29,2453.28403088293
2016-08-30,2455.3755979958423
2016-08-31,2451.7394158086045
2016-09-01,2444.637970229512
2016-09-02,2467.6374703394567
2016-09-05,2478.2307129001647
2016-09-06,2472.570969366742
2016-09-07,2475.7673653775405
2016-09-08,2465.5613242846835
2016-09-09,2427.9805804127495
2016-09-12,2429.941467974649
2016-09-13,2398.1493024609435
2016-09-14,2393.9888398626163
2016-09-15,2411.64460701007
2016-09-16,2418.4879829406973
2016-09-19,2426.8554539589345
2016-09-20,2428.9979144920444
2016-09-21,2461.9117901627496
2016-09-22,2468.375867260102
2016-09-23,2458.7736896766146
2016-09-26,2427.018138461035
2016-09-27,2449.6669249121524
2016-09-28,2460.899012458682
2016-09-29,2444.7844598461998
2016-09-30,2448.0850153756537
2016-10-03,2450.833509704716
2016-10-04,2458.0261610691578
2016-10-05,2453.261968618561
2016-10-06,2456.7597949629053
2016-10-07,2445.5753435507518
2016-10-10,2459.6951238877564
2016-10-11,2452.856973663194
2016-10-12,2455.9609763773824
2016-10-13,2440.873096514935
2016-10-14,2452.901143702935
2016-10-17,2447.0178956292716
2016-10-18,2471.8761442856676
2016-10-19,2482.6696975530404
2016-10-20,2488.1844841125344
2016-10-21,2495.9965269347267
2016-10-24,2501.3052917408627
2016-10-25,2499.298733453695
2016-10-26,2481.200112666827
2016-10-27,2470.8652445423277
2016-10-28,2463.651343215515
2016-10-31,2457.120267498318
2016-11-01,2430.273979663651
2016-11-02,2395.3628431608045
2016-11-03,2393.0095167084182
2016-11-04,2377.3768195740345
2016-11-07,2431.7481477900587
2016-11-08,2438.7426272960492
2016-11-09,2463.421741497109
2016-11-10,2488.733940950153
2016-11-11,2484.566296676767
2016-11-14,2508.467684294132
2016-11-15,2520.042166129075
2016-11-16,2530.290106731898
2016-11-17,2542.068857181239
2016-11-18,2553.686455302813
2016-11-21,2559.51844190711
2016-11-22,2575.214709587169
2016-11-23,2585.4401999566417
2016-11-24,2581.2351268011785
2016-11-25,2582.474398822221
2016-11-28,2577.9624415054886
2016-11-29,2571.8617366307394
2016-11-30,2571.3590049935906
2016-12-01,2565.7054445097224
2016-12-02,2552.4153181646993
2016-12-05,2550.877662306172
2016-12-06,2564.6060275244695
2016-12-07,2586.34267125971
2016-12-08,2634.544869514131
2016-12-09,2660.8191574600364
2016-12-12,2640.1044058068
2016-12-13,2650.866735465864
2016-12-14,2632.2704903239896
2016-12-15,2675.963971088748
2016-12-16,2677.4648020952695
2016-12-19,2675.5018682607233
2016-12-20,2694.6671489404125
2016-12-21,2678.2842432007856
2016-12-22,2665.715719456891
2016-12-23,2666.402963945764
2016-12-26,2665.5728258878958
2016-12-27,2670.605109326107
2016-12-28,2675.8301954990015
2016-12-29,2657.500487313539
2016-12-30,2642.2759608862366
2017-01-02,2645.089825100923
2017-01-03,2694.342846661882
2017-01-04,2696.0079578461336
2017-01-05,2677.6538557911717
2017-01-06,2683.3827300162234
2017-01-09,2678.837594244595
2017-01-10,2676.929405966676
2017-01-11,2706.9391390702062
2017-01-12,2668.589369097728
2017-01-13,2682.86875901942
2017-01-16,2679.9381175279614
2017-01-17,2656.7805924292607
2017-01-18,2662.2816431472356
2017-01-19,2667.8936751830447
2017-01-20,2659.6320935377184
2017-01-23,2643.5467288471464
2017-01-24,2657.0784089648987
2017-01-25,2681.53626422511
2017-01-26,2697.976795029141
2017-01-27,2687.2355684596787
2017-01-30,2674.574825103836
2017-01-31,2646.933792660683
2017-02-01,2661.5591442536765
2017-02-02,2652.6873241673093
2017-02-03,2672.858229329851
2017-02-06,2676.421740681584
2017-02-07,2687.250934044387
2017-02-08,2689.5787737115347
2017-02-09,2709.6919945143154
2017-02-10,2731.489329794196
2017-02-13,2748.9932933186046
2017-02-14,2760.8505620213427
2017-02-15,2773.096851492992
2017-02-16,2753.474548698628
2017-02-17,2762.3398041584283
2017-02-20,2766.0841010989525
2017-02-21,2797.744706373147
2017-02-22,2795.6600286805447
2017-02-23,2787.079531056594
2017-02-24,2785.3162944314527
2017-02-27,2775.700940481385
2017-02-28,2765.857488778553
2017-03-01,2809.136475874522
2017-03-02,2805.594549251523
