Date,ACWI ex SWEDEN IMI
2015-12-11,2301.186787189649
2015-12-14,2285.8857665466567
2015-12-15,2328.2863153394437
2015-12-16,2354.7508035087517
2015-12-17,2364.1554203445385
2015-12-18,2333.4499891736386
2015-12-21,2324.974667165785
2015-12-22,2329.7281129221715
2015-12-23,2377.5840774465055
2015-12-24,2364.028796439238
2015-12-25,2363.2576467185245
2015-12-28,2355.9814942444355
2015-12-29,2390.209662370311
2015-12-30,2375.197650882915
2015-12-31,2369.624799461808
2016-01-01,2369.685259648573
2016-01-04,2334.7441819524097
2016-01-05,2353.0330495949597
2016-01-06,2317.5183000811485
2016-01-07,2249.7046775401463
2016-01-08,2215.772354686563
2016-01-11,2215.3573490795916
2016-01-12,2224.6593030328677
2016-01-13,2198.175792098298
2016-01-14,2203.791417287588
2016-01-15,2142.6119104057775
2016-01-18,2146.4745360905854
2016-01-19,2151.077474413215
2016-01-20,2110.8062483966482
2016-01-21,2130.186402635932
2016-01-22,2186.4798668665067
2016-01-25,2166.244716916586
2016-01-26,2180.1550714404666
2016-01-27,2172.1112996537804
2016-01-28,2162.0943411234366
2016-01-29,2230.41656933052
2016-02-01,2222.067109054952
2016-02-02,2181.92251297431
2016-02-03,2153.3931595792114
2016-02-04,2144.9129902146046
2016-02-05,2117.862182620002
2016-02-08,2083.811440069537
2016-02-09,2039.4832274022892
2016-02-10,2058.3793357384675
2016-02-11,2005.8792484315115
2016-02-12,2043.022720890637
2016-02-15,2087.274162631219
2016-02-16,2109.857885303489
2016-02-17,2143.4349402498406
2016-02-18,2153.459295043305
2016-02-19,2144.866019034215
2016-02-22,2187.2682287067187
2016-02-23,2165.8945976856658
2016-02-24,2158.5540523168047
2016-02-25,2180.286277698096
2016-02-26,2204.497435008714
2016-02-29,2208.997861486307
2016-03-01,2249.4689358345317
2016-03-02,2278.3975850862175
2016-03-03,2274.546265012247
2016-03-04,2275.1426227212164
2016-03-07,2282.3044502312264
2016-03-08,2246.2334249472624
2016-03-09,2260.535934545951
2016-03-10,2232.2394602237196
2016-03-11,2269.1653865000562
2016-03-14,2282.1198042777264
2016-03-15,2265.98285662165
2016-03-16,2277.975492934124
2016-03-17,2264.4710321915236
2016-03-18,2276.3275236738764
2016-03-21,2281.06709252324
2016-03-22,2288.400894286248
2016-03-23,2279.4849262356734
2016-03-24,2269.838742667806
2016-03-25,2271.153659841332
2016-03-28,2265.904755645577
2016-03-29,2286.510210935398
2016-03-30,2277.7488673847024
2016-03-31,2265.642812189738
2016-04-01,2263.316507783452
2016-04-04,2256.4199896235277
2016-04-05,2226.9894951963875
2016-04-06,2244.765975126363
2016-04-07,2229.717253771407
2016-04-08,2239.6508907129546
2016-04-11,2235.160337865519
2016-04-12,2264.915409288146
2016-04-13,2314.9738777792554
2016-04-14,2326.4067330184466
2016-04-15,2318.2846322953706
2016-04-18,2317.331477084201
2016-04-19,2331.2657812355747
2016-04-20,2341.2922052611525
2016-04-21,2345.67784127039
2016-04-22,2349.980981192044
2016-04-25,2338.026558423973
2016-04-26,2335.795532945526
2016-04-27,2336.952861647138
2016-04-28,2326.0079816211464
2016-04-29,2289.9082054451246
2016-05-02,2282.8879766294895
2016-05-03,2257.248476032154
2016-05-04,2242.8910820940137
2016-05-05,2257.134674159152
2016-05-06,2254.9213719346276
2016-05-09,2257.8718467405142
2016-05-10,2283.7990459657863
2016-05-11,2266.314806509312
2016-05-12,2267.9930664258277
2016-05-13,2269.005772202963
2016-05-16,2278.7027849864558
2016-05-17,2270.8863216250843
2016-05-18,2279.551970751252
2016-05-19,2275.1608846641243
2016-05-20,2291.037945362221
2016-05-23,2290.9873189937684
2016-05-24,2322.234415240446
2016-05-25,2346.8648190809186
2016-05-26,2343.360819731055
2016-05-27,2362.015262054697
2016-05-30,2361.3776939303043
2016-05-31,2361.246870104394
2016-06-01,2351.735697007246
2016-06-02,2357.3675071677258
2016-06-03,2329.518768201871
2016-06-06,2334.9758382452787
2016-06-07,2351.000554075381
2016-06-08,2352.0462663422154
2016-06-09,2352.2041538361896
2016-06-10,2324.6443915867
2016-06-13,2294.6490147381624
2016-06-14,2292.263939544519
2016-06-15,2293.1372911518943
2016-06-16,2300.984384250039
2016-06-17,2291.885911139395
2016-06-20,2313.8997268678154
2016-06-21,2333.4132185134363
2016-06-22,2330.6798841350674
2016-06-23,2348.3294543305806
2016-06-24,2283.2905753730333
2016-06-27,2261.0867699804558
2016-06-28,2284.4810284125338
2016-06-29,2323.632576954734
2016-06-30,2350.209914156749
2016-07-01,2356.4027748561075
2016-07-04,2357.5787631384537
2016-07-05,2339.830493280703
2016-07-06,2339.333087712226
2016-07-07,2345.804508133894
2016-07-08,2378.6601761822762
2016-07-11,2399.9855202049384
2016-07-12,2415.9678590641133
2016-07-13,2413.411133014188
2016-07-14,2426.342798371144
2016-07-15,2430.711445379309
2016-07-18,2437.132888349145
2016-07-19,2441.958287936054
2016-07-20,2454.3731267988805
2016-07-21,2454.7818315107206
2016-07-22,2461.3349997136197
2016-07-25,2458.1166320822585
2016-07-26,2460.082918548159
2016-07-27,2460.960233667318
2016-07-28,2442.7380148816487
2016-07-29,2438.8558222917586
2016-08-01,2438.517022704263
2016-08-02,2411.1715734638638
2016-08-03,2416.5533857352266
2016-08-04,2431.97746471733
2016-08-05,2461.3877940089733
2016-08-08,2467.526410810519
2016-08-09,2470.793464739247
2016-08-10,2459.258179439012
2016-08-11,2467.9405299637065
2016-08-12,2469.7753878214094
2016-08-15,2472.6304882668974
2016-08-16,2447.920323739386
2016-08-17,2443.15890757237
2016-08-18,2441.508258338201
2016-08-19,2434.729526499323
2016-08-22,2433.224569340409
2016-08-23,2443.5565883913405
2016-08-24,2446.755552759317
2016-08-25,2435.9516197155986
2016-08-26,2435.5037588463424
2016-08-29,2458.3000752106213
2016-08-30,2460.2749152599017
2016-08-31,2456.6330401140426
2016-09-01,2449.458325807139
2016-09-02,2472.8943177040737
2016-09-05,2483.2827559789866
2016-09-06,2477.8825054798126
2016-09-07,2481.0861342159455
2016-09-08,2470.880720201327
2016-09-09,2432.244030212826
2016-09-12,2434.2497267256063
2016-09-13,2401.823252495612
2016-09-14,2397.340430931487
2016-09-15,2415.1707995249226
2016-09-16,2422.1016645495265
2016-09-19,2430.4205494585
2016-09-20,2432.9855860828065
2016-09-21,2466.2141877118397
2016-09-22,2472.796521650991
2016-09-23,2463.014395678263
2016-09-26,2431.0413183396913
2016-09-27,2454.213106447314
2016-09-28,2465.668407291285
2016-09-29,2449.1223812795456
2016-09-30,2452.0552382395426
2016-10-03,2455.269777727625
2016-10-04,2462.5265325744786
2016-10-05,2458.0614102288796
2016-10-06,2461.7061733631704
2016-10-07,2450.852478406563
2016-10-10,2465.3118503397786
