Date,ACWI ex FRANCE IMI
2015-12-11,2323.8144468156265
2015-12-14,2308.95033132129
2015-12-15,2351.2657694625796
2015-12-16,2378.2865023761997
2015-12-17,2387.433053425229
2015-12-18,2356.3432440550123
2015-12-21,2348.4181229633896
2015-12-22,2353.3588759580794
2015-12-23,2401.744816388862
2015-12-24,2387.948963533188
2015-12-25,2387.1536027985744
2015-12-28,2380.1358325668393
2015-12-29,2414.526298169959
2015-12-30,2399.177562910927
2015-12-31,2394.1853695386876
2016-01-01,2394.2477290329684
2016-01-04,2359.092370385729
2016-01-05,2377.335492459183
2016-01-06,2341.682417085833
2016-01-07,2272.373008867636
2016-01-08,2238.1374307342353
2016-01-11,2238.0593083989456
2016-01-12,2246.6697907574157
2016-01-13,2219.30257302165
2016-01-14,2225.8937840611025
2016-01-15,2163.4849473030445
2016-01-18,2168.028994593206
2016-01-19,2171.914543191297
2016-01-20,2131.8550627825584
2016-01-21,2151.1213608927683
2016-01-22,2207.9051230765076
2016-01-25,2187.2091423013635
2016-01-26,2201.2396078570127
2016-01-27,2192.4275601493896
2016-01-28,2182.431534923537
2016-01-29,2251.8025047335564
2016-02-01,2243.1344289247563
2016-02-02,2202.8701937553546
2016-02-03,2174.162363002124
2016-02-04,2165.7768842368987
2016-02-05,2138.165791411607
2016-02-08,2104.254211636831
2016-02-09,2059.4738646015117
2016-02-10,2078.4438707184545
2016-02-11,2026.2241764116575
2016-02-12,2063.7498867867444
2016-02-15,2108.1879368923255
2016-02-16,2131.387645321176
2016-02-17,2164.8684799257635
2016-02-18,2175.205319694639
2016-02-19,2166.5270636248056
2016-02-22,2209.654505802857
2016-02-23,2188.1794326122317
2016-02-24,2181.310058271455
2016-02-25,2202.8743207634966
2016-02-26,2227.1060506614185
2016-02-29,2231.1848794965354
2016-03-01,2272.1542238422194
2016-03-02,2301.670318185296
2016-03-03,2297.8712296938256
2016-03-04,2298.1699540477625
2016-03-07,2305.7318151813715
2016-03-08,2268.843532994321
2016-03-09,2283.6458765038155
2016-03-10,2255.211640446323
2016-03-11,2291.682341935779
2016-03-14,2305.0323642511707
2016-03-15,2288.664889458347
2016-03-16,2301.0469291521486
2016-03-17,2287.2616738297943
2016-03-18,2299.2907107326664
2016-03-21,2304.4710179344015
2016-03-22,2312.1982013017764
2016-03-23,2302.882799936327
2016-03-24,2293.947107238901
2016-03-25,2295.3031910293457
2016-03-28,2289.8402455060213
2016-03-29,2310.6397185483092
2016-03-30,2301.005844389082
2016-03-31,2289.266680457269
2016-04-01,2287.7400748385803
2016-04-04,2280.344103082141
2016-04-05,2251.0529337410076
2016-04-06,2269.1517703905733
2016-04-07,2253.851390789783
2016-04-08,2263.76463126358
2016-04-11,2259.0366737037966
2016-04-12,2289.3560279040425
2016-04-13,2339.294871031042
2016-04-14,2350.7903915317083
2016-04-15,2342.565673763574
2016-04-18,2341.375136081868
2016-04-19,2355.318362750062
2016-04-20,2365.418469753954
2016-04-21,2369.9330236345545
2016-04-22,2374.298839048331
2016-04-25,2362.1491656339217
2016-04-26,2359.91564601373
2016-04-27,2360.692707201218
2016-04-28,2349.4661448784177
2016-04-29,2313.445376128047
2016-05-02,2305.7906263564328
2016-05-03,2280.0272516014998
2016-05-04,2265.631201111748
2016-05-05,2280.2555534688513
2016-05-06,2277.9121461586597
2016-05-09,2280.900203576003
2016-05-10,2307.1237990209092
2016-05-11,2289.3316548752528
2016-05-12,2291.126945177517
2016-05-13,2292.120696176932
2016-05-16,2302.416325117014
2016-05-17,2294.4456842374657
2016-05-18,2303.2076495489755
2016-05-19,2298.9859231177193
2016-05-20,2314.604762366964
2016-05-23,2314.864897562173
2016-05-24,2345.9748055556456
2016-05-25,2370.8400832056273
2016-05-26,2366.820952600176
2016-05-27,2386.0600314997296
2016-05-30,2385.1942802263675
2016-05-31,2385.227786471267
2016-06-01,2375.735201844153
2016-06-02,2381.4861831249514
2016-06-03,2353.2713989137706
2016-06-06,2358.890132117765
2016-06-07,2374.9224319324367
2016-06-08,2376.4258155701027
2016-06-09,2376.9560653586036
2016-06-10,2349.452197598529
2016-06-13,2319.547161659919
2016-06-14,2318.2594205355185
2016-06-15,2318.7810845514077
2016-06-16,2326.7566747835212
2016-06-17,2316.960618169998
2016-06-20,2338.1033638672893
2016-06-21,2358.0352389155432
2016-06-22,2355.0144489337877
2016-06-23,2372.237721367541
2016-06-24,2310.566937682282
2016-06-27,2287.879808870899
2016-06-28,2310.6545256859854
2016-06-29,2349.934618630788
2016-06-30,2376.973957372198
2016-07-01,2383.114934166131
2016-07-04,2384.640245836196
2016-07-05,2367.0290031840586
2016-07-06,2367.399909187535
2016-07-07,2373.7680227739693
2016-07-08,2406.8455565597556
2016-07-11,2428.1454649574275
2016-07-12,2443.8127326014633
2016-07-13,2441.2742094477317
2016-07-14,2453.9504683026325
2016-07-15,2458.7766814856614
2016-07-18,2465.4204781402022
2016-07-19,2470.8154901965645
2016-07-20,2483.1215384024676
2016-07-21,2483.487142061371
2016-07-22,2489.9499428532367
2016-07-25,2486.660382273194
2016-07-26,2488.4955392353772
2016-07-27,2488.5077845302044
2016-07-28,2469.867390889646
2016-07-29,2465.7645731125267
2016-08-01,2465.6229182104503
2016-08-02,2438.347526864892
2016-08-03,2444.0343147401104
2016-08-04,2459.8182581026767
2016-08-05,2489.3619144138906
2016-08-08,2495.7002826431954
2016-08-09,2498.834176287753
2016-08-10,2487.1481489617213
2016-08-11,2495.5494084518477
2016-08-12,2497.406279650457
2016-08-15,2500.370964490707
2016-08-16,2475.2411989753446
2016-08-17,2470.7341066050512
2016-08-18,2468.9207013836863
2016-08-19,2462.2465565450975
2016-08-22,2460.8122838539407
2016-08-23,2471.2658628791223
2016-08-24,2474.504891218808
2016-08-25,2463.668854895273
2016-08-26,2462.8569571860094
2016-08-29,2486.659603487883
2016-08-30,2488.1438565174385
2016-08-31,2484.544732837472
2016-09-01,2476.925141502669
2016-09-02,2499.822980858612
2016-09-05,2510.670114972687
2016-09-06,2505.3295974456855
2016-09-07,2508.433268458661
2016-09-08,2498.0380184531746
2016-09-09,2458.5595411420272
2016-09-12,2461.2337523233737
2016-09-13,2428.3868920496543
2016-09-14,2424.185606267833
2016-09-15,2442.7077800451943
