Date,AC PACIFIC IMI
1998-12-31,541.143591704642
1999-01-01,541.1442783861543
1999-01-04,533.1996025686201
1999-01-05,531.9116817355695
1999-01-06,539.1205716476364
1999-01-07,555.1166577395785
1999-01-08,554.4633608242221
1999-01-11,563.4573491004902
1999-01-12,553.0083660933772
1999-01-13,535.2576171248443
1999-01-14,538.1659835027604
1999-01-15,543.2545212237251
1999-01-18,545.3482010493042
1999-01-19,547.2546387165738
1999-01-20,555.2881729209038
1999-01-21,558.0288550229008
1999-01-22,548.5296402804722
1999-01-25,547.0218866632467
1999-01-26,550.2493437585263
1999-01-27,553.9248279835076
1999-01-28,552.0922544715945
1999-01-29,561.0451820901719
1999-02-01,567.5321851387738
1999-02-02,571.019008743857
1999-02-03,565.8159909053466
1999-02-04,566.5461305037201
1999-02-05,561.0046313729606
1999-02-08,561.9911923658767
1999-02-09,553.0055591416209
1999-02-10,549.2088602706247
1999-02-11,552.7881785459473
1999-02-12,558.6757202301085
1999-02-15,558.0344252066387
1999-02-16,552.8387426992217
1999-02-17,546.4923248266833
1999-02-18,542.6118972315595
1999-02-19,546.5065233607924
1999-02-22,556.414662406959
1999-02-23,559.023052645804
1999-02-24,559.7924644504042
1999-02-25,561.1813477095185
1999-02-26,569.1220453807844
1999-03-01,566.0155386394638
1999-03-02,557.7155676615848
1999-03-03,558.4428926900616
1999-03-04,557.4995600464058
1999-03-05,576.2654283684008
1999-03-08,578.9904968510706
1999-03-09,586.7564954087813
1999-03-10,597.6923213930722
1999-03-11,606.2026171346737
1999-03-12,604.7433051099047
1999-03-15,616.4174031990677
1999-03-16,630.078685755326
1999-03-17,629.0113807166807
1999-03-18,622.5211715457057
1999-03-19,645.0193380953359
1999-03-22,644.0071163294037
1999-03-23,643.5031088060675
1999-03-24,630.9947762220654
1999-03-25,640.8244615633192
1999-03-26,647.7622684690828
1999-03-29,649.032967945118
1999-03-30,645.3911555002335
1999-03-31,650.2855647816575
1999-04-01,659.6056232330371
1999-04-02,659.5464047144736
1999-04-05,660.0669503347488
1999-04-06,667.9120666354306
1999-04-07,668.2655994407866
1999-04-08,675.672021713752
1999-04-09,681.6071629027768
1999-04-12,671.7079829145028
1999-04-13,682.8690447922935
1999-04-14,692.9173338092073
1999-04-15,696.4462369228723
1999-04-16,708.1402107977837
1999-04-19,716.050194750379
1999-04-20,707.3026427853655
1999-04-21,696.1704712987558
1999-04-22,702.6976306822914
1999-04-23,710.0020219996172
1999-04-26,719.8469328887865
1999-04-27,716.4572451490535
1999-04-28,720.1733659258857
1999-04-29,721.015402434559
1999-04-30,719.6549156490814
1999-05-03,717.4572513449561
1999-05-04,714.9368821455593
1999-05-05,709.5331180180907
1999-05-06,721.8811456678728
1999-05-07,712.2538089168097
1999-05-10,714.5090137701616
1999-05-11,709.9911145880482
1999-05-12,715.4755305946036
1999-05-13,710.8832852864192
1999-05-14,703.3091171612016
1999-05-17,687.7575411141484
1999-05-18,690.6297039525601
1999-05-19,674.7606543063476
1999-05-20,677.3982222367148
1999-05-21,685.2772599399148
1999-05-24,686.9489126955192
1999-05-25,682.8619630133277
1999-05-26,693.3203043724909
1999-05-27,694.3049762345538
1999-05-28,694.2319008143114
1999-05-31,693.9570052589744
1999-06-01,705.9612793329708
1999-06-02,717.4536942925201
1999-06-03,713.5339391562328
1999-06-04,717.4959463178412
1999-06-07,730.756496506125
1999-06-08,733.8064401488372
1999-06-09,739.0580344655178
1999-06-10,746.5038968120538
1999-06-11,754.5516555424907
1999-06-14,747.8139673234377
1999-06-15,747.2782782248299
1999-06-16,758.2657013094861
1999-06-17,770.8172796487729
1999-06-18,760.8837549968932
1999-06-21,772.6481084167574
1999-06-22,781.4923527708264
1999-06-23,775.5689411744072
1999-06-24,771.6850826756763
1999-06-25,765.2007559208741
1999-06-28,778.2017252420925
1999-06-29,786.3791089485197
1999-06-30,784.0982134285254
1999-07-01,806.9901298067488
1999-07-02,816.8131943872216
1999-07-05,824.1719768512265
1999-07-06,820.0304145768083
1999-07-07,818.8417051037483
1999-07-08,815.706929829497
1999-07-09,815.000599670844
1999-07-12,826.4848310874584
1999-07-13,825.8966218792393
1999-07-14,827.2876433900808
1999-07-15,834.5649449479838
1999-07-16,829.6848068274553
1999-07-19,844.379623440795
1999-07-20,826.2655575057812
1999-07-21,813.5752511354194
1999-07-22,801.5267476917986
1999-07-23,794.0865972796728
1999-07-26,776.4083349556206
1999-07-27,777.4977827539724
1999-07-28,790.1719430601859
1999-07-29,798.1870095135798
1999-07-30,804.086061823295
1999-08-02,802.1198402953356
1999-08-03,807.1317263629512
1999-08-04,793.834141824221
1999-08-05,778.2929252772667
1999-08-06,770.9793801429087
1999-08-09,772.8027101438138
1999-08-10,773.1576831218448
1999-08-11,768.9724635207214
1999-08-12,777.7879645049393
1999-08-13,782.9427595829221
1999-08-16,803.3417088249336
1999-08-17,810.296841822764
1999-08-18,824.0139347762221
1999-08-19,820.3051565635873
1999-08-20,830.0001197842248
1999-08-23,843.6524660758996
1999-08-24,844.9502403925144
1999-08-25,850.578449565982
1999-08-26,843.573746664465
1999-08-27,839.4907351918246
1999-08-30,849.929930207996
1999-08-31,832.4721951304266
1999-09-01,848.0194484330797
1999-09-02,841.3418486569902
1999-09-03,843.2834900102467
1999-09-06,857.5926411186985
1999-09-07,846.3399947311266
1999-09-08,844.1245917485829
1999-09-09,867.6425108844778
1999-09-10,879.849479211587
1999-09-13,913.4670172812158
1999-09-14,908.9131668454927
1999-09-15,914.5952916809708
1999-09-16,893.031649127033
1999-09-17,881.9603625516398
1999-09-20,889.354661394004
1999-09-21,902.3999784628766
1999-09-22,879.2438560443243
1999-09-23,883.7971563726411
1999-09-24,857.0121604521926
1999-09-27,843.9032682732471
1999-09-28,857.3201266480396
1999-09-29,840.8125237054488
1999-09-30,857.7132783905957
1999-10-01,869.6440046140433
1999-10-04,861.6791678065737
1999-10-05,857.5115982324435
1999-10-06,855.6353082828223
1999-10-07,859.674810725126
1999-10-08,870.2743794552697
1999-10-11,873.6314617506047
1999-10-12,875.828282604245
1999-10-13,857.404303052225
1999-10-14,862.7242406627096
1999-10-15,849.0916742383918
1999-10-18,826.835182340891
1999-10-19,830.8601246747861
1999-10-20,850.8226487526705
1999-10-21,847.4396696659587
1999-10-22,864.0493279238556
1999-10-25,878.6043415771813
1999-10-26,889.8938354836104
1999-10-27,890.9690774260291
1999-10-28,892.9959840685815
1999-10-29,915.4731690706539
1999-11-01,919.9266762342576
1999-11-02,926.3348696022455
1999-11-03,921.6237477245234
1999-11-04,941.5857055799856
1999-11-05,933.8500473944248
1999-11-08,930.6094308184332
1999-11-09,934.3212469887346
1999-11-10,946.5954184620914
1999-11-11,948.1318587465045
1999-11-12,963.5807907119839
1999-11-15,966.9898738759853
