Date,ACWI ex ANDEAN IMI
2015-12-11,1981.9485764226717
2015-12-14,1968.671790083812
2015-12-15,2005.419655298384
2015-12-16,2027.9220903978478
2015-12-17,2036.1623189817765
2015-12-18,2009.727505997186
2015-12-21,2002.4642768138588
2015-12-22,2006.5783589399891
2015-12-23,2047.868366651354
2015-12-24,2036.3211514926409
2015-12-25,2035.6630022894112
2015-12-28,2029.3741718317476
2015-12-29,2058.9239753975876
2015-12-30,2045.9634336825027
2015-12-31,2041.286516869325
2016-01-01,2041.3381171162077
2016-01-04,2010.813132842435
2016-01-05,2026.0832381465127
2016-01-06,1995.8274901625414
2016-01-07,1937.5871250731586
2016-01-08,1908.4447123800405
2016-01-11,1908.110462161437
2016-01-12,1916.095882186689
2016-01-13,1893.6261893555297
2016-01-14,1897.9279663537122
2016-01-15,1845.0763140068648
2016-01-18,1848.4722600512093
2016-01-19,1852.8041823741364
2016-01-20,1817.713518060813
2016-01-21,1834.638424085888
2016-01-22,1883.2932329575312
2016-01-25,1866.016162724417
2016-01-26,1878.1564615206037
2016-01-27,1871.18491980358
2016-01-28,1862.0778653910488
2016-01-29,1920.6583513507398
2016-02-01,1913.3661414777243
2016-02-02,1878.754571702122
2016-02-03,1854.2171766285214
2016-02-04,1847.189804575565
2016-02-05,1823.9485197039962
2016-02-08,1794.0197596351436
2016-02-09,1756.1245269273786
2016-02-10,1772.5682398748686
2016-02-11,1727.2567716384092
2016-02-12,1759.4011569545494
2016-02-15,1797.7902024197926
2016-02-16,1817.006894140189
2016-02-17,1846.2186062774101
2016-02-18,1854.9045126241115
2016-02-19,1847.4852345938161
2016-02-22,1884.0737071020262
2016-02-23,1865.6565023730573
2016-02-24,1858.9024210229186
2016-02-25,1877.7882060957793
2016-02-26,1898.638126662176
2016-02-29,1902.5618094483466
2016-03-01,1937.230543072862
2016-03-02,1961.6692148737884
2016-03-03,1958.3821019763614
2016-03-04,1959.148828581973
2016-03-07,1965.155638098011
2016-03-08,1934.2352697498868
2016-03-09,1946.6828551042456
2016-03-10,1922.2502415264182
2016-03-11,1954.2961741700813
2016-03-14,1965.5758674032393
2016-03-15,1951.6696023381057
2016-03-16,1961.776123946729
2016-03-17,1950.065043096964
2016-03-18,1960.245074314743
2016-03-21,1964.1684059277106
2016-03-22,1970.5515262013294
2016-03-23,1962.8668543659776
2016-03-24,1954.3105125196944
2016-03-25,1955.4326979007794
2016-03-28,1950.9400030663007
2016-03-29,1968.5721343308433
2016-03-30,1961.5637080891916
2016-03-31,1951.101637453917
2016-04-01,1949.0408672448516
2016-04-04,1943.1515472988374
2016-04-05,1917.6959371185792
2016-04-06,1933.1263350134088
2016-04-07,1920.0400216519126
2016-04-08,1928.9618756439722
2016-04-11,1925.168362907194
2016-04-12,1950.5788599312486
2016-04-13,1993.642369144311
2016-04-14,2003.3707300580295
2016-04-15,1996.3373175431032
2016-04-18,1995.481817109133
2016-04-19,2007.7559843322795
2016-04-20,2016.4162749943177
2016-04-21,2020.046429694665
2016-04-22,2023.5641228042716
2016-04-25,2013.2813966791957
2016-04-26,2011.3701237660707
2016-04-27,2012.37757922176
2016-04-28,2002.9921834195047
2016-04-29,1971.7411616735221
2016-05-02,1965.661315820395
2016-05-03,1943.5462285712456
2016-05-04,1931.0782606211505
2016-05-05,1943.2812923757408
2016-05-06,1941.1936166716007
2016-05-09,1943.9843953473592
2016-05-10,1966.1520239246274
2016-05-11,1951.1213975715523
2016-05-12,1952.3084918155796
2016-05-13,1953.3572618423777
2016-05-16,1961.8428342622074
2016-05-17,1955.1454350277731
2016-05-18,1962.6377534800042
2016-05-19,1958.6724773176338
2016-05-20,1972.531914416297
2016-05-23,1972.4579070953132
2016-05-24,1999.5220069660304
2016-05-25,2020.7391368730323
2016-05-26,2017.8364671036966
2016-05-27,2033.7566841240985
2016-05-30,2033.2377971597825
2016-05-31,2033.06219039223
2016-06-01,2024.8352548104654
2016-06-02,2029.6086009101957
2016-06-03,2005.6569006950915
2016-06-06,2010.3632631941582
2016-06-07,2024.2870979771487
2016-06-08,2025.0756485524375
2016-06-09,2024.9769904204506
2016-06-10,2000.877659018163
2016-06-13,1975.021121969631
2016-06-14,1972.6334158172342
2016-06-15,1973.5935256172731
2016-06-16,1979.8107919967545
2016-06-17,1972.382214049352
2016-06-20,1991.8711081741155
2016-06-21,2008.686079035864
2016-06-22,2006.3271382702005
2016-06-23,2021.6652926296686
2016-06-24,1965.9721473620687
2016-06-27,1945.2361042947925
2016-06-28,1965.5322351022896
2016-06-29,1999.3795009304588
2016-06-30,2022.3308392201766
2016-07-01,2027.9464525072513
2016-07-04,2028.7078642794825
2016-07-05,2013.163496713174
2016-07-06,2012.4497487407948
2016-07-07,2018.1721079176873
2016-07-08,2046.478155801848
2016-07-11,2065.0591737492127
2016-07-12,2078.872291626621
2016-07-13,2076.780077707532
2016-07-14,2087.852517204886
2016-07-15,2091.585111462893
2016-07-18,2096.9681771761802
2016-07-19,2101.0900793411806
2016-07-20,2111.979958693046
2016-07-21,2112.1915057849437
2016-07-22,2117.602700127598
2016-07-25,2115.1124057757115
2016-07-26,2116.778307850711
2016-07-27,2117.5471746661765
2016-07-28,2101.8623724437584
2016-07-29,2098.7165780512255
2016-08-01,2098.2354390838623
2016-08-02,2074.676065779131
2016-08-03,2079.217439996264
2016-08-04,2092.6562616394094
2016-08-05,2117.9109750133716
2016-08-08,2123.132714797481
2016-08-09,2126.392785945978
2016-08-10,2116.527640261283
2016-08-11,2124.117275037124
2016-08-12,2125.632348796556
2016-08-15,2128.1030321421745
2016-08-16,2106.750473717129
2016-08-17,2102.4882583843314
2016-08-18,2101.2745085123315
2016-08-19,2095.313853286962
2016-08-22,2094.088239274536
2016-08-23,2103.166829140096
2016-08-24,2105.993991440106
2016-08-25,2096.6043643608723
2016-08-26,2096.3422565223545
2016-08-29,2115.824032285292
2016-08-30,2117.479056022075
2016-08-31,2114.32372670932
2016-09-01,2108.1389898321
2016-09-02,2128.3429587276746
2016-09-05,2137.33645324487
2016-09-06,2132.723169492788
2016-09-07,2135.606342780808
2016-09-08,2126.867085295047
2016-09-09,2093.657814166874
2016-09-12,2095.263162215063
2016-09-13,2067.4862495843113
2016-09-14,2063.7285692396135
2016-09-15,2079.071401718218
2016-09-16,2084.7940984196457
2016-09-19,2092.1446382798567
2016-09-20,2094.221450304047
2016-09-21,2122.557291461399
2016-09-22,2128.4872555559655
2016-09-23,2120.0575994108717
2016-09-26,2092.50777154161
2016-09-27,2112.227839583648
2016-09-28,2122.1089193379153
2016-09-29,2108.1549893944334
2016-09-30,2110.750935734851
2016-10-03,2113.6007423994815
2016-10-04,2119.967617996922
2016-10-05,2116.0104981935197
2016-10-06,2119.139516153106
2016-10-07,2109.701103613007
2016-10-10,2122.2680095940377
2016-10-11,2116.385826113294
2016-10-12,2119.245653295029
2016-10-13,2106.1768943318352
2016-10-14,2116.8181956225903
2016-10-17,2112.083354016008
2016-10-18,2133.882659795142
2016-10-19,2143.241993174026
2016-10-20,2148.0847093655884
2016-10-21,2154.997764227674
2016-10-24,2159.6996668257907
2016-10-25,2158.016683622414
2016-10-26,2142.36503656037
2016-10-27,2133.3786774665987
2016-10-28,2127.206247702961
2016-10-31,2121.7318637321127
2016-11-01,2097.5541297763807
2016-11-02,2067.4824503378804
2016-11-03,2065.0587578437294
2016-11-04,2051.687115315378
2016-11-07,2099.577706573395
2016-11-08,2105.6768601512886
2016-11-09,2125.658635938703
2016-11-10,2145.429028471805
2016-11-11,2140.6306404495053
2016-11-14,2161.651364550495
2016-11-15,2171.8005377161685
2016-11-16,2181.0492612773282
2016-11-17,2190.9177914654983
2016-11-18,2200.9621400124083
2016-11-21,2206.2627531156645
2016-11-22,2220.014743095527
2016-11-23,2228.521969510795
2016-11-24,2224.8654131916965
2016-11-25,2225.777892959161
2016-11-28,2222.4033325333085
2016-11-29,2216.6124124029484
2016-11-30,2216.652596837524
2016-12-01,2210.5798002743277
2016-12-02,2199.3358807197887
2016-12-05,2197.9255091719406
2016-12-06,2210.0357918330055
2016-12-07,2228.888161952536
2016-12-08,2270.2703678045564
2016-12-09,2293.0630183375183
2016-12-12,2274.9910649449976
2016-12-13,2284.2035580544593
2016-12-14,2267.9861810607354
2016-12-15,2305.2420364551235
2016-12-16,2306.4302296185983
2016-12-19,2304.472548572521
2016-12-20,2321.107559200273
2016-12-21,2307.1593486815846
2016-12-22,2296.2632488886893
2016-12-23,2297.3713458594834
2016-12-26,2296.836088973212
2016-12-27,2301.128588493806
2016-12-28,2306.054594453288
2016-12-29,2290.6278747397337
2016-12-30,2277.439263660083
2017-01-02,2279.675123936396
2017-01-03,2322.692964006817
2017-01-04,2323.835716887421
2017-01-05,2308.14739184057
2017-01-06,2312.837150022634
2017-01-09,2309.034006779778
2017-01-10,2307.4373011885905
2017-01-11,2333.0654635210603
2017-01-12,2300.7221444385314
2017-01-13,2312.74391372868
2017-01-16,2310.213365107438
2017-01-17,2290.538195567578
2017-01-18,2295.122953298496
2017-01-19,2300.013073808738
2017-01-20,2293.159833799467
2017-01-23,2280.0289846892206
2017-01-24,2291.7531321289407
2017-01-25,2312.6329269515854
2017-01-26,2326.7784894297315
2017-01-27,2317.7546751083355
2017-01-30,2306.747424803152
2017-01-31,2282.8372715340806
2017-02-01,2295.403007093065
2017-02-02,2287.9439879370634
2017-02-03,2305.4855764627214
2017-02-06,2308.259501901726
2017-02-07,2317.4676583100622
2017-02-08,2319.7385148205717
2017-02-09,2337.100814699806
2017-02-10,2356.29880326859
2017-02-13,2371.5158277498936
2017-02-14,2381.5265466556184
2017-02-15,2392.700957615376
2017-02-16,2375.7034335160697
2017-02-17,2382.978724846267
2017-02-20,2386.5672306756833
2017-02-21,2413.9336465780925
2017-02-22,2412.3145981002185
2017-02-23,2404.728592932865
2017-02-24,2402.736427902922
2017-02-27,2394.400543291546
2017-02-28,2385.7997021060364
2017-03-01,2423.0554829339944
2017-03-02,2419.7479533184132
2017-03-03,2409.9244430219314
2017-03-06,2398.5672646930225
2017-03-07,2396.738671258224
2017-03-08,2394.701867340141
2017-03-09,2386.4915435687944
2017-03-10,2382.0225569422237
2017-03-13,2387.9507740595236
2017-03-14,2385.412708697333
2017-03-15,2403.6261814708796
2017-03-16,2397.476971478445
2017-03-17,2396.741508179365
2017-03-20,2392.7931496052984
2017-03-21,2362.826975751622
2017-03-22,2358.374269072529
2017-03-23,2365.559749273211
2017-03-24,2363.088662571308
2017-03-27,2344.3952849400034
2017-03-28,2364.9422301094173
2017-03-29,2390.7577967018187
2017-03-30,2398.0930697948706
2017-03-31,2398.172331169752
2017-04-03,2403.2987406745074
2017-04-04,2401.9583886217174
2017-04-05,2397.657633966509
2017-04-06,2399.562449692861
2017-04-07,2407.3447542478148
2017-04-10,2412.7160552440496
2017-04-11,2407.7751846114184
