Date,ACWI ex ISRAEL IMI
2015-12-11,2309.3275016688667
2015-12-14,2293.9286444716054
2015-12-15,2336.7694006780634
2015-12-16,2363.167974618811
2015-12-17,2372.767154688423
2015-12-18,2341.9370956693747
2015-12-21,2333.4456651116625
2015-12-22,2338.2993754466575
2015-12-23,2386.5316438841587
2015-12-24,2373.0256385014086
2015-12-25,2372.2578665486917
2015-12-28,2364.8673544359813
2015-12-29,2399.3104501090206
2015-12-30,2384.2148473852167
2015-12-31,2378.774030695814
2016-01-01,2378.8342256444794
2016-01-04,2343.1509467018004
2016-01-05,2360.986742140822
2016-01-06,2325.633915248824
2016-01-07,2257.6759969452864
2016-01-08,2223.6707661924156
2016-01-11,2223.3021420833784
2016-01-12,2232.519139384892
2016-01-13,2206.361077394461
2016-01-14,2211.6292088012265
2016-01-15,2149.919618829585
2016-01-18,2153.824088219
2016-01-19,2158.8828434300394
2016-01-20,2118.069824225395
2016-01-21,2137.822549652593
2016-01-22,2194.7237195717507
2016-01-25,2174.4142422939594
2016-01-26,2188.6279187582345
2016-01-27,2180.522788494802
2016-01-28,2170.1028234920054
2016-01-29,2238.532915431955
2016-02-01,2229.9236052503365
2016-02-02,2189.482142385135
2016-02-03,2161.031099018665
2016-02-04,2152.9410842601446
2016-02-05,2125.770192885032
2016-02-08,2091.0335975797784
2016-02-09,2046.8202007993393
2016-02-10,2066.007035889504
2016-02-11,2013.3453689319963
2016-02-12,2050.9009232726758
2016-02-15,2095.5857881395596
2016-02-16,2117.9612814484476
2016-02-17,2152.0127367083264
2016-02-18,2162.1800826027234
2016-02-19,2153.517074172782
2016-02-22,2196.202197870151
2016-02-23,2174.6372157633596
2016-02-24,2166.8158542636825
2016-02-25,2188.8482520174903
2016-02-26,2213.1740777286614
2016-02-29,2217.7135075317888
2016-03-01,2258.2014480561643
2016-03-02,2286.805175314544
2016-03-03,2283.0681061497803
2016-03-04,2284.0627910528306
2016-03-07,2291.1029191646967
2016-03-08,2254.9308183234943
2016-03-09,2269.428473240818
2016-03-10,2240.8365715943305
2016-03-11,2278.2136614559386
2016-03-14,2291.396832102405
2016-03-15,2275.2429645924003
2016-03-16,2287.034445641841
2016-03-17,2273.5852015433425
2016-03-18,2285.497195856156
2016-03-21,2290.1217956246355
2016-03-22,2297.562219431983
2016-03-23,2288.482342958618
2016-03-24,2278.4637630209395
2016-03-25,2279.77286385633
2016-03-28,2274.566115884191
2016-03-29,2295.177643190399
2016-03-30,2287.061127826112
2016-03-31,2274.899696946845
2016-04-01,2272.493988379678
2016-04-04,2265.605603395105
2016-04-05,2235.884542926754
2016-04-06,2253.753970921353
2016-04-07,2238.4155100183234
2016-04-08,2248.8669923107946
2016-04-11,2244.4834847261873
2016-04-12,2274.3044026825196
2016-04-13,2324.5228073829203
2016-04-14,2335.8390968618705
2016-04-15,2327.624306262606
2016-04-18,2326.6207546519236
2016-04-19,2340.9787605858096
2016-04-20,2351.1021917367043
2016-04-21,2355.2832101315553
2016-04-22,2359.33084398376
2016-04-25,2347.286670240747
2016-04-26,2345.1545773439525
2016-04-27,2346.4200620214074
2016-04-28,2335.5673230859
2016-04-29,2299.082620166469
2016-05-02,2292.132195552602
2016-05-03,2266.2822718423486
2016-05-04,2251.731619202753
2016-05-05,2265.930303661148
2016-05-06,2263.5165961322414
2016-05-09,2266.743423245179
2016-05-10,2292.5843757635007
2016-05-11,2275.0533987561557
2016-05-12,2276.4532397930716
2016-05-13,2277.6356751138433
2016-05-16,2287.7115223004494
2016-05-17,2279.82788602079
2016-05-18,2288.503799038983
2016-05-19,2283.842320001849
2016-05-20,2300.047652028181
2016-05-23,2299.8876073255715
2016-05-24,2331.415461965543
2016-05-25,2356.155792115325
2016-05-26,2352.8355453027034
2016-05-27,2371.3920562996273
2016-05-30,2370.7077901833304
2016-05-31,2370.4492118795106
2016-06-01,2360.838508881844
2016-06-02,2366.3285033047937
2016-06-03,2338.5301392744886
2016-06-06,2344.013638557714
2016-06-07,2360.316232295711
2016-06-08,2361.3753203485044
2016-06-09,2361.239837065387
2016-06-10,2333.066443581107
2016-06-13,2302.9154540092095
2016-06-14,2300.0921633797698
2016-06-15,2301.273015904705
2016-06-16,2308.572085479002
2016-06-17,2299.923413575925
2016-06-20,2322.675071086204
2016-06-21,2342.3333863135726
2016-06-22,2339.6177723139485
2016-06-23,2357.5105240759126
2016-06-24,2292.464746569501
2016-06-27,2268.436410896812
2016-06-28,2292.1065755302943
2016-06-29,2331.6412676857926
2016-06-30,2358.386335986215
2016-07-01,2364.965707096631
2016-07-04,2365.814648018027
2016-07-05,2347.7084303912543
2016-07-06,2346.819194401343
2016-07-07,2353.481945836965
2016-07-08,2386.533199411811
2016-07-11,2408.1622435736904
2016-07-12,2424.2709352905913
2016-07-13,2421.67903989475
2016-07-14,2434.612212244336
2016-07-15,2439.00418177862
2016-07-18,2445.2707817317037
2016-07-19,2450.11440257652
2016-07-20,2462.7503818198115
2016-07-21,2462.9864174298664
2016-07-22,2469.283914761035
2016-07-25,2466.346961782577
2016-07-26,2468.3135277127717
2016-07-27,2469.184169217421
2016-07-28,2450.8450445117587
2016-07-29,2447.212928799987
2016-08-01,2446.7131980897725
2016-08-02,2419.2905940604783
2016-08-03,2424.534115307423
2016-08-04,2440.2017497105076
2016-08-05,2469.69238669001
2016-08-08,2475.8070454169574
2016-08-09,2479.648367857931
2016-08-10,2468.2007918875106
2016-08-11,2477.088617628751
2016-08-12,2478.8404218077794
2016-08-15,2481.6367292374293
2016-08-16,2456.755454340186
2016-08-17,2451.783392347779
2016-08-18,2450.3409082865546
2016-08-19,2443.360132551856
2016-08-22,2441.9196691760694
2016-08-23,2452.435794338463
2016-08-24,2455.698453784262
2016-08-25,2444.872847074097
2016-08-26,2444.5768398138025
2016-08-29,2467.3596810809054
2016-08-30,2469.2680864459344
2016-08-31,2465.5070756749865
2016-09-01,2458.323994925982
2016-09-02,2481.9460186498764
2016-09-05,2492.3773401680783
2016-09-06,2487.0694421164817
2016-09-07,2490.4543425428274
2016-09-08,2480.2565117690388
2016-09-09,2441.404443268969
2016-09-12,2443.3725057063134
2016-09-13,2410.9052811686875
2016-09-14,2406.482219312313
2016-09-15,2424.428096892548
2016-09-16,2431.036344472082
2016-09-19,2439.6368228126025
2016-09-20,2442.162615306585
2016-09-21,2475.253438621695
2016-09-22,2482.2046089119576
2016-09-23,2472.3082060319584
2016-09-26,2440.165872033437
2016-09-27,2463.14968846631
2016-09-28,2474.767774192469
2016-09-29,2458.578545883593
2016-09-30,2461.55478412936
2016-10-03,2464.892357852919
2016-10-04,2472.300142815869
2016-10-05,2467.795512911487
2016-10-06,2471.4386967759497
2016-10-07,2460.4534577073596
2016-10-10,2475.055608284771
2016-10-11,2468.2736046093664
2016-10-12,2471.6341121223854
2016-10-13,2456.455839652656
2016-10-14,2468.916919766304
2016-10-17,2463.407658223955
2016-10-18,2488.9834958810065
2016-10-19,2499.92215325517
2016-10-20,2505.5527124175183
2016-10-21,2513.641397515311
2016-10-24,2519.1871419496706
2016-10-25,2517.218890683908
2016-10-26,2498.9351600395566
2016-10-27,2488.4941118299803
2016-10-28,2481.2994517344323
2016-10-31,2474.935297224602
2016-11-01,2446.732200348051
2016-11-02,2411.6097563509993
2016-11-03,2408.9813491000355
2016-11-04,2393.2838525783304
2016-11-07,2449.1263312562537
2016-11-08,2456.436475514447
2016-11-09,2479.642559183221
2016-11-10,2502.5521216444467
2016-11-11,2496.7608020123935
2016-11-14,2521.192820396743
2016-11-15,2533.253115217197
2016-11-16,2544.007238196643
2016-11-17,2555.441306266813
2016-11-18,2567.1878772573777
2016-11-21,2573.3943839976914
2016-11-22,2589.455926422735
2016-11-23,2599.327024345055
2016-11-24,2595.0676032084502
2016-11-25,2596.141398573399
2016-11-28,2592.206378924021
2016-11-29,2585.4357887356605
2016-11-30,2585.5869425021533
2016-12-01,2578.603532064699
2016-12-02,2565.493326666019
2016-12-05,2563.8193011570206
2016-12-06,2578.0770738098995
2016-12-07,2600.106561761639
2016-12-08,2648.358892022965
2016-12-09,2675.017642422415
2016-12-12,2653.86486064835
2016-12-13,2664.60594812566
2016-12-14,2645.678819618546
2016-12-15,2689.135872838623
2016-12-16,2690.509428573566
2016-12-19,2688.1581332313494
2016-12-20,2707.5639879106398
2016-12-21,2691.264455328404
2016-12-22,2678.478777169428
2016-12-23,2679.685769323115
2016-12-26,2679.0921962197135
2016-12-27,2684.108281054122
2016-12-28,2689.9547833957486
2016-12-29,2671.9922981956875
2016-12-30,2656.5996152053435
2017-01-02,2659.1731653694455
2017-01-03,2709.302984468225
2017-01-04,2710.656885724169
2017-01-05,2692.3626811505032
2017-01-06,2697.9634948253447
2017-01-09,2693.5221548029417
2017-01-10,2691.654279517973
2017-01-11,2721.5938445008355
2017-01-12,2683.9322746389057
2017-01-13,2697.9294527196607
2017-01-16,2694.9438426829443
2017-01-17,2672.036833690894
2017-01-18,2677.401973791368
2017-01-19,2683.099566240317
2017-01-20,2675.121231072392
2017-01-23,2659.8743000672357
2017-01-24,2673.5504409530895
2017-01-25,2697.8753628826867
2017-01-26,2714.3694509706456
2017-01-27,2703.750283702676
2017-01-30,2690.8988792143577
2017-01-31,2663.0538927847365
2017-02-01,2677.6661968909025
2017-02-02,2669.0550137655127
2017-02-03,2689.571635831981
2017-02-06,2692.7733545199744
2017-02-07,2703.587004898202
2017-02-08,2706.2478360325517
2017-02-09,2726.4996273500046
2017-02-10,2748.958466045844
2017-02-13,2766.5506741943464
2017-02-14,2778.1182051151814
2017-02-15,2791.1083615948214
2017-02-16,2771.304384688488
2017-02-17,2779.719360147198
2017-02-20,2783.9358886210034
2017-02-21,2815.793119244486
2017-02-22,2813.95431334719
2017-02-23,2805.1114801748727
2017-02-24,2802.740485136374
2017-02-27,2792.988177005214
2017-02-28,2782.9291556281805
2017-03-01,2826.3926075617387
2017-03-02,2822.5125548645374
2017-03-03,2811.071440934637
2017-03-06,2797.9214472514295
2017-03-07,2795.769812370321
2017-03-08,2793.3323879360455
2017-03-09,2783.723570187879
2017-03-10,2778.4886023571166
2017-03-13,2785.272464478484
2017-03-14,2782.2573538000083
2017-03-15,2803.513514302477
2017-03-16,2796.5090782852963
2017-03-17,2795.7122147815885
2017-03-20,2791.0886427851515
2017-03-21,2756.234246652647
2017-03-22,2751.0239764088597
2017-03-23,2759.4484493860314
2017-03-24,2756.586423667495
2017-03-27,2734.751168332255
2017-03-28,2758.8165223623064
2017-03-29,2788.968543705556
2017-03-30,2797.5104735709187
2017-03-31,2797.5929962808063
2017-04-03,2803.5895042014067
2017-04-04,2802.062706154929
2017-04-05,2797.0996727851443
2017-04-06,2799.3156134535634
2017-04-07,2808.3756242107365
2017-04-10,2814.6960027910072
2017-04-11,2808.9126423253
2017-04-12,2804.3652358367995
2017-04-13,2791.1154926510962
2017-04-14,2788.818057543385
2017-04-17,2798.914229524856
2017-04-18,2777.9030157606635
2017-04-19,2770.764431316612
2017-04-20,2774.9475702847744
2017-04-21,2790.3611326105547
2017-04-24,2786.777982982407
2017-04-25,2788.1265597152897
2017-04-26,2802.3447309782227
2017-04-27,2803.119897650079
2017-04-28,2791.921535127567
2017-05-01,2791.1960899901956
2017-05-02,2802.579157476583
2017-05-03,2795.2491046266905
2017-05-04,2787.6946088997747
2017-05-05,2790.489658897954
2017-05-08,2807.807560824695
2017-05-09,2815.2282557291614
2017-05-10,2827.0296660555
2017-05-11,2822.833449948394
2017-05-12,2810.5341350014464
2017-05-15,2810.8791463331263
2017-05-16,2792.4818618138893
2017-05-17,2744.0464748490203
2017-05-18,2741.166098742737
2017-05-19,2744.6086305545496
2017-05-22,2747.4367440693254
2017-05-23,2754.8500964440645
2017-05-24,2767.830410164043
2017-05-25,2771.6085687356613
2017-05-26,2776.5897854603604
2017-05-29,2777.056162641878
2017-05-30,2773.3167831803903
2017-05-31,2757.717365822284
2017-06-01,2780.317470999317
2017-06-02,2785.7634052759313
2017-06-05,2787.256091979083
2017-06-06,2776.5498093830593
2017-06-07,2778.78812771881
2017-06-08,2787.9637373062415
2017-06-09,2795.781978217171
2017-06-12,2783.2512278695153
2017-06-13,2796.497970918418
2017-06-14,2781.8305539142275
2017-06-15,2791.8833478055485
2017-06-16,2788.0995915622857
2017-06-19,2815.350592504145
2017-06-20,2806.0308021793135
2017-06-21,2797.5757483292136
2017-06-22,2797.3995447928087
2017-06-23,2793.287262308271
2017-06-26,2798.7958065193484
2017-06-27,2764.1174635881976
2017-06-28,2763.114696812515
2017-06-29,2733.9681190552333
2017-06-30,2734.7027115172364
2017-07-03,2750.326794753861
2017-07-04,2749.787694888366
2017-07-05,2757.3730585097173
2017-07-06,2723.6382491119607
2017-07-07,2731.8613410551375
2017-07-10,2738.44874321901
