Date,ACWI FM ex JAPAN IMI
2007-05-31,1000.0
2007-06-01,1009.1999446420042
2007-06-04,1007.1019848409861
2007-06-05,1000.4914127879783
2007-06-06,990.790289658
2007-06-07,978.8293113980644
2007-06-08,987.360551954794
2007-06-11,992.3387673851971
2007-06-12,986.5325334958454
2007-06-13,995.4472966188495
2007-06-14,1005.1373472602411
2007-06-15,1012.1845093892807
2007-06-18,1010.4377950657637
2007-06-19,1009.9351857502953
2007-06-20,1004.0357335231095
2007-06-21,1005.0698826125991
2007-06-22,996.3472731745214
2007-06-25,991.1460147588183
2007-06-26,986.0026225616153
2007-06-27,989.2930409815009
2007-06-28,993.0996529557688
2007-06-29,992.9676436791339
2007-07-02,993.2647924465547
2007-07-03,1000.5990757260187
2007-07-04,1002.4872490335862
2007-07-05,1002.6773103871157
2007-07-06,1006.2887261556846
2007-07-09,1009.9739326161181
2007-07-10,994.2696836845637
2007-07-11,992.4908316685262
2007-07-12,1007.9674333350504
2007-07-13,1012.809767245518
2007-07-16,1011.2183701713248
2007-07-17,1009.3808734763666
2007-07-18,1003.2823141915818
2007-07-19,1009.6089138197282
2007-07-20,1000.5856021028997
2007-07-23,1005.7418873379348
2007-07-24,989.3817874345949
2007-07-25,992.6302214452528
2007-07-26,967.781641876859
2007-07-27,956.0708892281759
2007-07-30,959.770027412419
2007-07-31,962.8109426873465
2007-08-01,956.1328377116176
2007-08-02,962.3916826810441
2007-08-03,940.9628871394897
2007-08-06,943.3307337652049
2007-08-07,952.2763221087263
2007-08-08,967.6974256123884
2007-08-09,952.3069066683506
2007-08-10,939.449061864145
2007-08-13,949.8743876889193
2007-08-14,937.1198402513345
2007-08-15,929.5063604396055
2007-08-16,915.0239017879047
2007-08-17,927.4142540546
2007-08-20,937.4681107867493
2007-08-21,937.9752367384808
2007-08-22,951.2315530862569
2007-08-23,951.7044288815653
2007-08-24,955.711321559923
2007-08-27,954.7036403545009
2007-08-28,936.1138008174107
2007-08-29,947.468266844634
2007-08-30,951.3993739691675
2007-08-31,964.7836922298
2007-09-03,967.7933504448929
2007-09-04,976.6109043727259
2007-09-05,962.3505829535233
2007-09-06,964.5144494140669
2007-09-07,945.8479643479535
2007-09-10,938.6743254863821
2007-09-11,950.1850504606333
2007-09-12,949.4893051311115
2007-09-13,957.0026512612803
2007-09-14,955.525310089351
2007-09-17,946.9809355241142
2007-09-18,965.8887712359548
2007-09-19,978.0640104745847
2007-09-20,968.2133789044251
2007-09-21,972.4202062849536
2007-09-24,971.9388361317775
2007-09-25,966.5182011711257
2007-09-26,972.6816646078485
2007-09-27,978.8877670667753
2007-09-28,974.9300631381856
2007-10-01,984.5825795115295
2007-10-02,993.06147770398
2007-10-03,990.9262881980358
2007-10-04,991.6394606008164
2007-10-05,1002.4373012070092
2007-10-08,1004.159059368445
2007-10-09,1009.8772377738877
2007-10-10,1007.6714056063948
2007-10-11,1005.7328873936533
2007-10-12,1010.2382755846386
2007-10-15,1001.8190663730032
2007-10-16,996.47069406545
2007-10-17,998.6713421700451
2007-10-18,992.6667967579856
2007-10-19,977.5542588177508
2007-10-22,975.7988944693078
2007-10-23,983.713975303397
2007-10-24,980.7386192212782
2007-10-25,982.2519205979966
2007-10-26,990.888154320769
2007-10-29,998.2637028274829
2007-10-30,991.4849036576692
2007-10-31,1000.2154366382762
2007-11-01,983.3762279476213
2007-11-02,977.2920156112792
2007-11-05,969.9008532617817
2007-11-06,975.9153504955401
2007-11-07,956.0106238699965
2007-11-08,949.5716976157061
2007-11-09,936.6249028861047
2007-11-12,929.8369594193371
2007-11-13,941.4486959353235
2007-11-14,941.2589148227886
2007-11-15,930.8095915662553
2007-11-16,927.7595022859327
2007-11-19,910.3041314001173
2007-11-20,909.5664603529875
2007-11-21,888.2456146288848
2007-11-22,888.8878499415247
2007-11-23,902.7026349532082
2007-11-26,892.6057843048219
2007-11-27,894.5354119793492
2007-11-28,921.1355183241852
2007-11-29,924.7454378015502
2007-11-30,937.836394307456
2007-12-03,934.9385561934166
2007-12-04,923.1420432134885
2007-12-05,941.1146196037512
2007-12-06,951.7292181403651
2007-12-07,953.0319993441449
2007-12-10,955.0678783637983
2007-12-11,943.4699479157446
2007-12-12,946.6849407081932
2007-12-13,939.2161077495563
2007-12-14,938.9336319892067
2007-12-17,923.1418565738023
2007-12-18,924.9751491209912
2007-12-19,925.1364732894103
2007-12-20,930.2946834171727
2007-12-21,944.1437763843363
2007-12-24,949.7712191049555
2007-12-25,949.8286084345634
2007-12-26,946.3191039513979
2007-12-27,938.1171862715668
2007-12-28,932.6290584692606
2007-12-31,933.6352841732304
2008-01-01,933.7001460035347
2008-01-02,918.8390310072011
2008-01-03,916.5458047638949
2008-01-04,896.8754717358362
2008-01-07,896.3871656278452
2008-01-08,891.6082256298297
2008-01-09,894.6237981484476
2008-01-10,891.6094690712733
2008-01-11,880.6122227179078
2008-01-14,882.994058839442
2008-01-15,863.3910133716018
2008-01-16,858.3251725260121
2008-01-17,844.3040114292332
2008-01-18,840.6122766703081
2008-01-21,821.1911564482716
2008-01-22,813.6715455101232
2008-01-23,819.8830436572664
2008-01-24,835.3975085825123
2008-01-25,835.7061347980001
2008-01-28,833.8026020466062
2008-01-29,843.2833663066912
2008-01-30,836.9936235133634
2008-01-31,843.232926529062
2008-02-01,858.0858421798579
2008-02-04,857.8827896798105
2008-02-05,840.5151610978191
2008-02-06,834.3994345992332
2008-02-07,837.5920700774798
2008-02-08,838.6911704221411
2008-02-11,837.0311623885535
2008-02-12,846.601410420604
2008-02-13,854.4483251745678
2008-02-14,850.5199088493812
2008-02-15,842.3917430435863
2008-02-18,849.2296169670159
2008-02-19,848.1020651268302
2008-02-20,850.2094055857029
2008-02-21,843.1501516625021
2008-02-22,842.5928671819987
2008-02-25,854.5848403832509
2008-02-26,861.3194512822351
2008-02-27,854.6965213617149
2008-02-28,843.5380581119085
2008-02-29,825.6863756486839
2008-03-03,817.7805224606901
2008-03-04,810.3929481440792
2008-03-05,816.8816457296334
2008-03-06,801.9133501819123
2008-03-07,792.129409459032
2008-03-10,778.2759328650835
2008-03-11,798.9827558514069
2008-03-12,795.3342479444633
2008-03-13,788.4857332028262
2008-03-14,776.7310293610992
2008-03-17,749.3514727737314
2008-03-18,774.0278526982783
2008-03-19,767.1051289252266
2008-03-20,778.5533097082799
2008-03-21,779.0928528409684
2008-03-24,789.2440155977939
2008-03-25,796.6164917068381
2008-03-26,787.4640230035967
2008-03-27,785.2473117503888
2008-03-28,782.3755413532105
2008-03-31,780.3239100366529
2008-04-01,810.2772743531408
2008-04-02,816.1052891082269
2008-04-03,816.121331569913
2008-04-04,814.5560576509966
2008-04-07,820.1770853720261
2008-04-08,815.200290956406
2008-04-09,806.882323751336
2008-04-10,808.625472512442
2008-04-11,795.9472988139671
2008-04-14,790.0799607829177
2008-04-15,795.493436394919
2008-04-16,806.7671094660013
2008-04-17,807.6736083331615
2008-04-18,826.224793409408
2008-04-21,818.876351629588
2008-04-22,812.1408259292147
