Date,ACWI ex TAIWAN IMI
2015-12-11,2319.7207800118745
2015-12-14,2304.4201401576233
2015-12-15,2347.5565205125163
2015-12-16,2373.8472145812593
2015-12-17,2382.861698408304
2015-12-18,2351.9783050686833
2015-12-21,2343.410393008952
2015-12-22,2348.356963085126
2015-12-23,2397.020554193845
2015-12-24,2383.531680176251
2015-12-25,2382.615617783789
2015-12-28,2375.1800904964266
2015-12-29,2410.2393115641885
2015-12-30,2395.018568959869
2015-12-31,2389.162135136362
2016-01-01,2389.223186240726
2016-01-04,2353.836409679713
2016-01-05,2371.907440826176
2016-01-06,2336.6297767765273
2016-01-07,2268.4132009182117
2016-01-08,2233.88378141932
2016-01-11,2233.8551589172216
2016-01-12,2243.3394223978967
2016-01-13,2216.602388720827
2016-01-14,2222.111063784014
2016-01-15,2159.6565194838654
2016-01-18,2163.3253107502533
2016-01-19,2168.3836947778937
2016-01-20,2127.46675164918
2016-01-21,2147.5565793570636
2016-01-22,2204.7969204890223
2016-01-25,2183.7358378842937
2016-01-26,2198.5074159111523
2016-01-27,2190.2089025786004
2016-01-28,2179.456159687777
2016-01-29,2247.7372837413527
2016-02-01,2239.0455830514875
2016-02-02,2198.054310608173
2016-02-03,2169.77274378451
2016-02-04,2161.70126232844
2016-02-05,2134.041493453164
2016-02-08,2098.585654386966
2016-02-09,2054.0602563699667
2016-02-10,2073.3294814147143
2016-02-11,2019.9992590496313
2016-02-12,2057.8992958100575
2016-02-15,2102.9321653201305
2016-02-16,2125.2280162604447
2016-02-17,2159.9479670616165
2016-02-18,2169.754556516563
2016-02-19,2160.9769488834663
2016-02-22,2204.110251963046
2016-02-23,2182.2961379847993
2016-02-24,2174.4945232497416
2016-02-25,2196.632428252878
2016-02-26,2220.908193205112
2016-02-29,2225.3772973865894
2016-03-01,2266.0760155582957
2016-03-02,2294.795041726986
2016-03-03,2290.8730165038905
2016-03-04,2291.8254625351747
2016-03-07,2298.758636534098
2016-03-08,2262.2851833124623
2016-03-09,2277.1754067603606
2016-03-10,2248.477790140424
2016-03-11,2286.14796661758
2016-03-14,2299.136473515971
2016-03-15,2283.1770146948793
2016-03-16,2294.7836788744016
2016-03-17,2281.318926271543
2016-03-18,2292.8951955565767
2016-03-21,2297.416271192716
2016-03-22,2305.0244356861285
2016-03-23,2295.923421060513
2016-03-24,2285.9382848053124
2016-03-25,2287.4120435626733
2016-03-28,2282.293633314121
2016-03-29,2303.30591473772
2016-03-30,2294.79071780456
2016-03-31,2282.3389903820034
2016-04-01,2280.216717857094
2016-04-04,2273.331248859216
2016-04-05,2243.113406825409
2016-04-06,2262.0407669790675
2016-04-07,2246.560771145176
2016-04-08,2257.0655991566287
2016-04-11,2252.5641888508253
2016-04-12,2282.7493535290073
2016-04-13,2333.0062473090984
2016-04-14,2344.4945930497856
2016-04-15,2336.1247531008657
2016-04-18,2335.4093542789387
2016-04-19,2350.1661795363916
2016-04-20,2360.741702565507
2016-04-21,2364.7369352117125
2016-04-22,2368.861781938035
2016-04-25,2356.658934005913
2016-04-26,2354.4310563656995
2016-04-27,2355.7465774768425
2016-04-28,2345.029145296467
2016-04-29,2308.708965808568
2016-05-02,2301.641795779811
2016-05-03,2275.6677585863217
2016-05-04,2261.320222198277
2016-05-05,2275.6449613157156
2016-05-06,2273.390477334213
2016-05-09,2276.645357957195
2016-05-10,2302.898577859716
2016-05-11,2285.289725206693
2016-05-12,2286.7694979734947
2016-05-13,2287.9622830438925
2016-05-16,2298.077912021122
2016-05-17,2289.7874673194897
2016-05-18,2298.4774388919573
2016-05-19,2293.8422280925824
2016-05-20,2310.0974059695304
2016-05-23,2309.0718394601236
2016-05-24,2341.269676313413
2016-05-25,2365.904323780723
2016-05-26,2362.478100826022
2016-05-27,2380.865577870144
2016-05-30,2380.0998268905355
2016-05-31,2379.7734933778033
2016-06-01,2369.8623281427717
2016-06-02,2375.6664809592253
2016-06-03,2347.684579881699
2016-06-06,2353.171493438609
2016-06-07,2369.31452317252
2016-06-08,2370.0930591688366
2016-06-09,2369.7581525597925
2016-06-10,2341.0715615596337
2016-06-13,2311.3412162268
2016-06-14,2308.047894221295
2016-06-15,2309.2194159914266
2016-06-16,2316.701118675494
2016-06-17,2307.89533618527
2016-06-20,2330.9155146634766
2016-06-21,2350.454583057113
2016-06-22,2347.5664126874126
2016-06-23,2366.040052373885
2016-06-24,2300.4577229027486
2016-06-27,2275.4654743411525
2016-06-28,2299.4011596498
2016-06-29,2339.341081372654
2016-06-30,2366.103242378318
2016-07-01,2372.4939006149366
2016-07-04,2373.287870862414
2016-07-05,2354.9954887484087
2016-07-06,2354.6852086927684
2016-07-07,2361.0913886350872
2016-07-08,2394.54642431189
2016-07-11,2415.9177773080737
2016-07-12,2432.112296224404
2016-07-13,2429.581961191915
2016-07-14,2442.596634129936
2016-07-15,2446.507049560205
2016-07-18,2452.675216238998
2016-07-19,2457.265135353409
2016-07-20,2470.3060897101395
2016-07-21,2470.2942249452913
2016-07-22,2476.8185463222862
2016-07-25,2473.9304247637265
2016-07-26,2475.6571168025403
2016-07-27,2476.352457113171
2016-07-28,2457.831711995859
2016-07-29,2454.734478838054
2016-08-01,2453.3627209838905
2016-08-02,2425.6887821505657
2016-08-03,2431.280974936414
2016-08-04,2446.9544118882613
2016-08-05,2476.1812656952034
2016-08-08,2482.1770632935395
2016-08-09,2486.095851080442
2016-08-10,2474.173975455185
2016-08-11,2483.619916509269
2016-08-12,2485.4344578697624
2016-08-15,2488.314416294862
2016-08-16,2463.273742356118
2016-08-17,2458.425300971038
2016-08-18,2457.0915187884843
2016-08-19,2450.5523766796227
2016-08-22,2449.4973567676475
2016-08-23,2459.9184813493052
2016-08-24,2463.156953869867
2016-08-25,2451.628436599046
2016-08-26,2451.295927368235
2016-08-29,2474.234442786708
2016-08-30,2476.0101982493725
2016-08-31,2472.325675361204
2016-09-01,2465.4493135109697
2016-09-02,2489.300308195142
2016-09-05,2499.2756654063705
2016-09-06,2493.67231955376
2016-09-07,2496.5977056911356
2016-09-08,2486.3749615217102
2016-09-09,2447.389558607629
2016-09-12,2450.397980512926
2016-09-13,2417.5161475746777
2016-09-14,2413.210840064923
2016-09-15,2431.4109730712275
2016-09-16,2437.8839637519914
2016-09-19,2445.3609098146303
2016-09-20,2447.699002086121
2016-09-21,2481.0253394666124
2016-09-22,2488.319032513471
2016-09-23,2477.9110951499056
2016-09-26,2445.9631226563256
2016-09-27,2469.041660067643
2016-09-28,2480.7680095419987
2016-09-29,2463.9514204358447
2016-09-30,2467.4117249994265
2016-10-03,2470.3994692714614
2016-10-04,2477.5509557228916
2016-10-05,2473.109012981951
2016-10-06,2476.670915908494
2016-10-07,2465.7041705125753
2016-10-10,2480.5257726896457
2016-10-11,2473.623702844666
2016-10-12,2476.7417449082923
2016-10-13,2461.640798668598
2016-10-14,2474.289450799332
2016-10-17,2468.725598087696
2016-10-18,2494.2897640440124
2016-10-19,2504.9748941050884
2016-10-20,2510.475144146429
2016-10-21,2518.6925016298737
2016-10-24,2524.263472281605
2016-10-25,2521.891763770955
2016-10-26,2503.5854152288866
2016-10-27,2493.3195491597885
2016-10-28,2486.032668720016
2016-10-31,2479.622856987815
2016-11-01,2451.3058697916626
2016-11-02,2416.4358374652015
2016-11-03,2413.6630176144185
2016-11-04,2397.8639486692327
2016-11-07,2453.972327409145
2016-11-08,2461.191088663051
2016-11-09,2485.6978610492192
2016-11-10,2507.98819026297
2016-11-11,2503.1300574572897
2016-11-14,2527.7951681932063
2016-11-15,2539.8384956910186
2016-11-16,2550.4345313517056
2016-11-17,2562.005078222394
2016-11-18,2573.693121070483
2016-11-21,2580.021831212256
2016-11-22,2595.7753659857817
2016-11-23,2605.381465147137
2016-11-24,2601.357137686989
2016-11-25,2602.5583999366336
2016-11-28,2598.0867331150794
2016-11-29,2591.4607713394244
2016-11-30,2591.5201179650485
2016-12-01,2584.2780519441144
2016-12-02,2571.5523624513326
2016-12-05,2570.2814107502113
2016-12-06,2584.2754828865927
2016-12-07,2606.60762416255
2016-12-08,2654.4404547068207
2016-12-09,2681.30117389997
2016-12-12,2660.322463851113
2016-12-13,2671.166329558121
2016-12-14,2651.920821811372
2016-12-15,2695.384919452162
2016-12-16,2696.9237186291725
2016-12-19,2695.0634096812682
2016-12-20,2714.623969755602
2016-12-21,2698.471287177991
2016-12-22,2685.924952189033
2016-12-23,2687.497526045658
2016-12-26,2686.738920683772
2016-12-27,2691.9236803426365
2016-12-28,2697.3100384408554
