Date,ACWI ex HUNGARY IMI
2015-12-11,2310.871722791637
2015-12-14,2295.377428759821
2015-12-15,2338.274968294635
2015-12-16,2364.5260594314723
2015-12-17,2374.185982079503
2015-12-18,2343.382742630579
2015-12-21,2334.90018891307
2015-12-22,2339.6759852070313
2015-12-23,2387.878692767922
2015-12-24,2374.4316143787255
2015-12-25,2373.6653773765806
2015-12-28,2366.2864771839018
2015-12-29,2400.711874015869
2015-12-30,2385.6154084760874
2015-12-31,2380.191999289641
2016-01-01,2380.2520737650066
2016-01-04,2344.621754570883
2016-01-05,2362.452655902532
2016-01-06,2327.1640809414075
2016-01-07,2259.2209166366415
2016-01-08,2225.2318982388406
2016-01-11,2224.822884214993
2016-01-12,2234.106961020347
2016-01-13,2207.952607038125
2016-01-14,2213.0173957840293
2016-01-15,2151.336085838587
2016-01-18,2155.3056221109455
2016-01-19,2160.3747028014054
2016-01-20,2119.497809054025
2016-01-21,2139.2644508843296
2016-01-22,2196.0473011467966
2016-01-25,2175.880749656224
2016-01-26,2190.039429065948
2016-01-27,2181.9320972384667
2016-01-28,2171.398254634418
2016-01-29,2239.7602117263864
2016-02-01,2231.224997066694
2016-02-02,2190.822111940618
2016-02-03,2162.229948906533
2016-02-04,2154.141922508873
2016-02-05,2127.054316348912
2016-02-08,2092.170350385674
2016-02-09,2047.980925227221
2016-02-10,2067.2142601051723
2016-02-11,2014.3834229121896
2016-02-12,2051.910353484448
2016-02-15,2096.6772198942663
2016-02-16,2119.0241139394184
2016-02-17,2153.1279154958374
2016-02-18,2163.2658556197293
2016-02-19,2154.612108670717
2016-02-22,2197.3027145181536
2016-02-23,2175.803976549915
2016-02-24,2167.9334749433574
2016-02-25,2189.9612570765025
2016-02-26,2214.2878636919745
2016-02-29,2218.8575784793943
2016-03-01,2259.275127457282
2016-03-02,2287.865553275571
2016-03-03,2284.0558550450796
2016-03-04,2284.965866095974
2016-03-07,2291.9888163986193
2016-03-08,2255.8682159512505
2016-03-09,2270.4154459837287
2016-03-10,2241.916797382906
2016-03-11,2279.2266970666656
2016-03-14,2292.3855900376034
2016-03-15,2276.150973839223
2016-03-16,2287.960975089842
2016-03-17,2274.3804147040064
2016-03-18,2286.2931230453732
2016-03-21,2290.8629016888635
2016-03-22,2298.3045162207986
2016-03-23,2289.3165944516286
2016-03-24,2279.337390022128
2016-03-25,2280.6438844747527
2016-03-28,2275.380318192458
2016-03-29,2295.9537918839737
2016-03-30,2287.818720539741
2016-03-31,2275.637216913651
2016-04-01,2273.2328706292615
2016-04-04,2266.3562719285283
2016-04-05,2236.6478529577125
2016-04-06,2254.577919805881
2016-04-07,2239.2873615748863
2016-04-08,2249.7177334311446
2016-04-11,2245.361213278848
2016-04-12,2275.100433008614
2016-04-13,2325.2973791793734
2016-04-14,2336.610603259288
2016-04-15,2328.401025865385
2016-04-18,2327.4150396500227
2016-04-19,2341.7950225800037
2016-04-20,2351.901041267628
2016-04-21,2356.1344736153164
2016-04-22,2360.2034748401197
2016-04-25,2348.184646836055
2016-04-26,2345.9775981779894
2016-04-27,2347.1714823825687
2016-04-28,2336.3347087672055
2016-04-29,2299.8803877455643
2016-05-02,2292.775247271302
2016-05-03,2266.934491511076
2016-05-04,2252.396783635435
2016-05-05,2266.630486326614
2016-05-06,2264.20596991167
2016-05-09,2267.4017598150194
2016-05-10,2293.237979318365
2016-05-11,2275.7508644123977
2016-05-12,2277.1437190003126
2016-05-13,2278.3599582447996
2016-05-16,2288.215317407493
2016-05-17,2280.405766817182
2016-05-18,2289.117106250457
2016-05-19,2284.450209431347
2016-05-20,2300.59269036977
2016-05-23,2300.518713719871
2016-05-24,2332.044875779091
2016-05-25,2356.749558799974
2016-05-26,2353.3761351500143
2016-05-27,2371.903318895469
2016-05-30,2371.2835344310097
2016-05-31,2371.052011662281
2016-06-01,2361.436761370853
2016-06-02,2367.0048413154846
2016-06-03,2339.1825155502456
2016-06-06,2344.692865296939
2016-06-07,2360.9476699949555
2016-06-08,2361.9206155531233
2016-06-09,2361.7912184468933
2016-06-10,2333.662273483891
2016-06-13,2303.544591850084
2016-06-14,2300.757390954388
2016-06-15,2301.9089503417904
2016-06-16,2309.1746912877197
2016-06-17,2300.5089887237978
2016-06-20,2323.2128942938275
2016-06-21,2342.839324891051
2016-06-22,2340.121780242257
2016-06-23,2358.0048095191632
2016-06-24,2293.1616113706086
2016-06-27,2269.034853102728
2016-06-28,2292.652631857098
2016-06-29,2332.184685486096
2016-06-30,2358.9256704047225
2016-07-01,2365.4838057731104
2016-07-04,2366.371684106386
2016-07-05,2348.219807356312
2016-07-06,2347.3575544205833
2016-07-07,2354.0243663779347
2016-07-08,2387.0445281825787
2016-07-11,2408.7288404497444
2016-07-12,2424.823018073302
2016-07-13,2422.3629421917485
2016-07-14,2435.333493945719
2016-07-15,2439.7162543204113
2016-07-18,2446.0024812818147
2016-07-19,2450.82977058483
2016-07-20,2463.4760610221633
2016-07-21,2463.738063072816
2016-07-22,2470.0672354075946
2016-07-25,2467.0994956753493
2016-07-26,2468.9770413207902
2016-07-27,2469.874005628854
2016-07-28,2451.554380082011
2016-07-29,2447.874635725989
2016-08-01,2447.29829157742
2016-08-02,2419.8486325285035
2016-08-03,2425.1525210774935
2016-08-04,2440.8267879625337
2016-08-05,2470.282343154445
2016-08-08,2476.408565570073
2016-08-09,2480.2031049481852
2016-08-10,2468.721712586554
2016-08-11,2477.603159765265
2016-08-12,2479.3335854564593
2016-08-15,2482.1948695540227
2016-08-16,2457.3253860779923
2016-08-17,2452.2919714069426
2016-08-18,2450.896791293811
2016-08-19,2443.952204341005
2016-08-22,2442.489006242414
2016-08-23,2453.054448585865
2016-08-24,2456.3237252447707
2016-08-25,2445.42132469093
2016-08-26,2445.129110367397
2016-08-29,2467.818643042759
2016-08-30,2469.704434291123
2016-08-31,2465.990897305385
2016-09-01,2458.7738202079745
2016-09-02,2482.381695714705
2016-09-05,2492.860563188297
2016-09-06,2487.5240472021615
2016-09-07,2490.9158643594756
2016-09-08,2480.700049853934
2016-09-09,2441.9429118250114
2016-09-12,2443.772556956621
2016-09-13,2411.3758314825773
2016-09-14,2406.9870555785383
2016-09-15,2424.9050447431355
2016-09-16,2431.5165209530073
2016-09-19,2440.075099734919
2016-09-20,2442.539348694665
2016-09-21,2475.5914095862536
2016-09-22,2482.541418040814
2016-09-23,2472.6748295723614
2016-09-26,2440.567885473448
2016-09-27,2463.501480714712
2016-09-28,2475.0606179623774
2016-09-29,2458.7918489919143
2016-09-30,2461.7803856478613
2016-10-03,2465.0893081749236
2016-10-04,2472.4739055928057
2016-10-05,2467.8504452862053
2016-10-06,2471.50130471813
2016-10-07,2460.5188456701417
2016-10-10,2475.160057441394
2016-10-11,2468.3914614720447
2016-10-12,2471.758979623879
2016-10-13,2456.524040959205
2016-10-14,2468.9345776640344
2016-10-17,2463.4274783067854
2016-10-18,2488.89565080661
2016-10-19,2499.870567130043
2016-10-20,2505.497170334445
2016-10-21,2513.577473384623
2016-10-24,2519.100940478355
2016-10-25,2517.1919779690015
2016-10-26,2498.9179959098674
2016-10-27,2488.4540847258536
2016-10-28,2481.2660012855167
2016-10-31,2474.8501714981344
2016-11-01,2446.6726139697716
2016-11-02,2411.57329795422
2016-11-03,2408.7279523578304
2016-11-04,2393.1105382361193
2016-11-07,2448.981646395934
2016-11-08,2456.1706508907896
2016-11-09,2479.4699516856367
2016-11-10,2502.3407294654903
2016-11-11,2496.624288760737
2016-11-14,2521.1144565368477
2016-11-15,2532.9662745470187
2016-11-16,2543.7441004981856
2016-11-17,2555.222320320862
2016-11-18,2566.956208009288
2016-11-21,2573.1656747860657
2016-11-22,2589.1774054089337
2016-11-23,2599.074558659437
2016-11-24,2594.7974725185945
2016-11-25,2595.8545549704727
2016-11-28,2591.9564444087687
2016-11-29,2585.161392338254
2016-11-30,2585.315468673312
2016-12-01,2578.2480244480043
2016-12-02,2565.1537139459697
2016-12-05,2563.535290924905
2016-12-06,2577.681459049448
2016-12-07,2599.652685671399
2016-12-08,2647.8966712043293
2016-12-09,2674.5480094506797
2016-12-12,2653.444102462917
2016-12-13,2664.1798779392557
2016-12-14,2645.20215324463
2016-12-15,2688.632588356728
2016-12-16,2689.9639668344485
2016-12-19,2687.6280420794
2016-12-20,2707.0543993091314
2016-12-21,2690.763540102394
2016-12-22,2678.0165360270043
2016-12-23,2679.2248517857442
2016-12-26,2678.6222340100962
2016-12-27,2683.610334207553
2016-12-28,2689.4618082071597
2016-12-29,2671.5351366628347
2016-12-30,2656.1307691079255
2017-01-02,2658.7270152116735
2017-01-03,2708.9196339805935
2017-01-04,2710.2548858884993
2017-01-05,2691.97543170514
2017-01-06,2697.420158230602
2017-01-09,2692.9815436983254
2017-01-10,2691.1119473664025
2017-01-11,2721.011753912537
2017-01-12,2683.349414544005
2017-01-13,2697.3599132468084
2017-01-16,2694.3953959572386
2017-01-17,2671.487181891575
2017-01-18,2676.846107357075
2017-01-19,2682.559036992226
2017-01-20,2674.564929757673
2017-01-23,2659.293751124574
2017-01-24,2672.973063399323
2017-01-25,2697.328728299217
2017-01-26,2713.845149817745
2017-01-27,2703.296538160761
2017-01-30,2690.4295005201584
2017-01-31,2662.5412221472384
2017-02-01,2677.1997492297974
2017-02-02,2668.5487969644096
2017-02-03,2689.0534192369423
2017-02-06,2692.294881021629
2017-02-07,2703.0155048131305
2017-02-08,2705.6469140033637
2017-02-09,2725.902182833654
2017-02-10,2748.326942867288
2017-02-13,2766.05879803845
2017-02-14,2777.6695390060067
2017-02-15,2790.7122117778194
2017-02-16,2770.889702859019
2017-02-17,2779.3056458371
2017-02-20,2783.5050543778
2017-02-21,2815.4191568639426
2017-02-22,2813.547209158325
2017-02-23,2804.711245385007
2017-02-24,2802.3501851862907
2017-02-27,2792.6130808860157
2017-02-28,2782.578256807709
2017-03-01,2826.004639272679
2017-03-02,2822.128064499303
2017-03-03,2810.673154626456
2017-03-06,2797.453390855797
2017-03-07,2795.343846008857
2017-03-08,2792.937642037548
2017-03-09,2783.33176721059
2017-03-10,2778.1271409817214
2017-03-13,2785.067013512921
2017-03-14,2782.0667868842656
2017-03-15,2803.3445468440154
2017-03-16,2796.2386553271654
2017-03-17,2795.4188370055585
2017-03-20,2790.83426313783
2017-03-21,2755.936203148897
2017-03-22,2750.763183671785
2017-03-23,2759.184714594279
2017-03-24,2756.335443596416
2017-03-27,2734.503950227112
2017-03-28,2758.511777308517
2017-03-29,2788.655440312673
2017-03-30,2797.1810112016315
2017-03-31,2797.262562291268
2017-04-03,2803.312218347318
2017-04-04,2801.7491991937995
2017-04-05,2796.8036065246947
2017-04-06,2799.0311648083193
2017-04-07,2808.0970168537847
2017-04-10,2814.3902564621803
2017-04-11,2808.598964446706
2017-04-12,2804.0839430721903
2017-04-13,2790.807309907811
2017-04-14,2788.515402220467
2017-04-17,2798.571183775738
2017-04-18,2777.5164526021413
2017-04-19,2770.414096926199
2017-04-20,2774.5577873788297
2017-04-21,2790.007813580618
2017-04-24,2786.389834926068
2017-04-25,2787.68527187765
2017-04-26,2801.935170948795
2017-04-27,2802.7325590442188
2017-04-28,2791.5526375500294
2017-05-01,2790.785342744799
2017-05-02,2802.182224080881
2017-05-03,2794.855399118959
2017-05-04,2787.331949120125
2017-05-05,2790.111272702808
2017-05-08,2807.465999670849
2017-05-09,2814.901518839663
2017-05-10,2826.7010927921783
2017-05-11,2822.517640962091
2017-05-12,2810.2089419461126
2017-05-15,2810.5665496269057
2017-05-16,2792.124164875862
2017-05-17,2743.600431804466
2017-05-18,2740.7191869355747
2017-05-19,2744.129515030312
2017-05-22,2746.936199875748
2017-05-23,2754.2916029310236
2017-05-24,2767.294641689518
2017-05-25,2771.0785932260815
2017-05-26,2776.050792438706
2017-05-29,2776.5332242690556
2017-05-30,2772.775301856698
2017-05-31,2757.1823360479
2017-06-01,2779.782645657595
2017-06-02,2785.1953362908584
2017-06-05,2786.730232780561
2017-06-06,2776.036500691643
2017-06-07,2778.285055076412
2017-06-08,2787.5038238375523
2017-06-09,2795.3011754052723
2017-06-12,2782.7382484687864
2017-06-13,2796.0108357520235
2017-06-14,2781.3639890596764
2017-06-15,2791.416144912684
2017-06-16,2787.6386862126765
2017-06-19,2814.9317313337124
2017-06-20,2805.6073950376463
2017-06-21,2797.1697188477747
2017-06-22,2797.0508928370114
2017-06-23,2792.960999407007
2017-06-26,2798.4544632564166
2017-06-27,2763.7454169585903
2017-06-28,2762.765705186132
2017-06-29,2733.6440783147023
2017-06-30,2734.4034874538756
2017-07-03,2750.018238005116
2017-07-04,2749.480153797555
2017-07-05,2757.04243424789
2017-07-06,2723.2593470662005
2017-07-07,2731.47110576983
2017-07-10,2738.049861345919
2017-07-11,2732.0634472838938
2017-07-12,2757.025329875618
2017-07-13,2769.4523065754374
2017-07-14,2774.9211134205602
2017-07-17,2771.9848099778515
2017-07-18,2747.4755696161446
2017-07-19,2776.933059842074
2017-07-20,2754.9334123232156
2017-07-21,2743.9845632357456
2017-07-24,2744.385553090931
2017-07-25,2746.97825703864
