Date,AC PACIFIC ex JAPAN IMI
1998-12-31,407.63006006033186
1999-01-01,407.63191610214665
1999-01-04,409.6516783277768
1999-01-05,410.43312192795673
1999-01-06,423.5058303636317
1999-01-07,438.5030041252456
1999-01-08,438.73431937019825
1999-01-11,441.7003353605237
1999-01-12,439.56600824229093
1999-01-13,422.5465218322625
1999-01-14,415.4502769593851
1999-01-15,424.00644079959454
1999-01-18,429.1974030269315
1999-01-19,430.0931965425134
1999-01-20,432.81287700551366
1999-01-21,425.33500305477645
1999-01-22,414.6732664708059
1999-01-25,405.6498376639896
1999-01-26,406.782803429417
1999-01-27,416.4668002691087
1999-01-28,415.71887894245157
1999-01-29,419.6855717082253
1999-02-01,426.02384552506385
1999-02-02,420.8385667054356
1999-02-03,419.191343316105
1999-02-04,421.22737566974047
1999-02-05,418.87659909842245
1999-02-08,419.40051876786885
1999-02-09,412.3334234268098
1999-02-10,406.561210042159
1999-02-11,411.83885688994974
1999-02-12,419.2852284700306
1999-02-15,419.3901538007972
1999-02-16,418.17825104863255
1999-02-17,416.67718317759915
1999-02-18,414.5116907066771
1999-02-19,419.15103604225425
1999-02-22,424.40460320717506
1999-02-23,425.53655249649347
1999-02-24,427.37367358425803
1999-02-25,420.4312553836622
1999-02-26,424.51171823409976
1999-03-01,429.8706039594408
1999-03-02,428.91511438780225
1999-03-03,431.3704178557927
1999-03-04,433.236230547796
1999-03-05,437.7876080573929
1999-03-08,443.3179668339904
1999-03-09,445.79340988322923
1999-03-10,445.37737050379764
1999-03-11,450.73445468409597
1999-03-12,450.33642451024923
1999-03-15,454.37791969375667
1999-03-16,456.40068975411543
1999-03-17,451.7644801318561
1999-03-18,450.69554112375135
1999-03-19,460.42552021025193
1999-03-22,463.92678678216384
1999-03-23,465.524545160981
1999-03-24,459.92459576018723
1999-03-25,463.69786165836086
1999-03-26,469.4855433777678
1999-03-29,465.79640580555474
1999-03-30,467.83237915350907
1999-03-31,465.7926644163291
1999-04-01,472.19226310851514
1999-04-02,475.02408042766865
1999-04-05,478.0471876443783
1999-04-06,480.37595493872857
1999-04-07,484.2583867702763
1999-04-08,485.93980049805
1999-04-09,494.6619155093335
1999-04-12,491.3218753175128
1999-04-13,500.15939281469224
1999-04-14,502.22324047716944
1999-04-15,511.4366698240044
1999-04-16,525.0075893965309
1999-04-19,545.8248638353708
1999-04-20,536.7272876302874
1999-04-21,535.1170769167276
1999-04-22,544.1583348371277
1999-04-23,545.1567735111975
1999-04-26,552.9236271186388
1999-04-27,556.6095787992118
1999-04-28,553.94824056156
1999-04-29,550.4098443187877
1999-04-30,557.6297063757078
1999-05-03,558.8152402289232
1999-05-04,566.3150742919403
1999-05-05,562.0100826515562
1999-05-06,563.443981577604
1999-05-07,549.9734886990607
1999-05-10,552.1627381112588
1999-05-11,551.7664565785022
1999-05-12,554.8948778188317
1999-05-13,554.1072588655754
1999-05-14,551.059101199714
1999-05-17,542.6834182378809
1999-05-18,547.5614505235675
1999-05-19,542.0769437747159
1999-05-20,539.3617971894258
1999-05-21,542.7910151832874
1999-05-24,541.1983146618165
1999-05-25,532.9596071258535
1999-05-26,540.0706477136779
1999-05-27,542.2630983171027
1999-05-28,538.9474040643303
1999-05-31,540.1116600012183
1999-06-01,543.0267472384863
1999-06-02,553.0263160285366
1999-06-03,556.7869636759258
1999-06-04,562.6253039194986
1999-06-07,577.0377588268138
1999-06-08,579.52767267259
1999-06-09,577.7173307070243
1999-06-10,580.5297270490389
1999-06-11,580.0869559411781
1999-06-14,580.1971401217415
1999-06-15,576.2260854826591
1999-06-16,588.2970035103482
1999-06-17,596.249140553011
1999-06-18,593.5397876729588
1999-06-21,609.210051464811
1999-06-22,617.8391168309491
1999-06-23,618.3625105590743
1999-06-24,613.8065912934377
1999-06-25,605.2372857400555
1999-06-28,614.4278486179726
1999-06-29,616.7410724392404
1999-06-30,613.2702524154276
1999-07-01,626.4043891435704
1999-07-02,638.1702518169323
1999-07-05,645.1167642109768
1999-07-06,643.2400979915508
1999-07-07,640.8257966564571
1999-07-08,643.8053654737802
1999-07-09,643.400512177368
1999-07-12,642.4264000460065
1999-07-13,633.555341173889
1999-07-14,619.795132192686
1999-07-15,623.9943098352632
1999-07-16,619.4771677284245
1999-07-19,620.4513761481013
1999-07-20,610.9955933591274
1999-07-21,597.5276215514939
1999-07-22,594.1135108592247
1999-07-23,582.4440290543774
1999-07-26,561.0776236980417
1999-07-27,567.0036352595253
1999-07-28,576.8546146176998
1999-07-29,579.1905571446847
1999-07-30,575.9143337311509
1999-08-02,573.7198333046758
1999-08-03,579.339993643463
1999-08-04,572.5820707406931
