Date,SELECT OECD COUNTRIES IMI
1998-12-31,1000.0
1999-01-01,1000.0390147444191
1999-01-04,1003.531470865977
1999-01-05,1013.5045059174091
1999-01-06,1036.7185472332822
1999-01-07,1039.0560522578314
1999-01-08,1049.2036434343165
1999-01-11,1045.7318723948756
1999-01-12,1027.497162576067
1999-01-13,1000.0637733110002
1999-01-14,993.9849884808782
1999-01-15,1017.629253745841
1999-01-18,1024.747235910121
1999-01-19,1028.1622082352274
1999-01-20,1036.3606999572955
1999-01-21,1024.0162073764034
1999-01-22,1010.9459268379073
1999-01-25,1016.8963296031787
1999-01-26,1025.2938479029065
1999-01-27,1026.9176456215548
1999-01-28,1043.3670006948244
1999-01-29,1056.8070109684072
1999-02-01,1064.4377052375023
1999-02-02,1056.3496758167764
1999-02-03,1057.6206878530475
1999-02-04,1051.0026725002156
1999-02-05,1043.858389971801
1999-02-08,1045.345774172088
1999-02-09,1021.9138878450965
1999-02-10,1019.0096230648974
1999-02-11,1038.6841868568686
1999-02-12,1033.0526570362122
1999-02-15,1036.6422939684664
1999-02-16,1043.506525719547
1999-02-17,1028.3669805415427
1999-02-18,1033.4100542741721
1999-02-19,1044.34927018384
1999-02-22,1067.4523341753536
1999-02-23,1074.5748920044948
1999-02-24,1071.3336895802422
1999-02-25,1057.924222275618
1999-02-26,1060.4379808392232
1999-03-01,1058.037674401321
1999-03-02,1053.4502922691674
1999-03-03,1051.8457712462566
1999-03-04,1066.9246802284656
1999-03-05,1089.1148639742412
1999-03-08,1090.9540707947228
1999-03-09,1092.943803752398
1999-03-10,1094.868114572048
1999-03-11,1113.7533763210304
1999-03-12,1105.4681015055053
1999-03-15,1112.3267879673826
1999-03-16,1118.1202967751383
1999-03-17,1107.0079554421338
1999-03-18,1113.0012783805191
1999-03-19,1118.4118454533002
1999-03-22,1115.9086205910576
1999-03-23,1095.249160475288
1999-03-24,1091.1203177751177
1999-03-25,1111.6894077368581
1999-03-26,1118.6304170262918
1999-03-29,1136.2634084424603
1999-03-30,1127.250772081742
1999-03-31,1123.9880570509654
1999-04-01,1128.5569909625922
1999-04-02,1130.1749009427524
1999-04-05,1146.38422435092
1999-04-06,1148.2157539343348
1999-04-07,1150.5994759715243
1999-04-08,1159.361438088353
1999-04-09,1168.3461844879862
1999-04-12,1165.8085581366959
1999-04-13,1172.9774270228936
1999-04-14,1165.3670499512143
1999-04-15,1167.6566367008488
1999-04-16,1169.9347692974684
1999-04-19,1167.0310624608796
1999-04-20,1162.9869202250034
1999-04-21,1179.833707478183
1999-04-22,1194.1675405085791
1999-04-23,1193.6749202429528
1999-04-26,1203.8111518599267
1999-04-27,1205.7473008400075
1999-04-28,1202.6789383801083
1999-04-29,1201.4611749504172
1999-04-30,1199.884429272709
1999-05-03,1209.6229740412366
1999-05-04,1196.3883364802791
1999-05-05,1191.6889935400266
1999-05-06,1181.520429892571
1999-05-07,1183.4478854712486
1999-05-10,1183.490251574581
1999-05-11,1195.4688003155777
1999-05-12,1202.800146137533
1999-05-13,1209.3496900301204
1999-05-14,1182.9037526235502
1999-05-17,1175.4714327294478
1999-05-18,1177.60818739925
1999-05-19,1182.6272488334034
1999-05-20,1186.304969982533
1999-05-21,1188.9945481583054
1999-05-24,1174.7669977710098
1999-05-25,1156.5854555269764
1999-05-26,1176.3177206525863
1999-05-27,1165.4682404372495
1999-05-28,1176.4040208773101
1999-05-31,1179.868284998275
1999-06-01,1175.4342987972652
1999-06-02,1188.2670012424114
1999-06-03,1191.154299715713
1999-06-04,1211.2849915060738
1999-06-07,1222.766200835519
1999-06-08,1205.6320589005115
1999-06-09,1208.6264368822426
1999-06-10,1196.452275450097
1999-06-11,1196.6213605875002
1999-06-14,1194.2774056506044
1999-06-15,1198.9409397379686
1999-06-16,1226.108788975598
1999-06-17,1234.9822139657363
