Date,AC FAR EAST IMI
1998-12-31,587.603047243643
1999-01-01,587.6038777616172
1999-01-04,577.1555011778431
1999-01-05,575.5707209220677
1999-01-06,582.2653155387709
1999-01-07,599.930678319916
1999-01-08,599.2142857333281
1999-01-11,609.1346013251285
1999-01-12,596.681932775018
1999-01-13,577.9297204767576
1999-01-14,581.6524180480682
1999-01-15,586.929470879167
1999-01-18,588.6654620278206
1999-01-19,589.753693707709
1999-01-20,598.6566704279577
1999-01-21,602.2812170942619
1999-01-22,591.6088835165359
1999-01-25,590.2148897211675
1999-01-26,594.3118806146949
1999-01-27,597.8933555084309
1999-01-28,594.8469474403187
1999-01-29,604.5603486021938
1999-02-01,610.0629150300864
1999-02-02,614.5728405909117
1999-02-03,607.8471547035102
1999-02-04,607.4283237280638
1999-02-05,600.5223885166682
1999-02-08,601.8773206483631
1999-02-09,592.2338075675787
1999-02-10,589.1463948279332
1999-02-11,592.5449358086079
1999-02-12,599.1964685477694
1999-02-15,598.7140587001825
1999-02-16,593.5559544335877
1999-02-17,585.7673139728201
1999-02-18,580.975008470602
1999-02-19,583.2597324346929
1999-02-22,594.5786471752102
1999-02-23,597.6743496176983
1999-02-24,598.9296431986656
1999-02-25,602.771198034515
1999-02-26,613.217537281039
1999-03-01,608.5465468226672
1999-03-02,598.5983546581784
1999-03-03,599.0167861443757
1999-03-04,597.4921811731002
1999-03-05,619.1889974751685
1999-03-08,621.6540265424147
1999-03-09,630.5996339169931
1999-03-10,644.0946314355054
1999-03-11,653.3883255703832
1999-03-12,651.9879296574925
1999-03-15,665.781851453999
1999-03-16,682.8162903520243
1999-03-17,682.567964422858
1999-03-18,674.3218601921402
1999-03-19,700.8636300009367
1999-03-22,699.1096115074457
1999-03-23,697.6842415547112
1999-03-24,683.1675048327091
1999-03-25,694.687680538657
1999-03-26,702.0293179183114
1999-03-29,703.9941718204955
1999-03-30,700.0843652992879
1999-03-31,706.4797276611007
1999-04-01,716.8530743491023
1999-04-02,717.0062212293639
1999-04-05,717.3493209959242
1999-04-06,726.3485912693584
1999-04-07,727.2110548029259
1999-04-08,736.3182048712401
1999-04-09,742.3232546811514
1999-04-12,730.8316659031411
1999-04-13,742.5218962043575
1999-04-14,754.3083971438542
1999-04-15,758.0521699394919
1999-04-16,770.8721904641403
1999-04-19,779.0106470487943
1999-04-20,769.5383330756052
1999-04-21,756.5077545552901
1999-04-22,762.5603130517733
1999-04-23,771.2666332375155
1999-04-26,783.2020898123367
1999-04-27,778.6326354060564
1999-04-28,782.8266472564203
1999-04-29,783.4294933645705
1999-04-30,781.4369910018409
1999-05-03,779.3174138509447
1999-05-04,776.7154717684174
1999-05-05,772.1103504162907
1999-05-06,786.8312971303351
