Date,ACWI ex MALAYSIA IMI
2015-12-11,2309.848962005682
2015-12-14,2294.4371673030023
2015-12-15,2337.347823528648
2015-12-16,2363.654181111754
2015-12-17,2373.159743164867
2015-12-18,2342.311027743572
2015-12-21,2333.9315547567594
2015-12-22,2338.680396865448
2015-12-23,2386.883045769208
2015-12-24,2373.45375942562
2015-12-25,2372.685607692378
2015-12-28,2365.251543235003
2015-12-29,2399.660668927241
2015-12-30,2384.5106979648835
2015-12-31,2379.0316736236377
2016-01-01,2379.0918983625193
2016-01-04,2343.5717200454214
2016-01-05,2361.334688238585
2016-01-06,2326.0330039089026
2016-01-07,2258.0316782832642
2016-01-08,2223.9843253618283
2016-01-11,2223.6105765403167
2016-01-12,2232.945704842511
2016-01-13,2206.693226411618
2016-01-14,2211.8312364610274
2016-01-15,2150.0952810467024
2016-01-18,2154.0302189169524
2016-01-19,2159.0415452162433
2016-01-20,2118.159688068221
2016-01-21,2137.9989224186293
2016-01-22,2194.690205800556
2016-01-25,2174.473496358747
2016-01-26,2188.6877008030856
2016-01-27,2180.5000355724633
2016-01-28,2169.868282227844
2016-01-29,2238.0840972626797
2016-02-01,2229.5850683613085
2016-02-02,2189.2178717664992
2016-02-03,2160.760458706405
2016-02-04,2152.5240970259
2016-02-05,2125.3561214373194
2016-02-08,2090.373974251616
2016-02-09,2046.1624351539822
2016-02-10,2065.3763239176797
2016-02-11,2012.5567607984192
2016-02-12,2050.164709546229
2016-02-15,2094.892400508794
2016-02-16,2117.272010445678
2016-02-17,2151.5653813207687
2016-02-18,2161.5431080365543
2016-02-19,2152.9645694641167
2016-02-22,2195.682935779416
2016-02-23,2174.1034374439487
2016-02-24,2166.301832772626
2016-02-25,2188.429321715674
2016-02-26,2212.727720718315
2016-02-29,2217.2749969448646
2016-03-01,2257.6703044798737
2016-03-02,2286.2196976221385
2016-03-03,2282.4340769736073
2016-03-04,2283.371005224059
2016-03-07,2290.344184091827
2016-03-08,2254.281256502598
2016-03-09,2268.851312566922
2016-03-10,2240.2860042664897
2016-03-11,2277.660954868016
2016-03-14,2290.8351814590533
2016-03-15,2274.645487642334
2016-03-16,2286.4375396464116
2016-03-17,2272.813501019326
2016-03-18,2284.654592179259
2016-03-21,2289.2238755266308
2016-03-22,2296.5323419916485
2016-03-23,2287.4470595049643
2016-03-24,2277.5312193433283
2016-03-25,2278.8919288858774
2016-03-28,2273.6265812729926
2016-03-29,2294.1458715336316
2016-03-30,2285.989421998167
2016-03-31,2273.7228028064983
2016-04-01,2271.287108500004
2016-04-04,2264.3847079314
2016-04-05,2234.6570700838865
2016-04-06,2252.6237423729717
2016-04-07,2237.269021391136
2016-04-08,2247.740488212582
2016-04-11,2243.383104202012
2016-04-12,2273.120389449552
2016-04-13,2323.34595382609
2016-04-14,2334.724112298068
2016-04-15,2326.538311807618
2016-04-18,2325.6662277790983
2016-04-19,2340.068474186544
2016-04-20,2350.1233944196606
2016-04-21,2354.3044873212307
2016-04-22,2358.3914919042386
2016-04-25,2346.4073351450174
2016-04-26,2344.365462112276
2016-04-27,2345.543872122261
2016-04-28,2334.7122886436714
2016-04-29,2298.299180496424
2016-05-02,2291.2184380752437
2016-05-03,2265.4494123152435
2016-05-04,2250.910088962821
2016-05-05,2265.1961235088156
2016-05-06,2262.752249540261
2016-05-09,2266.018815353563
2016-05-10,2291.9921561247907
2016-05-11,2274.4181186573887
2016-05-12,2275.762571073649
2016-05-13,2276.990478299213
2016-05-16,2286.9368185381636
2016-05-17,2279.0319837586508
2016-05-18,2287.7670572282605
2016-05-19,2283.0879270435144
2016-05-20,2299.3062038679677
2016-05-23,2299.192081890998
2016-05-24,2330.900765435192
2016-05-25,2355.606810608378
2016-05-26,2352.214699865632
2016-05-27,2370.721597453085
2016-05-30,2370.2099934795383
2016-05-31,2369.9912749478935
2016-06-01,2360.4203551321266
2016-06-02,2365.9941144261297
2016-06-03,2338.1860555046687
2016-06-06,2343.614299057399
2016-06-07,2359.771970899485
2016-06-08,2360.7888250724777
2016-06-09,2360.614546312362
2016-06-10,2332.4616848213714
2016-06-13,2302.342590698909
2016-06-14,2299.517723909636
2016-06-15,2300.6945433038354
2016-06-16,2307.9617556250464
2016-06-17,2299.321295208801
2016-06-20,2322.0516479070384
2016-06-21,2341.597839465885
2016-06-22,2338.8792012821705
2016-06-23,2356.8152679398513
2016-06-24,2291.7997564524508
2016-06-27,2267.5458410368365
2016-06-28,2291.214064110451
2016-06-29,2330.7773060504073
2016-06-30,2357.5226514436094
2016-07-01,2364.0759706206945
2016-07-04,2364.937394739898
2016-07-05,2346.787888826759
2016-07-06,2345.899870052002
2016-07-07,2352.5968743388785
2016-07-08,2385.720185644759
2016-07-11,2407.357677886533
2016-07-12,2423.4735793121845
2016-07-13,2420.9495317390183
2016-07-14,2433.9229344975947
2016-07-15,2438.236478573314
2016-07-18,2444.5904739792286
2016-07-19,2449.4372240338807
2016-07-20,2462.165709567363
2016-07-21,2462.5091819583213
2016-07-22,2468.8626597043244
2016-07-25,2465.8725684027304
2016-07-26,2467.775262955863
2016-07-27,2468.6899032734327
2016-07-28,2450.3607138379753
2016-07-29,2446.8103325828624
2016-08-01,2446.0832786563396
2016-08-02,2418.634052172121
2016-08-03,2423.996239622471
2016-08-04,2439.653016733977
2016-08-05,2469.0375625324646
2016-08-08,2475.16973963725
2016-08-09,2478.9874516690934
2016-08-10,2467.419020324292
2016-08-11,2476.339131771839
2016-08-12,2478.1046769874697
2016-08-15,2480.9214909506295
2016-08-16,2455.9566306096676
2016-08-17,2450.9993011543966
2016-08-18,2449.5903529331504
2016-08-19,2442.690615615508
2016-08-22,2441.22836959114
2016-08-23,2451.8676587472555
2016-08-24,2455.1253678879284
2016-08-25,2444.1806639161946
2016-08-26,2443.870546013079
2016-08-29,2466.6014870925987
2016-08-30,2468.504885052524
2016-08-31,2464.770529517211
2016-09-01,2457.642185270124
2016-09-02,2481.3007828148366
2016-09-05,2491.7430290973466
2016-09-06,2486.432190658708
2016-09-07,2489.79126037313
2016-09-08,2479.54163125527
2016-09-09,2440.713891549698
2016-09-12,2442.547287684579
2016-09-13,2410.183944040267
2016-09-14,2405.880519678974
2016-09-15,2423.8846218107387
2016-09-16,2430.4559133099715
2016-09-19,2439.074715086922
2016-09-20,2441.5089202963313
2016-09-21,2474.5977757750384
2016-09-22,2481.5350412292637
2016-09-23,2471.615606568627
2016-09-26,2439.4913554637683
2016-09-27,2462.4321595531333
2016-09-28,2474.0221398303884
2016-09-29,2457.710593600244
2016-09-30,2460.7960971681277
2016-10-03,2464.1108017098845
2016-10-04,2471.4319678037696
2016-10-05,2466.843659701531
2016-10-06,2470.473404337162
2016-10-07,2459.5068452718483
2016-10-10,2474.1800263981786
2016-10-11,2467.3282721063174
2016-10-12,2470.720058384743
2016-10-13,2455.4916608367794
2016-10-14,2467.9143618404
2016-10-17,2462.435904850215
2016-10-18,2487.8649593187984
2016-10-19,2498.855714600955
2016-10-20,2504.4665858774774
2016-10-21,2512.522089067506
2016-10-24,2518.0377953631705
2016-10-25,2516.077089423826
2016-10-26,2497.8331734761596
2016-10-27,2487.38521245081
2016-10-28,2480.217612170587
2016-10-31,2473.798152799855
2016-11-01,2445.5982583590494
2016-11-02,2410.517009456692
2016-11-03,2407.703523930489
2016-11-04,2392.0920824029477
2016-11-07,2448.055092547249
2016-11-08,2455.2086581884487
2016-11-09,2478.612438914697
2016-11-10,2501.5437272236
2016-11-11,2495.89281275908
2016-11-14,2520.4812865330377
2016-11-15,2532.314007656006
2016-11-16,2543.1008265908295
2016-11-17,2554.688021861989
2016-11-18,2566.422908050092
2016-11-21,2572.678980977164
2016-11-22,2588.7025414842165
2016-11-23,2598.6171741364237
2016-11-24,2594.3966789110527
2016-11-25,2595.4836509094844
2016-11-28,2591.5773674872416
2016-11-29,2584.803819325706
2016-11-30,2584.9553473334563
2016-12-01,2577.8509782714395
2016-12-02,2564.735486521049
2016-12-05,2563.175554878618
2016-12-06,2577.3274635155667
2016-12-07,2599.3601604797864
2016-12-08,2647.5518371109256
2016-12-09,2674.221327641755
2016-12-12,2653.120104867486
2016-12-13,2663.906204296107
2016-12-14,2644.9326936012358
2016-12-15,2688.3608524588676
2016-12-16,2689.720842486101
2016-12-19,2687.4070583343923
2016-12-20,2706.8446265257503
2016-12-21,2690.5655237227443
2016-12-22,2677.826952562061
2016-12-23,2679.0755729868547
2016-12-26,2678.471542709373
2016-12-27,2683.475362344063
2016-12-28,2689.2613855283375
2016-12-29,2671.3275531469976
2016-12-30,2655.9219863541475
2017-01-02,2658.5257965934634
2017-01-03,2708.7400046222374
2017-01-04,2710.117568148667
2017-01-05,2691.816515598725
2017-01-06,2697.194008912186
2017-01-09,2692.7611600920145
2017-01-10,2690.8931145356432
2017-01-11,2720.749990369459
2017-01-12,2683.0905935591327
2017-01-13,2697.150920582362
2017-01-16,2694.2268758568985
2017-01-17,2671.286364984354
2017-01-18,2676.6221826920055
2017-01-19,2682.2862401128136
2017-01-20,2674.3331388411416
2017-01-23,2659.0387482311644
2017-01-24,2672.701593046198
2017-01-25,2697.1112077477187
2017-01-26,2713.5539432565124
2017-01-27,2703.0227001248268
2017-01-30,2690.1107113074645
2017-01-31,2662.289970226305
2017-02-01,2676.9541371841347
2017-02-02,2668.295720331996
2017-02-03,2688.805975181008
2017-02-06,2691.9723979356068
2017-02-07,2702.7076673373426
2017-02-08,2705.359075030917
2017-02-09,2725.6431387311904
2017-02-10,2748.0730670400803
2017-02-13,2765.804459873141
2017-02-14,2777.429501612399
2017-02-15,2790.5102142550845
2017-02-16,2770.7093117529735
2017-02-17,2779.1145178006986
2017-02-20,2783.308798265592
2017-02-21,2815.260960642024
2017-02-22,2813.3578179685087
2017-02-23,2804.523817939916
2017-02-24,2802.134602652259
2017-02-27,2792.421866740984
2017-02-28,2782.340759941206
2017-03-01,2825.8581802342587
2017-03-02,2821.8718928938183
2017-03-03,2810.4578016515557
2017-03-06,2797.1421050694557
2017-03-07,2794.96300950358
2017-03-08,2792.5522990102886
2017-03-09,2783.0030485366674
2017-03-10,2777.820466013863
2017-03-13,2784.7558886059155
2017-03-14,2781.734222186127
2017-03-15,2803.0688247816274
2017-03-16,2795.9394555759113
2017-03-17,2795.0748728214867
2017-03-20,2790.4373671747358
2017-03-21,2755.4697135502943
2017-03-22,2750.2951799082452
2017-03-23,2758.734531911074
2017-03-24,2755.8906993347814
2017-03-27,2734.0427892102884
2017-03-28,2758.0607089914324
2017-03-29,2788.2079076074087
2017-03-30,2796.7473879213117
2017-03-31,2796.832835157578
2017-04-03,2802.8382747636015
2017-04-04,2801.269354467846
2017-04-05,2796.3238477202917
2017-04-06,2798.5959962552215
2017-04-07,2807.646716813825
2017-04-10,2813.9323924918754
2017-04-11,2808.1496884298435
