Date,ACWI ex MEXICO IMI
2015-12-11,2301.6764093271795
2015-12-14,2286.2346450636837
2015-12-15,2328.7097118448896
2015-12-16,2354.8547730685314
2015-12-17,2364.3667411110723
2015-12-18,2333.641068625353
2015-12-21,2325.218918337521
2015-12-22,2330.075659908463
2015-12-23,2378.134712435539
2015-12-24,2364.8263757867285
2015-12-25,2364.0602030822893
2015-12-28,2356.7200357554457
2015-12-29,2391.0591335536037
2015-12-30,2376.126449631984
2015-12-31,2370.6222669471676
2016-01-01,2370.6823365797177
2016-01-04,2335.2184431455776
2016-01-05,2352.980230527773
2016-01-06,2317.8599698858498
2016-01-07,2250.3175328412394
2016-01-08,2216.6268337211804
2016-01-11,2216.080428774424
2016-01-12,2225.296721408812
2016-01-13,2199.1428106878393
2016-01-14,2204.1445053729126
2016-01-15,2142.8350870059817
2016-01-18,2146.784687551641
2016-01-19,2151.8041441854475
2016-01-20,2111.1269274343344
2016-01-21,2130.732717706168
2016-01-22,2187.3794918630997
2016-01-25,2167.297793222637
2016-01-26,2181.3615410413563
2016-01-27,2173.235558613716
2016-01-28,2162.623016435931
2016-01-29,2230.5462386207314
2016-02-01,2222.132722598885
2016-02-02,2181.942137469782
2016-02-03,2153.42396856357
2016-02-04,2145.178839529664
2016-02-05,2118.281723722844
2016-02-08,2083.6429145010557
2016-02-09,2039.7019319532226
2016-02-10,2058.83155219387
2016-02-11,2006.3134786485816
2016-02-12,2043.7176249237941
2016-02-15,2088.1466385675476
2016-02-16,2110.5013649342714
2016-02-17,2144.2625879799107
2016-02-18,2154.271097870077
2016-02-19,2145.7397086548117
2016-02-22,2188.2067441973204
2016-02-23,2166.8317994634654
2016-02-24,2158.990044795403
2016-02-25,2180.9198195827357
2016-02-26,2205.136073308921
2016-02-29,2209.563303958264
2016-03-01,2249.7860474858608
2016-03-02,2278.1962273418158
2016-03-03,2274.4744720881727
2016-03-04,2275.3716317956455
2016-03-07,2282.337987377583
2016-03-08,2246.476326678176
2016-03-09,2260.9298064642503
2016-03-10,2232.6128907483867
2016-03-11,2269.775884853041
2016-03-14,2282.934554136996
2016-03-15,2266.8924187131865
2016-03-16,2278.5574832366747
2016-03-17,2264.7418903524635
2016-03-18,2276.571343179601
2016-03-21,2281.164587855758
2016-03-22,2288.500175134151
2016-03-23,2279.5724772806707
2016-03-24,2269.6298607114904
2016-03-25,2270.9362437005625
2016-03-28,2265.6546242831646
2016-03-29,2286.147888495635
2016-03-30,2277.9246656289747
2016-03-31,2265.8233651755104
2016-04-01,2263.474600419943
2016-04-04,2256.7607405778317
2016-04-05,2227.3101629286048
2016-04-06,2245.221097619703
2016-04-07,2230.061587634981
2016-04-08,2240.4534870656294
2016-04-11,2236.1032690341444
2016-04-12,2265.6477099933772
2016-04-13,2315.6566080556117
2016-04-14,2326.898353262894
2016-04-15,2318.822140917667
2016-04-18,2317.9271050748944
2016-04-19,2332.071552668628
2016-04-20,2342.198612627614
2016-04-21,2346.4308344289893
2016-04-22,2350.4472768151954
2016-04-25,2338.5544500856686
2016-04-26,2336.3257793837392
2016-04-27,2337.3885465111425
2016-04-28,2326.5470408064743
2016-04-29,2290.1233179871833
2016-05-02,2283.140194129655
2016-05-03,2257.4938152909003
2016-05-04,2243.100512577195
2016-05-05,2257.3238645869906
2016-05-06,2255.010663211637
2016-05-09,2258.264828402912
2016-05-10,2283.9372126476637
2016-05-11,2266.4717199378338
2016-05-12,2267.8456048156586
2016-05-13,2269.1090198374395
2016-05-16,2278.942106859426
2016-05-17,2271.163845814031
2016-05-18,2279.927882494984
2016-05-19,2275.3824817331015
2016-05-20,2291.4466821429764
2016-05-23,2291.379378943399
2016-05-24,2322.8130335640208
2016-05-25,2347.483231526718
2016-05-26,2344.0903574927297
2016-05-27,2362.554280973385
2016-05-30,2361.97466017212
2016-05-31,2361.7955356726416
2016-06-01,2352.278134688623
2016-06-02,2357.8971757612303
2016-06-03,2330.1586304354337
2016-06-06,2335.668873243705
2016-06-07,2351.8557101268934
2016-06-08,2352.6265778816446
2016-06-09,2352.589705087519
2016-06-10,2324.643413890312
2016-06-13,2294.7124732351376
2016-06-14,2292.02695564418
2016-06-15,2293.0697562337095
2016-06-16,2300.2785191243684
2016-06-17,2291.619459268147
2016-06-20,2314.2006060299914
2016-06-21,2333.792622271842
2016-06-22,2331.0017521856857
2016-06-23,2348.7558564577675
2016-06-24,2284.204425026418
2016-06-27,2260.2180890216287
2016-06-28,2283.73191033026
2016-06-29,2322.93817523047
2016-06-30,2349.537499898475
2016-07-01,2355.961408346402
2016-07-04,2356.90901988542
2016-07-05,2338.989388838663
2016-07-06,2338.277641087524
2016-07-07,2344.944107539134
2016-07-08,2377.733367100699
2016-07-11,2399.238852483711
2016-07-12,2415.2415731166507
2016-07-13,2412.869408217843
2016-07-14,2425.744908276529
2016-07-15,2430.165732630657
2016-07-18,2436.391860567907
2016-07-19,2441.2040114619217
2016-07-20,2453.7427010109946
2016-07-21,2454.044902585395
2016-07-22,2460.3496980487866
2016-07-25,2457.55514920566
2016-07-26,2459.5263024707974
2016-07-27,2460.470272752926
2016-07-28,2442.247117416754
2016-07-29,2438.6064653096155
2016-08-01,2438.047966500604
2016-08-02,2410.700452431709
2016-08-03,2415.9305499490824
2016-08-04,2431.5402045079663
2016-08-05,2460.859859421724
2016-08-08,2466.790049405795
2016-08-09,2470.480170641426
2016-08-10,2458.9894129277095
2016-08-11,2467.7326172540115
2016-08-12,2469.4418158486287
2016-08-15,2472.1298944113614
2016-08-16,2447.375923025377
2016-08-17,2442.488227021938
2016-08-18,2441.041249983124
2016-08-19,2434.2046069153403
2016-08-22,2432.772608468776
2016-08-23,2443.465677389262
2016-08-24,2446.793442429875
2016-08-25,2435.871292942055
2016-08-26,2435.5319251967826
2016-08-29,2458.245303340592
2016-08-30,2460.2414247301126
2016-08-31,2456.5652289329446
2016-09-01,2449.4110060352677
2016-09-02,2472.8400544819992
2016-09-05,2483.2357105802616
2016-09-06,2477.9146719483656
2016-09-07,2481.373666501969
2016-09-08,2471.2390766322446
2016-09-09,2432.8147861309585
2016-09-12,2434.740387525946
2016-09-13,2402.47336192832
2016-09-14,2398.2190770935754
2016-09-15,2416.0850992687847
2016-09-16,2422.842753075634
2016-09-19,2431.4293911903083
2016-09-20,2433.8112088870175
2016-09-21,2466.8121040047204
2016-09-22,2473.5328118871166
2016-09-23,2463.7419854723657
2016-09-26,2431.836253717888
2016-09-27,2454.465406458823
2016-09-28,2465.933793273791
2016-09-29,2449.727595171389
2016-09-30,2452.78360266447
2016-10-03,2456.001379488295
2016-10-04,2463.2256096469205
2016-10-05,2458.6206736049744
2016-10-06,2462.2737937032844
2016-10-07,2451.3725827750195
2016-10-10,2465.6481816393452
2016-10-11,2458.894112789005
2016-10-12,2462.228117347683
2016-10-13,2447.099426682699
2016-10-14,2459.4548561914
2016-10-17,2453.9132765606114
2016-10-18,2479.1516623068305
2016-10-19,2489.9680053385227
2016-10-20,2495.640376828004
2016-10-21,2503.6539081235464
2016-10-24,2509.140410495671
2016-10-25,2507.241579687861
2016-10-26,2489.1586044436413
2016-10-27,2478.7540876546886
2016-10-28,2471.494990852328
2016-10-31,2465.157652411479
2016-11-01,2437.361675372032
2016-11-02,2402.46624260049
2016-11-03,2399.6595697709213
2016-11-04,2384.0048662553677
2016-11-07,2439.2361901221043
2016-11-08,2446.320957754827
2016-11-09,2470.4804119717264
2016-11-10,2494.0378812696085
2016-11-11,2488.601718221558
2016-11-14,2512.7990260103443
2016-11-15,2524.4638313127234
2016-11-16,2535.1422449597867
2016-11-17,2546.598352989947
2016-11-18,2558.476839912017
2016-11-21,2564.7676070787543
2016-11-22,2580.6465599640505
2016-11-23,2590.538971920356
2016-11-24,2586.265745163855
2016-11-25,2587.297625509588
2016-11-28,2583.3085610630487
2016-11-29,2576.592137656772
2016-11-30,2576.6619638760585
2016-12-01,2569.813486692372
2016-12-02,2556.764472186873
2016-12-05,2555.1119874969554
2016-12-06,2569.1554195847248
2016-12-07,2590.9994096071105
2016-12-08,2639.020818851028
2016-12-09,2665.4470856349185
2016-12-12,2644.366918287573
2016-12-13,2655.1478180875247
2016-12-14,2636.3022601647285
2016-12-15,2679.80893621726
2016-12-16,2681.19609295507
2016-12-19,2678.8967235439072
2016-12-20,2698.282433943986
2016-12-21,2682.0728338435997
2016-12-22,2669.451399594413
2016-12-23,2670.5991765608014
2016-12-26,2670.021666703698
2016-12-27,2674.972354380435
2016-12-28,2680.721123265775
2016-12-29,2662.762298667623
2016-12-30,2647.4439587826164
2017-01-02,2650.0306814784676
2017-01-03,2700.0685122011528
2017-01-04,2701.696429714108
2017-01-05,2683.4941227803142
2017-01-06,2689.0600339096127
2017-01-09,2684.6888732655625
2017-01-10,2682.895404697787
2017-01-11,2712.8422114303016
2017-01-12,2675.2303991311837
2017-01-13,2689.1649357573747
2017-01-16,2686.2526543295653
2017-01-17,2663.3541684209326
2017-01-18,2668.7222571769566
2017-01-19,2674.4533674319155
2017-01-20,2666.412967335094
2017-01-23,2650.894208020672
2017-01-24,2664.3645771109977
2017-01-25,2688.676079119775
2017-01-26,2705.187462017028
2017-01-27,2694.627024023033
2017-01-30,2681.658371841001
2017-01-31,2653.917349176086
2017-02-01,2668.553179223392
2017-02-02,2659.8109860431905
2017-02-03,2680.1876613925933
2017-02-06,2683.4695292319007
2017-02-07,2694.3139248032057
2017-02-08,2696.8559736111083
2017-02-09,2716.9842341091257
2017-02-10,2739.2286979489186
2017-02-13,2756.9467622811785
2017-02-14,2768.6249226371033
2017-02-15,2781.713052695345
2017-02-16,2761.9327232562705
2017-02-17,2770.4244520866478
2017-02-20,2774.5947771254355
2017-02-21,2806.3636883844633
2017-02-22,2804.2956535531566
2017-02-23,2795.385105993061
2017-02-24,2793.068572627509
2017-02-27,2783.3122874986225
