Date,ACWI ex GERMANY IMI
2015-12-11,2327.7561432604316
2015-12-14,2312.9759830762523
2015-12-15,2355.458805293154
2015-12-16,2382.510173650335
2015-12-17,2390.8604814688333
2015-12-18,2359.6986491172274
2015-12-21,2351.677169841413
2015-12-22,2356.647459989076
2015-12-23,2405.1438814820144
2015-12-24,2391.1827856940135
2015-12-25,2390.3874234963027
2015-12-28,2383.209980063686
2015-12-29,2417.56833223258
2015-12-30,2402.6568932723508
2015-12-31,2397.022643581939
2016-01-01,2397.0850031151144
2016-01-04,2362.9861445925612
2016-01-05,2381.3857339987885
2016-01-06,2345.482256557141
2016-01-07,2276.5747484712097
2016-01-08,2242.127573842019
2016-01-11,2241.936656629003
2016-01-12,2250.454860183656
2016-01-13,2223.4696037415947
2016-01-14,2229.9108950889267
2016-01-15,2167.6181285657312
2016-01-18,2171.983550702293
2016-01-19,2176.1750773667045
2016-01-20,2135.686038956006
2016-01-21,2155.0118175258926
2016-01-22,2212.49397850463
2016-01-25,2191.629439342524
2016-01-26,2205.795084134279
2016-01-27,2197.0887186638597
2016-01-28,2187.7417745981793
2016-01-29,2257.5505115353485
2016-02-01,2248.921189296692
2016-02-02,2208.1517712747286
2016-02-03,2179.448837965086
2016-02-04,2171.304021097556
2016-02-05,2143.927165439427
2016-02-08,2109.9825885805462
2016-02-09,2064.7503671484887
2016-02-10,2083.708362180842
2016-02-11,2030.650747292152
2016-02-12,2068.2120093922535
2016-02-15,2112.9362157088535
2016-02-16,2136.6185292893274
2016-02-17,2170.328543079226
2016-02-18,2180.2399149793528
2016-02-19,2171.759951510435
2016-02-22,2214.8550602296664
2016-02-23,2193.5653236277426
2016-02-24,2187.1732890159055
2016-02-25,2208.899429913381
2016-02-26,2233.0178632305015
2016-02-29,2237.7343122997395
2016-03-01,2278.1928229879936
2016-03-02,2307.577394220939
2016-03-03,2303.7937371667385
2016-03-04,2304.2664804856327
2016-03-07,2311.900265517469
2016-03-08,2275.1192236415086
2016-03-09,2290.0408686991364
2016-03-10,2261.915571272179
2016-03-11,2298.3766084357885
2016-03-14,2310.956348139783
2016-03-15,2294.521504370107
2016-03-16,2306.406385887947
2016-03-17,2292.8730790495288
2016-03-18,2304.8774864314396
2016-03-21,2309.6523846284163
2016-03-22,2317.072731607374
2016-03-23,2307.485068453871
2016-03-24,2298.2468499408847
2016-03-25,2299.603314794338
2016-03-28,2294.138834171514
2016-03-29,2315.2328312920645
2016-03-30,2305.6763863376823
2016-03-31,2293.5617515860154
2016-04-01,2292.0898487068316
2016-04-04,2284.782343735048
2016-04-05,2255.595623270905
2016-04-06,2273.764655561028
2016-04-07,2258.5677215107044
2016-04-08,2268.732445345958
2016-04-11,2263.868708254761
2016-04-12,2294.2913126728745
2016-04-13,2344.7065760808314
2016-04-14,2356.099497815023
2016-04-15,2347.901429321101
2016-04-18,2346.4524515917155
2016-04-19,2359.9259024316048
2016-04-20,2369.985184314798
2016-04-21,2374.431185118642
2016-04-22,2379.026170930284
2016-04-25,2367.006901308505
2016-04-26,2364.895585023233
2016-04-27,2365.8162237398724
2016-04-28,2354.483679875763
2016-04-29,2318.4169313023654
2016-05-02,2310.6105185127612
2016-05-03,2284.9801864102546
2016-05-04,2270.5098957257146
2016-05-05,2285.164115514686
2016-05-06,2282.5335222689687
2016-05-09,2285.194655725107
2016-05-10,2311.539390442923
2016-05-11,2293.7586126410806
2016-05-12,2295.9263318982507
2016-05-13,2296.6354923006493
2016-05-16,2306.8669893703154
2016-05-17,2299.105238454332
2016-05-18,2307.7563233984083
2016-05-19,2303.8189122041804
2016-05-20,2319.7773292643383
2016-05-23,2320.1184725223056
2016-05-24,2351.5690096393214
2016-05-25,2376.3200240359674
2016-05-26,2372.365612027545
2016-05-27,2391.496588203365
2016-05-30,2390.6085985526697
2016-05-31,2390.7470400007396
2016-06-01,2381.142783029616
2016-06-02,2386.859110013554
2016-06-03,2358.6613094445543
2016-06-06,2364.2423256836605
2016-06-07,2380.0440520084835
2016-06-08,2381.4867918665823
2016-06-09,2382.164470406983
2016-06-10,2354.6655100941157
2016-06-13,2324.6239407564235
2016-06-14,2322.6708592647615
2016-06-15,2323.33040896532
2016-06-16,2331.3342396537596
2016-06-17,2321.7629246279284
2016-06-20,2343.12364863942
2016-06-21,2363.2265277092365
2016-06-22,2360.0610392739004
2016-06-23,2377.4328548839853
2016-06-24,2314.418075466737
2016-06-27,2291.508372354219
2016-06-28,2314.8436667870474
2016-06-29,2354.744135669225
2016-06-30,2382.0116401504406
2016-07-01,2388.088551873743
2016-07-04,2389.541908098571
2016-07-05,2371.9232154698507
2016-07-06,2372.0827235426455
2016-07-07,2378.6296706556404
2016-07-08,2411.5204441968594
2016-07-11,2432.652967002953
2016-07-12,2448.596060521822
2016-07-13,2446.2223933898395
2016-07-14,2458.8281952775606
2016-07-15,2463.3842376684634
2016-07-18,2469.8434840799055
2016-07-19,2475.2836679293578
2016-07-20,2487.392409777605
2016-07-21,2487.6320709295737
2016-07-22,2494.1947366138297
2016-07-25,2490.772140688124
2016-07-26,2492.382053085135
2016-07-27,2492.7882163818776
2016-07-28,2474.1177131054346
2016-07-29,2469.860255714083
2016-08-01,2469.2941893069324
2016-08-02,2442.0142869877814
2016-08-03,2447.432549894481
2016-08-04,2463.32167706586
2016-08-05,2492.9455951816576
2016-08-08,2498.927553728858
2016-08-09,2501.2358791789
2016-08-10,2489.532458383875
2016-08-11,2498.088809742983
2016-08-12,2500.1024993154424
2016-08-15,2502.9169790584633
2016-08-16,2477.578436861412
2016-08-17,2473.2754349989937
2016-08-18,2471.320398971306
2016-08-19,2464.4887713951857
2016-08-22,2463.263212100854
2016-08-23,2473.583473427101
2016-08-24,2476.8214472478326
2016-08-25,2466.1128502950482
2016-08-26,2465.444485621006
2016-08-29,2489.2443650617556
2016-08-30,2490.5205481794133
2016-08-31,2487.09417274661
2016-09-01,2479.8942577736607
2016-09-02,2503.4272913025475
2016-09-05,2514.370638710408
2016-09-06,2508.7591089547254
2016-09-07,2511.863217816649
2016-09-08,2501.825555781635
2016-09-09,2462.374882138083
2016-09-12,2465.131099244743
2016-09-13,2431.7422137298213
2016-09-14,2427.2016520459265
2016-09-15,2445.459371559341
2016-09-16,2453.200613031862
2016-09-19,2461.4614047867067
2016-09-20,2463.8612236481545
2016-09-21,2497.933249267494
2016-09-22,2503.601260764557
2016-09-23,2493.685206232772
2016-09-26,2461.752133775925
2016-09-27,2485.7563496358775
2016-09-28,2497.1937576044347
2016-09-29,2480.531874756006
2016-09-30,2482.9642837360066
2016-10-03,2486.411099724283
2016-10-04,2493.395367709705
2016-10-05,2488.886797625418
2016-10-06,2492.768608794199
2016-10-07,2481.983496807092
2016-10-10,2496.31706388914
2016-10-11,2489.6081557555676
2016-10-12,2493.4724768525416
2016-10-13,2478.3262463208757
2016-10-14,2490.169156664949
2016-10-17,2484.9628532942943
2016-10-18,2510.572588322523
2016-10-19,2521.8585686663178
2016-10-20,2527.4837757041932
2016-10-21,2535.841160251806
2016-10-24,2541.3039316261898
2016-10-25,2539.423025724836
2016-10-26,2520.793596665192
2016-10-27,2509.888866190282
2016-10-28,2502.586019748615
2016-10-31,2496.107230523481
2016-11-01,2467.7938154747517
2016-11-02,2432.343462511955
2016-11-03,2429.6680356301904
2016-11-04,2413.9350380156625
2016-11-07,2470.7003208553447
2016-11-08,2478.058838680639
2016-11-09,2501.3614349928766
2016-11-10,2525.453633490191
2016-11-11,2519.338488054484
2016-11-14,2544.6807202848922
2016-11-15,2556.6041698300223
2016-11-16,2568.17473673861
2016-11-17,2579.928092245427
2016-11-18,2592.243735764228
2016-11-21,2598.575485130238
2016-11-22,2614.9959572461526
2016-11-23,2625.605913080595
2016-11-24,2620.939427904468
2016-11-25,2621.9023251244803
2016-11-28,2618.5824981147025
2016-11-29,2611.2934956465465
2016-11-30,2611.3070006768617
2016-12-01,2604.7462181809115
2016-12-02,2591.326469035157
2016-12-05,2588.6224571707808
2016-12-06,2602.695503107354
2016-12-07,2624.1688388800467
2016-12-08,2673.0859067347674
2016-12-09,2700.4705190083414
2016-12-12,2678.693698888089
2016-12-13,2689.2761368719484
2016-12-14,2669.8346996118794
2016-12-15,2714.2389972515066
2016-12-16,2715.3481212675947
2016-12-19,2712.6898077034652
2016-12-20,2732.6076560815895
2016-12-21,2715.566474079304
2016-12-22,2702.411297608495
2016-12-23,2703.679633313899
2016-12-26,2703.0538241907193
2016-12-27,2708.0469031448256
2016-12-28,2714.105443951817
2016-12-29,2695.632002752909
2016-12-30,2679.4661874683975
2017-01-02,2681.3106509765917
2017-01-03,2733.5268748163685
2017-01-04,2735.0276223460946
2017-01-05,2715.991296824997
2017-01-06,2721.5993847278282
2017-01-09,2717.1669593194733
2017-01-10,2715.1309387811393
2017-01-11,2745.7127369733626
2017-01-12,2707.388496351604
2017-01-13,2721.240079257722
2017-01-16,2718.5579637150827
2017-01-17,2694.9116313207332
2017-01-18,2700.048836422828
2017-01-19,2706.0032889471163
2017-01-20,2697.494870408561
2017-01-23,2682.115801146553
2017-01-24,2695.9518369749862
2017-01-25,2719.9648375659694
2017-01-26,2736.8326021207818
2017-01-27,2726.0544067193086
2017-01-30,2713.570600251726
2017-01-31,2685.5054292149034
2017-02-01,2699.994922409323
2017-02-02,2691.1690967283944
2017-02-03,2712.3574696719816
2017-02-06,2716.7238181931757
2017-02-07,2727.5323694259378
2017-02-08,2730.197108830958
2017-02-09,2750.6324728350123
2017-02-10,2773.688200934767
2017-02-13,2791.3821735767497
2017-02-14,2803.4183065006455
2017-02-15,2816.8128123563097
2017-02-16,2796.4095666920803
2017-02-17,2805.1292344468548
2017-02-20,2809.0734655505053
2017-02-21,2841.34410714968
2017-02-22,2839.2301842914735
2017-02-23,2830.412213111825
2017-02-24,2828.91739914533
2017-02-27,2818.6785709597893
2017-02-28,2808.1585070718443
2017-03-01,2851.8273768714516
2017-03-02,2847.8162516445827
2017-03-03,2836.1801978382787
2017-03-06,2822.8393933362513
2017-03-07,2820.593640239043
2017-03-08,2818.100542288595
2017-03-09,2808.0825409890085
2017-03-10,2802.6932451947287
2017-03-13,2809.710155582979
2017-03-14,2806.594216892512
2017-03-15,2828.5628462554164
2017-03-16,2820.7054232830305
2017-03-17,2819.7278401076715
2017-03-20,2815.24521118399
2017-03-21,2779.6197442691177
2017-03-22,2774.704167249797
2017-03-23,2782.5346252390887
2017-03-24,2779.357632310905
2017-03-27,2757.172496629711
2017-03-28,2781.10250496484
2017-03-29,2812.0707964314797
2017-03-30,2820.600352672454
2017-03-31,2820.253912635386
2017-04-03,2826.867984218937
2017-04-04,2825.056172255271
2017-04-05,2820.286637487235
2017-04-06,2822.5164668664984
2017-04-07,2831.8895457823364
2017-04-10,2838.5087670034204
2017-04-11,2832.94503413129
2017-04-12,2828.10224131986
2017-04-13,2814.5784753208636
2017-04-14,2812.197668095707
2017-04-17,2822.6418150154896
2017-04-18,2801.5079274298832
2017-04-19,2793.9863130346666
2017-04-20,2798.255129504274
2017-04-21,2814.2072659778296
2017-04-24,2807.789210227821
2017-04-25,2809.0250823552474
2017-04-26,2823.7265513207435
2017-04-27,2824.734444187058
2017-04-28,2813.1354253750405
2017-05-01,2812.3403800409387
2017-05-02,2823.680307335713
2017-05-03,2815.979439867047
2017-05-04,2807.3667608618157
2017-05-05,2809.8390529022035
2017-05-08,2828.006412039667
2017-05-09,2835.364946974784
2017-05-10,2847.600396817853
2017-05-11,2843.6927528281717
2017-05-12,2830.498012987491
2017-05-15,2830.627746820541
2017-05-16,2811.454937611405
2017-05-17,2762.3261707795577
2017-05-18,2759.6678683900295
2017-05-19,2762.7248484543725
2017-05-22,2765.743879184072
2017-05-23,2773.102428429389
2017-05-24,2786.6228473851756
2017-05-25,2790.6255440134555
2017-05-26,2795.8866528024614
2017-05-29,2796.1828991700318
2017-05-30,2792.452406255631
2017-05-31,2776.210098136975
2017-06-01,2799.2167861358084
2017-06-02,2803.8533250540786
2017-06-05,2805.4486111137317
2017-06-06,2795.2024385964182
2017-06-07,2797.6800309712307
2017-06-08,2807.115065123111
2017-06-09,2814.5371511103276
2017-06-12,2802.4464378963917
2017-06-13,2815.7124534320615
2017-06-14,2800.2770312452094
2017-06-15,2811.512316865239
2017-06-16,2807.0909577390667
2017-06-19,2834.5226640372507
2017-06-20,2825.3174874301444
2017-06-21,2816.826096595542
2017-06-22,2816.6048870120385
2017-06-23,2812.796405109699
2017-06-26,2818.2791466534964
2017-06-27,2782.9989631779717
2017-06-28,2782.2129127347885
2017-06-29,2753.5077689444743
2017-06-30,2754.7710675094395
2017-07-03,2769.994800231488
2017-07-04,2769.686682896897
2017-07-05,2777.3790417922714
2017-07-06,2742.82238824707
2017-07-07,2751.302411005169
2017-07-10,2757.687301795876
2017-07-11,2751.520298142849
2017-07-12,2776.167975204068
2017-07-13,2788.90348899641
2017-07-14,2794.5492056689577
