Date,ACWI ex CANADA IMI
1998-12-31,987.2010712787977
1999-01-01,987.239501402496
1999-01-04,990.1850776952762
1999-01-05,999.5680816119764
1999-01-06,1022.6812592967309
1999-01-07,1025.4733632391772
1999-01-08,1035.4384846369535
1999-01-11,1031.7056051549844
1999-01-12,1013.8748796665874
1999-01-13,985.532081055786
1999-01-14,978.9252827282781
1999-01-15,1002.3578266389029
1999-01-18,1009.3757945957949
1999-01-19,1012.7176138888067
1999-01-20,1020.9855705187393
1999-01-21,1008.1172525941497
1999-01-22,994.8883984161802
1999-01-25,999.5953544252649
1999-01-26,1007.9377303387829
1999-01-27,1010.1740180954636
1999-01-28,1025.6920223179427
1999-01-29,1038.3511418446158
1999-02-01,1046.241266169919
1999-02-02,1038.722418517205
1999-02-03,1039.5924066276746
1999-02-04,1033.0008786012768
1999-02-05,1025.722803271683
1999-02-08,1027.4565654256362
1999-02-09,1004.9592278630794
1999-02-10,1002.1442322289481
1999-02-11,1021.3558574909802
1999-02-12,1016.5885471263083
1999-02-15,1019.9785711290128
1999-02-16,1027.0405501323114
1999-02-17,1012.3615181108307
1999-02-18,1016.9160412191154
1999-02-19,1027.4406871318024
1999-02-22,1049.9805032616107
1999-02-23,1057.0421290393367
1999-02-24,1054.545845560887
1999-02-25,1041.368382180883
1999-02-26,1044.2247731096911
1999-03-01,1042.5685376498045
1999-03-02,1038.1669317019082
1999-03-03,1037.3755245834338
1999-03-04,1052.0759591438202
1999-03-05,1073.4983183369702
1999-03-08,1075.369821021792
1999-03-09,1077.7694704470323
1999-03-10,1079.7176330531129
1999-03-11,1098.1178521480024
1999-03-12,1090.1861326270778
1999-03-15,1097.4202458035384
1999-03-16,1103.2989788068899
1999-03-17,1092.3913539837408
1999-03-18,1098.2198716481155
1999-03-19,1104.1911132384737
1999-03-22,1101.811316432528
1999-03-23,1081.9787344235185
1999-03-24,1077.1227651417494
1999-03-25,1097.6094486993225
1999-03-26,1104.3120153868467
1999-03-29,1121.1910209986713
1999-03-30,1113.153338764966
1999-03-31,1110.010310254092
1999-04-01,1114.461208696882
1999-04-02,1116.1528544147252
1999-04-05,1131.6018391329267
1999-04-06,1133.4803422946015
1999-04-07,1136.2222011424055
1999-04-08,1144.290694594073
1999-04-09,1153.724924100159
1999-04-12,1150.923321034955
1999-04-13,1158.5536487952568
1999-04-14,1151.591497550522
1999-04-15,1154.2820294994733
1999-04-16,1157.9625137376393
1999-04-19,1156.8799206874814
1999-04-20,1151.814161122229
1999-04-21,1167.7595841848652
1999-04-22,1181.9656255468615
1999-04-23,1181.3455923396632
1999-04-26,1191.3833140422237
1999-04-27,1193.1554846985252
1999-04-28,1190.105402995829
1999-04-29,1188.9499748391288
1999-04-30,1188.7174955198084
1999-05-03,1198.4195280947672
1999-05-04,1186.510543805094
1999-05-05,1182.401237925306
1999-05-06,1172.922197135699
1999-05-07,1174.1414480692215
1999-05-10,1174.3536393903664
1999-05-11,1185.749428050814
1999-05-12,1192.6130114946852
1999-05-13,1199.233672695048
1999-05-14,1174.1191252273638
1999-05-17,1166.3546876110331
1999-05-18,1168.5595309398086
1999-05-19,1172.7228266757083
1999-05-20,1176.2454063252897
1999-05-21,1178.6124715375013
1999-05-24,1164.3644877951058
1999-05-25,1146.4858887672635
1999-05-26,1166.4508193074917
1999-05-27,1155.9511752550998
1999-05-28,1165.724110989729
1999-05-31,1169.4032903106126
1999-06-01,1165.4831499924549
1999-06-02,1178.3087924242282
1999-06-03,1181.2185129094896
1999-06-04,1200.7122766280127
1999-06-07,1212.5525453414964
1999-06-08,1196.6166410424776
1999-06-09,1199.555575470613
1999-06-10,1187.5839189841938
1999-06-11,1187.938347630741
1999-06-14,1185.8177860513424
1999-06-15,1190.2957392541416
1999-06-16,1217.4702295986551
1999-06-17,1226.8252185003137
1999-06-18,1222.4010093400545
1999-06-21,1237.87120172566
1999-06-22,1234.074005771462
1999-06-23,1227.0733901968347
1999-06-24,1212.1088299867833
1999-06-25,1200.586405690095
1999-06-28,1218.4291263725218
1999-06-29,1232.2429620986893
1999-06-30,1243.6416804511775
1999-07-01,1265.6337313588583
1999-07-02,1276.6968978556388
1999-07-05,1283.442151286099
1999-07-06,1279.4586252826632
1999-07-07,1280.5346917992917
1999-07-08,1282.198039587962
1999-07-09,1285.5905062883753
1999-07-12,1291.841040901493
1999-07-13,1281.2641589847146
1999-07-14,1284.655124221461
1999-07-15,1292.8976646513677
1999-07-16,1296.2268325464513
1999-07-19,1298.2632417574337
1999-07-20,1255.8812362371193
1999-07-21,1243.7891271066173
1999-07-22,1231.031730948279
1999-07-23,1224.755634888626
1999-07-26,1197.5914727557326
1999-07-27,1208.690354621888
1999-07-28,1215.3138828426347
1999-07-29,1193.7030702354564
1999-07-30,1196.868309612
1999-08-02,1197.1904285242163
1999-08-03,1193.239819470838
1999-08-04,1174.6655247650592
1999-08-05,1164.4934984325569
1999-08-06,1158.2958985371042
1999-08-09,1164.4770897004073
1999-08-10,1150.963666334278
1999-08-11,1165.8525065583729
1999-08-12,1174.9218702890728
1999-08-13,1199.0628454203852
1999-08-16,1207.3149189650012
1999-08-17,1219.7270254558875
1999-08-18,1216.9546688238438
1999-08-19,1202.3931342065182
1999-08-20,1212.271204555014
1999-08-23,1235.8735748649922
1999-08-24,1240.5791888456686
1999-08-25,1257.9777903468175
1999-08-26,1250.9107194017784
1999-08-27,1242.056671779522
1999-08-30,1234.1008017696067
1999-08-31,1215.7749267274555
1999-09-01,1224.5430491648062
1999-09-02,1205.2507655075303
1999-09-03,1236.3326840525576
1999-09-06,1245.483482540899
1999-09-07,1238.0846317683129
1999-09-08,1233.69391063699
1999-09-09,1247.0859291695256
1999-09-10,1259.5443409614388
1999-09-13,1268.4913075745947
1999-09-14,1258.6055242315324
1999-09-15,1253.5400610483566
1999-09-16,1244.1480745773547
1999-09-17,1249.5444433261978
1999-09-20,1252.7241157703058
1999-09-21,1235.7351905174885
1999-09-22,1227.5578903754022
1999-09-23,1222.3572904738178
1999-09-24,1207.2042378443116
1999-09-27,1212.023128505318
1999-09-28,1207.718337255376
1999-09-29,1190.4651650239934
1999-09-30,1198.2896271862257
1999-10-01,1195.912443196394
1999-10-04,1207.501623877671
1999-10-05,1209.1728547562773
1999-10-06,1219.4603455400902
1999-10-07,1219.4762023552519
1999-10-08,1236.7124567588007
1999-10-11,1239.0373017685536
1999-10-12,1220.4346292759842
1999-10-13,1197.363398041581
1999-10-14,1194.728905418378
1999-10-15,1163.4730970129046
1999-10-18,1156.3047417321127
1999-10-19,1171.349010552457
1999-10-20,1189.6984533211703
1999-10-21,1183.7660202327377
1999-10-22,1209.3050566948425
1999-10-25,1209.7498166040082
1999-10-26,1216.2266064422308
1999-10-27,1224.3338817309625
1999-10-28,1250.8957155410658
1999-10-29,1272.8319456883282
1999-11-01,1272.7260107714778
1999-11-02,1273.1692215217477
1999-11-03,1279.1851717880018
1999-11-04,1294.5155225926862
1999-11-05,1300.664415423634
1999-11-08,1307.195746396262
1999-11-09,1302.937526419184
1999-11-10,1309.5453952234564
1999-11-11,1319.1275339600645
1999-11-12,1336.2355151816744
1999-11-15,1341.7796022047198
1999-11-16,1352.773864588585
1999-11-17,1341.2078688559457
1999-11-18,1362.1509860643932
1999-11-19,1365.7101366913716
1999-11-22,1363.812788680811
1999-11-23,1362.0693669464385
1999-11-24,1377.3802473188487
1999-11-25,1383.3100116484918
1999-11-26,1401.0947152863403
1999-11-29,1405.0837140756007
1999-11-30,1386.4721719227643
1999-12-01,1387.6224404713212
1999-12-02,1399.6946419586704
1999-12-03,1423.0607456816622
1999-12-06,1400.6364286466803
1999-12-07,1400.378591938611
1999-12-08,1394.883727187413
1999-12-09,1406.1269866591638
1999-12-10,1414.2250138308384
1999-12-13,1419.878546795136
1999-12-14,1415.692628519296
1999-12-15,1417.0544689626265
1999-12-16,1409.8892347731041
1999-12-17,1425.9915619147941
1999-12-20,1430.1249541750663
1999-12-21,1438.4719101509622
1999-12-22,1451.7285811362954
1999-12-23,1459.083249403038
1999-12-24,1464.671729429759
1999-12-27,1467.4643277270532
1999-12-28,1480.6886578891094
1999-12-29,1493.5447403228775
1999-12-30,1504.2670339678386
1999-12-31,1508.7232534169887
2000-01-03,1491.6149243360169
2000-01-04,1429.2566547289887
2000-01-05,1402.3816283062233
2000-01-06,1383.7289648595754
2000-01-07,1419.7975204444522
2000-01-10,1443.707875817728
2000-01-11,1434.8061729757483
2000-01-12,1429.9700100809873
2000-01-13,1445.160284568562
2000-01-14,1477.4236669470704
2000-01-17,1493.1751232602448
2000-01-18,1477.797971932418
2000-01-19,1472.2679006767503
2000-01-20,1470.740375794164
2000-01-21,1473.2399377227287
2000-01-24,1462.3212202707869
2000-01-25,1450.4169129875313
2000-01-26,1461.7058906054883
2000-01-27,1482.9098271283915
2000-01-28,1471.7481221047706
2000-01-31,1472.5523997915138
2000-02-01,1491.4261388315026
2000-02-02,1500.372092417367
2000-02-03,1507.5160040670446
2000-02-04,1517.062223209913
2000-02-07,1519.9532675587295
2000-02-08,1525.265981728611
2000-02-09,1511.719746588708
2000-02-10,1519.3796736627721
2000-02-11,1507.8221536344352
2000-02-14,1509.950065693375
2000-02-15,1500.8055397465614
2000-02-16,1499.1727683628844
2000-02-17,1506.7612404011404
2000-02-18,1485.9102746442202
2000-02-21,1472.5516249115287
2000-02-22,1444.8637147277734
2000-02-23,1463.307611063186
2000-02-24,1476.320570817272
2000-02-25,1499.1605106095926
2000-02-28,1516.3170640507924
2000-02-29,1537.0654237236922
2000-03-01,1553.618216876083
2000-03-02,1563.3976739290558
2000-03-03,1587.5144605688618
2000-03-06,1581.76295437746
2000-03-07,1569.9262677856987
2000-03-08,1570.5931002466898
2000-03-09,1576.6042306719517
2000-03-10,1581.5343687759362
2000-03-13,1544.6320237477207
2000-03-14,1535.3743124238613
2000-03-15,1526.1782912400333
2000-03-16,1564.2432433270717
2000-03-17,1582.366874137082
2000-03-20,1569.8658098134695
2000-03-21,1582.1836990446561
2000-03-22,1603.5769154162501
2000-03-23,1600.782675759717
2000-03-24,1610.0034883300905
2000-03-27,1611.123560016326
2000-03-28,1611.1685284438913
2000-03-29,1627.5862108836204
2000-03-30,1595.216302033724
2000-03-31,1608.0281962309232
2000-04-03,1586.4462800192634
2000-04-04,1571.4278158158597
2000-04-05,1546.27240474215
2000-04-06,1573.224556696044
2000-04-07,1594.3776262144638
2000-04-10,1581.1879625766692
2000-04-11,1557.574073507186
2000-04-12,1542.5926731441864
2000-04-13,1523.0392259263933
2000-04-14,1460.3610730622145
2000-04-17,1454.8914919567333
2000-04-18,1500.1263705767317
2000-04-19,1512.763470833976
2000-04-20,1519.359498873266
2000-04-21,1521.0843054289855
2000-04-24,1515.5409940119332
2000-04-25,1563.3651031267516
2000-04-26,1562.7001764957436
2000-04-27,1576.9963921135604
