Date,ACWI ex IRELAND IMI
2015-12-11,2313.0946653471315
2015-12-14,2297.581681204833
2015-12-15,2340.5645099877033
2015-12-16,2366.8941348844824
2015-12-17,2376.5075355234067
2015-12-18,2345.6573142080524
2015-12-21,2337.1874376225
2015-12-22,2341.982520106503
2015-12-23,2390.2587423474897
2015-12-24,2376.7881301726065
2015-12-25,2376.0199459817595
2015-12-28,2368.627465323972
2015-12-29,2403.086835703254
2015-12-30,2387.943200210494
2015-12-31,2382.53749332853
2016-01-01,2382.5977205450295
2016-01-04,2346.9240558869747
2016-01-05,2364.794798436065
2016-01-06,2329.471446979702
2016-01-07,2261.3998462048603
2016-01-08,2227.3413925135255
2016-01-11,2226.9313904152023
2016-01-12,2236.215617728689
2016-01-13,2210.005021283059
2016-01-14,2215.1795161376754
2016-01-15,2153.4161006898225
2016-01-18,2157.4047289131468
2016-01-19,2162.4370199279983
2016-01-20,2121.587512248301
2016-01-21,2141.34149857455
2016-01-22,2198.1916818266172
2016-01-25,2177.976281051341
2016-01-26,2192.1555820407757
2016-01-27,2184.0339181959707
2016-01-28,2173.542478557139
2016-01-29,2242.0082594077585
2016-02-01,2233.423118305583
2016-02-02,2192.9710497312685
2016-02-03,2164.3822491356195
2016-02-04,2156.321269724643
2016-02-05,2129.2094991776507
2016-02-08,2094.461272547993
2016-02-09,2050.1677974453755
2016-02-10,2069.345288546234
2016-02-11,2016.4774760819444
2016-02-12,2054.039444050803
2016-02-15,2098.824337819945
2016-02-16,2121.251444204861
2016-02-17,2155.322553761667
2016-02-18,2165.506531228056
2016-02-19,2156.8267216135087
2016-02-22,2199.5994024118663
2016-02-23,2178.080043459937
2016-02-24,2170.208121908572
2016-02-25,2192.239965969272
2016-02-26,2216.5639923039585
2016-02-29,2221.064361609302
2016-03-01,2261.5816016260374
2016-03-02,2290.24728712389
2016-03-03,2286.4465820142414
2016-03-04,2287.374655117541
2016-03-07,2294.463278329405
2016-03-08,2258.259337561621
2016-03-09,2272.8272379785617
2016-03-10,2244.305254931913
2016-03-11,2281.6066438823304
2016-03-14,2294.8111112352735
2016-03-15,2278.6050732162525
2016-03-16,2290.462454502334
2016-03-17,2276.8428092439804
2016-03-18,2288.7767536072047
2016-03-21,2293.3794519494622
2016-03-22,2300.824056765946
2016-03-23,2291.785680441043
2016-03-24,2281.771277401225
2016-03-25,2283.081302130518
2016-03-28,2277.8039042809637
2016-03-29,2298.3910574016904
2016-03-30,2290.224421522301
2016-03-31,2278.042513244682
2016-04-01,2275.6491416424064
2016-04-04,2268.7489581061263
2016-04-05,2239.0008615110182
