Date,ACWI ex TURKEY IMI
2015-12-11,2312.259467564473
2015-12-14,2296.8045142889637
2015-12-15,2339.6002029391243
2015-12-16,2365.881417515784
2015-12-17,2375.4551097663934
2015-12-18,2344.6500661945215
2015-12-21,2336.138759920347
2015-12-22,2340.9685404266024
2015-12-23,2389.1659602359714
2015-12-24,2375.715481850782
2015-12-25,2374.942461154348
2015-12-28,2367.5475307758284
2015-12-29,2402.033256265003
2015-12-30,2386.957366574152
2015-12-31,2381.5698307475886
2016-01-01,2381.630004109228
2016-01-04,2346.0271420930317
2016-01-05,2363.868859423197
2016-01-06,2328.5448707208884
2016-01-07,2260.471993067258
2016-01-08,2226.5075284156005
2016-01-11,2226.0896055606136
2016-01-12,2235.365288118099
2016-01-13,2209.130216178502
2016-01-14,2214.232609589322
2016-01-15,2152.524846012868
2016-01-18,2156.450278885197
2016-01-19,2161.5410692072433
2016-01-20,2120.6632682311138
2016-01-21,2140.4673296908554
2016-01-22,2197.2666163275508
2016-01-25,2177.062426182661
2016-01-26,2191.1922550160425
2016-01-27,2183.0548139418347
2016-01-28,2172.4886734193624
2016-01-29,2240.880259190139
2016-02-01,2232.353830902002
2016-02-02,2191.9080473462677
2016-02-03,2163.250885083463
2016-02-04,2155.116876699464
2016-02-05,2128.0003547818237
2016-02-08,2093.170019359303
2016-02-09,2048.945763516791
2016-02-10,2068.1690057255378
2016-02-11,2015.3086668844887
2016-02-12,2052.8794870919073
2016-02-15,2097.721075080585
2016-02-16,2120.123394998016
2016-02-17,2154.1771012209438
2016-02-18,2164.319881355471
2016-02-19,2155.676006496378
2016-02-22,2198.32642038333
2016-02-23,2176.754297904539
2016-02-24,2168.9229176409785
2016-02-25,2190.9321553512764
2016-02-26,2215.3247236408542
2016-02-29,2219.830653330054
2016-03-01,2260.3079112727746
2016-03-02,2288.8962978264008
2016-03-03,2285.0911489235423
2016-03-04,2286.014818785327
2016-03-07,2293.0440645083804
2016-03-08,2256.8789932865525
2016-03-09,2271.3745680701286
2016-03-10,2242.858096936329
2016-03-11,2280.1989563765906
2016-03-14,2293.3366374331617
2016-03-15,2277.147831442949
2016-03-16,2288.9735022280875
2016-03-17,2275.277689588182
2016-03-18,2287.157254974287
2016-03-21,2291.699732453274
2016-03-22,2299.219016511529
2016-03-23,2290.2588528014057
2016-03-24,2280.2163523070276
2016-03-25,2281.528037028826
2016-03-28,2276.264267783967
2016-03-29,2296.8421771009084
2016-03-30,2288.66112368117
2016-03-31,2276.43976863531
2016-04-01,2274.071657792119
2016-04-04,2267.105908988112
2016-04-05,2237.401855416718
2016-04-06,2255.4394678693616
2016-04-07,2240.149044969862
2016-04-08,2250.5379413119063
2016-04-11,2246.099652374438
2016-04-12,2275.881583141358
2016-04-13,2326.063933140651
2016-04-14,2337.404675614752
2016-04-15,2329.209662915783
2016-04-18,2328.17922100374
2016-04-19,2342.594069392921
2016-04-20,2352.712678076237
2016-04-21,2356.938817054382
2016-04-22,2361.0020148282665
2016-04-25,2349.009929340319
2016-04-26,2346.749562679821
2016-04-27,2347.9780300161615
2016-04-28,2337.0953437387443
2016-04-29,2300.601635061623
2016-05-02,2293.5814471981353
2016-05-03,2267.8599216766825
2016-05-04,2253.404638134203
2016-05-05,2267.709136427683
2016-05-06,2265.297708736079
2016-05-09,2268.4902250549535
2016-05-10,2294.384680484145
2016-05-11,2276.8856310172637
2016-05-12,2278.2982188374735
2016-05-13,2279.5115061000856
2016-05-16,2289.4357373715056
2016-05-17,2281.5777877563096
2016-05-18,2290.2895199524246
2016-05-19,2285.6088785081815
2016-05-20,2301.822261901365
2016-05-23,2301.7408973109586
2016-05-24,2333.1455700294755
2016-05-25,2357.9072171985836
2016-05-26,2354.566269587263
2016-05-27,2373.1313029128364
2016-05-30,2372.49207304507
2016-05-31,2372.2727242531487
2016-06-01,2362.687779407748
2016-06-02,2368.3048202734944
2016-06-03,2340.36712922852
2016-06-06,2345.869736267527
2016-06-07,2362.164238571425
2016-06-08,2363.1046091623493
2016-06-09,2363.0028268156225
2016-06-10,2334.863468984655
2016-06-13,2304.6839847002802
2016-06-14,2301.9252685949373
2016-06-15,2303.0745749142243
2016-06-16,2310.39939648203
2016-06-17,2301.7052374745217
2016-06-20,2324.3586647145075
2016-06-21,2344.006562626925
2016-06-22,2341.292981221996
2016-06-23,2359.168610883618
2016-06-24,2294.2770102607606
2016-06-27,2270.0884370860686
2016-06-28,2293.6699511539214
2016-06-29,2333.2848333334155
2016-06-30,2360.045904086069
2016-07-01,2366.5896789285075
2016-07-04,2367.4744743675355
2016-07-05,2349.3110540985826
2016-07-06,2348.4679830758523
2016-07-07,2355.1466088806596
2016-07-08,2388.1870952592817
2016-07-11,2409.867518363627
2016-07-12,2425.89870028551
2016-07-13,2423.4428905849427
2016-07-14,2436.351630347746
2016-07-15,2440.7266565566083
2016-07-18,2447.3636967163047
2016-07-19,2452.286831492455
2016-07-20,2465.0308402928363
2016-07-21,2465.4617272312685
2016-07-22,2471.773313246109
2016-07-25,2468.6925480430114
2016-07-26,2470.6032858033263
2016-07-27,2471.423315571451
2016-07-28,2453.0757383371297
2016-07-29,2449.3869224023388
2016-08-01,2448.7506786563567
2016-08-02,2421.2969693782284
2016-08-03,2426.6716119829607
2016-08-04,2442.31135149837
2016-08-05,2471.7901778310693
2016-08-08,2477.8271288104756
2016-08-09,2481.597958225628
2016-08-10,2470.1253483574255
2016-08-11,2478.9749790760156
2016-08-12,2480.745790882347
2016-08-15,2483.60257512378
2016-08-16,2458.720063818626
2016-08-17,2453.6673500083434
2016-08-18,2452.2900667195663
2016-08-19,2445.323101581402
2016-08-22,2443.8798796055185
2016-08-23,2454.487162842341
2016-08-24,2457.816507532398
2016-08-25,2446.8577196060937
2016-08-26,2446.5467629128243
2016-08-29,2469.312125691502
2016-08-30,2471.205263591823
2016-08-31,2467.481320972956
2016-09-01,2460.2818796137944
2016-09-02,2483.874835989519
2016-09-05,2494.321769845605
2016-09-06,2488.9812892065916
2016-09-07,2492.400298434261
2016-09-08,2482.17603197676
2016-09-09,2443.396347350907
2016-09-12,2445.2403274936028
2016-09-13,2412.787322256438
2016-09-14,2408.3959694222813
2016-09-15,2426.3340841014415
2016-09-16,2432.9882247723995
2016-09-19,2441.508669040903
2016-09-20,2443.9724787738683
2016-09-21,2477.051908699527
2016-09-22,2483.9331922566976
2016-09-23,2474.0517983948166
2016-09-26,2442.0475011132703
2016-09-27,2464.976308515413
2016-09-28,2476.533462417989
2016-09-29,2460.3014467512007
2016-09-30,2463.3167495058697
2016-10-03,2466.6347232713547
2016-10-04,2474.064147335238
2016-10-05,2469.42964395777
2016-10-06,2473.064063104976
2016-10-07,2462.066017579845
2016-10-10,2476.7531128298197
2016-10-11,2469.963319607489
2016-10-12,2473.33597684286
2016-10-13,2458.1005526970844
2016-10-14,2470.4957489110134
2016-10-17,2465.0065385988573
2016-10-18,2490.484636882717
2016-10-19,2501.4066352499744
2016-10-20,2507.014737321693
2016-10-21,2515.1391458899852
2016-10-24,2520.6316599100433
2016-10-25,2518.73454524828
2016-10-26,2500.4563615904717
2016-10-27,2490.021074106103
2016-10-28,2482.852760376391
2016-10-31,2476.414721269298
2016-11-01,2448.2760402014687
2016-11-02,2413.149355942294
2016-11-03,2410.3192530482534
2016-11-04,2394.8395637178082
2016-11-07,2450.737457981304
2016-11-08,2457.910043417236
2016-11-09,2481.2857892455877
2016-11-10,2504.19405787788
2016-11-11,2498.503408208881
2016-11-14,2523.04868926935
2016-11-15,2534.8884681331865
2016-11-16,2545.7090318365376
2016-11-17,2557.2170297494517
2016-11-18,2568.9560302444283
2016-11-21,2575.1819035670483
2016-11-22,2591.2262215884716
2016-11-23,2601.165145286889
2016-11-24,2596.9525023856872
2016-11-25,2598.008015581573
2016-11-28,2594.0519499247894
2016-11-29,2587.2726326427346
2016-11-30,2587.4440415599447
2016-12-01,2580.474028742775
2016-12-02,2567.3579575995514
2016-12-05,2565.7710451471035
2016-12-06,2579.7936372658583
2016-12-07,2601.740908447372
2016-12-08,2650.0944501148156
2016-12-09,2676.802601404943
2016-12-12,2655.663952980377
2016-12-13,2666.4157760905555
2016-12-14,2647.399228368171
2016-12-15,2690.8638283314713
2016-12-16,2692.193868798047
2016-12-19,2689.8751018413077
2016-12-20,2709.307897734553
2016-12-21,2693.0106171680277
2016-12-22,2680.249752150641
2016-12-23,2681.4825685528103
2016-12-26,2680.877433763176
2016-12-27,2685.9028125668483
2016-12-28,2691.730154499539
2016-12-29,2673.759044639222
2016-12-30,2658.3461766891487
2017-01-02,2660.9618364367393
2017-01-03,2711.294944854104
2017-01-04,2712.676029395138
2017-01-05,2694.423271075606
2017-01-06,2699.861094477561
2017-01-09,2695.479872505266
2017-01-10,2693.648407140414
2017-01-11,2723.6595744083106
2017-01-12,2685.766178114353
2017-01-13,2699.772400082973
2017-01-16,2696.829485023089
2017-01-17,2673.853480670957
2017-01-18,2679.197042963473
2017-01-19,2684.9553124191884
2017-01-20,2676.9119051460557
2017-01-23,2661.607366555956
2017-01-24,2675.2697472543323
2017-01-25,2699.7561130016306
2017-01-26,2716.2776981898114
2017-01-27,2705.7126261892245
2017-01-30,2692.6694884578765
2017-01-31,2664.764891877413
2017-02-01,2679.426799045363
2017-02-02,2670.712654767552
2017-02-03,2691.1891208685943
2017-02-06,2694.4407800645413
2017-02-07,2705.20420689038
2017-02-08,2707.800738709997
2017-02-09,2728.04658124793
2017-02-10,2750.559782673813
2017-02-13,2768.26971618805
2017-02-14,2779.9124729766218
2017-02-15,2792.9957354325006
2017-02-16,2773.13260820395
2017-02-17,2781.506331599445
2017-02-20,2785.708678126565
2017-02-21,2817.658712533377
2017-02-22,2815.7607070973604
2017-02-23,2806.854247894088
2017-02-24,2804.5258586394857
2017-02-27,2794.806613571674
2017-02-28,2784.775742451799
2017-03-01,2828.2557879065457
2017-03-02,2824.3729181263734
2017-03-03,2812.9351954220165
2017-03-06,2799.6411683690644
2017-03-07,2797.4861603436334
2017-03-08,2795.157765855317
2017-03-09,2785.6011156515215
2017-03-10,2780.3535036104454
2017-03-13,2787.315738019699
2017-03-14,2784.321475433356
2017-03-15,2805.6049690277996
2017-03-16,2798.42562064779
2017-03-17,2797.5772777740317
2017-03-20,2792.968650474717
2017-03-21,2758.026532651334
2017-03-22,2752.861180430249
2017-03-23,2761.31214364433
2017-03-24,2758.4242030760324
2017-03-27,2736.6047119988193
2017-03-28,2760.646383455356
2017-03-29,2790.861146232606
2017-03-30,2799.365678423206
2017-03-31,2799.447076827591
2017-04-03,2805.4977951849846
2017-04-04,2803.9384392572197
2017-04-05,2798.999872045443
2017-04-06,2801.2606874053313
2017-04-07,2810.352939106294
2017-04-10,2816.5357491740688
2017-04-11,2810.735491762061
2017-04-12,2806.1688287605016
2017-04-13,2792.91051208275
2017-04-14,2790.60404018121
2017-04-17,2800.664421127622
2017-04-18,2779.566936395437
2017-04-19,2772.479683765603
2017-04-20,2776.6005247848407
2017-04-21,2792.031968166409
2017-04-24,2788.359781247858
2017-04-25,2789.6575984131246
2017-04-26,2803.8910778140057
2017-04-27,2804.674756821551
2017-04-28,2793.4614525879215
2017-05-01,2792.702689526224
2017-05-02,2804.108847606851
2017-05-03,2796.765681871725
2017-05-04,2789.297439169532
2017-05-05,2792.0774685335673
2017-05-08,2809.4641332384836
2017-05-09,2816.8771825765866
2017-05-10,2828.666412737357
2017-05-11,2824.5244927101708
2017-05-12,2812.216383741713
2017-05-15,2812.5617502706295
2017-05-16,2794.0934769624664
2017-05-17,2745.5419431215296
2017-05-18,2742.7275305837757
2017-05-19,2746.1476279221424
2017-05-22,2748.90833418341
2017-05-23,2756.220281901856
2017-05-24,2769.201029037983
2017-05-25,2773.0292918727046
2017-05-26,2778.0168668352608
2017-05-29,2778.4834310873166
2017-05-30,2774.712211311711
2017-05-31,2759.0982438322435
2017-06-01,2781.7409581155316
2017-06-02,2787.108774476958
2017-06-05,2788.6770483836312
2017-06-06,2777.9472207245913
2017-06-07,2780.250240787193
2017-06-08,2789.4563164764345
2017-06-09,2797.2281164968485
2017-06-12,2784.617268379675
2017-06-13,2797.9325815634156
2017-06-14,2783.248214654404
2017-06-15,2793.313046227875
2017-06-16,2789.55397656039
2017-06-19,2816.8565426154682
2017-06-20,2807.534107383442
2017-06-21,2799.0649189446403
2017-06-22,2798.904845863052
2017-06-23,2794.827369085521
2017-06-26,2800.317669688111
2017-06-27,2765.593835661253
2017-06-28,2764.6057443007853
2017-06-29,2735.46406836275
2017-06-30,2736.217034063857
2017-07-03,2751.871089097677
2017-07-04,2751.312082229452
2017-07-05,2758.959098153223
2017-07-06,2725.1713681746396
2017-07-07,2733.41260301899
2017-07-10,2739.957186785325
2017-07-11,2733.91181861823
2017-07-12,2758.8501807654757
2017-07-13,2771.28267893017
2017-07-14,2776.7023273376954
2017-07-17,2773.728425163967
2017-07-18,2749.2225184765193
2017-07-19,2778.635728002772
2017-07-20,2756.6549737631844
2017-07-21,2745.7197259037916
2017-07-24,2746.1361945622425
2017-07-25,2748.731119037653
2017-07-26,2756.9368917848205
2017-07-27,2752.2666924688833
2017-07-28,2727.55413203516
2017-07-31,2719.4530413039156
2017-08-01,2726.7487847536386
2017-08-02,2714.896892041072
2017-08-03,2706.212304284746
2017-08-04,2735.6960945379133
2017-08-07,2732.729673732633
2017-08-08,2741.0830579141157
2017-08-09,2730.171243184894
2017-08-10,2699.383801851423
2017-08-11,2683.206301659557
2017-08-14,2706.4733135879364
2017-08-15,2716.0887511447013
2017-08-16,2728.3201262525836
2017-08-17,2699.299003084992
2017-08-18,2689.5377903845965
2017-08-21,2677.6299707884905
2017-08-22,2707.8362234771935
2017-08-23,2694.1165519330966
2017-08-24,2695.818930685098
2017-08-25,2687.8813421089912
2017-08-28,2671.681145416952
2017-08-29,2653.625618458807
2017-08-30,2683.9623905474896
2017-08-31,2706.195496336592
2017-09-01,2717.9207115715767
2017-09-04,2704.9643017768144
2017-09-05,2692.6421797275907
2017-09-06,2694.0576169113956
2017-09-07,2687.559502863568
2017-09-08,2685.3075547798608
2017-09-11,2716.401870502143
2017-09-12,2732.1376900336495
2017-09-13,2738.104359468895
2017-09-14,2745.103709086026
2017-09-15,2730.839464502734
2017-09-18,2740.0075937323936
2017-09-19,2739.9768431035377
2017-09-20,2740.5833460494696
2017-09-21,2746.229935848945
2017-09-22,2739.392790925077
2017-09-25,2752.3827955299703
2017-09-26,2767.0686668801895
2017-09-27,2783.6671351725845
2017-09-28,2776.039652470385
2017-09-29,2780.3256702557464
2017-10-02,2807.2622585296904
2017-10-03,2812.8275484049336
2017-10-04,2813.9148453037774
2017-10-05,2831.6160883160915
2017-10-06,2824.9226901390707
2017-10-09,2821.717711154719
2017-10-10,2816.9504817144143
2017-10-11,2815.2188014445164
2017-10-12,2815.4734866364133
2017-10-13,2824.5424034392345
2017-10-16,2837.417352915141
2017-10-17,2842.2859811246526
2017-10-18,2840.8673245538225
2017-10-19,2822.3806747039343
2017-10-20,2842.0563289182764
2017-10-23,2844.1923794458953
2017-10-24,2841.4496433297927
2017-10-25,2820.439301977196
2017-10-26,2847.5515922727363
2017-10-27,2888.539601363411
2017-10-30,2878.6518858701243
2017-10-31,2878.6280101409357
2017-11-01,2894.0234764606694
2017-11-02,2882.175349741949
2017-11-03,2898.3501956155005
2017-11-06,2909.738752962526
2017-11-07,2911.1892136018273
2017-11-08,2913.833545147594
2017-11-09,2893.0614184887236
2017-11-10,2880.5232346706803
2017-11-13,2872.5435533386676
2017-11-14,2845.02358228037
2017-11-15,2818.2938671151387
2017-11-16,2849.4810522557204
2017-11-17,2848.426695169373
2017-11-20,2860.966850026539
2017-11-21,2885.791288123447
