Date,EAFE IMI MOMENTUM
1998-12-31,1000.0
1999-01-01,1000.2727674447801
1999-01-04,1032.4923367579008
1999-01-05,1049.3532287082758
1999-01-06,1068.2011825606478
1999-01-07,1062.0324581623574
1999-01-08,1064.074795295054
1999-01-11,1054.4383747415777
1999-01-12,1037.4890058245114
1999-01-13,1000.6796553928023
1999-01-14,1012.3692331590271
1999-01-15,1030.8042643496865
1999-01-18,1057.2508558090913
1999-01-19,1057.0571940377304
1999-01-20,1069.5217581714014
1999-01-21,1059.7555480062997
1999-01-22,1033.5690896115739
1999-01-25,1037.112559068587
1999-01-26,1041.9931443310543
1999-01-27,1046.4353035075758
1999-01-28,1055.279330511573
1999-01-29,1062.9002858932781
1999-02-01,1079.9780501474752
1999-02-02,1071.185345963895
1999-02-03,1057.1824291307994
1999-02-04,1057.1028063002557
1999-02-05,1045.5832894793728
1999-02-08,1036.238519568417
1999-02-09,1015.3768872031543
1999-02-10,1007.4087855585333
1999-02-11,1026.053685690924
1999-02-12,1036.6838972656903
1999-02-15,1039.9339456865985
1999-02-16,1038.5527257745725
1999-02-17,1028.6973876660202
1999-02-18,1031.7785989230372
1999-02-19,1042.7108150525648
1999-02-22,1057.0099547933985
1999-02-23,1068.6810526066906
1999-02-24,1078.164299892767
1999-02-25,1063.0037135282632
1999-02-26,1060.1445785548433
1999-03-01,1049.9635167849767
1999-03-02,1049.7671463960053
1999-03-03,1040.7684257205733
1999-03-04,1043.5832371150045
1999-03-05,1065.2126746701374
1999-03-08,1061.596196650331
1999-03-09,1065.9701080884938
1999-03-10,1064.407817021538
1999-03-11,1071.5405505459482
1999-03-12,1072.7280402339384
1999-03-15,1071.4301934659852
1999-03-16,1074.8958695827268
1999-03-17,1062.7028747874422
1999-03-18,1054.7719451804464
1999-03-19,1070.8188056822241
1999-03-22,1067.4837880110151
1999-03-23,1051.5454703741532
1999-03-24,1039.5891082479998
1999-03-25,1053.9875809317975
1999-03-26,1050.8942365617381
1999-03-29,1063.8989333866296
1999-03-30,1060.322985011305
1999-03-31,1072.223785474564
1999-04-01,1079.6609672982095
1999-04-02,1080.054927701589
1999-04-05,1080.3222486072655
1999-04-06,1097.1176841183817
1999-04-07,1101.7034261023862
1999-04-08,1105.4087909955701
1999-04-09,1109.4012217991874
1999-04-12,1100.941974010238
1999-04-13,1111.908288171013
1999-04-14,1110.1964764192014
1999-04-15,1096.5115677153556
1999-04-16,1086.9530004366875
1999-04-19,1093.6338726837214
1999-04-20,1068.49009233426
1999-04-21,1074.020096468935
1999-04-22,1088.3014666682284
1999-04-23,1086.6867089922973
1999-04-26,1096.3316706419973
1999-04-27,1111.323118322112
1999-04-28,1108.8407593617055
1999-04-29,1100.6706143305967
1999-04-30,1104.6403199047666
1999-05-03,1107.9509006881942
1999-05-04,1101.1928039339755
1999-05-05,1086.1569794747154
1999-05-06,1084.2991228249812
1999-05-07,1075.9354823141693
1999-05-10,1080.6647889498959
1999-05-11,1085.255802511037
1999-05-12,1088.5541467151909
1999-05-13,1095.4949761119112
1999-05-14,1078.5259674588378
1999-05-17,1060.0976706113343
1999-05-18,1072.6474435858006
1999-05-19,1078.7364339031442
1999-05-20,1092.4780052275073
1999-05-21,1096.4192723229844
1999-05-24,1089.117262565631
1999-05-25,1080.4460749802968
1999-05-26,1083.3407092180364
1999-05-27,1075.8588336624377
1999-05-28,1078.0027422940732
1999-05-31,1083.0046733744427
1999-06-01,1092.2927900755412
1999-06-02,1098.4596683504171
1999-06-03,1102.8120468386294
1999-06-04,1109.189657951385
1999-06-07,1129.681555283691
1999-06-08,1132.804043052656
1999-06-09,1143.0575159458754
1999-06-10,1140.1788496706658
1999-06-11,1151.122643254814
1999-06-14,1142.8833062239373
1999-06-15,1139.9961900245623
1999-06-16,1155.6609598936611
1999-06-17,1172.116074529911
1999-06-18,1170.8709210149382
1999-06-21,1191.969876798812
1999-06-22,1198.3653256471548
1999-06-23,1190.8564186244362
1999-06-24,1180.6698964026439
1999-06-25,1178.2317906828666
1999-06-28,1185.3345382663845
1999-06-29,1195.4314729381117
1999-06-30,1196.0146765112895
1999-07-01,1232.4554597469498
1999-07-02,1247.6210148313821
1999-07-05,1265.449980330868
1999-07-06,1259.3578647481618
1999-07-07,1253.4209229651146
1999-07-08,1246.3699507220176
1999-07-09,1242.8986408134551
1999-07-12,1259.3737328466902
1999-07-13,1250.5397172852097
1999-07-14,1257.065921776162
1999-07-15,1276.4218151469245
1999-07-16,1271.2358400198384
1999-07-19,1283.160927466292
1999-07-20,1255.5254582406592
1999-07-21,1235.933180368851
1999-07-22,1223.3769632517356
1999-07-23,1210.9457539329426
1999-07-26,1199.3006847066194
1999-07-27,1201.291490945498
1999-07-28,1213.5080319448089
1999-07-29,1206.656219787169
1999-07-30,1220.5812619372798
1999-08-02,1225.1998829226525
1999-08-03,1227.5073630912234
1999-08-04,1206.7955315567385
1999-08-05,1170.6340386448721
1999-08-06,1168.4896160466797
1999-08-09,1179.7711738391145
1999-08-10,1162.4442779829621
1999-08-11,1167.904871665568
1999-08-12,1191.1313898756102
1999-08-13,1207.7668202977757
1999-08-16,1226.0086622787455
1999-08-17,1236.6911800576838
1999-08-18,1254.2813669323011
1999-08-19,1240.0221458395042
1999-08-20,1245.6859098853863
1999-08-23,1252.1269177491072
1999-08-24,1258.7058885398706
1999-08-25,1285.1769918381533
1999-08-26,1288.0474256329533
1999-08-27,1287.844980928498
1999-08-30,1298.481618035925
1999-08-31,1281.7608601283455
1999-09-01,1298.4341941207592
1999-09-02,1280.9925353897754
1999-09-03,1303.6499689733898
1999-09-06,1328.8217030389035
1999-09-07,1319.4650229000135
1999-09-08,1318.8289504626068
1999-09-09,1343.6952394059526
1999-09-10,1357.55417892195
1999-09-13,1389.3477756213672
1999-09-14,1377.2927708847094
1999-09-15,1382.297127710698
1999-09-16,1355.2412136595615
1999-09-17,1347.920961496395
1999-09-20,1364.5428386940769
1999-09-21,1366.4704189619051
1999-09-22,1342.1209819726985
1999-09-23,1359.8701259177126
1999-09-24,1319.6966684252407
1999-09-27,1316.297148086729
1999-09-28,1327.3244522224786
1999-09-29,1313.3254374127846
1999-09-30,1332.596690332403
1999-10-01,1341.8897443999194
1999-10-04,1346.4961455907248
1999-10-05,1355.3913732526212
1999-10-06,1361.4577565144493
1999-10-07,1377.8528436769134
1999-10-08,1395.8763033225925
1999-10-11,1404.2810736454628
1999-10-12,1399.8683699337007
1999-10-13,1368.2379034092369
1999-10-14,1360.61244262579
1999-10-15,1332.146296130143
1999-10-18,1299.5773756416577
