Date,IRELAND IMI GROWTH
1998-12-31,505.76891965105483
1999-01-01,505.7661732136045
1999-01-04,512.5862091678551
1999-01-05,524.6372155126468
1999-01-06,541.6720674301092
1999-01-07,533.970267562178
1999-01-08,533.1660353192326
1999-01-11,530.9060017808733
1999-01-12,521.4969439013876
1999-01-13,507.59475033464565
1999-01-14,509.99928686650514
1999-01-15,512.1081781527403
1999-01-18,519.0126158503053
1999-01-19,522.1487603509704
1999-01-20,531.6916035231059
1999-01-21,534.8617883406515
1999-01-22,528.1258196448184
1999-01-25,530.092961750579
1999-01-26,528.4500169939033
1999-01-27,527.0031235714382
1999-01-28,524.3037334745148
1999-01-29,525.2985587130416
1999-02-01,532.4789928030353
1999-02-02,546.4483396283819
1999-02-03,553.0057440559893
1999-02-04,541.8214325310773
1999-02-05,533.976553573512
1999-02-08,534.4027953582157
1999-02-09,529.3867652234987
1999-02-10,530.579079395024
1999-02-11,529.1435789475995
1999-02-12,536.5708178760326
1999-02-15,533.7315106550884
1999-02-16,540.1982014050617
1999-02-17,531.2843754168782
1999-02-18,524.1932477070519
1999-02-19,530.6167558400398
1999-02-22,531.4904313918983
1999-02-23,537.0435896571466
1999-02-24,539.6534428745284
1999-02-25,538.5025532697263
1999-02-26,545.290008710413
1999-03-01,542.5878460410304
1999-03-02,538.2902292813126
1999-03-03,542.0404944177301
1999-03-04,544.6468011424092
1999-03-05,552.3442887748754
1999-03-08,561.9588173929191
1999-03-09,552.7758629316028
1999-03-10,551.0385860556329
1999-03-11,556.5273849697412
1999-03-12,553.0582064828814
1999-03-15,545.6790871885217
1999-03-16,540.2497403057266
1999-03-17,535.5019982398954
1999-03-18,537.4924944571114
1999-03-19,542.9634072553062
1999-03-22,545.2713642352066
1999-03-23,543.9445341007035
1999-03-24,532.2541774720808
1999-03-25,535.9017879994685
1999-03-26,529.3386875838823
1999-03-29,533.8390219825524
1999-03-30,537.8276306522877
1999-03-31,535.4795713950602
1999-04-01,538.8991664094883
1999-04-02,539.1446745064969
1999-04-05,542.9328009347166
1999-04-06,547.3770963959388
1999-04-07,546.8785236641301
1999-04-08,547.1286321633007
1999-04-09,545.6860605438925
1999-04-12,541.7039363317425
1999-04-13,544.8522311471925
1999-04-14,538.4327870130504
1999-04-15,531.7117948676197
1999-04-16,524.0298001375909
1999-04-19,521.1203773639595
1999-04-20,519.2547932158942
1999-04-21,528.0700388163782
1999-04-22,534.8066644966876
1999-04-23,523.545928481392
1999-04-26,520.6347145985719
1999-04-27,526.3696903895523
1999-04-28,526.3772646108221
1999-04-29,515.2858965826731
1999-04-30,515.3888067434352
1999-05-03,517.2578743339883
1999-05-04,520.1190326950934
1999-05-05,520.1930722854372
1999-05-06,514.7164742759123
1999-05-07,512.2155039915698
1999-05-10,506.80964348239644
1999-05-11,509.59541045535786
1999-05-12,515.6980959188445
1999-05-13,510.5366500123132
1999-05-14,503.3285604052988
1999-05-17,502.393750973934
1999-05-18,498.233252862326
1999-05-19,500.25158195058356
1999-05-20,503.2559392376596
1999-05-21,499.9438601135896
1999-05-24,496.58382277726304
1999-05-25,481.2670206442859
1999-05-26,482.9214358592782
1999-05-27,480.752010531835
1999-05-28,473.59658475965875
1999-05-31,474.7884172531332
1999-06-01,469.72086421699925
1999-06-02,478.19774023992176
1999-06-03,477.9441882670287
1999-06-04,486.62472177780444
1999-06-07,489.7775356541265
1999-06-08,496.04275665998637
1999-06-09,494.317370428774
1999-06-10,489.98597815244653
1999-06-11,491.4775301256733
1999-06-14,486.099697137494
1999-06-15,479.83183493004435
1999-06-16,480.13518798464764
1999-06-17,485.49873712326246
1999-06-18,494.9459892710851
1999-06-21,501.65717081338414
1999-06-22,512.4576285637227
1999-06-23,512.9420253526705
1999-06-24,497.7144862712139
1999-06-25,487.40468023767517
1999-06-28,480.76484005342525
1999-06-29,481.7334944785864
1999-06-30,481.75021800415846
1999-07-01,499.1344092654276
1999-07-02,501.5870507088562
1999-07-05,510.8917297538443
1999-07-06,510.46984199875357
1999-07-07,508.05559045376845
1999-07-08,513.4192739013482
1999-07-09,520.124294990745
1999-07-12,518.0750433345087
1999-07-13,514.9697240214846
1999-07-14,519.5274873393549
1999-07-15,516.6640796878058
1999-07-16,517.5738094015337
1999-07-19,517.4848973843272
1999-07-20,506.5646192015891
1999-07-21,501.950697898655
1999-07-22,501.3816759790752
1999-07-23,494.0670916525498
1999-07-26,479.7249714549001
1999-07-27,486.82994274883066
1999-07-28,486.86449135513544
1999-07-29,484.3920657799282
1999-07-30,488.9038199379027
1999-08-02,490.63315285219426
1999-08-03,487.3263758295427
1999-08-04,480.0051914363867
1999-08-05,472.2794753146097
1999-08-06,473.93796302437875
1999-08-09,475.8965174122452
1999-08-10,470.3516908022507
1999-08-11,469.35749642965385
1999-08-12,485.6442831546262
1999-08-13,485.1249429208777
1999-08-16,484.9753434836673
