Date,FRANCE IMI GROWTH
1998-12-31,639.7693456085985
1999-01-01,641.1721534417613
1999-01-04,664.2011281579121
1999-01-05,673.1843074474829
1999-01-06,681.5720667905164
1999-01-07,676.1708034731715
1999-01-08,677.9379848157868
1999-01-11,675.8174792763551
1999-01-12,661.9459422785941
1999-01-13,642.3974175929515
1999-01-14,645.5266093622371
1999-01-15,658.0377241027016
1999-01-18,668.7334091026852
1999-01-19,662.1430018603513
1999-01-20,662.7571492715546
1999-01-21,660.6567884883484
1999-01-22,642.6030143680049
1999-01-25,646.5356900051268
1999-01-26,649.8712713263658
1999-01-27,655.649592877812
1999-01-28,669.7034340790855
1999-01-29,672.9051495450757
1999-02-01,675.2657132299669
1999-02-02,674.6573363329026
1999-02-03,668.7032471838053
1999-02-04,664.956428164118
1999-02-05,659.2068180148867
1999-02-08,663.3730491000939
1999-02-09,650.4688954945397
1999-02-10,642.9826774461931
1999-02-11,647.2348075301081
1999-02-12,648.5998182880969
1999-02-15,646.5750625613136
1999-02-16,647.6522622936329
1999-02-17,639.3061874308082
1999-02-18,645.2710560074315
1999-02-19,656.6479695371329
1999-02-22,664.10849049185
1999-02-23,669.4009332990895
1999-02-24,670.9085902291406
1999-02-25,662.8610672867171
1999-02-26,647.8843975195001
1999-03-01,640.4070378220405
1999-03-02,646.2035965997766
1999-03-03,639.9235690941412
1999-03-04,646.1448160832513
1999-03-05,659.3385724346326
1999-03-08,660.022855794241
1999-03-09,660.0175805178774
1999-03-10,658.6277123024303
1999-03-11,663.5317754718227
1999-03-12,663.9877394597705
1999-03-15,662.6733397126872
1999-03-16,660.3418344064071
1999-03-17,657.6133301261688
1999-03-18,655.4415641941523
1999-03-19,664.475091274524
1999-03-22,661.8617643738454
1999-03-23,646.856252834301
1999-03-24,645.5402062225188
1999-03-25,657.4893384521044
1999-03-26,657.3183344960186
1999-03-29,663.4386179479447
1999-03-30,662.0690694757986
1999-03-31,672.4854754307581
1999-04-01,675.7091356628774
1999-04-02,675.7091330084752
1999-04-05,675.7091277644994
1999-04-06,683.3431100744676
1999-04-07,686.3730864614806
1999-04-08,691.1761136238604
1999-04-09,696.8446580903743
1999-04-12,693.6266635415986
1999-04-13,696.3650218956913
1999-04-14,694.7789386020132
1999-04-15,686.5491862524235
1999-04-16,672.9719506999884
1999-04-19,690.5843958758339
1999-04-20,675.7157621610556
1999-04-21,682.3967350240567
1999-04-22,687.0079214289102
1999-04-23,681.7558018868259
1999-04-26,683.8972307544684
1999-04-27,698.858403278782
1999-04-28,699.5478147518336
1999-04-29,698.8342103459063
