Date,CANADA IMI GROWTH
1998-12-31,330.71213717549654
1999-01-01,330.71213717549654
1999-01-04,333.180527094251
1999-01-05,343.30103930156884
1999-01-06,355.37450718758305
1999-01-07,355.8832876310401
1999-01-08,359.96966917417626
1999-01-11,360.62580781646693
1999-01-12,354.7916533308944
1999-01-13,343.77106874059615
1999-01-14,343.0161600925173
1999-01-15,357.0988837189841
1999-01-18,360.9223285093973
1999-01-19,358.7896137102809
1999-01-20,356.5984539831794
1999-01-21,356.18673139212177
1999-01-22,353.5485191548338
1999-01-25,357.3480630982831
1999-01-26,358.9815210533086
1999-01-27,361.7961080691079
1999-01-28,364.5316829135739
1999-01-29,372.771541520965
1999-02-01,375.15874851663017
1999-02-02,368.5424722674671
1999-02-03,371.2356806838415
1999-02-04,373.2149483512159
1999-02-05,370.2715686508639
1999-02-08,370.9345241872658
1999-02-09,358.5522801798219
1999-02-10,356.54753659537386
1999-02-11,363.99347813779457
1999-02-12,358.9812881173105
1999-02-15,362.43378375204844
1999-02-16,358.5857279091679
1999-02-17,354.7438702364801
1999-02-18,360.4835613058568
1999-02-19,366.6952599626985
1999-02-22,374.8247883069305
1999-02-23,373.708877156323
1999-02-24,368.80403485456765
1999-02-25,362.9581530048421
1999-02-26,364.2827155009601
1999-03-01,363.3504744288816
1999-03-02,359.56922049607067
1999-03-03,353.85422912706184
1999-03-04,362.01699466555937
1999-03-05,372.031381100783
1999-03-08,377.93888091214814
1999-03-09,377.08312759449933
1999-03-10,380.11157942526944
1999-03-11,383.4012142499311
1999-03-12,378.7019819630234
1999-03-15,379.823329575065
1999-03-16,382.18549230563775
1999-03-17,378.6329197742357
1999-03-18,379.57449490762036
1999-03-19,382.2244043276332
1999-03-22,384.0483764179396
1999-03-23,377.3410544382984
1999-03-24,381.1746615739023
1999-03-25,385.88181581469985
1999-03-26,393.14376985261674
1999-03-29,396.2631517794307
1999-03-30,390.1938975004001
1999-03-31,391.20570106160847
1999-04-01,394.7063080008551
1999-04-02,397.38051964249536
1999-04-05,407.62597336056746
1999-04-06,405.07042182705146
1999-04-07,403.808155758572
1999-04-08,412.3719127706906
1999-04-09,410.10902409300763
