Date,HONG KONG IMI GROWTH
1998-12-31,492.55649535135456
1999-01-01,492.5700876284584
1999-01-04,479.7078931304712
1999-01-05,482.9968962365773
1999-01-06,503.3340075958581
1999-01-07,526.6341918430932
1999-01-08,530.0915855067935
1999-01-11,524.4744605332681
1999-01-12,529.6213408247206
1999-01-13,501.4093074629996
1999-01-14,492.0298618437583
1999-01-15,500.4481112180822
1999-01-18,512.080963221458
1999-01-19,507.2703862874594
1999-01-20,508.8807851482825
1999-01-21,495.6550480757035
1999-01-22,476.4909618321668
1999-01-25,466.9060798984592
1999-01-26,469.2661523656684
1999-01-27,482.03119400800836
1999-01-28,469.4883552844243
1999-01-29,478.34021390511714
1999-02-01,484.6492884631306
1999-02-02,478.12918459675194
1999-02-03,468.8917572118813
1999-02-04,471.20066098056753
1999-02-05,458.1436326103229
1999-02-08,454.33443122969913
1999-02-09,455.35775278503246
1999-02-10,444.13142001854857
1999-02-11,449.82354439407186
1999-02-12,464.8760804584125
1999-02-15,466.22524987948697
1999-02-16,468.61163407215946
1999-02-17,466.4487703668647
1999-02-18,466.8818872986066
1999-02-19,459.4899516035949
1999-02-22,463.53869202236854
1999-02-23,469.9931986419893
1999-02-24,484.46686991024427
1999-02-25,478.94173169205146
1999-02-26,493.7558908987244
1999-03-01,508.32113182811884
1999-03-02,502.2100744272668
1999-03-03,502.6462766816193
1999-03-04,505.4674802257749
1999-03-05,515.3281010076146
1999-03-08,515.5543065619602
1999-03-09,530.5047140062493
1999-03-10,535.722782696136
1999-03-11,538.2922317110614
1999-03-12,542.8388123459158
1999-03-15,549.0852640646771
1999-03-16,555.45586377463
1999-03-17,550.7322649995521
1999-03-18,537.6605285093223
1999-03-19,559.6889778810787
1999-03-22,561.5062839798792
1999-03-23,562.9437631109593
1999-03-24,544.7550535299553
1999-03-25,549.5087277725472
1999-03-26,547.5087835521786
1999-03-29,543.6270117583076
1999-03-30,558.6608842112505
1999-03-31,557.5823394352261
1999-04-01,564.9642536513741
1999-04-02,566.1810024090287
1999-04-05,569.6360903414745
1999-04-06,567.5635534038959
1999-04-07,589.5205675371831
1999-04-08,585.3374392298933
1999-04-09,602.8129820728651
1999-04-12,592.5108120551656
