Date,AUSTRALIA IMI GROWTH
1998-12-31,341.7913715979584
1999-01-01,341.7913715979584
1999-01-04,348.65624644269695
1999-01-05,345.83046188495786
1999-01-06,356.17012728267565
1999-01-07,364.2750252900164
1999-01-08,363.3991967911513
1999-01-11,367.2796523685242
1999-01-12,364.4775310039566
1999-01-13,350.1388108472546
1999-01-14,350.43165743023366
1999-01-15,355.5318471811447
1999-01-18,361.11530243865855
1999-01-19,367.8213830784485
1999-01-20,372.2214706253788
1999-01-21,372.06018267695106
1999-01-22,368.9474375719104
1999-01-25,368.50248423521344
1999-01-26,367.32050744123023
1999-01-27,373.56863331808944
1999-01-28,378.7804450831625
1999-01-29,386.25022466344956
1999-02-01,403.6066697217793
1999-02-02,399.90848943320015
1999-02-03,400.3481816001433
1999-02-04,408.92697078204435
1999-02-05,408.6168886194102
1999-02-08,406.93741351951303
1999-02-09,399.2344566255076
1999-02-10,391.14558724516587
1999-02-11,396.6660848669529
1999-02-12,399.6455132188859
1999-02-15,396.61540571651585
1999-02-16,390.452683360865
1999-02-17,393.3910722579149
1999-02-18,393.3967122373392
1999-02-19,406.74424510002524
1999-02-22,410.2563891753138
1999-02-23,408.960828551305
1999-02-24,407.3333101650561
1999-02-25,394.65623212365847
1999-02-26,388.2266506775675
1999-03-01,396.80922835352436
1999-03-02,396.7432878952621
1999-03-03,399.3545908964691
1999-03-04,401.22408524859395
1999-03-05,407.2046680500268
1999-03-08,411.56252628077414
1999-03-09,413.9214081052613
1999-03-10,412.45996994730166
1999-03-11,417.14793386859293
1999-03-12,414.96869735426145
1999-03-15,416.0408449354226
1999-03-16,413.68618821104457
1999-03-17,406.3416612354307
1999-03-18,407.34011817419685
1999-03-19,409.07263449447174
1999-03-22,410.5113152942234
1999-03-23,413.2868840607967
1999-03-24,410.1423186696503
1999-03-25,412.2020090005294
1999-03-26,416.69844921787154
1999-03-29,414.90585028847323
1999-03-30,412.220061455594
1999-03-31,410.0341563502626
1999-04-01,415.1595365727162
1999-04-02,413.99444412697255
1999-04-05,415.4727601381844
1999-04-06,421.6957385978554
1999-04-07,421.7170072495331
1999-04-08,421.6799540961544
1999-04-09,426.69729700310296
1999-04-12,422.41755504727547
1999-04-13,432.6965270239698
1999-04-14,431.82969297166443
1999-04-15,432.0648969370303
1999-04-16,432.95726464519936
1999-04-19,439.1466465332943
1999-04-20,436.89896437645405
1999-04-21,433.593844485207
1999-04-22,442.01727828513896
1999-04-23,444.9281484575087
1999-04-26,444.70304302353253
1999-04-27,448.3205921806965
1999-04-28,451.1357632984094
1999-04-29,447.96030516405796
1999-04-30,449.16537506703037
1999-05-03,445.76855104846106
1999-05-04,440.38205505840176
1999-05-05,430.5375576078845
1999-05-06,430.83733605335124
1999-05-07,422.0741576523669
1999-05-10,428.4632869987358
1999-05-11,432.61328347115375
1999-05-12,439.838342961272
1999-05-13,443.1639173886152
1999-05-14,442.7040953244579
1999-05-17,432.43953541773305
1999-05-18,436.5059223198168
1999-05-19,427.9297120265507
1999-05-20,426.83489750762214
1999-05-21,427.819521611605
1999-05-24,427.28488512722834
1999-05-25,420.0977516795661
1999-05-26,423.4903675876798
1999-05-27,426.5868356841778
1999-05-28,424.44582974781207
1999-05-31,424.3576696588023
1999-06-01,422.9515882193688
1999-06-02,427.0526952552964
1999-06-03,433.70944261023214
1999-06-04,438.3766495600381
1999-06-07,443.66552307054974
1999-06-08,445.9920863771777
1999-06-09,450.94274597959196
1999-06-10,449.4282442684798
1999-06-11,445.5106032673737
1999-06-14,446.9401328228202
1999-06-15,443.3028561119633
1999-06-16,446.5756582515396
1999-06-17,452.3769655684106
1999-06-18,448.948691807997
1999-06-21,450.43956804856447
1999-06-22,457.22476586911864
1999-06-23,459.9021105000929
1999-06-24,455.42187933077093
1999-06-25,454.70361628001575
1999-06-28,459.02998478748634
1999-06-29,461.5478167105023
1999-06-30,464.9774546312846
1999-07-01,474.46256851959976
1999-07-02,483.1170086132918
1999-07-05,487.45256002135966
1999-07-06,489.16979036393593
1999-07-07,486.9216769058388
1999-07-08,492.2952136629171
1999-07-09,483.1269362504298
1999-07-12,482.78722634263795
1999-07-13,482.24897642453146
1999-07-14,479.3572914292124
1999-07-15,480.4978426697604
1999-07-16,477.65985992026305
1999-07-19,479.3695912787407
1999-07-20,475.32847010055144
1999-07-21,464.951223228884
1999-07-22,462.3261859088415
1999-07-23,463.3863620617097
1999-07-26,449.1091827780761
1999-07-27,445.9501271088134
1999-07-28,448.18298514640827
1999-07-29,448.7882923094226
1999-07-30,446.7969658950446
1999-08-02,440.637874314784
1999-08-03,446.4191394450485
1999-08-04,440.58774776227864
1999-08-05,437.3428214848204
1999-08-06,435.6424505812273
1999-08-09,433.0075859187479
1999-08-10,426.3635790177374
1999-08-11,423.43850406118355
1999-08-12,425.01931254849825
1999-08-13,429.8894561435231
1999-08-16,437.397709705056
1999-08-17,435.1002094818949
1999-08-18,440.31105405953326
1999-08-19,431.72193719784383
1999-08-20,430.4603895741402
1999-08-23,439.78641869742177
1999-08-24,441.6305243390459
1999-08-25,437.3904795255011
1999-08-26,438.2556503513221
1999-08-27,435.9696869593881
1999-08-30,431.2855041003209
1999-08-31,424.8244099477671
1999-09-01,432.631424131495
1999-09-02,430.08680212246
1999-09-03,431.4087693704643
1999-09-06,436.36158388265267
1999-09-07,441.36951010610034
1999-09-08,443.5068278100508
1999-09-09,449.2478422921068
1999-09-10,451.50636977220887
1999-09-13,455.4856628345263
1999-09-14,451.16368978282793
1999-09-15,444.96263703044826
1999-09-16,438.0162553459599
1999-09-17,441.23551012879574
1999-09-20,437.25914163812325
1999-09-21,437.1501425904765
1999-09-22,436.0722075100524
1999-09-23,441.3159243754245
