Date,UNITED KINGDOM IMI GROWTH
1998-12-31,842.8996364427078
1999-01-01,842.8910312479245
1999-01-04,845.3830879362604
1999-01-05,862.5035016135664
1999-01-06,891.7777748036779
1999-01-07,887.436523327349
1999-01-08,900.8952065941246
1999-01-11,894.8152617730644
1999-01-12,877.6394830777331
1999-01-13,851.597443339256
1999-01-14,851.3522828712067
1999-01-15,868.8862006252035
1999-01-18,898.9545396608211
1999-01-19,889.421025975614
1999-01-20,897.9434993800676
1999-01-21,889.8836485819853
1999-01-22,868.4870535543079
1999-01-25,876.5049921854607
1999-01-26,880.6275044012913
1999-01-27,884.3384293748045
1999-01-28,890.0200615836492
1999-01-29,894.0149210874355
1999-02-01,914.1268636916828
1999-02-02,907.3234011659456
1999-02-03,889.7404517073193
1999-02-04,892.3757649625406
1999-02-05,875.0291857444807
1999-02-08,869.4502558178131
1999-02-09,863.7165064460235
1999-02-10,857.3514807365236
1999-02-11,876.2861332813077
1999-02-12,889.0145949129907
1999-02-15,899.9200016016333
1999-02-16,919.445834443562
1999-02-17,911.8893015439703
1999-02-18,914.7910112123675
1999-02-19,918.5139893380065
1999-02-22,932.6117017973431
1999-02-23,941.9596807011403
1999-02-24,956.2248582265055
1999-02-25,932.8579253716919
1999-02-26,926.5275049708471
1999-03-01,920.1509305915405
1999-03-02,924.2817965433456
1999-03-03,920.8208833391789
1999-03-04,928.1088353943065
1999-03-05,937.0788363102137
1999-03-08,940.4705059733348
1999-03-09,952.5850668634488
1999-03-10,954.6564197005025
1999-03-11,970.8092661040508
1999-03-12,957.187667840194
1999-03-15,940.8751745765713
1999-03-16,946.2514487465286
1999-03-17,928.3975660686275
1999-03-18,923.8909824014196
1999-03-19,935.2907203332481
1999-03-22,934.6936030637979
1999-03-23,921.4300509428211
1999-03-24,918.0908446355061
1999-03-25,923.825452991967
1999-03-26,937.8672548907319
1999-03-29,957.3082473559997
1999-03-30,957.0134307565842
1999-03-31,963.8587886484626
1999-04-01,969.8424129054606
1999-04-02,971.3280799713361
1999-04-05,975.6226338079158
1999-04-06,980.8108744279411
1999-04-07,985.1095531103447
1999-04-08,980.9550484987302
1999-04-09,980.6891492672455
1999-04-12,980.5770766213561
1999-04-13,997.8677759244283
1999-04-14,991.5217811855025
1999-04-15,974.864589435595
1999-04-16,958.860249970169
1999-04-19,974.7869443574272
1999-04-20,947.9904520164633
1999-04-21,950.988194929964
1999-04-22,971.573296088049
1999-04-23,970.0852116412476
1999-04-26,979.9152015444942
1999-04-27,988.1105632609853
1999-04-28,984.1492887599122
1999-04-29,964.0669012278182
1999-04-30,968.070458273651
1999-05-03,969.1697575875173
1999-05-04,966.999539291177
1999-05-05,947.2071517698236
1999-05-06,943.7569730825498
1999-05-07,932.3711631231231
1999-05-10,934.6033564458456
1999-05-11,939.3074814922837
1999-05-12,939.5699897960903
1999-05-13,961.2150454814167
1999-05-14,936.9864820564186
1999-05-17,916.4458718614111
1999-05-18,924.7028385977294
1999-05-19,931.342182525006
1999-05-20,947.6849275118525
1999-05-21,943.1346973624967
1999-05-24,927.7611087178461
1999-05-25,921.3964080078825
1999-05-26,924.3398603277981
1999-05-27,922.9593365750733
1999-05-28,931.2089331300879
1999-05-31,934.2000512103233
1999-06-01,935.5176492852418
1999-06-02,952.3591986640446
1999-06-03,955.4085338561756
1999-06-04,960.1542733617142
1999-06-07,969.1369956584189
1999-06-08,965.6584994259599
1999-06-09,967.5463673033522
1999-06-10,954.231376110443
1999-06-11,964.4846013322633
1999-06-14,968.4602693206266
1999-06-15,960.9472654833949
1999-06-16,974.083108613981
1999-06-17,976.6265925009637
1999-06-18,975.1956464797055
1999-06-21,986.0766298430639
1999-06-22,988.317450348153
1999-06-23,970.7087314662251
1999-06-24,958.2383070948867
1999-06-25,955.1797386176379
1999-06-28,956.2766952019762
1999-06-29,945.9326766515445
1999-06-30,947.5721417980322
1999-07-01,974.9401300517782
1999-07-02,977.2609168808236
1999-07-05,989.742292982475
1999-07-06,986.5987191365718
1999-07-07,984.1137061905171
1999-07-08,979.0178173508697
1999-07-09,974.9588744869563
1999-07-12,981.4445260899436
1999-07-13,967.9230399614164
1999-07-14,972.7864087235613
1999-07-15,986.6367669936164
1999-07-16,990.2902500151265
1999-07-19,983.2950025217773
1999-07-20,955.2973940534969
1999-07-21,941.0431301942274
1999-07-22,943.3791953482103
1999-07-23,928.7485833007725
1999-07-26,913.45663357552
1999-07-27,929.0880744470873
1999-07-28,938.8173371300878
1999-07-29,914.9748556602383
1999-07-30,933.6678942772569
1999-08-02,942.328908567628
1999-08-03,939.593747269338
1999-08-04,929.3010209120554
1999-08-05,899.761090089075
1999-08-06,900.828207708083
1999-08-09,901.4070910812397
1999-08-10,879.5983454543389
1999-08-11,889.8984054410729
1999-08-12,907.9508441431718
1999-08-13,928.1393801917919
1999-08-16,929.4208848745046
1999-08-17,925.2129142333379
1999-08-18,929.3968598748266
1999-08-19,920.5150214978391
1999-08-20,926.4134876500954
1999-08-23,949.133274495524
1999-08-24,948.5888171028604
1999-08-25,958.9546888948073
1999-08-26,967.3800555549053
1999-08-27,964.9638191547244
1999-08-30,965.3975108274667
1999-08-31,946.0698904723565
1999-09-01,945.0382989732295
1999-09-02,929.9276955072021
1999-09-03,957.0327463595112
1999-09-06,970.822440931283
1999-09-07,959.8123877361505
1999-09-08,957.4173500218003
1999-09-09,964.0488005113247
1999-09-10,957.3014818564707
1999-09-13,957.9386830673262
1999-09-14,945.8467785661234
1999-09-15,948.6218637713682
1999-09-16,946.0147340823487
1999-09-17,947.7236264265441
1999-09-20,955.3013408518426
1999-09-21,945.6815150071353
1999-09-22,940.4503402324451
1999-09-23,955.8694703015318
1999-09-24,941.3857869168423
1999-09-27,962.9165325890681
1999-09-28,953.2974385322397
1999-09-29,941.6780383267002
1999-09-30,938.5499799959969
1999-10-01,926.7531340981052
1999-10-04,937.5607928411416
1999-10-05,948.001645165392
1999-10-06,953.2980526424848
1999-10-07,972.6281826768468
1999-10-08,992.4751790311327
1999-10-11,1005.6473423643985
1999-10-12,991.8252880184001
1999-10-13,971.5084716065124
1999-10-14,961.9897778859784
