Date,NEW ZEALAND IMI GROWTH
1998-12-31,263.497453796077
1999-01-01,263.497453796077
1999-01-04,263.52638628880266
1999-01-05,271.85478372113965
1999-01-06,275.90960660078434
1999-01-07,283.88116176249355
1999-01-08,284.9544536986121
1999-01-11,290.83081312133976
1999-01-12,287.8179002566266
1999-01-13,277.710813203857
1999-01-14,277.8438689149396
1999-01-15,280.99554726216155
1999-01-18,283.9192954898242
1999-01-19,288.6311764564429
1999-01-20,295.03039952236855
1999-01-21,296.6577853154698
1999-01-22,290.8525294976848
1999-01-25,287.7294232702954
1999-01-26,288.9703857229229
1999-01-27,289.44839255775577
1999-01-28,289.72941598517366
1999-01-29,297.054190949169
1999-02-01,305.1302814564658
1999-02-02,306.02412239011085
1999-02-03,310.98326700228307
1999-02-04,313.6403544370568
1999-02-05,313.0331417933443
1999-02-08,314.2077162078635
1999-02-09,308.0136424098604
1999-02-10,296.6143303559138
1999-02-11,301.92794581383504
1999-02-12,306.4705859360144
1999-02-15,302.0418096156313
1999-02-16,299.16137399653894
1999-02-17,302.4950440275742
1999-02-18,303.69834679739364
1999-02-19,318.2252472647882
1999-02-22,321.5656340462558
1999-02-23,316.53845675572455
1999-02-24,311.1000942624086
1999-02-25,303.61363203797254
1999-02-26,306.73302827065305
1999-03-01,303.8123509993291
1999-03-02,305.4655017120633
1999-03-03,306.6660828614947
1999-03-04,309.1036058829532
1999-03-05,311.4437372653254
1999-03-08,311.23456050843663
1999-03-09,309.1702112630766
1999-03-10,306.83567339252625
1999-03-11,307.3070162843216
1999-03-12,307.77069889996784
1999-03-15,308.5066172957542
1999-03-16,307.7579267930846
1999-03-17,302.5887321821434
1999-03-18,303.1708906172896
1999-03-19,306.4742604288611
1999-03-22,307.9832983656081
1999-03-23,310.22709900884735
1999-03-24,306.22788371846866
1999-03-25,307.34354137841353
1999-03-26,310.55879534476736
1999-03-29,309.2864318411705
1999-03-30,308.3845505016315
1999-03-31,312.7418990223392
1999-04-01,315.6140101320244
1999-04-02,314.5192709857781
1999-04-05,315.90717194798583
1999-04-06,309.76110442606245
1999-04-07,305.6506990208413
1999-04-08,306.5501279900785
1999-04-09,319.03100083682517
1999-04-12,316.94610083984367
1999-04-13,317.7863911598211
1999-04-14,318.0012643060307
1999-04-15,321.23326573902665
1999-04-16,331.9119459568885
1999-04-19,337.01002497878403
1999-04-20,332.3816681085571
1999-04-21,331.3504704036541
1999-04-22,336.71648521192293
1999-04-23,334.5011947436938
1999-04-26,335.93224506038763
1999-04-27,340.8217198189538
1999-04-28,343.25391401822753
