Date,NORWAY IMI GROWTH
1998-12-31,449.4123898172742
1999-01-01,449.4123898172742
1999-01-04,479.09995712687396
1999-01-05,487.07782459372794
1999-01-06,500.82987285794815
1999-01-07,500.7181784586829
1999-01-08,521.4253566146639
1999-01-11,522.0098222628501
1999-01-12,513.1452350471601
1999-01-13,481.3654539595261
1999-01-14,490.56959979714117
1999-01-15,498.80471050274167
1999-01-18,506.37274116899346
1999-01-19,510.46838100201677
1999-01-20,515.4593771147004
1999-01-21,508.6595028163951
1999-01-22,501.5271736851145
1999-01-25,506.55251038910615
1999-01-26,503.5214313884023
1999-01-27,512.1988409393399
1999-01-28,520.7025247833162
1999-01-29,524.2147481907274
1999-02-01,528.3777775033176
1999-02-02,515.2651156411082
1999-02-03,511.0321189518311
1999-02-04,514.2850032149597
1999-02-05,512.1504008447899
1999-02-08,514.6525476962105
1999-02-09,507.8337572082591
1999-02-10,506.615043688517
1999-02-11,508.3496507407309
1999-02-12,513.109473961316
1999-02-15,511.0084986059541
1999-02-16,508.134490133476
1999-02-17,492.6630738801548
1999-02-18,493.6144955913548
1999-02-19,497.4359956244211
1999-02-22,503.67172519381774
1999-02-23,508.4460154508026
1999-02-24,506.8197764972137
1999-02-25,501.7528018407609
1999-02-26,503.24063707883386
1999-03-01,504.0598519263706
1999-03-02,499.07750293934134
1999-03-03,504.4226144148612
1999-03-04,509.98510098352
1999-03-05,525.0950859371093
1999-03-08,520.5228019583058
1999-03-09,516.4279669646248
1999-03-10,515.9769874419497
1999-03-11,523.0216559901812
1999-03-12,527.6836483023143
1999-03-15,521.8464145871396
1999-03-16,520.7725650617159
1999-03-17,522.9786681757241
1999-03-18,527.6786691014415
1999-03-19,531.1303198195911
1999-03-22,526.027536545747
1999-03-23,525.4918338269096
1999-03-24,520.9833961255608
1999-03-25,528.3739835976953
1999-03-26,528.2828501502668
1999-03-29,535.2357526145399
1999-03-30,535.874017907028
1999-03-31,534.8244746716865
1999-04-01,534.9055394837078
1999-04-02,534.9517218805507
1999-04-05,534.8548823977586
1999-04-06,537.1034230493195
1999-04-07,539.6726609260677
1999-04-08,538.3080601814504
1999-04-09,544.9293500168279
1999-04-12,545.5890227521337
1999-04-13,547.8908906483357
1999-04-14,550.4983057106572
1999-04-15,551.0547961342206
1999-04-16,552.8760867953864
1999-04-19,565.718704311495
1999-04-20,557.2671837762194
1999-04-21,557.320087215159
1999-04-22,567.4496309338596
1999-04-23,567.6245070621299
1999-04-26,567.0994914464452
1999-04-27,565.1403549196423
1999-04-28,561.2639520318484
1999-04-29,564.3964601996881
1999-04-30,567.8019906289861
1999-05-03,570.4448984214195
1999-05-04,576.2676282985354
1999-05-05,576.2452806727433
1999-05-06,570.7341499466544
1999-05-07,567.7080596841274
1999-05-10,575.60887695092
1999-05-11,576.2638296174716
1999-05-12,569.3668452391448
1999-05-13,569.517081904385
1999-05-14,562.4736968446047
1999-05-17,563.2499557480838
1999-05-18,564.6983095521714
1999-05-19,563.2249287496321
1999-05-20,572.3936731978902
1999-05-21,573.2411317002305
1999-05-24,571.3024548545021
1999-05-25,569.8217891956973
1999-05-26,571.7705975748537
1999-05-27,569.6023550527099
1999-05-28,575.9832169079265
1999-05-31,581.3524973131592
1999-06-01,585.7531929046355
1999-06-02,581.4962992824129
1999-06-03,580.8289491817045
1999-06-04,584.079627944951
1999-06-07,590.8661269172553
1999-06-08,592.2348775045223
1999-06-09,594.1614619276974
1999-06-10,595.0403699211822
1999-06-11,595.3969897496473
1999-06-14,596.6448773802309
1999-06-15,597.080369644172
1999-06-16,600.5221266530787
1999-06-17,597.7624110828995
1999-06-18,593.0711449180185
1999-06-21,596.4057757994794
1999-06-22,602.3641926025406
1999-06-23,600.5072671455855
1999-06-24,595.3913970750181
1999-06-25,586.6712146923948
1999-06-28,592.8519471206647
1999-06-29,607.90771369113
1999-06-30,605.6246311638504
1999-07-01,611.9943171481152
1999-07-02,613.085292118488
1999-07-05,619.9532591731632
1999-07-06,618.7239153128678
1999-07-07,615.8713518246695
1999-07-08,617.3394055506093
1999-07-09,618.265002228103
1999-07-12,613.992985095774
1999-07-13,609.8732219611759
1999-07-14,613.498680475712
1999-07-15,623.4252747733718
1999-07-16,625.6310601171525
1999-07-19,622.4138964813186
1999-07-20,608.9825993243081
1999-07-21,596.0919247238579
1999-07-22,598.0535752150272
1999-07-23,600.6988624537424
1999-07-26,589.0210094076434
1999-07-27,593.6212437510712
1999-07-28,592.0669216452828
1999-07-29,582.4723276124654
1999-07-30,587.7516748130282
1999-08-02,590.9245208090674
1999-08-03,593.1613851254615
1999-08-04,591.181943376955
1999-08-05,580.0140695537762
1999-08-06,582.1538941976098
1999-08-09,590.2401290686614
1999-08-10,583.6879588969817
1999-08-11,585.2110286138579
1999-08-12,584.5971886460732
1999-08-13,584.9126449000663
1999-08-16,588.48465484489
1999-08-17,593.5749413480085
1999-08-18,586.5343491161182
1999-08-19,585.8688077564632
1999-08-20,587.5694054808606
1999-08-23,597.666557165422
1999-08-24,596.8732445071719
1999-08-25,593.6789945784418
1999-08-26,592.0841194537253
1999-08-27,594.1618842842486
1999-08-30,598.9705090864571
1999-08-31,593.789608907926
1999-09-01,598.4604513954376
1999-09-02,586.2430166748552
1999-09-03,592.1292228921853
1999-09-06,595.6733485027656
1999-09-07,596.392740173282
1999-09-08,597.597831200441
1999-09-09,605.4146216965672
1999-09-10,611.4634414011766
1999-09-13,610.813011771275
1999-09-14,611.6007563830145
1999-09-15,606.467141482564
1999-09-16,585.971691517639
1999-09-17,587.1440168883262
1999-09-20,595.237620465638
1999-09-21,589.4073662046715
1999-09-22,582.6714081081939
1999-09-23,593.8470539489417
1999-09-24,579.1341293282198
1999-09-27,578.2621342668551
1999-09-28,569.984714884836
1999-09-29,563.7350928832363
1999-09-30,566.9917636034944
1999-10-01,567.1513475951181
1999-10-04,568.8130608201037
1999-10-05,569.2138770497285
1999-10-06,567.4363850812526
1999-10-07,561.9740929827299
1999-10-08,561.292060797885
1999-10-11,563.7138500385541
1999-10-12,565.5200369692084
1999-10-13,561.390095186813
1999-10-14,559.239188901473
1999-10-15,538.788977135374
1999-10-18,539.5323472035402
1999-10-19,544.0359469781461
1999-10-20,544.6924228150341
1999-10-21,536.8787145161583
1999-10-22,549.8811458294897
1999-10-25,550.8424828690303
1999-10-26,557.4408959357525
1999-10-27,556.6444823667174
1999-10-28,560.2929373871212
1999-10-29,557.0544794209305
1999-11-01,561.0981423128659
1999-11-02,561.6445985016848
1999-11-03,572.6095529526324
1999-11-04,574.9214598182882
1999-11-05,576.2774070580141
1999-11-08,574.375338974525
1999-11-09,579.2672610260888
1999-11-10,578.9169190392371
1999-11-11,584.0746555916446
1999-11-12,591.1848743989005
1999-11-15,597.493945975371
1999-11-16,606.1308441230364
1999-11-17,614.6622050483498
1999-11-18,630.3353179357014
1999-11-19,627.6946628903609
1999-11-22,627.8932903780034
1999-11-23,627.0502649967702
1999-11-24,620.8899652847716
1999-11-25,629.9821885778606
1999-11-26,638.3571173876782
1999-11-29,643.3193218838534
1999-11-30,637.6102990724693
1999-12-01,636.6872371852908
1999-12-02,659.7744147163211
1999-12-03,670.5122528207926
1999-12-06,674.7016377239643
1999-12-07,683.6398033033366
1999-12-08,683.5179066813422
1999-12-09,693.2069433746873
1999-12-10,711.312458247584
1999-12-13,718.9647801869942
1999-12-14,726.7019386369957
1999-12-15,701.5987457156061
1999-12-16,718.2557875156932
1999-12-17,732.7802729858589
1999-12-20,729.4615808336334
1999-12-21,717.7389003148902
1999-12-22,748.1778997720473
1999-12-23,762.4246961091364
1999-12-24,762.4246961091364
1999-12-27,779.9816406634978
1999-12-28,761.8093626325152
1999-12-29,757.8693613473388
1999-12-30,774.9237526191889
1999-12-31,774.9237526191889
2000-01-03,775.0198760340596
2000-01-04,724.6108853313428
2000-01-05,693.6094854188043
2000-01-06,690.4756641357095
2000-01-07,709.1749600448205
2000-01-10,742.9136118563948
2000-01-11,735.2343863923709
2000-01-12,715.4995552575274
2000-01-13,737.7446784120775
2000-01-14,747.6637619843283
2000-01-17,748.3495531378669
2000-01-18,742.1238674838439
2000-01-19,747.7241903913076
2000-01-20,762.171359188793
2000-01-21,770.8787381480827
2000-01-24,793.2125124225358
2000-01-25,776.5753164454735
2000-01-26,784.6045767426227
2000-01-27,784.3900717847156
2000-01-28,784.7303488196867
2000-01-31,758.338838511346
2000-02-01,758.2667515917462
2000-02-02,780.6778307017145
2000-02-03,802.8011214685122
2000-02-04,815.2265209973799
2000-02-07,816.8432173700216
2000-02-08,842.9256560297254
2000-02-09,837.526148541572
2000-02-10,843.0822890818239
2000-02-11,853.727594401929
2000-02-14,863.2471568988211
2000-02-15,837.900478422675
2000-02-16,810.8286509382199
2000-02-17,789.4544981452067
2000-02-18,803.1454816296708
2000-02-21,787.7389145740729
2000-02-22,804.3458334137468
2000-02-23,819.157127893633
2000-02-24,839.8138798001783
2000-02-25,839.438755010535
2000-02-28,835.4664448100336
