Date,SPAIN IMI GROWTH
1998-12-31,560.3840965880001
1999-01-01,560.3549290570195
1999-01-04,591.3776796735425
1999-01-05,602.9786666621025
1999-01-06,602.9786664576142
1999-01-07,591.4396309734506
1999-01-08,590.4801073985506
1999-01-11,581.7359614054085
1999-01-12,565.6523238335253
1999-01-13,522.9438055739035
1999-01-14,526.9970936469974
1999-01-15,542.4123622903379
1999-01-18,572.1726915692177
1999-01-19,565.7733265617306
1999-01-20,575.1449917018309
1999-01-21,563.0728907239484
1999-01-22,545.4764309346401
1999-01-25,546.8517918719434
1999-01-26,542.1381317682701
1999-01-27,543.9016789566437
1999-01-28,557.0781394907491
1999-01-29,560.3908722411458
1999-02-01,565.3220784682309
1999-02-02,564.549849259217
1999-02-03,567.3267540779044
1999-02-04,562.8732283596001
1999-02-05,559.9526687063797
1999-02-08,552.3642935367483
1999-02-09,543.4407083712731
1999-02-10,549.6764361659663
1999-02-11,552.3791098364828
1999-02-12,554.8734206103774
1999-02-15,565.5323435843139
1999-02-16,559.7549771782411
1999-02-17,559.6341355216472
1999-02-18,559.6439985554169
1999-02-19,564.8473215921191
1999-02-22,572.7386648114433
1999-02-23,581.7132627947645
1999-02-24,587.901538912567
1999-02-25,581.0386086004457
1999-02-26,576.619746046515
1999-03-01,568.5718691565904
1999-03-02,567.4724525144102
1999-03-03,561.795746958163
1999-03-04,569.0898801468601
1999-03-05,579.605858290319
1999-03-08,572.6632294429896
1999-03-09,575.7511773630536
1999-03-10,577.1394160855557
1999-03-11,588.7877284611686
1999-03-12,581.8767970018434
1999-03-15,583.1603144287036
1999-03-16,588.1112710714348
1999-03-17,582.2966464769611
1999-03-18,579.4959730894604
1999-03-19,581.7036674707936
1999-03-22,575.4696290638876
1999-03-23,561.1001939522819
1999-03-24,560.0478407580509
1999-03-25,569.1278983083699
1999-03-26,556.7125112469615
1999-03-29,562.885817165991
1999-03-30,558.3995825199279
1999-03-31,560.9825438886836
1999-04-01,560.9825438299548
1999-04-02,560.9825436308485
1999-04-05,561.0064724914359
1999-04-06,579.3078980621507
1999-04-07,582.8966704161511
1999-04-08,587.2049839673568
1999-04-09,588.9287981385453
1999-04-12,585.2902492740411
1999-04-13,591.1506413851797
1999-04-14,592.0300045454412
1999-04-15,588.8561058928572
1999-04-16,579.8236752221784
1999-04-19,583.6487131232925
1999-04-20,570.9823759844523
1999-04-21,576.3651717691021
1999-04-22,574.5001176602078
1999-04-23,581.090352373787
1999-04-26,580.3545656005649
1999-04-27,590.7741565737325
1999-04-28,586.9674265190312
1999-04-29,587.1387107416118
1999-04-30,585.5742520327918
1999-05-03,589.0154826749039
1999-05-04,584.5628981018281
1999-05-05,583.1215173334439
1999-05-06,586.9672978417839
1999-05-07,590.3075479916093
1999-05-10,591.6048856224766
1999-05-11,590.0134642684037
1999-05-12,592.8495847399325
1999-05-13,598.7661259450838
1999-05-14,592.5543781327676
1999-05-17,579.919416618743
1999-05-18,581.0974612375186
1999-05-19,590.5864528883238
1999-05-20,590.304988260477
1999-05-21,594.6525303016881
1999-05-24,591.5569189731543
1999-05-25,587.9463525430889
1999-05-26,586.3449212869314
1999-05-27,580.1128590940106
1999-05-28,583.2971698940231
1999-05-31,584.987861525061
1999-06-01,585.6926922619932
1999-06-02,584.13264680496
1999-06-03,593.300690018343
1999-06-04,594.8996921600963
1999-06-07,595.7525731969027
1999-06-08,593.2822789691564
1999-06-09,593.7930226875808
1999-06-10,583.9839042059467
1999-06-11,589.8506757340889
1999-06-14,584.3348435403256
1999-06-15,589.0486463074914
1999-06-16,588.5265748306147
1999-06-17,588.5721964143886
1999-06-18,596.4391077640504
1999-06-21,597.8916443783064
1999-06-22,599.4149101779724
1999-06-23,597.1046913284437
1999-06-24,595.0788693643957
1999-06-25,591.2634464275709
1999-06-28,591.0551883624593
1999-06-29,592.6813880301144
1999-06-30,586.476522322083
1999-07-01,598.1614627200192
1999-07-02,599.7143576389602
1999-07-05,605.8476713343262
1999-07-06,602.0792787839279
1999-07-07,598.277646786225
1999-07-08,592.659797666155
1999-07-09,595.3360383599176
1999-07-12,594.2199404764276
1999-07-13,583.035163723578
1999-07-14,575.254959341318
1999-07-15,583.615656574665
1999-07-16,582.3776180741963
1999-07-19,587.9033014235033
1999-07-20,580.8069135141259
1999-07-21,578.0296717006905
1999-07-22,570.7992196470312
1999-07-23,562.6288108310547
1999-07-26,557.6911205015502
1999-07-27,549.946348718395
1999-07-28,548.7818538757533
1999-07-29,535.7012001377745
1999-07-30,541.6565297974571
1999-08-02,540.9527832510589
1999-08-03,542.3659423561886
1999-08-04,542.3487812748194
1999-08-05,527.3128500861355
1999-08-06,524.1321157659937
1999-08-09,534.5620055685725
1999-08-10,526.6538212324045
1999-08-11,533.9230591009326
1999-08-12,537.2140160611573
1999-08-13,542.4979444575738
1999-08-16,540.7704415340405
1999-08-17,549.1612072574477
1999-08-18,548.0726990765138
1999-08-19,547.781253575913
1999-08-20,557.3358968632226
1999-08-23,558.3060834303228
1999-08-24,566.9692254651715
1999-08-25,572.3419630166599
1999-08-26,571.19103673679
1999-08-27,579.1611540956029
1999-08-30,576.256393794006
1999-08-31,564.0618930712012
1999-09-01,569.4934819482166
1999-09-02,557.2218032784587
1999-09-03,571.7059000203141
1999-09-06,573.5794961170752
1999-09-07,566.6805904294811
1999-09-08,566.6276937588366
1999-09-09,575.5391709382009
1999-09-10,575.9519265622307
1999-09-13,570.4642716874587
1999-09-14,564.8902714868391
1999-09-15,563.84650286547
1999-09-16,561.1318486523718
1999-09-17,566.221261768698
1999-09-20,566.2116431870732
1999-09-21,559.9637797936218
1999-09-22,561.4669933741534
1999-09-23,566.0693795185907
1999-09-24,560.3045592716131
1999-09-27,563.2992679986049
1999-09-28,559.1840830399179
1999-09-29,554.8148939644356
1999-09-30,554.2492536606874
1999-10-01,553.2184516945777
1999-10-04,556.9733963275663
1999-10-05,559.891323348944
1999-10-06,557.6094816809492
1999-10-07,562.983173201623
1999-10-08,567.0482438224589
1999-10-11,570.2270527678374
1999-10-12,570.2270529128385
1999-10-13,557.6817618639502
1999-10-14,554.8804316186507
1999-10-15,542.7096564971592
1999-10-18,536.3562619312869
1999-10-19,543.1288943936578
1999-10-20,543.107028055813
1999-10-21,533.7234193208419
1999-10-22,540.7514148277542
1999-10-25,536.9923849312927
1999-10-26,545.7442522095005
1999-10-27,544.0207782184542
1999-10-28,553.7969102693407
1999-10-29,561.5095289758651
1999-11-01,561.5095279860416
1999-11-02,566.5080447712174
1999-11-03,574.7781296837436
1999-11-04,585.588694095504
1999-11-05,591.5376114822956
1999-11-08,596.3627120620514
1999-11-09,590.0470246940203
1999-11-10,597.078662324043
1999-11-11,607.0633864364677
1999-11-12,607.1472446019532
1999-11-15,611.6306026189659
1999-11-16,616.6556303877948
1999-11-17,619.1480236614389
1999-11-18,626.0315120100736
1999-11-19,633.3677652669444
1999-11-22,623.9083680976106
1999-11-23,629.8960784037617
1999-11-24,632.3445625038235
1999-11-25,641.6780214642791
1999-11-26,644.7714248006102
1999-11-29,642.3799486755686
1999-11-30,648.1567941989433
1999-12-01,656.4219252158906
1999-12-02,664.1821221050305
1999-12-03,676.8141645803188
1999-12-06,676.81416455778
1999-12-07,703.1929389022562
1999-12-08,703.1929402559017
1999-12-09,707.9997196369251
1999-12-10,698.5701996846881
1999-12-13,700.8440446904136
1999-12-14,700.8447560765277
1999-12-15,683.5891938566601
1999-12-16,688.117259315042
1999-12-17,703.793894950109
1999-12-20,709.8248763082848
1999-12-21,705.4254659794154
1999-12-22,715.9592640671751
1999-12-23,726.2734375951171
1999-12-24,726.2734375854728
1999-12-27,723.8440281588099
1999-12-28,717.4502639309451
1999-12-29,727.3308371264736
1999-12-30,734.7514561985216
1999-12-31,734.7514558279915
2000-01-03,741.9288216579491
2000-01-04,715.1428869771696
2000-01-05,690.7917605881885
2000-01-06,690.8346953963645
2000-01-07,700.6659490791922
2000-01-10,710.4600281320296
2000-01-11,707.2764644046641
2000-01-12,699.9535115852838
2000-01-13,716.7544845552302
2000-01-14,740.8646040366606
2000-01-17,770.161942052537
2000-01-18,766.6624911809272
2000-01-19,752.2373004194245
2000-01-20,744.650301282006
2000-01-21,728.1933072889442
2000-01-24,728.9871917284493
2000-01-25,722.3455865498576
2000-01-26,744.1036035313385
2000-01-27,764.9736154215593
2000-01-28,752.6133495146156
2000-01-31,738.4348335768757
2000-02-01,751.3199136063567
2000-02-02,769.9526790240978
2000-02-03,804.1601397329088
2000-02-04,808.8136184693211
2000-02-07,804.5477158653016
2000-02-08,828.4970063970069
2000-02-09,846.8961290476327
2000-02-10,858.66695789373
2000-02-11,887.2841053088702
2000-02-14,881.0405547708898
2000-02-15,853.6074070611256
2000-02-16,859.5178817480954
2000-02-17,864.1763117837211
2000-02-18,869.4287829978027
2000-02-21,858.702104361642
2000-02-22,839.8552704426501
2000-02-23,854.2315397114747
2000-02-24,860.3315301027802
2000-02-25,884.962239863863
