Date,DENMARK IMI GROWTH
1998-12-31,353.4044605508254
1999-01-01,353.4044605508254
1999-01-04,359.6028396945054
1999-01-05,359.56495794503456
1999-01-06,358.3208421120999
1999-01-07,352.60291802863503
1999-01-08,349.26772623582934
1999-01-11,348.9282790389013
1999-01-12,349.5827356770488
1999-01-13,342.980519517353
1999-01-14,342.8521444270454
1999-01-15,344.6767411495096
1999-01-18,348.237912752809
1999-01-19,352.38183998378196
1999-01-20,353.5159283127512
1999-01-21,352.2725790047834
1999-01-22,346.88049367707026
1999-01-25,347.90381077625636
1999-01-26,346.8456460200505
1999-01-27,347.0195059779406
1999-01-28,348.8682527150934
1999-01-29,352.3093300397251
1999-02-01,354.50656427997546
1999-02-02,354.59763109604415
1999-02-03,353.61812043274847
1999-02-04,351.47261813592445
1999-02-05,349.6019655388963
1999-02-08,348.7982596008343
1999-02-09,346.49554632998286
1999-02-10,341.90868288540685
1999-02-11,346.9533771015748
1999-02-12,342.3664355753757
1999-02-15,341.8367528269139
1999-02-16,339.0694112767415
1999-02-17,338.51647050756793
1999-02-18,339.7023179484112
1999-02-19,342.9257816748821
1999-02-22,340.9039569707014
1999-02-23,341.4793628543596
1999-02-24,336.67116902301944
1999-02-25,337.5431404921758
1999-02-26,342.19559021710916
1999-03-01,339.60665269500356
1999-03-02,337.64755543042065
1999-03-03,337.0768877141044
1999-03-04,330.44171525135454
1999-03-05,333.6362570281081
1999-03-08,335.208200551495
1999-03-09,331.007915927347
1999-03-10,330.5670529835353
1999-03-11,329.7996355533715
1999-03-12,328.26732229730436
1999-03-15,323.7972701497997
1999-03-16,325.1575960877351
1999-03-17,330.5285504372607
1999-03-18,335.82481950138833
1999-03-19,337.8945796854435
1999-03-22,338.2286936356919
1999-03-23,345.48898514385394
1999-03-24,349.8399717827183
1999-03-25,365.48529818216326
1999-03-26,365.8763624282418
1999-03-29,362.25640768335137
1999-03-30,365.90494275085337
1999-03-31,370.220942210017
1999-04-01,370.20640119211214
1999-04-02,370.27600779856914
1999-04-05,370.32857532418984
1999-04-06,379.175726533704
1999-04-07,373.931023675903
1999-04-08,375.44799468240836
1999-04-09,381.27307951116205
1999-04-12,375.95817388432005
1999-04-13,374.13316189313883
1999-04-14,378.51311439620184
1999-04-15,375.1335691962601
1999-04-16,377.351816061876
1999-04-19,394.25540870726655
1999-04-20,388.47198657787067
1999-04-21,390.74425512858215
1999-04-22,389.72829781725756
1999-04-23,384.5477620389985
1999-04-26,383.5754244776886
1999-04-27,392.55588701757074
1999-04-28,399.8291864620521
1999-04-29,404.1769582337498
1999-04-30,404.5067715195759
1999-05-03,415.4606724512267
