Date,SWITZERLAND IMI GROWTH
1998-12-31,719.2133704867629
1999-01-01,719.2133704867629
1999-01-04,739.8823976121138
1999-01-05,747.036170016611
1999-01-06,754.9698693265119
1999-01-07,748.2610918020443
1999-01-08,758.4840264143654
1999-01-11,744.1977771025984
1999-01-12,743.290733554111
1999-01-13,726.7756707371939
1999-01-14,726.8909805046478
1999-01-15,733.3184395659619
1999-01-18,735.6272829397955
1999-01-19,735.5611122554844
1999-01-20,737.6896392947767
1999-01-21,720.6806536412716
1999-01-22,717.2299181466817
1999-01-25,721.125417157167
1999-01-26,718.9261953808746
1999-01-27,711.7317606485967
1999-01-28,716.7815920687234
1999-01-29,720.163414901456
1999-02-01,728.6338677225712
1999-02-02,727.760063482759
1999-02-03,724.8382377662099
1999-02-04,720.9718979211735
1999-02-05,719.3204471776312
1999-02-08,708.765835762977
1999-02-09,699.5224593874493
1999-02-10,695.7375387814426
1999-02-11,694.6249496586976
1999-02-12,700.022039956593
1999-02-15,701.6512115165211
1999-02-16,703.6313875344822
1999-02-17,705.4725371572046
1999-02-18,698.3660568906145
1999-02-19,694.644032525908
1999-02-22,707.2618128187626
1999-02-23,716.9206525192562
1999-02-24,728.1789816148314
1999-02-25,718.1823038232229
1999-02-26,716.6328803396802
1999-03-01,709.9946959368742
1999-03-02,707.4004640319737
1999-03-03,709.962731806106
1999-03-04,717.3185958289126
1999-03-05,726.7179497928166
1999-03-08,720.433710339023
1999-03-09,720.9383967746554
1999-03-10,713.5655846546493
1999-03-11,725.973883260469
1999-03-12,719.127442290834
1999-03-15,718.7816765281873
1999-03-16,715.2983965888193
1999-03-17,713.1794704975295
1999-03-18,711.901882076741
1999-03-19,710.0937530279352
1999-03-22,704.9408743896107
1999-03-23,693.7912457526993
1999-03-24,690.131917604086
1999-03-25,699.8855394976384
1999-03-26,693.4967818362595
1999-03-29,700.3825813737465
1999-03-30,692.9219103297615
1999-03-31,703.5706719378436
1999-04-01,705.0711279327156
1999-04-02,704.8208909126821
1999-04-05,704.2738006300451
1999-04-06,707.6978261658143
1999-04-07,710.8130304918133
1999-04-08,721.0165598069473
1999-04-09,719.700260402328
1999-04-12,715.7285593619266
1999-04-13,716.8562502655557
1999-04-14,716.8055311835799
1999-04-15,702.1760548454843
1999-04-16,697.2297947769384
1999-04-19,704.5932678359552
1999-04-20,692.1657881569722
1999-04-21,689.5287210667957
1999-04-22,691.2457391160805
1999-04-23,686.2731153275804
1999-04-26,699.0793704438728
1999-04-27,710.0241224033866
1999-04-28,707.6041580589167
1999-04-29,702.1038595238898
1999-04-30,702.1503538682906
1999-05-03,710.4196498977739
1999-05-04,704.746809539107
1999-05-05,704.6081035072218
1999-05-06,698.0172285436395
1999-05-07,696.2660459968048
1999-05-10,697.6770916680255
1999-05-11,698.0671788074585
1999-05-12,696.0471558957978
1999-05-13,696.9242736739003
1999-05-14,689.7655859329535
1999-05-17,679.4057594144938
1999-05-18,687.9158494442236
1999-05-19,688.5268568801907
1999-05-20,694.8913940604785
1999-05-21,689.5373343451676
1999-05-24,690.5019244419224
1999-05-25,679.3984670593189
1999-05-26,683.1505221538437
1999-05-27,672.7612156155462
1999-05-28,678.7486346833682
1999-05-31,688.9763691288861
1999-06-01,684.3839298890233
1999-06-02,691.3141808948926
1999-06-03,698.5530442256018
1999-06-04,708.2799908066626
1999-06-07,713.6379585554205
1999-06-08,711.5118976094016
1999-06-09,711.3449074794273
1999-06-10,695.5686353024204
1999-06-11,694.1339150254609
1999-06-14,698.2815064326121
1999-06-15,699.8936834970583
1999-06-16,702.4540940630054
1999-06-17,704.9300087426268
1999-06-18,707.5674505104312
1999-06-21,716.0398961796167
1999-06-22,708.9544024189616
1999-06-23,701.8753620284407
1999-06-24,695.6899127403325
1999-06-25,688.8651272055732
1999-06-28,688.4368960711523
1999-06-29,693.3543678887708
1999-06-30,684.5339759251164
1999-07-01,698.388491307756
1999-07-02,708.4095626029482
1999-07-05,714.1413901977471
1999-07-06,707.9860897877597
1999-07-07,704.6233864677548
1999-07-08,704.9356302416343
1999-07-09,701.5850683943135
1999-07-12,701.5453120580692
1999-07-13,695.9304633329469
1999-07-14,698.1021102362722
1999-07-15,699.4945260765357
1999-07-16,695.180013231802
1999-07-19,696.2782139355245
1999-07-20,687.7073268826199
1999-07-21,689.7357168415349
1999-07-22,683.9915436183272
1999-07-23,674.7449341598364
1999-07-26,671.1151525204262
1999-07-27,681.3480931474459
1999-07-28,678.3531231302517
1999-07-29,672.0117658990032
1999-07-30,683.9204969373052
1999-08-02,688.0475157767379
1999-08-03,687.1821314887482
1999-08-04,686.3885090684853
1999-08-05,676.1697399957567
1999-08-06,672.4434400513649
1999-08-09,675.9193531622034
1999-08-10,669.6345992082133
1999-08-11,674.8848696900125
1999-08-12,683.7164549557715
1999-08-13,693.0805954588126
1999-08-16,699.2129424567643
1999-08-17,699.9147592600297
1999-08-18,698.6734334968753
1999-08-19,700.2976083895264
1999-08-20,706.4421112553628
1999-08-23,713.0331914000438
1999-08-24,709.907441999843
1999-08-25,713.5170955640469
1999-08-26,712.8021086633561
1999-08-27,713.3687121187024
1999-08-30,713.6031892854957
1999-08-31,699.9529881780727
1999-09-01,709.1377222877862
1999-09-02,705.484889351321
1999-09-03,714.7279820841748
1999-09-06,720.4046425358794
1999-09-07,720.6204840720156
1999-09-08,719.4085038470499
1999-09-09,721.2919683411066
1999-09-10,717.9708963697267
1999-09-13,709.3308612494878
1999-09-14,707.9334227933502
1999-09-15,707.4058917375353
1999-09-16,702.7644036311015
1999-09-17,706.6955932139192
1999-09-20,709.4564808859265
1999-09-21,707.5032395188149
1999-09-22,706.7776826389864
1999-09-23,709.329248914414
1999-09-24,701.3823131006775
1999-09-27,709.2519447576078
1999-09-28,696.1607293366241
1999-09-29,693.6416421931134
1999-09-30,694.2590938786385
1999-10-01,693.087799487014
1999-10-04,704.5800863178661
1999-10-05,704.7342294220252
1999-10-06,708.3254071932113
1999-10-07,710.991444397913
1999-10-08,713.1539934620214
1999-10-11,714.5791771753502
1999-10-12,709.3585910495668
1999-10-13,706.5728088393374
1999-10-14,705.3975763403678
1999-10-15,692.8730145882217
1999-10-18,686.5669602418023
1999-10-19,698.5866991066548
1999-10-20,697.6180855046686
1999-10-21,688.689105687983
1999-10-22,695.1744912052353
1999-10-25,688.8493712881777
1999-10-26,692.8743037723492
1999-10-27,692.6266824479585
1999-10-28,700.4406083580277
1999-10-29,710.5010137978354
1999-11-01,707.6963674325218
1999-11-02,709.7969163361354
1999-11-03,716.3938529125206
1999-11-04,717.85163265146
1999-11-05,721.3189003289891
1999-11-08,720.8950620630368
1999-11-09,724.7009739572316
1999-11-10,727.0734648614573
1999-11-11,731.3410646921736
1999-11-12,732.4207442017808
1999-11-15,730.8956671107178
1999-11-16,731.4389063343617
1999-11-17,729.9850839740315
1999-11-18,731.4290295775692
1999-11-19,728.3567146525006
1999-11-22,727.2197331854339
1999-11-23,727.918152096396
1999-11-24,726.1570896245646
1999-11-25,734.1908647559911
1999-11-26,738.7969373854792
1999-11-29,744.0333120593871
1999-11-30,744.2909005642592
1999-12-01,748.6595696369588
1999-12-02,751.0384139889414
1999-12-03,758.4187097793944
1999-12-06,747.3424489355591
1999-12-07,742.5571645086708
1999-12-08,737.6675881800878
1999-12-09,741.2190548123791
1999-12-10,738.2832115095923
1999-12-13,740.0640159688171
1999-12-14,741.9615016686587
1999-12-15,735.3032116111849
1999-12-16,741.1151946553355
1999-12-17,747.3744437934416
1999-12-20,751.4420260445468
1999-12-21,742.5996841607183
1999-12-22,746.878196990626
1999-12-23,754.3304572712781
1999-12-24,754.3320667998087
1999-12-27,754.0275475413234
1999-12-28,755.467253530467
1999-12-29,759.676629300042
1999-12-30,763.2461721503615
1999-12-31,763.2516036223632
2000-01-03,762.6067764548933
2000-01-04,740.916452699629
2000-01-05,726.6207489932466
2000-01-06,733.7273341150599
2000-01-07,754.2765060000427
2000-01-10,757.4628693011391
2000-01-11,750.8970948546391
2000-01-12,752.0673617968835
2000-01-13,752.9441148985213
2000-01-14,760.1589077234867
2000-01-17,762.6452766103172
2000-01-18,748.9865289680442
2000-01-19,746.9591187637956
2000-01-20,739.6914596629291
2000-01-21,743.8744036525148
2000-01-24,736.9146277910843
2000-01-25,722.6164938060704
2000-01-26,730.9009564170091
2000-01-27,741.648302844411
2000-01-28,734.5297947231201
2000-01-31,721.2657432471599
2000-02-01,733.0776387037455
2000-02-02,731.9530459242903
2000-02-03,739.3056999749093
2000-02-04,734.3493620258291
2000-02-07,736.2049229689728
2000-02-08,737.4466766524139
2000-02-09,730.5299220785292
2000-02-10,727.648483935068
2000-02-11,727.9885093679884
2000-02-14,723.6553284311015
2000-02-15,713.3985856556303
2000-02-16,724.7050134837098
2000-02-17,731.5479533079118
2000-02-18,738.3591172906824
2000-02-21,729.9268250143989
2000-02-22,735.58728534626
2000-02-23,739.5361786936019
2000-02-24,738.8242436345819
2000-02-25,739.4423277580994
2000-02-28,735.8115391821713
2000-02-29,733.7681555582129
2000-03-01,741.3447795187582
2000-03-02,757.2917126762828
2000-03-03,764.2035016375945
2000-03-06,777.8126560399224
2000-03-07,772.0811375155357
2000-03-08,758.5307685079966
2000-03-09,760.5407109340695
2000-03-10,763.5743613078632
2000-03-13,741.848293597431
2000-03-14,749.1412173149928
2000-03-15,743.3824555423928
2000-03-16,756.6801443975326
2000-03-17,756.4692364875076
2000-03-20,766.2983634155627
2000-03-21,768.1737340687436
2000-03-22,777.0722395435629
2000-03-23,781.0720206638872
2000-03-24,791.4513998950138
2000-03-27,784.7724092693705
2000-03-28,783.6823956051851
2000-03-29,785.241675726236
2000-03-30,776.5743941191804
2000-03-31,775.8062831573851
2000-04-03,781.7399119396215
2000-04-04,780.9638278899592
2000-04-05,773.5998600840197
2000-04-06,784.6522287665348
2000-04-07,782.5419654972053
2000-04-10,782.0552589678806
2000-04-11,784.3561358029456
2000-04-12,788.2022809686629
2000-04-13,787.0771367297164
2000-04-14,778.6252347599824
2000-04-17,768.8300915233873
2000-04-18,773.7535994431948
2000-04-19,777.5235690216094
2000-04-20,781.9974834039953
2000-04-21,782.0073472488364
2000-04-24,783.1458772825155
2000-04-25,784.5358820742557
2000-04-26,790.9688591229252
2000-04-27,786.3319148651327
2000-04-28,787.3358539566419
2000-05-01,792.7770707909231
2000-05-02,805.6135576361216
2000-05-03,812.2342481256417
2000-05-04,808.5776485336512
2000-05-05,804.3681413608663
2000-05-08,806.3177323885487
2000-05-09,807.2311132994113
2000-05-10,797.9604816495668
2000-05-11,814.1628985795744
2000-05-12,819.2456265147525
2000-05-15,813.4663398415887
2000-05-16,816.6219147736344
2000-05-17,813.4714312898492
2000-05-18,811.8373926399962
2000-05-19,803.3638443422996
2000-05-22,801.7233698775283
2000-05-23,804.6721297248159
2000-05-24,804.3858214423806
2000-05-25,815.8138279852778
2000-05-26,808.2319015983603
2000-05-29,809.0128777116275
2000-05-30,804.3096239149259
2000-05-31,804.8796500458124
2000-06-01,804.1438240929272
2000-06-02,813.8698455654073
2000-06-05,809.8528885510966
2000-06-06,804.4178727400682
2000-06-07,810.6976469362729
2000-06-08,813.7272949746197
2000-06-09,814.7921589457609
2000-06-12,816.6100978116702
2000-06-13,812.3420640049085
2000-06-14,815.0924149724964
2000-06-15,811.4713953517361
2000-06-16,814.3048489452475
2000-06-19,808.7924307589421
2000-06-20,812.4062896473749
2000-06-21,810.7649851924742
2000-06-22,801.3702962880884
2000-06-23,797.5184082120791
2000-06-26,800.7317577946819
2000-06-27,802.7925472188665
2000-06-28,801.5970644381825
2000-06-29,798.2563954353889
2000-06-30,803.4244033254928
2000-07-03,810.1920417979546
2000-07-04,816.2617522169462
2000-07-05,825.312359768078
2000-07-06,833.235841922413
2000-07-07,836.2556476322342
2000-07-10,836.4202953232808
2000-07-11,835.4166123074486
2000-07-12,837.138037303598
2000-07-13,840.3540588079403
2000-07-14,837.27223490307
2000-07-17,830.9648149722084
2000-07-18,829.9772601210395
2000-07-19,834.1983374515719
2000-07-20,832.8000929302556
2000-07-21,827.2297657631517
2000-07-24,834.7640121279882
2000-07-25,835.3503850861232
2000-07-26,834.5709015973537
2000-07-27,834.8361669827932
2000-07-28,836.4672874484954
2000-07-31,840.2973192834878
2000-08-01,840.6671821229893
2000-08-02,857.8941149565428
2000-08-03,853.2475370548646
2000-08-04,852.3163640752747
2000-08-07,860.7923427653901
2000-08-08,857.7483425280703
2000-08-09,859.2478231456633
2000-08-10,856.0191652707114
2000-08-11,854.3956582156289
2000-08-14,863.1196486436562
2000-08-15,859.1359754154494
2000-08-16,862.3363724897887
2000-08-17,852.4779641714642
2000-08-18,852.675754824767
2000-08-21,858.5698644103535
2000-08-22,867.1496801635957
2000-08-23,877.3619854170537
2000-08-24,875.7358431092055
2000-08-25,873.491476570518
2000-08-28,878.7170812651698
2000-08-29,868.9980579780217
2000-08-30,862.968318955982
2000-08-31,863.1064501313118
2000-09-01,862.6763888834425
2000-09-04,855.8316683342896
2000-09-05,855.6492735847877
2000-09-06,855.3284196990979
2000-09-07,854.3921220352265
2000-09-08,851.2265306553273
2000-09-11,862.994978125035
2000-09-12,858.2578017832387
2000-09-13,859.9154247008224
2000-09-14,852.4125806275973
2000-09-15,852.6881467471695
2000-09-18,851.22634614373
2000-09-19,852.0077302085305
2000-09-20,851.189411102606
2000-09-21,850.3454574754452
2000-09-22,852.5238469366861
2000-09-25,861.113093832814
2000-09-26,851.8143774836159
2000-09-27,850.8437334654607
2000-09-28,856.4877004844147
2000-09-29,847.0766314913351
2000-10-02,861.2738701763457
2000-10-03,868.9956500058814
2000-10-04,868.7190165389346
2000-10-05,868.8690998579337
2000-10-06,867.2804509283864
