Date,SWEDEN IMI GROWTH
1998-12-31,572.7553210150232
1999-01-01,572.7553210150232
1999-01-04,594.2900937590202
1999-01-05,608.1708119965676
1999-01-06,615.4220823938879
1999-01-07,624.469165479508
1999-01-08,626.5637604808694
1999-01-11,621.0598290011804
1999-01-12,611.7769031679554
1999-01-13,585.9256966177633
1999-01-14,589.0908835439229
1999-01-15,589.7118808924507
1999-01-18,607.5502786861971
1999-01-19,613.2980077957276
1999-01-20,611.9317121499201
1999-01-21,605.9877164358935
1999-01-22,596.6649250372934
1999-01-25,599.2134712426279
1999-01-26,598.9545122352689
1999-01-27,608.2406428806763
1999-01-28,622.9004805726604
1999-01-29,628.0923882529409
1999-02-01,642.0106821562932
1999-02-02,637.4692149542169
1999-02-03,631.3831391394936
1999-02-04,639.9281059754419
1999-02-05,636.2297570010326
1999-02-08,626.1818146470063
1999-02-09,613.6711215197004
1999-02-10,601.710898157126
1999-02-11,603.1150677294618
1999-02-12,613.5469091137353
1999-02-15,615.8620483492502
1999-02-16,623.4969370493496
1999-02-17,615.035939353099
1999-02-18,615.1075738726261
1999-02-19,624.7856405819645
1999-02-22,645.5649463425109
1999-02-23,644.5479993658411
1999-02-24,646.7795429329836
1999-02-25,635.797007182351
1999-02-26,632.632037544116
1999-03-01,624.5759062986609
1999-03-02,628.5886513051506
1999-03-03,625.0978195605411
1999-03-04,624.2443945014056
1999-03-05,633.4183516570682
1999-03-08,624.5911262823771
1999-03-09,627.5824306051985
1999-03-10,616.7335668164174
1999-03-11,626.5040976471716
1999-03-12,626.6721564915017
1999-03-15,620.9784499696361
1999-03-16,620.6806302890807
1999-03-17,614.9681881534342
1999-03-18,606.1449350862722
1999-03-19,620.3169128077897
1999-03-22,610.1023734937473
1999-03-23,611.621892550368
1999-03-24,593.5108502773285
1999-03-25,614.030985215833
1999-03-26,627.2760664206639
1999-03-29,634.165054405908
1999-03-30,632.8332718330494
1999-03-31,645.6881941833991
1999-04-01,651.9696793786835
1999-04-02,652.1111179106211
1999-04-05,652.6674464810966
1999-04-06,671.938481995414
1999-04-07,669.8452833751891
1999-04-08,668.5180946754379
1999-04-09,671.1328073559877
1999-04-12,660.4319382652367
1999-04-13,672.5134397382503
1999-04-14,679.4407455440778
1999-04-15,666.1477483990358
1999-04-16,679.712280413065
1999-04-19,688.7845158096306
1999-04-20,674.6388423259399
1999-04-21,687.1320180021214
1999-04-22,684.1934719455471
1999-04-23,687.0337114373142
1999-04-26,697.4637161822785
1999-04-27,709.8555392253531
1999-04-28,704.4713263963841
1999-04-29,706.4410473177277
1999-04-30,700.470821296791
1999-05-03,714.8467688772896
1999-05-04,715.4845433136669
1999-05-05,699.0394701930196
1999-05-06,693.5716272899391
1999-05-07,690.3694514052459
1999-05-10,697.450602109778
1999-05-11,702.4734150372436
1999-05-12,709.2798217547974
1999-05-13,708.9713963374218
1999-05-14,703.1695829680003
1999-05-17,697.1185653811644
1999-05-18,704.998072355165
1999-05-19,721.0204883334599
1999-05-20,726.7875737944485
1999-05-21,725.7204274983966
1999-05-24,725.304723799943
1999-05-25,717.7878161508226
1999-05-26,716.4489347687122
1999-05-27,708.1916993188919
1999-05-28,706.822791794639
1999-05-31,709.4974621323172
1999-06-01,706.1231650398704
1999-06-02,714.150797522851
1999-06-03,728.6792952099574
1999-06-04,735.3358324865344
1999-06-07,752.7680627929193
1999-06-08,753.4486308787917
1999-06-09,766.4686468487479
1999-06-10,762.3335288850349
1999-06-11,773.2112087694732
1999-06-14,776.4233340971452
1999-06-15,765.1834832363184
1999-06-16,779.4491013826741
1999-06-17,784.5379076583861
1999-06-18,807.1389247572118
1999-06-21,824.471119962154
1999-06-22,811.7945540019894
1999-06-23,801.2821269729249
1999-06-24,797.4702963299942
1999-06-25,794.3308042278596
1999-06-28,800.2241325602972
1999-06-29,810.156011975363
1999-06-30,797.0875791403085
1999-07-01,810.4183834792199
1999-07-02,824.2031341794413
1999-07-05,835.4236255780912
1999-07-06,828.1665279311288
1999-07-07,792.833448033671
1999-07-08,781.3657731083848
1999-07-09,781.8994477425164
1999-07-12,788.8620682575163
1999-07-13,773.5110688472781
1999-07-14,764.8574343321659
1999-07-15,773.3644136701577
1999-07-16,767.890309230826
1999-07-19,779.6768034413946
1999-07-20,769.5363383617916
1999-07-21,755.5951399723682
1999-07-22,742.5605006120057
1999-07-23,768.7221287476578
1999-07-26,775.3816199029678
1999-07-27,775.4015180395173
1999-07-28,782.8365369573504
1999-07-29,773.6046021548019
1999-07-30,784.7142688465085
1999-08-02,776.6133598148118
1999-08-03,773.478162613918
1999-08-04,764.7981120589086
1999-08-05,740.7782395837228
1999-08-06,748.3229914076651
1999-08-09,757.3790198336912
1999-08-10,739.6238831716015
1999-08-11,750.7524840842541
1999-08-12,764.2490629924754
1999-08-13,770.7590112522397
1999-08-16,776.4331877617798
1999-08-17,781.7575186193732
1999-08-18,781.7662197271626
1999-08-19,770.4592377392238
1999-08-20,789.4250645426652
1999-08-23,805.5163024459986
1999-08-24,804.9147331540643
1999-08-25,809.068111486982
1999-08-26,818.0338470224312
1999-08-27,818.0642477889475
1999-08-30,804.3442594677914
1999-08-31,788.2652343187752
1999-09-01,800.6941316457728
1999-09-02,788.2155626625196
1999-09-03,807.6388321188507
1999-09-06,823.0348692159732
1999-09-07,824.1631520631116
1999-09-08,814.3908822525899
1999-09-09,811.6283782326723
1999-09-10,820.1765871503866
1999-09-13,814.0924844853238
1999-09-14,810.3029412702764
1999-09-15,794.4982615598835
1999-09-16,785.8880612100754
1999-09-17,796.3024989898239
1999-09-20,812.0356926145655
1999-09-21,812.614695301005
1999-09-22,797.1382960369708
1999-09-23,809.9438586062596
1999-09-24,795.4087721877113
1999-09-27,808.355051901133
1999-09-28,805.5650591439754
1999-09-29,784.7370216196806
1999-09-30,778.6310128206396
1999-10-01,784.7999675222053
1999-10-04,790.6081771658355
1999-10-05,794.6687121507937
1999-10-06,801.3037050156167
1999-10-07,805.0409146486627
1999-10-08,820.7669407346496
1999-10-11,828.270584718116
1999-10-12,820.0575234918099
1999-10-13,805.1805755723501
1999-10-14,801.6198732126059
1999-10-15,774.8020626422094
1999-10-18,756.5977876797383
1999-10-19,778.519792543587
1999-10-20,779.9956114929042
1999-10-21,780.1921869746433
1999-10-22,854.3990015674655
1999-10-25,863.7379261514662
1999-10-26,886.0595731588234
1999-10-27,900.3818843713648
1999-10-28,906.6327852467798
1999-10-29,930.5877349831401
1999-11-01,930.860019901916
1999-11-02,939.5040659336655
1999-11-03,940.0756948801677
1999-11-04,956.0097944944711
1999-11-05,961.8147883176944
1999-11-08,989.3074184455634
1999-11-09,981.2012088269453
1999-11-10,993.8340103646545
1999-11-11,1021.428770990475
1999-11-12,1017.4244594511044
1999-11-15,1046.2030697348193
1999-11-16,1056.0676486499672
1999-11-17,1073.807855344145
1999-11-18,1113.5694851397795
1999-11-19,1087.2234581477246
1999-11-22,1072.1820828896473
1999-11-23,1068.2053925984492
1999-11-24,1061.8877473476437
1999-11-25,1100.528491391747
1999-11-26,1126.1471456437603
1999-11-29,1143.0360581767118
1999-11-30,1124.793276701492
1999-12-01,1144.2749344515219
1999-12-02,1178.6350235381233
1999-12-03,1234.420766210915
1999-12-06,1274.4788961774325
1999-12-07,1274.542411960473
1999-12-08,1389.346777962928
1999-12-09,1338.9740597676466
1999-12-10,1306.9168504955283
1999-12-13,1335.3412560090646
1999-12-14,1355.7658428637344
1999-12-15,1292.3452028661602
1999-12-16,1280.4694393174007
1999-12-17,1299.8871356222992
1999-12-20,1288.7494293865739
1999-12-21,1289.5821504325654
1999-12-22,1331.6258861085475
1999-12-23,1362.128374004554
1999-12-24,1362.128374004554
1999-12-27,1369.0505636387618
1999-12-28,1389.4575295026034
1999-12-29,1416.5692247827797
1999-12-30,1433.9298401560843
1999-12-31,1433.9298401560843
2000-01-03,1451.1298746425914
2000-01-04,1404.6522595883903
2000-01-05,1320.0181419221803
2000-01-06,1318.6533171941103
2000-01-07,1321.8118087062203
2000-01-10,1365.8556491607872
2000-01-11,1381.4158928386773
2000-01-12,1382.4907387825024
2000-01-13,1411.4708555441678
2000-01-14,1475.9498382873135
2000-01-17,1545.7347982104222
2000-01-18,1494.4325208015234
2000-01-19,1499.8137340561825
2000-01-20,1521.653762083026
2000-01-21,1533.5211975226923
2000-01-24,1586.7095055098575
2000-01-25,1572.4747862304873
2000-01-26,1578.1318305463526
2000-01-27,1542.2926951707202
2000-01-28,1591.7885866024194
2000-01-31,1550.0740227697684
2000-02-01,1636.8514835880837
2000-02-02,1729.5851990578585
2000-02-03,1757.9473331101294
2000-02-04,1776.2802509400708
2000-02-07,1817.3080011214197
2000-02-08,1831.4642687765072
2000-02-09,1832.0202480344233
2000-02-10,1846.404692644413
2000-02-11,1896.1447247687174
2000-02-14,1846.4067281747557
2000-02-15,1762.2224015220447
2000-02-16,1810.8761365394919
2000-02-17,1818.5417958231972
2000-02-18,1878.5184497605474
2000-02-21,1876.4897263682517
2000-02-22,1836.9441663622606
2000-02-23,1858.0234147601377
2000-02-24,1912.3268489791558
2000-02-25,1998.7027484684097
2000-02-28,2032.102184989249
2000-02-29,2041.1827106825722
2000-03-01,2112.3156323533594
2000-03-02,2205.50373631861
2000-03-03,2240.8422742172806
2000-03-06,2258.8026302184358
2000-03-07,2262.2903700148304
2000-03-08,2149.714368154833
2000-03-09,2143.138677002889
2000-03-10,2189.409326869996
2000-03-13,2119.3047651592374
2000-03-14,2129.4518724145437
2000-03-15,2010.940785064871
2000-03-16,1944.8830878573924
2000-03-17,2033.0572338919912
2000-03-20,2122.4705781204702
2000-03-21,2089.407716156231
2000-03-22,2113.969818851188
2000-03-23,2038.320042724072
2000-03-24,2069.1210125042144
2000-03-27,2064.95253508717
2000-03-28,2018.5786688171452
2000-03-29,1992.6000433529748
2000-03-30,1902.4367299029511
2000-03-31,1900.3348829922886
2000-04-03,1856.8513004480333
2000-04-04,1798.303779821551
2000-04-05,1740.148790051143
2000-04-06,1872.9912469347264
2000-04-07,1926.50266457271
2000-04-10,1940.0325040666032
2000-04-11,1837.3804151275972
2000-04-12,1767.5613378386026
2000-04-13,1702.4229307600103
2000-04-14,1634.0931406554291
2000-04-17,1661.7362581410846
2000-04-18,1719.0184421487118
2000-04-19,1817.432861094464
2000-04-20,1778.7499490330315
2000-04-21,1778.7499490330315
2000-04-24,1775.9089445646216
2000-04-25,1780.1621524020193
2000-04-26,1843.565073331416
2000-04-27,1888.3054996816109
2000-04-28,1946.2844738099932
2000-05-01,1951.7367221692512
2000-05-02,2017.4865013620229
2000-05-03,1968.2409749775757
2000-05-04,1981.3897325692346
2000-05-05,1977.7730402354753
2000-05-08,1920.3083105866071
2000-05-09,1877.6135777679365
2000-05-10,1788.3974100729836
2000-05-11,1779.3180479074074
2000-05-12,1820.3985501411157
2000-05-15,1784.7947395230024
2000-05-16,1895.5855250543686
2000-05-17,1888.5037601872586
2000-05-18,1910.442735401337
2000-05-19,1796.4083724376417
2000-05-22,1657.7886731886563
2000-05-23,1717.8684951134746
2000-05-24,1620.3781600990762
2000-05-25,1718.3249072243243
2000-05-26,1651.705967630309
2000-05-29,1674.1690923172923
2000-05-30,1765.6857638252523
2000-05-31,1789.2189685386313
2000-06-01,1792.346665991341
2000-06-02,1919.6290334490811
2000-06-05,1880.138948196693
2000-06-06,1891.6146509976718
2000-06-07,1876.1293466725406
2000-06-08,1891.1859253116909
2000-06-09,1885.908457499324
2000-06-12,1897.0120960185263
2000-06-13,1826.178136060979
2000-06-14,1847.0149646096909
2000-06-15,1794.856967106215
2000-06-16,1768.9801924015703
2000-06-19,1734.6021825477242
