Date,ISRAEL IMI GROWTH
2002-05-31,707.1894263873978
2002-06-03,697.675158787429
2002-06-04,709.640270696869
2002-06-05,708.0471662649978
2002-06-06,693.8531865150107
2002-06-07,690.7060081887694
2002-06-10,686.255073587657
2002-06-11,667.6160129746403
2002-06-12,655.3311853430683
2002-06-13,654.3149391601424
2002-06-14,652.6851660454167
2002-06-17,668.6712135081983
2002-06-18,664.8621310221289
2002-06-19,646.5964625460581
2002-06-20,622.9208878044631
2002-06-21,612.7146576834051
2002-06-24,594.2099422112964
2002-06-25,596.1141424527398
2002-06-26,580.1993382285264
2002-06-27,603.7131637571716
2002-06-28,607.6508533707203
2002-07-01,585.3482587855588
2002-07-02,583.6444504844136
2002-07-03,610.7259659446064
2002-07-04,610.9152058580211
2002-07-05,617.0830640885207
2002-07-08,605.419084059773
2002-07-09,598.3550458800406
2002-07-10,593.8387359902284
2002-07-11,578.8580419574736
2002-07-12,583.1944156993992
2002-07-15,601.3344292769883
2002-07-16,596.3961220204872
2002-07-17,609.7271204596053
2002-07-18,607.0459216426843
2002-07-19,600.3578168912118
2002-07-22,607.5796710976765
2002-07-23,596.6878270727171
2002-07-24,609.5102845541444
2002-07-25,593.96875228711
2002-07-26,609.3624657483398
2002-07-29,654.4049965222306
2002-07-30,662.357595130157
2002-07-31,661.5904732106799
2002-08-01,646.8237012527317
2002-08-02,642.143617573182
2002-08-05,615.5175173108967
2002-08-06,644.9309817368412
2002-08-07,642.8965630683841
2002-08-08,665.8127458973099
2002-08-09,661.4619572635246
2002-08-12,655.8950977386655
2002-08-13,640.3336524300008
2002-08-14,655.9349527847331
2002-08-15,672.6147784320825
2002-08-16,674.3826854033555
2002-08-19,696.7277014363194
2002-08-20,685.769474473849
2002-08-21,697.056702091584
2002-08-22,702.1684400009426
2002-08-23,697.9784691789114
2002-08-26,699.9737427126094
2002-08-27,682.01445527262
2002-08-28,665.5728659113182
2002-08-29,663.9936230486308
2002-08-30,656.8459644849714
2002-09-02,651.873097305357
2002-09-03,623.2073439188983
2002-09-04,638.5893326174927
2002-09-05,633.2203653681881
2002-09-06,651.3292638326797
2002-09-09,666.7428185673791
2002-09-10,676.8179054448212
2002-09-11,684.5955363941182
2002-09-12,665.6556292417006
2002-09-13,666.9675117857821
2002-09-16,663.945014293031
2002-09-17,672.8126881582645
2002-09-18,657.6130059203144
2002-09-19,633.7580623607419
2002-09-20,626.9631540998589
2002-09-23,612.7659898991005
2002-09-24,611.1501210728263
2002-09-25,619.647419829747
2002-09-26,617.7592905550799
2002-09-27,608.5206149776901
2002-09-30,584.9286871445021
2002-10-01,586.1365341527586
2002-10-02,581.4616000576891
2002-10-03,580.8790946710368
2002-10-04,584.2470491874469
2002-10-07,566.518370202781
2002-10-08,565.2667365514822
2002-10-09,558.9352957721447
2002-10-10,577.0175745311305
2002-10-11,593.0227428506328
2002-10-14,592.6250843881667
2002-10-15,613.6687479687602
2002-10-16,603.4273084015675
2002-10-17,630.8910387463394
2002-10-18,589.7475284782647
2002-10-21,590.3098949498556
2002-10-22,583.8016053154633
2002-10-23,593.3361975973467
2002-10-24,601.9256020451932
2002-10-25,607.0810635663321
2002-10-28,590.6201170629806
2002-10-29,581.0109986316895
2002-10-30,604.3837652575919
2002-10-31,596.6349310188078
2002-11-01,601.5821810544103
2002-11-04,622.9304316751816
2002-11-05,625.0870937629483
2002-11-06,636.3056426546351
2002-11-07,617.9963181281285
2002-11-08,609.9836543615997
2002-11-11,597.0698639090259
2002-11-12,593.7334226443625
2002-11-13,603.5678338983776
2002-11-14,621.3124843674665
2002-11-15,629.3915369888442
2002-11-18,632.8415186773536
2002-11-19,620.9153871408466
2002-11-20,639.855631301141
2002-11-21,671.9562350912198
2002-11-22,669.7956031618133
2002-11-25,677.3428264731328
2002-11-26,671.7484788801112
2002-11-27,695.602076858972
2002-11-28,694.915987516932
2002-11-29,694.658510092549
2002-12-02,699.9646930183319
2002-12-03,678.0619496231083
2002-12-04,665.2834097381243
2002-12-05,656.2008963863699
2002-12-06,645.5081879151443
2002-12-09,629.9012745412164
2002-12-10,633.3746354291358
2002-12-11,634.3113703479627
2002-12-12,634.7017790577512
2002-12-13,621.5382326721495
2002-12-16,632.5635735271002
2002-12-17,618.9761813311707
2002-12-18,609.1211225116451
2002-12-19,614.6077229389443
2002-12-20,617.9326861715541
2002-12-23,609.0716434272701
2002-12-24,599.4363695857982
2002-12-25,597.0841979108629
2002-12-26,597.293604873511
2002-12-27,587.5329202579661
2002-12-30,582.0802225885776
2002-12-31,581.2665346568598
2003-01-01,584.0025921132601
2003-01-02,605.1086499248327
2003-01-03,609.3265771076511
2003-01-06,613.3820694046741
2003-01-07,610.4700898253311
2003-01-08,607.8212726041241
2003-01-09,614.6741576224949
2003-01-10,612.2121042623703
2003-01-13,604.1574142873548
2003-01-14,606.4416279484976
2003-01-15,601.2452793201452
2003-01-16,600.1278788449407
2003-01-17,580.8719031171979
2003-01-20,579.1436876332492
2003-01-21,572.7589820685223
2003-01-22,572.7983129325072
2003-01-23,582.8647828228924
2003-01-24,569.8111174436278
2003-01-27,567.8958704940053
2003-01-28,568.8905129860709
2003-01-29,571.9622370688157
2003-01-30,572.6245410827627
2003-01-31,571.7365707012946
2003-02-03,570.9904987056186
2003-02-04,551.3836837313745
2003-02-05,548.6125072508203
2003-02-06,545.9832219790925
2003-02-07,542.2619236042464
2003-02-10,542.4501038887933
2003-02-11,553.7442832127343
2003-02-12,552.6674576572511
