Date,TAIWAN IMI MOMENTUM
1996-11-29,1000.0
1996-12-31,1022.9869192362645
1997-01-01,1022.9869192362645
1997-01-02,1022.9869192362645
1997-01-03,1022.9869192362645
1997-01-06,1010.7713880585509
1997-01-07,1016.0063103457236
1997-01-08,1038.669421796628
1997-01-09,1037.1570393167033
1997-01-10,1047.6917585690057
1997-01-13,1058.348254057802
1997-01-14,1052.8559605820979
1997-01-15,1059.3085172792755
1997-01-16,1068.5858258682454
1997-01-17,1059.870892888718
1997-01-20,1072.299958692425
1997-01-21,1067.49061055892
1997-01-22,1073.5144934045343
1997-01-23,1068.248019274166
1997-01-24,1074.0596651301316
1997-01-27,1059.6253768354534
1997-01-28,1060.1768017675909
1997-01-29,1062.0052732080485
1997-01-30,1074.3726715240884
1997-01-31,1087.6576474238293
1997-02-03,1096.3520585336091
1997-02-04,1096.3520585336091
1997-02-05,1093.9600176786264
1997-02-06,1093.9600176786264
1997-02-07,1093.5814367355968
1997-02-10,1093.9791027125907
1997-02-11,1104.1439210515168
1997-02-12,1103.816600389648
1997-02-13,1125.5213593359856
1997-02-14,1121.0411659689196
1997-02-17,1145.5559360987475
1997-02-18,1144.254724757406
1997-02-19,1148.7518709389726
1997-02-20,1154.8447129854378
1997-02-21,1166.7479320531431
1997-02-24,1181.7577822250898
1997-02-25,1179.233042580107
1997-02-26,1148.1721517894382
1997-02-27,1163.1075678841196
1997-02-28,1165.4014229105924
1997-03-03,1171.3229578630019
1997-03-04,1182.4483410388202
1997-03-05,1195.7016970615628
1997-03-06,1204.4389393080432
1997-03-07,1219.5996328267167
1997-03-10,1221.056994096572
1997-03-11,1231.4845086563241
1997-03-12,1226.250362348317
1997-03-13,1231.7043757177157
1997-03-14,1236.8715426935498
1997-03-17,1262.3103453080184
1997-03-18,1268.6328318940996
1997-03-19,1254.4352521728676
1997-03-20,1261.8370223481443
1997-03-21,1219.8549101217275
1997-03-24,1177.6385149748303
1997-03-25,1168.841033571839
1997-03-26,1192.9558267171133
1997-03-27,1210.471362690631
1997-03-28,1215.4392484775888
1997-03-31,1192.4464776835875
1997-04-01,1215.885340708737
1997-04-02,1216.6852124715704
1997-04-03,1240.3670194548722
1997-04-04,1240.3670194548722
1997-04-07,1262.1424666347443
1997-04-08,1247.198017560464
1997-04-09,1273.3600633393567
1997-04-10,1263.2679755504557
1997-04-11,1261.758635682007
1997-04-14,1269.6511722085777
1997-04-15,1264.6536495488422
1997-04-16,1262.7696530512808
1997-04-17,1243.4667420484375
1997-04-18,1220.576703570996
1997-04-21,1234.0264672832168
1997-04-22,1238.0244753823765
1997-04-23,1255.9281580691056
1997-04-24,1260.7875992699367
1997-04-25,1274.7123476301965
1997-04-28,1280.2845846692765
1997-04-29,1267.3457261964231
1997-04-30,1251.7228048004197
1997-05-01,1251.7228048004197
1997-05-02,1205.7665497786088
1997-05-05,1214.003357531792
1997-05-06,1216.407091116702
1997-05-07,1234.210622394619
1997-05-08,1222.496073189307
1997-05-09,1204.875472135791
1997-05-12,1163.017740419281
1997-05-13,1164.2153068967948
1997-05-14,1194.1716320089122
1997-05-15,1164.6942543853984
1997-05-16,1175.8142247164865
1997-05-19,1173.6239892882693
1997-05-20,1155.2601761487413
1997-05-21,1158.4513619675367
1997-05-22,1185.4688381038943
1997-05-23,1183.1992535506554
1997-05-26,1195.0007515082407
1997-05-27,1183.173478422069
1997-05-28,1169.105129453713
1997-05-29,1163.1071148996814
1997-05-30,1160.8284704088385
1997-06-02,1201.666075934523
1997-06-03,1214.355427648777
1997-06-04,1229.5038981117955
1997-06-05,1228.6846032820047
1997-06-06,1263.447995928854
1997-06-09,1275.2387250808472
1997-06-10,1267.5624183738898
1997-06-11,1238.85531381956
1997-06-12,1258.385825364175
1997-06-13,1265.992284210028
1997-06-16,1314.2716284405212
1997-06-17,1339.7064788436746
1997-06-18,1378.139272084568
1997-06-19,1334.5604260671055
1997-06-20,1363.4974127989447
1997-06-23,1380.3359035913447
1997-06-24,1375.4531002042534
1997-06-25,1398.749977746867
1997-06-26,1390.1005529996014
1997-06-27,1387.8012346508972
1997-06-30,1393.713234266355
1997-07-01,1393.713234266355
1997-07-02,1354.1132197246302
1997-07-03,1377.787654588762
1997-07-04,1401.523096009693
1997-07-07,1448.577907794255
1997-07-08,1457.655996852589
1997-07-09,1482.4003033675335
1997-07-10,1505.453651447785
1997-07-11,1499.2854244251653
1997-07-14,1577.1487036106346
1997-07-15,1594.8112028160467
1997-07-16,1630.1993247466426
1997-07-17,1590.70208005857
1997-07-18,1651.0675120061305
1997-07-21,1587.6820272895184
1997-07-22,1531.9026193106283
1997-07-23,1521.8824927688445
1997-07-24,1593.9157032824492
1997-07-25,1644.9891812061876
1997-07-28,1687.891629042239
1997-07-29,1652.2439933460118
1997-07-30,1648.1571921953905
1997-07-31,1665.6919622597343
1997-08-01,1663.745715004881
1997-08-04,1721.6338745707062
1997-08-05,1692.6374443874024
1997-08-06,1669.13692997295
1997-08-07,1640.292801510768
1997-08-08,1690.9746630404936
1997-08-11,1634.9483915079488
1997-08-12,1624.9914232993378
1997-08-13,1586.3955000219514
1997-08-14,1607.261055447089
1997-08-15,1634.7685165461442
1997-08-18,1620.1501221144829
1997-08-19,1625.149861045403
1997-08-20,1675.4380778008817
1997-08-21,1730.4447022310571
1997-08-22,1742.462164196781
1997-08-25,1750.0388098394503
1997-08-26,1759.9855542066414
1997-08-27,1719.9622332967988
1997-08-28,1680.219794301088
1997-08-29,1678.4354383217649
1997-09-01,1620.0639801666814
1997-09-02,1540.9306090039315
1997-09-03,1612.2451495347636
1997-09-04,1548.1425977910371
1997-09-05,1574.6691922325301
1997-09-08,1520.4859497430464
1997-09-09,1504.604691109247
1997-09-10,1523.1871431979912
1997-09-11,1514.571421621878
1997-09-12,1526.9298967910709
1997-09-15,1456.0845012526963
1997-09-16,1456.084501252696
1997-09-17,1504.1118657652528
1997-09-18,1520.2151871091667
1997-09-19,1530.7308349489308
1997-09-22,1513.3289532032456
1997-09-23,1472.7330129363918
1997-09-24,1458.1791938202123
1997-09-25,1400.704043178764
1997-09-26,1381.971283287374
1997-09-29,1422.9715890125249
1997-09-30,1469.3794111347636
1997-10-01,1402.5740353400383
1997-10-02,1385.4059393150417
1997-10-03,1412.5113210212176
1997-10-06,1391.1325154602312
1997-10-07,1346.575475216284
1997-10-08,1366.5262697846135
1997-10-09,1408.2677407816623
1997-10-10,1408.2677407816623
1997-10-13,1417.9673500221381
1997-10-14,1414.2178620858392
1997-10-15,1386.1608334907817
1997-10-16,1317.786293322476
1997-10-17,1229.1639773724269
1997-10-20,1054.4272629762886
1997-10-21,1109.7383707803322
1997-10-22,1087.949243241105
1997-10-23,1096.3626787184362
1997-10-24,1072.7105030850119
1997-10-27,1061.0325218457303
1997-10-28,984.278996467645
1997-10-29,939.3222918647701
1997-10-30,948.3514606378574
1997-10-31,948.3514606378576
1997-11-03,987.1318201604439
1997-11-04,1030.4488348389266
1997-11-05,1063.0243223374584
1997-11-06,1098.5108183226453
1997-11-07,1060.2772057878192
1997-11-10,1047.6050255342884
1997-11-11,1039.993724387977
1997-11-12,1039.9937243879767
1997-11-13,1014.2885808057382
1997-11-14,998.1558492820405
1997-11-17,1029.012762756381
1997-11-18,1011.2819282429795
1997-11-19,995.6368490397977
1997-11-20,992.2355616080213
1997-11-21,1016.8774842744866
1997-11-24,1000.5952186009124
1997-11-25,998.8386246763517
1997-11-26,989.6271477956145
1997-11-27,1003.6731664409992
1997-11-28,1004.2812298503407
1997-12-01,956.5280832129797
1997-12-02,991.2865216095737
1997-12-03,1006.6756398854571
1997-12-04,1043.4775348862352
1997-12-05,1058.0835244037355
1997-12-08,1107.978840832815
1997-12-09,1101.5151181150668
1997-12-10,1112.126005291226
1997-12-11,1069.6674700101396
1997-12-12,1079.6525895099005
1997-12-15,1032.0143883263622
1997-12-16,1019.8192125124227
1997-12-17,1050.2355841508127
1997-12-18,1044.184685280664
1997-12-19,1009.2645890371323
1997-12-22,1001.1299173807845
1997-12-23,999.2547288159176
1997-12-24,1011.9561731197546
1997-12-25,1011.9561731197546
1997-12-26,1013.2205859870824
1997-12-29,1006.3090677460785
1997-12-30,1019.2721772833919
1997-12-31,1025.4196890011988
1998-01-01,1025.4196890011988
1998-01-02,1025.4196890011985
1998-01-05,986.4358400742524
1998-01-06,969.4886227076994
1998-01-07,935.8089187331577
1998-01-08,936.4220491404118
1998-01-09,936.1886665299407
1998-01-12,879.3734459925557
1998-01-13,894.7032663440905
1998-01-14,946.0477246247025
1998-01-15,955.6545072627358
1998-01-16,965.7958528747578
1998-01-19,980.7723056951048
1998-01-20,999.3002057927854
1998-01-21,1028.3990737676916
1998-01-22,1022.2774092021872
1998-01-23,1015.309012039803
1998-01-26,1012.7295880048687
1998-01-27,1012.7295880048687
1998-01-28,1012.7295880048687
1998-01-29,1012.7295880048687
1998-01-30,1012.7295880048687
1998-02-02,1085.8482387840138
1998-02-03,1126.4195168282668
1998-02-04,1140.4382850498732
1998-02-05,1175.2198530168744
1998-02-06,1153.692801070655
1998-02-09,1152.919356956247
1998-02-10,1155.2084904498981
1998-02-11,1192.2547178744858
1998-02-12,1197.6349689008744
1998-02-13,1176.7574451556975
1998-02-16,1180.3976067067235
1998-02-17,1196.289759600199
1998-02-18,1210.6648529370264
1998-02-19,1239.7143823858166
1998-02-20,1241.9873861013207
1998-02-23,1235.5908955936018
1998-02-24,1232.042375429902
1998-02-25,1233.661480300302
1998-02-26,1281.5558557118243
1998-02-27,1280.6078527724744
1998-03-02,1279.5057301398735
1998-03-03,1271.7942548809028
1998-03-04,1229.7859759185997
1998-03-05,1188.7508300553927
1998-03-06,1201.4027436763563
1998-03-09,1173.5584310218874
1998-03-10,1188.1599298085337
1998-03-11,1215.6525301534916
1998-03-12,1209.1781278927022
1998-03-13,1210.9073733444238
1998-03-16,1220.2207761083612
1998-03-17,1214.9316499150432
1998-03-18,1192.5284284051509
1998-03-19,1187.7359209705755
1998-03-20,1199.932524099484
1998-03-23,1170.5285911895228
1998-03-24,1188.682187780386
1998-03-25,1231.7691264796797
1998-03-26,1225.9204187974499
1998-03-27,1236.7582968577144
1998-03-30,1226.9634636244741
1998-03-31,1223.9107059250027
1998-04-01,1220.2999545087378
1998-04-02,1212.6736230724407
1998-04-03,1225.0669078303088
1998-04-06,1234.613337825239
1998-04-07,1234.6625964301597
1998-04-08,1235.9108041336021
1998-04-09,1214.5422814789883
1998-04-10,1206.180631496139
1998-04-13,1170.6985863695436
1998-04-14,1162.2734309965788
1998-04-15,1174.4166979585025
1998-04-16,1165.0595716921287
1998-04-17,1135.3807104819705
1998-04-20,1124.7440128732803
1998-04-21,1127.1079328800768
1998-04-22,1159.2932779849225
1998-04-23,1157.4611570043319
1998-04-24,1162.151781175225
1998-04-27,1135.5205851767998
1998-04-28,1134.5752045309323
1998-04-29,1118.9100416168496
1998-04-30,1114.5372464314235
1998-05-01,1114.5203467006202
1998-05-04,1129.7770860345638
1998-05-05,1120.4853760710519
1998-05-06,1113.3622493109838
1998-05-07,1109.7785219493792
1998-05-08,1097.197629940354
1998-05-11,1124.219759555252
1998-05-12,1108.0959108268305
1998-05-13,1103.0982218848003
1998-05-14,1100.6461036610124
1998-05-15,1102.3940624296238
1998-05-18,1086.5657590401847
1998-05-19,1088.3006176961148
1998-05-20,1114.9020400709146
1998-05-21,1129.5545799592333
1998-05-22,1131.8054863758418
1998-05-25,1118.2030727548804
1998-05-26,1086.0278054601802
1998-05-27,1065.4413497976116
1998-05-28,1069.2077716250467
1998-05-29,1026.8380573967422
1998-06-01,976.3166080612662
1998-06-02,965.2471876302715
1998-06-03,978.0425069918346
1998-06-04,940.1960114536449
1998-06-05,950.8208067330025
1998-06-08,961.441262554619
1998-06-09,944.8059034722651
1998-06-10,918.1686070181248
1998-06-11,913.2628622109972
1998-06-12,893.5820513363079
1998-06-15,912.7980694235109
1998-06-16,940.1987281593338
1998-06-17,955.8722887571905
1998-06-18,1007.1671144403301
1998-06-19,1017.9599795900978
1998-06-22,996.2297831199155
1998-06-23,990.9723517049677
1998-06-24,987.3364707989115
1998-06-25,994.6837107702992
1998-06-26,984.8844135189278
1998-06-29,955.7626386968801
1998-06-30,967.9646776008905
1998-07-01,968.1196421104754
1998-07-02,1003.4618383758196
1998-07-03,1000.895498785753
1998-07-06,1022.3561294884956
1998-07-07,1024.6110971226547
1998-07-08,1042.1761335473047
1998-07-09,1040.5522817327335
1998-07-10,1034.544344282707
1998-07-13,1029.010498665377
1998-07-14,1024.0142840719595
1998-07-15,1037.3214892091976
1998-07-16,1045.5357913518794
1998-07-17,1056.2762753592283
1998-07-20,1050.3892235500705
1998-07-21,1033.4106749454147
1998-07-22,1023.878514577712
1998-07-23,1029.6309864957445
1998-07-24,1039.5178290224358
1998-07-27,1038.6554665695014
1998-07-28,1029.4170993058885
1998-07-29,1021.6884766250579
1998-07-30,1022.3652484200509
1998-07-31,1013.4776847373238
1998-08-03,1000.0418578154288
1998-08-04,1001.5305363558374
1998-08-05,995.4718918045638
1998-08-06,988.395297639445
1998-08-07,990.6784553073036
1998-08-10,963.0763342106492
1998-08-11,966.4701578427558
1998-08-12,969.571984938971
1998-08-13,971.3315339785703
1998-08-14,967.8643895185479
1998-08-17,945.242849821054
1998-08-18,928.9408033025502
1998-08-19,945.069614111178
1998-08-20,948.9414053653395
1998-08-21,940.1616067559047
1998-08-24,901.2562349252496
1998-08-25,904.9096064470284
1998-08-26,896.6029042306886
1998-08-27,908.3995107499976
1998-08-28,894.4175309413624
1998-08-31,876.7437009994165
1998-09-01,848.7481078088778
1998-09-02,864.6754327199467
1998-09-03,832.2548655283822
1998-09-04,846.2865383851503
1998-09-07,883.4060880502203
1998-09-08,903.1045616909588
1998-09-09,908.3790310150029
1998-09-10,894.2233093001566
1998-09-11,886.0016217041563
1998-09-14,879.4143460153472
1998-09-15,876.0046285786157
1998-09-16,888.1483971553233
1998-09-17,896.1228633717159
1998-09-18,890.1693995953004
1998-09-21,891.0649155075773
1998-09-22,894.8301955092624
1998-09-23,892.5999251469586
1998-09-24,898.8689939116206
1998-09-25,898.3543086749262
1998-09-28,892.3354248782456
1998-09-29,888.1256663468016
1998-09-30,882.2863537692874
1998-10-01,860.9993687433556
1998-10-02,831.3443217851672
1998-10-05,845.8211406037125
1998-10-06,845.3171160111158
1998-10-07,859.372528425557
1998-10-08,900.8627428389217
1998-10-09,892.2556861044342
1998-10-12,888.6932847247663
1998-10-13,883.2089416187557
1998-10-14,879.0563284722904
1998-10-15,887.382137434808
1998-10-16,887.3821374348082
1998-10-19,904.9968797825552
1998-10-20,898.889708524918
1998-10-21,907.800709595743
1998-10-22,901.1918484361348
1998-10-23,908.0799476591629
1998-10-26,912.9107704451601
1998-10-27,918.3689738505052
1998-10-28,919.8458854039216
1998-10-29,926.264292097684
1998-10-30,939.9108727416226
1998-11-02,970.1621504043594
1998-11-03,951.386899135333
1998-11-04,919.4230749767019
1998-11-05,923.757522662103
1998-11-06,903.9330833747392
1998-11-09,906.594439688066
1998-11-10,881.4312343003504
1998-11-11,855.9280031894173
1998-11-12,855.9280031894173
1998-11-13,868.9336862943738
1998-11-16,880.3227320225416
1998-11-17,893.6829593609624
1998-11-18,882.209106679806
1998-11-19,902.6445277668915
1998-11-20,910.9406185388954
1998-11-23,908.5930869513205
1998-11-24,918.8211649205583
1998-11-25,889.7308058817729
1998-11-26,904.0511518530537
1998-11-27,889.6872714613293
1998-11-30,876.3234215029281
1998-12-01,865.5526484911845
1998-12-02,868.6795438570214
1998-12-03,868.2822789548082
1998-12-04,879.610655343677
1998-12-07,897.4786612507461
1998-12-08,886.7855750481104
1998-12-09,881.5310554864618
1998-12-10,870.0153454872941
1998-12-11,854.71451654213
1998-12-14,850.3425909391011
1998-12-15,859.665840299195
1998-12-16,839.5470453432791
1998-12-17,827.492589147215
1998-12-18,826.5421653916189
1998-12-21,818.1394995408913
1998-12-22,852.6754815875921
1998-12-23,842.9139737233688
1998-12-24,841.7264512247871
1998-12-25,841.7065045937825
1998-12-28,818.7312396484733
1998-12-29,822.886519432245
1998-12-30,826.3665016381752
1998-12-31,822.4627386880711
1999-01-01,822.4627386880711
1999-01-04,824.189526708645
1999-01-05,793.9750870911427
1999-01-06,801.7112200769445
1999-01-07,824.7216504167673
1999-01-08,822.7042030417266
1999-01-11,824.6574395125797
1999-01-12,823.7394223410314
1999-01-13,816.5794234743095
1999-01-14,801.4346290037673
1999-01-15,821.6839533757942
1999-01-18,807.6767070826614
1999-01-19,800.3438713995839
1999-01-20,796.1557214907098
1999-01-21,796.0609930530843
1999-01-22,780.8893914633711
1999-01-25,756.5194096570204
1999-01-26,762.401160665708
1999-01-27,766.6695975910912
1999-01-28,753.0844834299191
1999-01-29,738.8003178035835
1999-02-01,724.0764209094835
1999-02-02,708.1071845368563
1999-02-03,712.5997741115834
1999-02-04,690.1266733047453
1999-02-05,690.8997872333118
1999-02-08,730.1846956755278
1999-02-09,715.2215722804439
1999-02-10,721.0554149745445
1999-02-11,720.8322470961855
1999-02-12,721.0554149745443
1999-02-15,721.0554149745442
1999-02-16,721.0554149745441
1999-02-17,719.9409552914299
1999-02-18,719.9835751853859
1999-02-19,717.2122758197763
1999-02-22,751.765911694461
1999-02-23,728.7191553201733
1999-02-24,730.8204281137844
1999-02-25,734.3146976644331
1999-02-26,741.1615796908361
1999-03-01,744.2745686992952
1999-03-02,732.629413547882
1999-03-03,739.5958746895981
1999-03-04,732.5436196919056
1999-03-05,733.0545097680081
1999-03-08,742.9214325029391
1999-03-09,754.237249924505
1999-03-10,754.0326983939749
1999-03-11,751.1143048907835
1999-03-12,753.30161543938
1999-03-15,770.9788095945685
1999-03-16,781.9327755566696
1999-03-17,791.5054651881536
1999-03-18,811.053537041011
1999-03-19,823.0124872369624
1999-03-22,830.5382429462452
1999-03-23,818.0008510176426
1999-03-24,815.1810594588248
1999-03-25,818.7347026760785
1999-03-26,828.7027598660454
1999-03-29,809.6947299948022
1999-03-30,811.5194890448939
1999-03-31,808.3574637416815
