Date,THAILAND IMI MOMENTUM
1995-05-31,1000.0
1995-06-30,990.4175947744524
1995-07-31,964.3859549758841
1995-08-31,918.1767323864603
1995-09-29,911.339853641709
1995-10-31,913.3462251070563
1995-11-30,850.803496774718
1995-12-29,883.9186831246844
1996-01-31,974.3642807407823
1996-02-29,954.2815319001382
1996-03-29,953.0140400689786
1996-04-30,969.7323278769899
1996-05-31,1003.9000891557807
1996-06-28,1000.8057977859648
1996-07-31,883.5077902510506
1996-08-30,920.3941447661086
1996-09-30,911.5441907477191
1996-10-31,757.1075467101876
1996-11-29,774.7108875161076
1996-12-31,764.5947716036209
1997-01-01,764.5947716036209
1997-01-02,757.9360668356002
1997-01-03,748.7616442854317
1997-01-06,747.469296198579
1997-01-07,757.2938641974231
1997-01-08,762.4727454243523
1997-01-09,770.7395095567684
1997-01-10,770.6133176923782
1997-01-13,768.8382566089408
1997-01-14,764.8903910318975
1997-01-15,769.019841175894
1997-01-16,773.4736721545214
1997-01-17,783.4041993525059
1997-01-20,790.3709354483015
1997-01-21,791.7866922751184
1997-01-22,788.702616108193
1997-01-23,791.0470675491838
1997-01-24,784.7427894730249
1997-01-27,785.5897853770902
1997-01-28,786.2236325900835
1997-01-29,778.4875280876438
1997-01-30,774.3761401368632
1997-01-31,763.8792421629262
1997-02-03,749.5313231347972
1997-02-04,748.6927737447676
1997-02-05,740.3017115204503
1997-02-06,745.5648370017537
1997-02-07,744.9129205638231
1997-02-10,739.4550921789742
1997-02-11,742.7934610037528
1997-02-12,739.5237986146115
1997-02-13,731.2601789661136
1997-02-14,738.5898786682543
1997-02-17,737.3651007316906
1997-02-18,734.0520172061009
1997-02-19,750.5299637051869
1997-02-20,756.7535972114808
1997-02-21,757.0453295157259
1997-02-24,750.2246268992383
1997-02-25,746.3341700704993
1997-02-26,748.966603428581
1997-02-27,745.1410673806859
1997-02-28,744.0065624971216
1997-03-03,731.83382636896
1997-03-04,728.3717339032204
1997-03-05,728.0370122273598
1997-03-06,733.7934867299706
1997-03-07,735.2158199201965
1997-03-10,739.7905915739561
1997-03-11,743.3888822711095
1997-03-12,744.7767347130972
1997-03-13,739.0148304346192
1997-03-14,728.3454779396498
1997-03-17,722.1476987901102
1997-03-18,726.9864849074958
1997-03-19,725.8166686485445
1997-03-20,730.6589901952826
1997-03-21,734.3947343675875
1997-03-24,736.1400210033851
1997-03-25,735.5320733486533
1997-03-26,733.9413504774451
1997-03-27,739.1436827888688
1997-03-28,743.5939147427582
1997-03-31,736.9830067630533
1997-04-01,731.1904156712967
1997-04-02,734.722534949657
1997-04-03,732.0677039523646
1997-04-04,732.7084633933173
1997-04-07,730.8802081103778
1997-04-08,729.3274875036151
1997-04-09,726.8148921493289
1997-04-10,726.729881320671
1997-04-11,720.0908443084887
1997-04-14,720.0908443084887
1997-04-15,720.2288985347749
1997-04-16,717.9239924395221
1997-04-17,717.3071862674692
1997-04-18,711.3157263481842
1997-04-21,708.5654560026403
1997-04-22,713.7314089413558
1997-04-23,713.7457621269286
1997-04-24,710.9199522725139
1997-04-25,708.7684089894483
1997-04-28,698.5697867862162
1997-04-29,694.680328751954
1997-04-30,688.0732002851703
1997-05-01,688.4684931999262
1997-05-02,684.9204849655562
1997-05-05,685.314268303022
1997-05-06,673.6138760134957
1997-05-07,667.8442408612334
1997-05-08,663.7473065795772
1997-05-09,661.746849119948
1997-05-12,651.1525364578491
1997-05-13,652.90575023449
