Date,KOREA IMI MOMENTUM
1995-05-31,1000.0
1995-06-30,1022.8574708894001
1995-07-31,1023.8159466803168
1995-08-31,944.783204813657
1995-09-29,1036.3669477193284
1995-10-31,1051.5283342293135
1995-11-30,955.8926918350118
1995-12-29,921.6542657594788
1996-01-31,937.8948101261855
1996-02-29,923.4100229206439
1996-03-29,920.2347019832076
1996-04-30,1042.3066077825486
1996-05-31,963.6056781261691
1996-06-28,852.6894689750776
1996-07-31,892.5040811417708
1996-08-30,805.2790672106938
1996-09-30,796.4769086695286
1996-10-31,729.5561556822715
1996-11-29,681.0645437481411
1996-12-31,583.7261300895514
1997-01-01,584.2255419127642
1997-01-02,585.3494198288615
1997-01-03,604.1570033513593
1997-01-06,569.7943265962393
1997-01-07,544.681853808675
1997-01-08,537.921834152357
1997-01-09,549.2278836012013
1997-01-10,560.8408320523349
1997-01-13,579.7039372281124
1997-01-14,595.2790116052576
1997-01-15,618.6093998585708
1997-01-16,641.7967972512605
1997-01-17,629.1391996772933
1997-01-20,650.3247626596165
1997-01-21,626.2237350365842
1997-01-22,613.4037246332551
1997-01-23,615.8542759391993
1997-01-24,624.0614914297397
1997-01-27,621.5070252311259
1997-01-28,608.2508221696235
1997-01-29,600.5778723826912
1997-01-30,606.6974088806935
1997-01-31,628.4145202639984
1997-02-03,623.1475122507605
1997-02-04,632.549846697778
1997-02-05,629.7492378296383
1997-02-06,639.0940734910744
1997-02-07,640.200729895388
1997-02-10,658.8098831361422
1997-02-11,664.3824409579746
1997-02-12,656.2759624615608
1997-02-13,650.9175961064564
1997-02-14,645.3229619167553
1997-02-17,640.1029715705714
1997-02-18,645.6900148055448
1997-02-19,670.2912880139113
1997-02-20,671.302627919772
1997-02-21,654.5875369762563
1997-02-24,636.4433930450404
1997-02-25,639.7881047003228
1997-02-26,638.4492222958193
1997-02-27,638.3408870709312
1997-02-28,654.2466205091149
1997-03-03,660.3496998426358
1997-03-04,667.1208106868679
1997-03-05,670.7753966220133
1997-03-06,664.8208505390875
1997-03-07,677.5775148780775
1997-03-10,654.8923947762001
1997-03-11,638.9822925614302
1997-03-12,639.2893772682709
1997-03-13,637.5053474372091
1997-03-14,616.328230625897
1997-03-17,620.6557331141776
1997-03-18,617.3571067231271
1997-03-19,606.451573071083
1997-03-20,605.0573548808237
1997-03-21,587.9935428567727
1997-03-24,548.4006057364768
1997-03-25,562.5532830134506
1997-03-26,575.8030621550437
1997-03-27,582.36975685811
1997-03-28,581.9671691377932
1997-03-31,598.6212758239741
1997-04-01,593.5664292648062
1997-04-02,594.7951041257854
1997-04-03,587.7447194965852
1997-04-04,594.3161139138697
1997-04-07,592.5961629540658
1997-04-08,590.98148436914
1997-04-09,600.8930630626552
1997-04-10,590.3316660304779
1997-04-11,599.2487339109325
1997-04-14,598.1308416384281
1997-04-15,592.7443232456827
1997-04-16,601.8065509484469
1997-04-17,604.1086661629328
1997-04-18,608.0990554001431
1997-04-21,600.5849909971398
1997-04-22,591.5027847113847
1997-04-23,594.5747172952431
1997-04-24,594.760563939483
1997-04-25,598.4731572158381
1997-04-28,605.2405776877748
1997-04-29,603.0016237369388
1997-04-30,600.9990484923961
1997-05-01,600.6623543475825
1997-05-02,599.2023764125955
1997-05-05,601.1775854805431
1997-05-06,602.6959040834532
1997-05-07,592.6354608199442
1997-05-08,594.4559753916799
1997-05-09,599.1668579497403
1997-05-12,573.2579245048162
1997-05-13,578.277367224713
1997-05-14,578.4393496805186
1997-05-15,589.9734538068822
1997-05-16,590.8707798472125
