Date,MEXICO IMI MOMENTUM
1996-05-31,1000.0
1996-06-28,975.0178675933373
1996-07-31,921.9598239495589
1996-08-30,1036.6423781614576
1996-09-30,1034.7327885512027
1996-10-31,957.5106119960557
1996-11-29,1003.057898705916
1996-12-31,1038.2809001059823
1997-01-01,1038.2809001059823
1997-01-02,1031.4187702267823
1997-01-03,1046.074956700761
1997-01-06,1061.1224451859532
1997-01-07,1071.8660329272302
1997-01-08,1074.8001566844441
1997-01-09,1076.246602847162
1997-01-10,1079.7323936984162
1997-01-13,1076.7583091943025
1997-01-14,1092.5552671333933
1997-01-15,1107.5675273036557
1997-01-16,1092.747251596569
1997-01-17,1112.5765158737818
1997-01-20,1117.9371956115458
1997-01-21,1118.9098302607729
1997-01-22,1117.4339595834433
1997-01-23,1115.4873301206899
1997-01-24,1106.1223421766394
1997-01-27,1100.159338710589
1997-01-28,1096.9960874693609
1997-01-29,1077.0118518441184
1997-01-30,1086.776268294828
1997-01-31,1079.6708061045658
1997-02-03,1078.4020336885087
1997-02-04,1092.529840914918
1997-02-05,1092.8093317926143
1997-02-06,1084.7708820933335
1997-02-07,1083.877083943044
1997-02-10,1077.7664246446423
1997-02-11,1087.4623125450341
1997-02-12,1093.6910123624045
1997-02-13,1091.7952091181066
1997-02-14,1103.0484520440955
1997-02-17,1109.431617827809
1997-02-18,1105.902663602442
1997-02-19,1112.4069050380579
1997-02-20,1105.657346248306
1997-02-21,1115.9654606637976
1997-02-24,1118.122057385579
1997-02-25,1123.1784909189132
1997-02-26,1108.9541462940997
1997-02-27,1074.5736091783767
1997-02-28,1070.7252743087413
1997-03-03,1041.158958268768
1997-03-04,1030.787901363621
1997-03-05,1021.5401952874277
1997-03-06,1027.8107096644555
1997-03-07,1030.7506037082144
1997-03-10,1046.8843868785864
1997-03-11,1043.0268320026776
1997-03-12,1033.9862844137426
1997-03-13,1030.338858311215
1997-03-14,1030.9345110022948
1997-03-17,1029.7574712987944
1997-03-18,1032.5309459856094
1997-03-19,1046.152262434911
1997-03-20,1043.1615904468592
1997-03-21,1043.3590841216883
1997-03-24,1056.5245236878025
1997-03-25,1062.4990913173474
1997-03-26,1066.4209779019518
1997-03-27,1062.9882923507653
1997-03-28,1062.8541274773143
1997-03-31,1041.4505707328694
1997-04-01,1027.3467483709376
1997-04-02,1030.2211651610453
1997-04-03,1029.148149451382
1997-04-04,1032.3800804804166
1997-04-07,1041.8347378454052
1997-04-08,1038.5924457397975
1997-04-09,1036.5143096009813
1997-04-10,1027.2237436760165
1997-04-11,1018.2865077546146
1997-04-14,1025.1395269012608
1997-04-15,1029.2967258037816
1997-04-16,1030.7621117907236
1997-04-17,1022.2563033517029
1997-04-18,1023.4362347442282
1997-04-21,1018.0497710035045
1997-04-22,1030.0434548671367
1997-04-23,1041.1031300786574
1997-04-24,1031.3712612736579
1997-04-25,1031.2476369536248
1997-04-28,1019.3429312056733
1997-04-29,1018.6825782321106
1997-04-30,1018.0078661505563
1997-05-01,1019.3540982153652
1997-05-02,1026.775021833956
1997-05-05,1027.7498082470895
1997-05-06,1026.481170848364
1997-05-07,1023.0322290059311
1997-05-08,1041.6038990701988
1997-05-09,1049.9991871717393
1997-05-12,1060.146928639727
1997-05-13,1066.4235089141225
1997-05-14,1059.7499057505438
1997-05-15,1059.875616572645
1997-05-16,1064.4506877397505
1997-05-19,1070.7302248468277
1997-05-20,1075.7162422873112
1997-05-21,1078.9248134020313
1997-05-22,1079.06267938434
1997-05-23,1078.3732759610755
1997-05-26,1067.4608530089058
1997-05-27,1062.3784036477057
1997-05-28,1048.9024144257933
1997-05-29,1043.8812021179328
1997-05-30,1044.501663681155
1997-06-02,1051.7323564237818
1997-06-03,1065.262748032113
1997-06-04,1074.1295133186713
1997-06-05,1071.5858382837907
1997-06-06,1077.669262737988
1997-06-09,1074.6550912151042
1997-06-10,1083.8972301170386
1997-06-11,1097.2343035413023
1997-06-12,1113.8571222011421
1997-06-13,1123.7359954164215
1997-06-16,1122.3382891521424
1997-06-17,1128.1401645303413
1997-06-18,1131.596769066172
1997-06-19,1132.4525587199037
1997-06-20,1152.8036990601177
1997-06-23,1160.0790369690924
1997-06-24,1149.1969301160414
1997-06-25,1139.4620934842699
1997-06-26,1150.462996825768
1997-06-27,1155.1833379261627
1997-06-30,1158.116820357282
1997-07-01,1171.1465418437106
1997-07-02,1178.8288933066872
1997-07-03,1182.7237135526732
1997-07-04,1198.4952330097383
1997-07-07,1220.7944312644443
1997-07-08,1238.4431126009986
1997-07-09,1247.5049049987717
1997-07-10,1252.1264331122973
1997-07-11,1244.9182197128523
1997-07-14,1246.1469719142137
1997-07-15,1215.414829037191
1997-07-16,1258.8856142375444
1997-07-17,1263.794305249767
1997-07-18,1243.2581947463054
1997-07-21,1217.0921093790137
1997-07-22,1233.3626089580887
1997-07-23,1266.0611469262103
1997-07-24,1278.0346497137698
1997-07-25,1281.2390504591272
1997-07-28,1268.3189297429115
1997-07-29,1295.5802584378991
1997-07-30,1343.1096741436993
1997-07-31,1346.4125795375223
1997-08-01,1332.9431363630313
1997-08-04,1350.0623915834262
1997-08-05,1368.6115507464351
1997-08-06,1381.7792630542706
1997-08-07,1354.6186310866092
1997-08-08,1335.455527884165
1997-08-11,1337.3494558529421
1997-08-12,1334.8737042246992
1997-08-13,1342.5854330602979
1997-08-14,1345.1312856502952
1997-08-15,1335.099060563908
1997-08-18,1327.5616802435868
1997-08-19,1349.0670287159248
1997-08-20,1370.2305007058878
1997-08-21,1347.6454783354395
1997-08-22,1335.0628060315294
1997-08-25,1330.025474933543
1997-08-26,1313.4564450501193
1997-08-27,1311.8651534030298
1997-08-28,1280.2143105154573
1997-08-29,1248.8976684565976
1997-09-01,1246.9000714181193
1997-09-02,1285.305094210763
1997-09-03,1311.7301504115264
1997-09-04,1302.3640647582815
1997-09-05,1315.7092016112306
1997-09-08,1324.2683161472748
1997-09-09,1325.9899751724768
