Date,PERU IMI MOMENTUM
1996-05-31,1000.0
1996-06-28,1038.6851826034795
1996-07-31,1058.1524389215426
1996-08-30,1082.5321717190477
1996-09-30,1084.5387906690935
1996-10-31,1004.122973757828
1996-11-29,958.3346881902506
1996-12-31,954.0110610856119
1997-01-01,954.0110610856119
1997-01-02,961.3087544744966
1997-01-03,979.5301572559654
1997-01-06,982.3868540076555
1997-01-07,992.1206054544692
1997-01-08,1005.5999796133152
1997-01-09,1004.6795100801382
1997-01-10,1005.4395280014285
1997-01-13,1004.931589680361
1997-01-14,1032.6128704772646
1997-01-15,1029.867835527112
1997-01-16,1021.773176259344
1997-01-17,1029.0000239599356
1997-01-20,1021.9224014172062
1997-01-21,1021.5862332798317
1997-01-22,1024.188933391219
1997-01-23,1029.826478743489
1997-01-24,1026.934762160963
1997-01-27,1018.3330506682823
1997-01-28,1017.0325784265451
1997-01-29,1016.0052509571244
1997-01-30,1019.2281427473097
1997-01-31,1022.9262738492806
1997-02-03,1023.5003862400756
1997-02-04,1043.701798963724
1997-02-05,1053.6351409558333
1997-02-06,1045.7237106673128
1997-02-07,1034.0276423115852
1997-02-10,1027.8255579234042
1997-02-11,1027.4640971117703
1997-02-12,1031.5519831399506
1997-02-13,1034.6330581950272
1997-02-14,1041.9665596993975
1997-02-17,1044.050455731825
1997-02-18,1053.9737654298683
1997-02-19,1066.8874812783401
1997-02-20,1062.7964319943203
1997-02-21,1061.9809725657008
1997-02-24,1067.2420648062057
1997-02-25,1085.386269880639
1997-02-26,1091.7970822630673
1997-02-27,1092.7057334702474
1997-02-28,1092.8082383762694
1997-03-03,1092.7975064148143
1997-03-04,1095.519525468931
1997-03-05,1104.9460062957783
1997-03-06,1109.4876348357259
1997-03-07,1122.1540628380765
1997-03-10,1123.3137143053348
1997-03-11,1128.9888342388604
1997-03-12,1117.5641063838502
1997-03-13,1106.7012052414898
1997-03-14,1104.2150537972714
1997-03-17,1099.0971248000835
1997-03-18,1099.9153268003201
1997-03-19,1088.6243096428757
1997-03-20,1083.9247476251398
1997-03-21,1087.9635162347072
1997-03-24,1090.9284817807834
1997-03-25,1092.6500929821298
1997-03-26,1103.3304062413308
1997-03-27,1103.3304062413308
1997-03-28,1103.3304062413308
1997-03-31,1123.1983695360866
1997-04-01,1116.9671993543143
1997-04-02,1121.1753591299034
1997-04-03,1120.4149867588
1997-04-04,1128.7328180499094
1997-04-07,1156.6810890032784
1997-04-08,1166.7310180175682
1997-04-09,1176.4990306085556
1997-04-10,1155.7734852225506
1997-04-11,1163.6573605282217
1997-04-14,1159.537261800096
1997-04-15,1162.2378790265145
1997-04-16,1159.82596238337
1997-04-17,1174.39471060041
1997-04-18,1172.2193670760166
1997-04-21,1161.6956577818955
1997-04-22,1163.786760204097
1997-04-23,1171.0051046280917
1997-04-24,1164.6993847078043
1997-04-25,1166.6204940098426
1997-04-28,1168.8216860400578
1997-04-29,1178.5943776039057
1997-04-30,1185.9266992994417
1997-05-01,1185.9266992994417
1997-05-02,1192.9775756598601
1997-05-05,1188.857516000769
1997-05-06,1189.0087567494165
1997-05-07,1179.7088153852537
1997-05-08,1183.6241271429092
1997-05-09,1184.768162005358
1997-05-12,1198.6121471658093
1997-05-13,1208.687905779634
1997-05-14,1209.0638670138549
1997-05-15,1201.287521880043
1997-05-16,1192.938604399068
1997-05-19,1193.4430588762011
1997-05-20,1200.6226140132944
1997-05-21,1217.362799112616
1997-05-22,1231.4936595954723
1997-05-23,1240.3947829725485
1997-05-26,1239.158785962736
1997-05-27,1243.5240109076578
1997-05-28,1252.1007133761925
1997-05-29,1268.7518415224336
1997-05-30,1306.2571199888698
1997-06-02,1360.6658839994193
1997-06-03,1343.316186408713
1997-06-04,1306.2534733273883
1997-06-05,1306.89467461763
1997-06-06,1300.461807455063
1997-06-09,1308.5446863331852
1997-06-10,1284.4600763873223
1997-06-11,1288.7372459206545
1997-06-12,1292.579888935024
1997-06-13,1303.0651141417156
1997-06-16,1304.8398849577334
1997-06-17,1312.1406419373309
1997-06-18,1295.8276568242798
1997-06-19,1310.4287682612223
1997-06-20,1308.6098958259422
1997-06-23,1288.8735231198393
1997-06-24,1288.930241618608
1997-06-25,1301.8742509666054
1997-06-26,1311.8438398187848
1997-06-27,1299.6221739316504
1997-06-30,1292.4043456178435
1997-07-01,1306.338977798492
1997-07-02,1310.3017753032893
1997-07-03,1310.794208592405
1997-07-04,1321.9842238982274
1997-07-07,1324.318987886711
1997-07-08,1322.530197136746
1997-07-09,1321.3644747606024
1997-07-10,1336.2745510660807
1997-07-11,1329.2348014956176
1997-07-14,1321.6859684516332
1997-07-15,1251.4480988080672
1997-07-16,1262.8876233028327
1997-07-17,1267.5072241470482
1997-07-18,1237.6906739643803
1997-07-21,1225.0504228269633
1997-07-22,1231.7122232511097
1997-07-23,1223.6753979294292
1997-07-24,1202.6866127514675
1997-07-25,1229.8606121245148
1997-07-28,1229.8606121245148
1997-07-29,1229.8606121245148
1997-07-30,1224.3528334294738
1997-07-31,1225.578123698659
1997-08-01,1195.5133544122154
1997-08-04,1209.8796249224404
1997-08-05,1213.1583362140375
1997-08-06,1221.3987305511957
1997-08-07,1235.4770626944864
1997-08-08,1230.9150411354842
1997-08-11,1238.1501170518432
1997-08-12,1237.1605252621814
1997-08-13,1226.0018968674697
1997-08-14,1219.414399012011
1997-08-15,1220.6403761412444
1997-08-18,1205.1970660028371
1997-08-19,1212.809096431318
1997-08-20,1212.3289318926952
1997-08-21,1214.647274464476
1997-08-22,1199.511591983386
1997-08-25,1199.8101445746217
1997-08-26,1189.1328111206276
1997-08-27,1204.7906202149761
1997-08-28,1199.985827731765
1997-08-29,1198.2421852202172
1997-09-01,1184.7133153255984
1997-09-02,1196.4098599743459
1997-09-03,1178.0802684877951
1997-09-04,1179.7506528840333
1997-09-05,1194.744506068277
1997-09-08,1199.5011330010127
1997-09-09,1195.9005171315407
1997-09-10,1186.5998717050838
1997-09-11,1176.637192710406
1997-09-12,1168.4790296455733
1997-09-15,1159.0835042803903
1997-09-16,1160.8807657382242
1997-09-17,1162.2088247872994
1997-09-18,1163.5734157014876
1997-09-19,1167.1001241788822
1997-09-22,1175.1584647988507
1997-09-23,1176.2912165204114
1997-09-24,1159.6931314632213
1997-09-25,1167.5952658388298
1997-09-26,1178.7866088227324
1997-09-29,1180.9509729093993
1997-09-30,1177.9913324530487
1997-10-01,1189.819519656596
1997-10-02,1220.9571666389622
1997-10-03,1209.1876173499982
1997-10-06,1206.0781184162718
1997-10-07,1208.3876025818267
1997-10-08,1208.3876025818267
1997-10-09,1204.4768421714982
1997-10-10,1195.6052328841272
1997-10-13,1197.16746893362
1997-10-14,1205.5124661879834
1997-10-15,1207.0097587535176
1997-10-16,1207.649683286873
1997-10-17,1198.3098014007433
1997-10-20,1187.2411236212156
1997-10-21,1177.1414441604759
1997-10-22,1185.5453145427998
1997-10-23,1168.4100584316693
1997-10-24,1160.2288642744738
1997-10-27,1078.53531026183
1997-10-28,1110.1338727413083
1997-10-29,1116.973603427618
1997-10-30,1080.4772274555964
1997-10-31,1082.618754187905
1997-11-03,1105.5690999025062
1997-11-04,1128.4969899392365
1997-11-05,1142.6667034780185
1997-11-06,1132.6749721472781
1997-11-07,1108.085782814882
1997-11-10,1093.7945754006937
1997-11-11,1088.8285080204007
1997-11-12,1056.4621918360206
1997-11-13,1023.4264619957751
1997-11-14,1036.6071169121396
1997-11-17,1065.5140550853648
1997-11-18,1053.1726161500183
1997-11-19,1060.6783696695127
1997-11-20,1057.961799677221
1997-11-21,1079.6344330593256
1997-11-24,1065.502550607414
1997-11-25,1060.5148853679768
1997-11-26,1060.440914742911
1997-11-27,1069.778770078143
1997-11-28,1075.6738462412602
1997-12-01,1074.1095055499352
1997-12-02,1085.7624331296183
1997-12-03,1090.2947557098878
1997-12-04,1095.5733262105734
1997-12-05,1090.8084532868468
1997-12-08,1090.8084532868468
1997-12-09,1075.972352657178
1997-12-10,1065.7702086245667
1997-12-11,1047.0940611698024
1997-12-12,1046.464624806823
1997-12-15,1051.9337050308159
1997-12-16,1065.835682152044
1997-12-17,1065.2876825163755
1997-12-18,1062.55182684892
1997-12-19,1057.6362359941309
1997-12-22,1061.8713941397841
1997-12-23,1060.3148453378988
1997-12-24,1069.7149452435117
1997-12-25,1069.7149452435117
1997-12-26,1071.3495481630564
1997-12-29,1084.3904269668228
1997-12-30,1089.0125671253545
1997-12-31,1090.3029456924482
1998-01-01,1090.3029456924482
1998-01-02,1093.418501940108
1998-01-05,1091.7251912545719
1998-01-06,1075.8339888275698
1998-01-07,1055.5965705402548
1998-01-08,1025.3509772824625
1998-01-09,1012.0147923208541
1998-01-12,1000.5937570178876
1998-01-13,1007.3830675233979
1998-01-14,1008.1611320637634
1998-01-15,1000.1997047642244
1998-01-16,1001.1082228253268
1998-01-19,1007.4129556275545
1998-01-20,1010.0753058034489
1998-01-21,1002.9106721716337
1998-01-22,1001.2252475255016
1998-01-23,1002.0791592615416
1998-01-26,983.9345241174111
1998-01-27,976.1970364779197
1998-01-28,978.9683379834246
1998-01-29,977.3859876139603
1998-01-30,979.6201503950947
1998-02-02,989.5604904300313
1998-02-03,993.2332717050608
1998-02-04,998.8211677677954
1998-02-05,994.8559895244133
1998-02-06,987.2280469811038
1998-02-09,976.9510114322001
1998-02-10,982.0749013066784
1998-02-11,989.3238867480339
1998-02-12,989.9939145774979
1998-02-13,983.5380874416429
1998-02-16,981.4139714929167
1998-02-17,975.6686396881992
1998-02-18,951.8970772058461
1998-02-19,954.1530978231373
1998-02-20,953.2432538587465
1998-02-23,942.7778344885115
1998-02-24,928.1125631233522
1998-02-25,933.4412853803301
1998-02-26,934.1138937677324
1998-02-27,945.0971034162
1998-03-02,947.4251695324807
1998-03-03,951.033672594256
1998-03-04,954.0861692020881
1998-03-05,959.1654387608028
1998-03-06,968.5857166362556
1998-03-09,979.6176636921115
1998-03-10,983.6978390536243
1998-03-11,982.5740186668963
1998-03-12,976.1620806960028
1998-03-13,979.2426526619307
1998-03-16,981.514418982083
1998-03-17,977.4702729281794
1998-03-18,979.030427783559
1998-03-19,971.7345759219735
1998-03-20,963.1436955852043
1998-03-23,965.8782373079913
1998-03-24,983.5215569409663
1998-03-25,987.7584486276858
1998-03-26,995.2341247119647
1998-03-27,1001.5151457150977
1998-03-30,1020.0095831627657
1998-03-31,1023.6619853164767
1998-04-01,1010.3431930217724
1998-04-02,1022.6127406809535
1998-04-03,1043.11963706202
1998-04-06,1053.4133838215591
1998-04-07,1037.6761131070414
1998-04-08,1025.5315204986944
1998-04-09,1025.5315204986944
1998-04-10,1025.5315204986944
1998-04-13,1035.921603832698
1998-04-14,1036.6342426994934
1998-04-15,1045.004277900336
1998-04-16,1045.603065461433
1998-04-17,1060.2951467443713
1998-04-20,1061.5941999506388
1998-04-21,1068.0468935309643
1998-04-22,1068.158498779112
1998-04-23,1061.388981148435
1998-04-24,1068.51716003174
1998-04-27,1057.746057352308
1998-04-28,1062.3958713184554
1998-04-29,1070.7996549915495
1998-04-30,1077.795431949679
1998-05-01,1077.795431949679
1998-05-04,1088.6155153501204
1998-05-05,1076.7939058206514
1998-05-06,1078.712741681008
1998-05-07,1063.899493343006
1998-05-08,1071.2267319405642
1998-05-11,1066.2237622778023
1998-05-12,1073.1338923389044
1998-05-13,1070.3448667897674
1998-05-14,1077.4672534967676
1998-05-15,1069.9486272426338
1998-05-18,1058.927906672456
1998-05-19,1047.4213110160954
1998-05-20,1036.448225474142
1998-05-21,1038.2944594443622
1998-05-22,1046.8996752264725
1998-05-25,1043.4807063138653
1998-05-26,1035.8078305715792
1998-05-27,1024.9777762809053
1998-05-28,1038.1242100147838
1998-05-29,1047.217320414961
1998-06-01,1039.7931426877028
1998-06-02,1042.4731126560062
1998-06-03,1038.9883402402875
1998-06-04,1030.9288733865908
1998-06-05,1048.5436637535272
1998-06-08,1037.7993113816085
1998-06-09,1029.3456139248322
1998-06-10,1020.148288357148
1998-06-11,1003.1473928005918
1998-06-12,990.7567851316768
1998-06-15,960.2482522921013
1998-06-16,960.5613679834071
1998-06-17,994.4785600291723
1998-06-18,974.2940541493412
1998-06-19,967.5933469725998
1998-06-22,965.3400396973159
1998-06-23,966.3961332847144
1998-06-24,959.5154436199921
1998-06-25,963.109031916497
1998-06-26,961.5050400388625
1998-06-29,961.5050400388625
1998-06-30,972.9441000008055
1998-07-01,974.8096375218349
1998-07-02,973.0428513763653
1998-07-03,979.0041187220208
1998-07-06,986.1268555092421
1998-07-07,1006.7411281198586
1998-07-08,1016.9255256019701
1998-07-09,1012.2579550888671
1998-07-10,1010.6746374540506
1998-07-13,1022.8879811066898
1998-07-14,1028.083017832651
1998-07-15,1029.3457591674235
1998-07-16,1007.3255537205001
1998-07-17,1011.7642539582149
1998-07-20,999.8876639437807
1998-07-21,1005.4338376019915
1998-07-22,1001.2303299928192
1998-07-23,998.4869356419865
1998-07-24,1002.5635743695643
1998-07-27,1000.930202827713
1998-07-28,1000.930202827713
1998-07-29,1000.930202827713
1998-07-30,998.4695297451572
1998-07-31,1000.1226478887123
1998-08-03,981.4332488382018
1998-08-04,968.8096694186776
1998-08-05,957.4750111358414
1998-08-06,945.738229207222
1998-08-07,935.669800887724
1998-08-10,926.921315631943
1998-08-11,895.429830025236
1998-08-12,886.3475615614959
1998-08-13,895.7621926709683
1998-08-14,907.3082480456906
1998-08-17,882.0958688592248
1998-08-18,888.0214059703449
1998-08-19,887.268172846316
1998-08-20,869.6047614369242
1998-08-21,829.9561401709104
1998-08-24,817.5200237105493
1998-08-25,822.216299334038
1998-08-26,797.0384935999689
1998-08-27,747.0867813227387
1998-08-28,746.9940145558124
1998-08-31,731.5642242071061
1998-09-01,728.2576036644866
1998-09-02,757.6391844258222
1998-09-03,753.0777491744461
1998-09-04,762.1453185298916
1998-09-07,775.1296917281
1998-09-08,770.3079711977168
1998-09-09,766.5985538364614
1998-09-10,737.7015698425394
