Date,ACWI ex EMU VALUE
2000-12-29,1000.0
2001-01-01,1000.0599400012895
2001-01-02,991.4725730385934
2001-01-03,1004.6070349197843
2001-01-04,1004.095531119436
2001-01-05,993.9096857139215
2001-01-08,993.5831881205452
2001-01-09,989.0443745611977
2001-01-10,989.6702691653348
2001-01-11,988.0953079828379
2001-01-12,984.0439648637233
2001-01-15,982.4241531351096
2001-01-16,989.0944934616034
2001-01-17,992.7971782239913
2001-01-18,998.2572775431767
2001-01-19,994.0096527248086
2001-01-22,994.6649537673172
2001-01-23,1002.416598285498
2001-01-24,1004.0308133140468
2001-01-25,1006.0006083911514
2001-01-26,1002.5343291850714
2001-01-29,1008.5933270931331
2001-01-30,1016.8435654401599
2001-01-31,1016.06761732033
2001-02-01,1019.9333669310332
2001-02-02,1009.8802617136636
2001-02-05,1012.8615814803074
2001-02-06,1009.6783488836202
2001-02-07,1004.2473238870638
2001-02-08,1000.8389795050792
2001-02-09,996.6221833835417
2001-02-12,1004.5695711906582
2001-02-13,1002.4163941648173
2001-02-14,995.4657254822755
2001-02-15,999.46122215285
2001-02-16,991.7874660418371
2001-02-19,989.2096967032433
2001-02-20,979.5378264556075
2001-02-21,965.272039742569
2001-02-22,967.2261493098696
2001-02-23,961.927043244278
2001-02-26,974.7829654639011
2001-02-27,974.5246453380091
2001-02-28,965.7909942131739
2001-03-01,962.9381413858296
2001-03-02,961.538959365393
2001-03-05,966.3883506566391
2001-03-06,977.2349620745805
2001-03-07,982.1013112944923
2001-03-08,987.7708816191436
2001-03-09,973.8712767411382
2001-03-12,942.9379807622009
2001-03-13,940.2802056707797
2001-03-14,917.0920891917513
2001-03-15,927.8585374184975
2001-03-16,909.3344486421994
2001-03-19,918.7893193748307
2001-03-20,909.4703305136588
2001-03-21,899.2061166466511
2001-03-22,876.302282039937
2001-03-23,892.6659240757069
2001-03-26,915.0998442896904
2001-03-27,932.834990626196
2001-03-28,918.858623112205
2001-03-29,912.4228115291432
2001-03-30,918.3259443245327
2001-04-02,909.1665400355809
2001-04-03,890.0277129995868
2001-04-04,892.8363336077309
2001-04-05,917.5907470144256
2001-04-06,907.3427070322159
2001-04-09,911.8816970660048
2001-04-10,928.2465029468203
2001-04-11,928.1971748152574
2001-04-12,936.2793375398546
2001-04-13,936.0033361221954
2001-04-16,935.779536602504
2001-04-17,939.3668393239676
2001-04-18,965.1235791096973
2001-04-19,973.5356217195878
2001-04-20,966.6026185124326
2001-04-23,961.1005752190807
2001-04-24,956.771922385895
2001-04-25,965.4972889448102
2001-04-26,973.3584799005704
2001-04-27,980.9863462714177
2001-04-30,978.3806639058853
2001-05-01,989.5413832142419
2001-05-02,988.0572846240595
2001-05-03,979.2739301136824
2001-05-04,988.8581902853421
2001-05-07,989.0521860669775
2001-05-08,979.4272963195242
2001-05-09,977.990178236613
2001-05-10,981.1185011957801
2001-05-11,975.1571762624478
2001-05-14,971.6104967060393
2001-05-15,976.6816473649257
2001-05-16,990.8637481498237
2001-05-17,996.379730942147
2001-05-18,997.636018448148
2001-05-21,1007.0949777829308
2001-05-22,1006.2025619724456
2001-05-23,997.8180232700994
2001-05-24,997.5462780191681
2001-05-25,991.3693231293856
2001-05-28,989.511156993449
2001-05-29,986.4120706274775
2001-05-30,976.0764453867034
2001-05-31,980.9825781950213
2001-06-01,980.0965159102391
2001-06-04,984.1962914290381
2001-06-05,989.8857000763827
2001-06-06,980.6904314641829
2001-06-07,980.7008228414821
2001-06-08,976.5811357402135
2001-06-11,970.4858972693937
2001-06-12,965.7101401855442
2001-06-13,964.3874270940057
2001-06-14,951.765128060323
2001-06-15,949.326153541835
2001-06-18,942.6996543823655
2001-06-19,944.168211744578
2001-06-20,945.5132636949483
2001-06-21,955.7446218598678
2001-06-22,953.268895344252
2001-06-25,948.7599674365001
2001-06-26,945.8072929562503
2001-06-27,943.8896678677116
2001-06-28,947.5196034124244
2001-06-29,953.1068904303628
2001-07-02,960.4549561739419
2001-07-03,957.8718972854458
2001-07-04,955.4848746324486
2001-07-05,947.7431408220892
2001-07-06,931.6763413203291
2001-07-09,933.6805760872364
2001-07-10,930.2062350339266
2001-07-11,924.7299909496911
2001-07-12,939.1511729903538
2001-07-13,940.9472822492495
2001-07-16,937.0978733459015
2001-07-17,937.2740556230975
2001-07-18,932.8796834442086
2001-07-19,935.4094471716038
2001-07-20,932.8526314302173
2001-07-23,921.3315232191813
2001-07-24,908.8699411234327
2001-07-25,918.2665723276054
2001-07-26,925.9445609709121
2001-07-27,929.8966344910233
2001-07-30,929.5262542559531
2001-07-31,934.6168444366141
2001-08-01,939.288261565955
2001-08-02,946.6484056229787
2001-08-03,941.9957998051632
2001-08-06,934.1010471062991
2001-08-07,936.6682083909996
2001-08-08,927.3153028729396
2001-08-09,922.3862670140082
2001-08-10,927.7182649904589
2001-08-13,925.8379354316569
2001-08-14,929.7490964271059
2001-08-15,930.211927968829
2001-08-16,928.5192379921025
2001-08-17,918.3541110653795
2001-08-20,918.9449474884723
2001-08-21,918.9085712919302
2001-08-22,923.2518644355318
2001-08-23,919.426212593625
2001-08-24,928.2332057221798
2001-08-27,926.4612626178165
2001-08-28,917.7087414664612
2001-08-29,909.6915725575427
2001-08-30,897.2855964994337
2001-08-31,900.8804797850913
2001-09-03,896.1422010128792
2001-09-04,900.9474285615465
2001-09-05,893.9247736129712
2001-09-06,879.6339141103595
2001-09-07,864.7266186518881
2001-09-10,861.1429253418584
2001-09-11,853.9596644349381
2001-09-12,845.4729297282131
2001-09-13,849.9305429855557
2001-09-14,847.2530552572567
2001-09-17,814.775322316897
2001-09-18,813.9255078385253
2001-09-19,807.9358418600555
2001-09-20,785.6631100851083
2001-09-21,769.2110032412967
2001-09-24,791.824612660536
2001-09-25,798.7517513295884
2001-09-26,796.9200963719857
2001-09-27,802.6657381150203
2001-09-28,822.8830439912813
2001-10-01,819.2121450667263
2001-10-02,828.7246403312481
2001-10-03,836.6343594149463
2001-10-04,841.8971294385262
2001-10-05,837.9789880082675
2001-10-08,830.7330903928715
2001-10-09,828.1676859156202
2001-10-10,839.2207260802826
2001-10-11,849.5002363811699
2001-10-12,845.5845786049995
2001-10-15,841.6175275534994
2001-10-16,847.7964377852668
2001-10-17,844.0651545269201
2001-10-18,831.4997017149989
2001-10-19,828.1731025478585
2001-10-22,834.5936032202983
2001-10-23,837.4906493973117
2001-10-24,835.2512414906671
2001-10-25,841.2106746655769
2001-10-26,847.7411260450606
2001-10-29,832.7544081616824
2001-10-30,819.7137783731733
2001-10-31,818.6387293618203
2001-11-01,829.435436897448
2001-11-02,830.6852241340654
2001-11-05,839.30239383574
2001-11-06,846.760713830438
2001-11-07,844.4162356378745
2001-11-08,850.6818012355842
2001-11-09,850.108375929759
2001-11-12,845.2446654539789
2001-11-13,855.9727068604782
2001-11-14,856.8955184712596
2001-11-15,858.5227210703912
2001-11-16,858.2572718636295
2001-11-19,866.3201566778415
2001-11-20,862.5358226167067
2001-11-21,857.6459814962883
2001-11-22,859.1032222641471
2001-11-23,864.611919055509
2001-11-26,870.3759018682802
2001-11-27,866.6180902316464
2001-11-28,852.2567175660936
2001-11-29,855.9929845806691
2001-11-30,857.4027946107832
2001-12-03,847.1065836223593
2001-12-04,859.2637928377571
2001-12-05,882.4543244652439
2001-12-06,885.8733713921724
2001-12-07,877.2943199132965
2001-12-10,860.7559752168617
2001-12-11,858.5813547846025
2001-12-12,861.4314937622547
2001-12-13,844.8866785563807
2001-12-14,843.6541932829368
2001-12-17,850.419406477471
2001-12-18,854.3651834588429
2001-12-19,854.3157467924136
2001-12-20,847.8883374509053
2001-12-21,848.3420168239332
2001-12-24,849.155955282538
2001-12-25,849.3119698144097
2001-12-26,852.2592366166235
2001-12-27,862.2102691925229
2001-12-28,868.013614686196
2001-12-31,863.3455013437404
2002-01-01,863.3651132829108
2002-01-02,868.0923300483096
2002-01-03,880.9918751288675
2002-01-04,891.8581643495728
2002-01-07,889.8411920117657
2002-01-08,881.2895818600541
2002-01-09,877.070597664478
2002-01-10,873.4451988023676
2002-01-11,865.9618241763258
2002-01-14,857.9929531544334
2002-01-15,861.2559118776301
2002-01-16,847.4422679882593
2002-01-17,853.6370818810511
2002-01-18,848.6764392637214
2002-01-21,849.0077566054192
2002-01-22,838.7188570013814
2002-01-23,845.6712818638367
2002-01-24,852.6028582733805
2002-01-25,852.955890382668
2002-01-28,855.8504276004476
2002-01-29,833.9930566330432
2002-01-30,834.9988155729834
2002-01-31,846.3857274048682
2002-02-01,840.1170762179441
2002-02-04,822.8300144145567
2002-02-05,814.1074514106173
2002-02-06,808.1056704636205
2002-02-07,809.8826577265941
2002-02-08,821.7051231120477
2002-02-11,833.5127336363356
2002-02-12,830.3375770451378
2002-02-13,836.5567830863996
2002-02-14,839.0013597301775
2002-02-15,831.4945345182887
2002-02-18,830.5534120164305
2002-02-19,813.7213380034577
2002-02-20,815.80820729704
2002-02-21,810.833879604232
2002-02-22,814.5269652151078
2002-02-25,827.3043692041119
2002-02-26,827.9686349502888
2002-02-27,832.4995921377283
2002-02-28,830.0127359369633
2002-03-01,848.1204993560902
2002-03-04,875.2293777102157
2002-03-05,873.3850579564752
