Date,AC FAR EAST ex JAPAN ex HK VALUE
2000-12-29,100.0
2001-01-01,100.24856140427593
2001-01-02,101.24008117835427
2001-01-03,100.43014854101332
2001-01-04,104.39488863280397
2001-01-05,107.53637256637293
2001-01-08,108.05412276173502
2001-01-09,109.60222364410672
2001-01-10,107.78751264159816
2001-01-11,106.47982065088674
2001-01-12,107.55701931890792
2001-01-15,108.54240477326897
2001-01-16,109.79432074429529
2001-01-17,109.70187319286731
2001-01-18,110.5529809061784
2001-01-19,112.08837952457664
2001-01-22,113.91956082865882
2001-01-23,113.9435814697836
2001-01-24,113.9740393550456
2001-01-25,114.30463260725885
2001-01-26,112.92797162709483
2001-01-29,113.23344375601557
2001-01-30,113.70812490272544
2001-01-31,116.72014929018194
2001-02-01,116.55332910383285
2001-02-02,117.61405447533063
2001-02-05,114.29727103190874
2001-02-06,113.90165588516145
2001-02-07,112.58959155546968
2001-02-08,113.66452446280636
2001-02-09,114.75722203039744
2001-02-12,115.2987015358868
2001-02-13,116.03592456682757
2001-02-14,115.4845415607434
2001-02-15,116.22866498710673
2001-02-16,115.9094361522022
2001-02-19,114.50085911295864
2001-02-20,116.57236614939816
2001-02-21,115.15433005688205
2001-02-22,113.86089261060437
2001-02-23,114.31376851106796
2001-02-26,114.77791287775923
2001-02-27,114.1049735023516
2001-02-28,113.75505632205014
2001-03-01,111.67470465803895
2001-03-02,110.58795613862755
2001-03-05,110.86233361007294
2001-03-06,111.34850078356243
2001-03-07,111.17090603327559
2001-03-08,111.17202746911788
2001-03-09,110.21247514538413
2001-03-12,106.67235465570504
2001-03-13,104.79287423992388
2001-03-14,104.86239421509481
2001-03-15,104.72075821184715
2001-03-16,104.32587491381854
2001-03-19,102.75032810142793
2001-03-20,102.23689618599603
2001-03-21,102.14958621204099
2001-03-22,100.78276403724341
2001-03-23,102.1964207963486
2001-03-26,103.67799671034972
2001-03-27,102.81377647241415
2001-03-28,102.18469375421898
2001-03-29,101.0520213797755
2001-03-30,101.11126076527732
2001-04-02,99.22402627002346
2001-04-03,97.72958970934016
2001-04-04,95.53465796265465
2001-04-05,96.26357253918697
2001-04-06,97.43545016282097
2001-04-09,94.82844409339887
2001-04-10,94.82478985059682
2001-04-11,96.9457573227994
2001-04-12,97.33787694728957
2001-04-13,97.57970685438
2001-04-16,96.66020614400317
2001-04-17,96.36276102550062
2001-04-18,98.54941442349025
2001-04-19,100.32008165680749
2001-04-20,99.49881783015991
2001-04-23,100.14421940086388
2001-04-24,100.17598401312965
2001-04-25,100.21832028178424
2001-04-26,100.05298364506271
2001-04-27,99.89748297493259
2001-04-30,100.87015516921261
2001-05-01,101.01624352650867
2001-05-02,101.99637349749649
2001-05-03,102.62936073393607
2001-05-04,101.25489667325408
2001-05-07,101.56816426051886
2001-05-08,100.23819472676574
2001-05-09,100.53725059042132
2001-05-10,99.92580124836438
2001-05-11,101.37161227376146
2001-05-14,100.4816025034073
2001-05-15,100.54869792279005
2001-05-16,99.83002953531494
2001-05-17,101.76104625048728
2001-05-18,101.72908493622639
2001-05-21,101.87564144908285
2001-05-22,102.42897159299704
2001-05-23,104.71357431406237
2001-05-24,105.34861599291308
2001-05-25,104.91515423224716
2001-05-28,104.21170236624415
2001-05-29,104.77930020447917
2001-05-30,104.19538041319245
2001-05-31,103.74179110798184
2001-06-01,103.0987445911508
2001-06-04,103.58027332389497
2001-06-05,103.87453764112304
2001-06-06,104.3310788856297
2001-06-07,104.00578061688266
2001-06-08,105.39984964832459
2001-06-11,105.10979241615964
2001-06-12,105.08657223091978
2001-06-13,104.98429921996755
2001-06-14,104.09839164810171
2001-06-15,104.68826683844101
2001-06-18,103.45153086879016
2001-06-19,103.15940824614474
2001-06-20,102.93489677773857
2001-06-21,103.335195935653
2001-06-22,103.52317010651201
2001-06-25,103.53558424719813
2001-06-26,102.76525250636527
2001-06-27,102.91388041330359
2001-06-28,101.56309396441588
2001-06-29,103.2219749081839
2001-07-02,102.11627200933883
2001-07-03,101.91540889191316
2001-07-04,101.33445476048067
2001-07-05,101.4539005343673
2001-07-06,100.87652484778427
2001-07-09,99.71066490652862
2001-07-10,99.73779153606819
2001-07-11,97.9873413718801
2001-07-12,98.69780798808756
2001-07-13,96.9509699997848
2001-07-16,95.76425010474313
2001-07-17,95.03306814293065
2001-07-18,93.89689693699225
2001-07-19,93.74348385567467
2001-07-20,93.66224651555154
2001-07-23,92.40555868301722
2001-07-24,91.74524943987912
2001-07-25,92.2641514211123
2001-07-26,93.7872283573371
2001-07-27,94.49586752787012
2001-07-30,94.34150116461879
2001-07-31,94.55814489628523
2001-08-01,95.36475211312373
2001-08-02,96.4739067856249
2001-08-03,96.7612974800534
2001-08-06,96.00519821281618
2001-08-07,95.80891547520345
2001-08-08,96.62725706596865
2001-08-09,95.16196595208889
2001-08-10,95.86972277400324
2001-08-13,96.47529857886768
2001-08-14,98.1724448656702
2001-08-15,98.61026540254882
2001-08-16,99.91346861860339
2001-08-17,99.27215180041222
2001-08-20,98.22464711999743
2001-08-21,98.5595588225221
2001-08-22,98.74879779585048
2001-08-23,98.18173183708714
2001-08-24,97.74574448042218
2001-08-27,99.15291772282325
2001-08-28,98.3733983357773
2001-08-29,98.78161732206027
2001-08-30,98.51078062727086
2001-08-31,97.83292131856402
2001-09-03,97.28550838086976
2001-09-04,98.14037607091107
2001-09-05,97.77164733996823
2001-09-06,97.2987021352026
2001-09-07,96.85807397233421
2001-09-10,96.02327199207826
2001-09-11,95.06305604225385
2001-09-12,90.59111520600382
2001-09-13,89.59253519317345
2001-09-14,86.18053271269062
2001-09-17,82.88475126621955
2001-09-18,83.31334203414141
2001-09-19,84.90867703052383
2001-09-20,83.72256999483409
2001-09-21,81.05477149188174
2001-09-24,82.0118597962094
2001-09-25,80.97880447479866
2001-09-26,81.60149815992008
2001-09-27,82.16224500667228
2001-09-28,83.58167626613056
2001-10-01,83.31473672539158
