Date,ACWI ex USA VALUE
2000-12-29,100.0
2001-01-01,100.01006850040109
2001-01-02,99.90929440183992
2001-01-03,99.46187347061013
2001-01-04,100.48777129399066
2001-01-05,100.99557001425163
2001-01-08,100.72147267865934
2001-01-09,99.42674192912534
2001-01-10,98.57941876956251
2001-01-11,98.86546507187315
2001-01-12,98.68911285322758
2001-01-15,98.42891927910406
2001-01-16,98.2776866270829
2001-01-17,98.96158015064
2001-01-18,99.72169870563718
2001-01-19,99.17105915739081
2001-01-22,99.54731804331668
2001-01-23,99.88026877181264
2001-01-24,99.35129498441955
2001-01-25,99.74052436285598
2001-01-26,99.76437896773781
2001-01-29,100.03342062845843
2001-01-30,100.74402610906789
2001-01-31,101.30810746706523
2001-02-01,101.68786355884312
2001-02-02,100.87099724956609
2001-02-05,100.84776525267495
2001-02-06,100.58284036893843
2001-02-07,99.88396618903894
2001-02-08,98.93347028815005
2001-02-09,98.84931264994452
2001-02-12,99.60842013476872
2001-02-13,99.3452006355478
2001-02-14,99.12428245565668
2001-02-15,98.77003538464622
2001-02-16,98.24754294533287
2001-02-19,98.06719034213928
2001-02-20,97.21223237350101
2001-02-21,96.27560617464873
2001-02-22,96.08816234921198
2001-02-23,95.63223617442928
2001-02-26,96.30974644354548
2001-02-27,96.7493159196614
2001-02-28,96.44095367640777
2001-03-01,96.52520497006529
2001-03-02,96.01805268276092
2001-03-05,96.25810993090754
2001-03-06,97.5187119133863
2001-03-07,97.5060826067659
2001-03-08,97.8844228865207
2001-03-09,97.18694240789961
2001-03-12,95.02527894057286
2001-03-13,93.01227038186666
2001-03-14,91.13085907285121
2001-03-15,91.82729915682907
2001-03-16,89.75589929079834
2001-03-19,89.49814807427373
2001-03-20,90.35912526794148
2001-03-21,89.8632914963009
2001-03-22,86.0299009959836
2001-03-23,87.60671778862542
2001-03-26,90.3408172604227
2001-03-27,91.85494098783686
2001-03-28,90.96125908729422
2001-03-29,89.98401761350884
2001-03-30,90.09306676287436
2001-04-02,89.4437903808172
2001-04-03,88.51649490602001
2001-04-04,89.95453583033843
2001-04-05,90.98322398231296
2001-04-06,91.2369790411012
2001-04-09,91.53856317718895
2001-04-10,92.14802949536444
2001-04-11,92.398232599486
2001-04-12,93.25125988395526
2001-04-13,93.20715860295823
2001-04-16,92.50808593047235
2001-04-17,92.16730879640261
2001-04-18,93.61793949317536
2001-04-19,95.02981434401724
2001-04-20,95.02703274789182
2001-04-23,94.57471347183757
2001-04-24,94.65272478701188
2001-04-25,94.94247195072708
2001-04-26,95.74290629125144
2001-04-27,95.97817064314906
2001-04-30,96.06582673784318
2001-05-01,97.0028677340042
2001-05-02,96.88491186598098
2001-05-03,96.05254777044024
2001-05-04,96.58129228056315
2001-05-07,96.86561742608443
2001-05-08,95.73929057953953
2001-05-09,95.4118605964555
2001-05-10,96.16970968803771
2001-05-11,95.5600425829446
2001-05-14,94.14809508365789
2001-05-15,95.26644066291547
2001-05-16,95.54595142321413
2001-05-17,96.48899519758676
2001-05-18,96.5059290210621
2001-05-21,97.09877024699448
2001-05-22,96.7477519206645
2001-05-23,96.22947751132905
2001-05-24,96.13418893349798
2001-05-25,95.68882498169951
2001-05-28,95.62515368862505
2001-05-29,95.18550866180713
2001-05-30,94.29865107843233
2001-05-31,93.96717414203727
2001-06-01,93.74496712752114
2001-06-04,94.03129728756039
2001-06-05,94.52090295674115
2001-06-06,94.01113852153247
2001-06-07,94.22608702935212
2001-06-08,94.07489997823794
2001-06-11,92.99777188704171
2001-06-12,92.26363827554366
2001-06-13,92.93849437559057
2001-06-14,92.5955151859574
2001-06-15,92.13430127855267
2001-06-18,91.21987133320447
2001-06-19,91.14470445093532
2001-06-20,90.46488688254645
2001-06-21,90.88820296353083
2001-06-22,91.34129247365415
2001-06-25,91.73997949341185
2001-06-26,90.98692847499176
2001-06-27,90.72261822544036
2001-06-28,90.29531603142883
2001-06-29,91.08721271565523
2001-07-02,91.77206100467369
2001-07-03,91.26180401570358
2001-07-04,90.83295595726877
2001-07-05,89.95172912124232
2001-07-06,88.64335299371504
2001-07-09,88.7054740635092
2001-07-10,88.99179363591011
2001-07-11,88.24649080012763
2001-07-12,88.77519806950276
2001-07-13,88.96174873672093
2001-07-16,88.79480877788822
2001-07-17,87.7948132320035
2001-07-18,87.92760023338086
2001-07-19,88.38386086132714
2001-07-20,88.25845357211624
2001-07-23,87.63478859893154
2001-07-24,87.3926569576011
2001-07-25,87.13456386366322
2001-07-26,87.42948833681088
2001-07-27,88.15753012833154
2001-07-30,88.4747303727198
2001-07-31,89.39276438754781
2001-08-01,89.99399487699586
2001-08-02,90.74157547204436
2001-08-03,90.3789847644255
2001-08-06,90.00395485639616
2001-08-07,90.01069633906924
2001-08-08,89.34621301388846
2001-08-09,88.68028376356224
2001-08-10,88.76413203503925
2001-08-13,89.04423236570054
2001-08-14,90.42843420925946
2001-08-15,91.30734177463184
2001-08-16,90.75079868672027
2001-08-17,90.01032779035747
2001-08-20,89.4865384393544
2001-08-21,90.26807823696916
2001-08-22,90.98544806287975
2001-08-23,90.39002731010545
2001-08-24,91.13252743479617
2001-08-27,91.29597447682562
2001-08-28,90.50406116440053
2001-08-29,90.3246120190165
2001-08-30,88.91761348816347
2001-08-31,88.94831316502803
2001-09-03,87.7880553731987
2001-09-04,88.11125961345786
2001-09-05,87.05460377411835
2001-09-06,85.91467791715309
2001-09-07,85.02314464458449
2001-09-10,83.57170499666479
2001-09-11,81.14201878726034
2001-09-12,79.65146711091485
2001-09-13,80.55209198151384
2001-09-14,79.03175531779297
2001-09-17,79.14851090116397
2001-09-18,79.0235210192793
2001-09-19,78.56926862463806
2001-09-20,76.03780259852186
2001-09-21,73.45713439461758
2001-09-24,75.72329536429598
2001-09-25,76.609299885845
2001-09-26,77.08075325681178
2001-09-27,77.52803751733803
2001-09-28,79.18708999963495
2001-10-01,78.65639877544635
2001-10-02,79.41241548446528
2001-10-03,79.38818321640382
2001-10-04,81.21599374167529
2001-10-05,81.11553124219405
2001-10-08,80.93433484300954
2001-10-09,80.4859650562761
2001-10-10,81.08600670916363
