Date,AC ASIA ex JAPAN VALUE
2000-12-29,99.99999999999999
2001-01-01,100.26244210086531
2001-01-02,100.91449735759474
2001-01-03,100.13692795802136
2001-01-04,103.81907085799851
2001-01-05,106.92647440219685
2001-01-08,107.20345675725648
2001-01-09,107.7508245155669
2001-01-10,106.2545705772829
2001-01-11,104.66100005114251
2001-01-12,105.74209326867516
2001-01-15,106.18148108994129
2001-01-16,107.04091768055052
2001-01-17,106.80214145654313
2001-01-18,107.82048727249449
2001-01-19,109.71254762552422
2001-01-22,111.34104262593867
2001-01-23,111.06095664104096
2001-01-24,111.21841686828083
2001-01-25,111.44311442607527
2001-01-26,110.5392099731989
2001-01-29,110.26546347415368
2001-01-30,110.64450944744769
2001-01-31,112.9786101643621
2001-02-01,112.9045215743288
2001-02-02,113.60790302706006
2001-02-05,111.3527926080563
2001-02-06,111.28053777008768
2001-02-07,110.28251326601801
2001-02-08,111.02223758414937
2001-02-09,111.86721366239574
2001-02-12,112.13768591382826
2001-02-13,113.05069506483562
2001-02-14,112.90020277795237
2001-02-15,113.42468285550537
2001-02-16,112.61669372024247
2001-02-19,112.03675538516391
2001-02-20,113.46898240213089
2001-02-21,112.44355316024357
2001-02-22,111.43906359493576
2001-02-23,111.51609552543837
2001-02-26,112.48934948636345
2001-02-27,111.89027268926625
2001-02-28,111.75244684093015
2001-03-01,109.85154093427725
2001-03-02,108.65309143919029
2001-03-05,109.00270117600428
2001-03-06,109.93286533292469
2001-03-07,109.40992036506101
2001-03-08,109.37864223269064
2001-03-09,107.85520395189337
2001-03-12,104.20367290986056
2001-03-13,101.53694107568437
2001-03-14,101.7556925867118
2001-03-15,102.46537499092501
2001-03-16,101.85747767691039
2001-03-19,101.22089596886404
2001-03-20,100.30897469385948
2001-03-21,99.94790109527352
2001-03-22,98.13203522934506
2001-03-23,99.05718552022958
2001-03-26,100.63903240954222
2001-03-27,99.92374219707081
2001-03-28,99.77429245588844
2001-03-29,98.84137631238363
2001-03-30,98.66885043767049
2001-04-02,96.89183593771948
2001-04-03,96.05936169105979
2001-04-04,93.84413518819323
2001-04-05,94.32425790866638
2001-04-06,95.00680283168788
2001-04-09,92.57022362313322
2001-04-10,92.05855447772473
2001-04-11,93.67049476846717
2001-04-12,93.91352809552724
2001-04-13,94.07823944667913
2001-04-16,93.71270679690744
2001-04-17,93.21032025259747
2001-04-18,95.24022183668029
2001-04-19,97.50561839401084
2001-04-20,96.98694821632036
2001-04-23,97.26424288227057
2001-04-24,97.12263827314159
2001-04-25,97.24465013995842
2001-04-26,97.08354402666183
2001-04-27,96.63957420932738
2001-04-30,97.4119892341365
2001-05-01,97.50867548418132
2001-05-02,98.53727426449888
2001-05-03,98.75724639968111
2001-05-04,97.6308466026171
2001-05-07,98.24663465768943
2001-05-08,97.43659402570131
2001-05-09,97.64328098759606
2001-05-10,97.5102763049517
2001-05-11,98.71953028807462
2001-05-14,97.51574047896572
2001-05-15,97.64167431651207
2001-05-16,97.41584801123045
2001-05-17,99.34549745246258
2001-05-18,99.14612874917883
2001-05-21,99.61590702326043
2001-05-22,100.17320509508549
2001-05-23,101.7480606414401
2001-05-24,102.0786066438872
2001-05-25,101.47469736315358
2001-05-28,101.22608800965747
2001-05-29,101.58479594053115
2001-05-30,100.81328727747055
2001-05-31,100.03005796391643
2001-06-01,99.41560699308626
2001-06-04,99.85400556730804
2001-06-05,100.32101900007089
2001-06-06,100.71659721252911
2001-06-07,100.59831113468408
2001-06-08,101.71472572113093
2001-06-11,101.32723197224362
2001-06-12,100.97291249158535
2001-06-13,100.70318212966755
2001-06-14,99.4403875928729
2001-06-15,99.18379726309423
2001-06-18,98.24639263578811
2001-06-19,98.38523447742156
2001-06-20,97.95081538171317
2001-06-21,98.26982398134174
2001-06-22,98.14876867912716
2001-06-25,98.03104615921315
2001-06-26,97.6185693749639
2001-06-27,97.88035265248905
2001-06-28,96.73766635619567
2001-06-29,98.25321075097528
2001-07-02,97.43951822707982
2001-07-03,97.07626623708857
2001-07-04,96.85784988270204
2001-07-05,96.8342130337906
2001-07-06,96.30487312719843
2001-07-09,95.06381041275301
2001-07-10,95.39568369438874
2001-07-11,94.33794140445673
2001-07-12,95.2312290695439
2001-07-13,93.99695058673998
2001-07-16,93.060212326528
2001-07-17,92.3692591665855
2001-07-18,91.58616845722304
2001-07-19,91.40175713614101
2001-07-20,91.17872857680669
2001-07-23,90.25346977480166
2001-07-24,89.58956762197242
2001-07-25,89.77784365676115
2001-07-26,90.43648227858448
2001-07-27,91.08212617126759
2001-07-30,90.99037090013954
2001-07-31,91.6670995078022
2001-08-01,92.31940824176236
2001-08-02,92.91558511573832
2001-08-03,92.8948919233128
2001-08-06,92.14731573776912
2001-08-07,91.73636327682597
2001-08-08,91.80697776972167
2001-08-09,90.60288149550112
2001-08-10,91.49787274556253
2001-08-13,91.70553569272076
2001-08-14,93.21103681640749
2001-08-15,93.6108498678555
2001-08-16,94.25390852091824
2001-08-17,94.08488639357654
2001-08-20,93.3254992448037
2001-08-21,93.7028845455487
2001-08-22,93.73627485627676
2001-08-23,93.36880013423954
2001-08-24,92.90705310179351
2001-08-27,93.93774657306187
2001-08-28,93.23112733553752
2001-08-29,93.46815340699035
2001-08-30,93.2342546367441
2001-08-31,92.52521735226975
2001-09-03,92.18227275783127
2001-09-04,92.78924165739913
2001-09-05,92.15019275307988
2001-09-06,91.2028913365553
2001-09-07,90.28687240745998
2001-09-10,89.79223134926247
2001-09-11,89.17207454240919
2001-09-12,84.27422735400636
2001-09-13,83.75854447041215
2001-09-14,80.68484717750749
2001-09-17,77.24905645571563
2001-09-18,77.24701436028782
2001-09-19,78.45550068537996
2001-09-20,77.25693591322494
2001-09-21,74.52102896014304
2001-09-24,75.62931353108617
2001-09-25,74.88501944682059
2001-09-26,75.28937127065191
2001-09-27,76.48296944285605
2001-09-28,77.94311257611326
2001-10-01,77.69147201025096
2001-10-02,77.07275464813392
2001-10-03,77.27184126954029
2001-10-04,79.44221706081699
2001-10-05,79.73904555270043
2001-10-08,77.95315563296562
2001-10-09,79.7504716474135
2001-10-10,79.39947814457932
2001-10-11,80.8553183124611
2001-10-12,80.16733920363443
2001-10-15,80.11719075471915
2001-10-16,80.81342661519696
2001-10-17,81.51226116809153
2001-10-18,80.40882547329197
2001-10-19,80.3191996944527
2001-10-22,80.52284988993755
2001-10-23,81.36090646364727
2001-10-24,82.10079126470974
2001-10-25,82.2252773544764
2001-10-26,82.78274508444879
2001-10-29,81.85347352906197
2001-10-30,80.80662369969407
2001-10-31,81.0560514900618
2001-11-01,81.0276767717146
2001-11-02,81.19479500687498
2001-11-05,81.97795034030642
2001-11-06,81.90219521737728
2001-11-07,81.60068960657978
2001-11-08,82.76111437896037
2001-11-09,84.37365866190048
2001-11-12,85.2422289986648
2001-11-13,84.99227664459757
2001-11-14,86.3690004952589
2001-11-15,88.41815959279134
2001-11-16,88.7237215155139
2001-11-19,89.97583206572442
2001-11-20,89.65714814481154
2001-11-21,90.70578316497172
2001-11-22,90.98559267178021
2001-11-23,92.23687769234579
2001-11-26,94.2014212949253
2001-11-27,93.16525071789164
2001-11-28,90.43690973399036
2001-11-29,90.73633942083387
2001-11-30,91.59521234884576
2001-12-03,92.60275911144527
2001-12-04,94.2835291750587
2001-12-05,97.30926085905908
2001-12-06,98.41284301403581
2001-12-07,100.07173626462867
2001-12-10,99.33153662141207
2001-12-11,98.16168525118235
2001-12-12,99.65529336452917
2001-12-13,98.16460314293434
2001-12-14,97.48533402866703
2001-12-17,96.89917605275915
2001-12-18,96.31297851191555
2001-12-19,96.19862860051268
2001-12-20,97.07306865752388
2001-12-21,94.81591900113511
2001-12-24,94.96426004916786
2001-12-25,95.5105150055912
2001-12-26,95.5527524856066
2001-12-27,96.38466043688177
2001-12-28,97.70932898807044
2001-12-31,98.75382058323004
2002-01-01,98.75322454471535
2002-01-02,99.67990233191163
2002-01-03,100.55096902001732
2002-01-04,102.81969056005991
2002-01-07,104.96689608102928
2002-01-08,103.79615278268734
2002-01-09,104.33741414890558
2002-01-10,103.36103911947984
2002-01-11,102.27218096164935
2002-01-14,102.49464397020698
2002-01-15,100.94191323546437
2002-01-16,100.18289300697316
2002-01-17,100.52001957726478
2002-01-18,100.36048565771405
2002-01-21,102.01961189783617
2002-01-22,101.2147045356071
2002-01-23,101.7524055661209
2002-01-24,102.48971887130436
2002-01-25,104.50534468728732
2002-01-28,105.57622181468834
2002-01-29,105.76729389963434
2002-01-30,104.12917165996836
2002-01-31,104.94140818250307
2002-02-01,104.14439592174796
2002-02-04,103.9242006303001
2002-02-05,103.56017029650089
2002-02-06,104.2361876838266
2002-02-07,103.14078736111522
2002-02-08,103.64483832398305
2002-02-11,104.37110262312825
2002-02-12,104.35566406283995
2002-02-13,104.4585391004025
2002-02-14,107.2505164353896
2002-02-15,107.79278288826887
2002-02-18,108.50416613334248
2002-02-19,107.05086433458692
2002-02-20,106.15526154532343
2002-02-21,106.24749991318953
2002-02-22,105.42911643490324
2002-02-25,104.03455502189748
2002-02-26,104.17228456215322
2002-02-27,106.05512230319779
2002-02-28,105.47361768599158
2002-03-01,105.7823083146678
2002-03-04,108.24883469534629
2002-03-05,109.66230819018865
2002-03-06,110.03520891433631
2002-03-07,110.3743703692819
2002-03-08,110.30883353465977
2002-03-11,111.05638226600958
2002-03-12,111.40548467566516
2002-03-13,111.29577108411898
2002-03-14,111.5567004530125
2002-03-15,111.60069788232212
2002-03-18,112.08417605572573
2002-03-19,112.36018595282793
2002-03-20,112.2064478197428
2002-03-21,111.46387058758687
2002-03-22,112.11003532368008
2002-03-25,111.68188551242397
2002-03-26,111.38034074473465
2002-03-27,112.65142159849013
2002-03-28,112.65582609114075
2002-03-29,112.32430217677802
2002-04-01,111.52089964998176
2002-04-02,112.09251192319897
2002-04-03,112.62940510320516
2002-04-04,113.1223753521918
2002-04-05,113.42749409995912
2002-04-08,112.58951382920833
2002-04-09,111.52867399902922
2002-04-10,110.05041670589617
2002-04-11,110.97194969723606
2002-04-12,112.11778494278191
2002-04-15,113.00120815630646
2002-04-16,113.4943782864458
2002-04-17,116.34716984408975
