Date,ACWI VALUE
2000-12-29,100.0
2001-01-01,100.00505211273524
2001-01-02,99.33625847367038
2001-01-03,100.36639959098984
2001-01-04,100.42491679320827
2001-01-05,99.65590631470371
2001-01-08,99.58277229971043
2001-01-09,98.93301190898893
2001-01-10,98.88207593010176
2001-01-11,99.05235656014445
2001-01-12,98.74370739051346
2001-01-15,98.61540679227544
2001-01-16,99.02531950751629
2001-01-17,99.3241948022354
2001-01-18,99.90490273769218
2001-01-19,99.31231212281081
2001-01-22,99.51255041396918
2001-01-23,100.23072184858646
2001-01-24,100.20587782718593
2001-01-25,100.4742770129569
2001-01-26,100.19138476283996
2001-01-29,100.65551604846023
2001-01-30,101.44902790704798
2001-01-31,101.57481247725977
2001-02-01,101.92058926477586
2001-02-02,100.88847195594234
2001-02-05,101.30683984676348
2001-02-06,101.01119490707617
2001-02-07,100.44459116162238
2001-02-08,100.02611859225885
2001-02-09,99.6805227699922
2001-02-12,100.53415288355654
2001-02-13,100.23595086667964
2001-02-14,99.5669288303244
2001-02-15,99.64290458446398
2001-02-16,99.05407871741792
2001-02-19,98.96528995549242
2001-02-20,97.88167477385092
2001-02-21,96.5980577203361
2001-02-22,96.51927207735964
2001-02-23,95.89042984274006
2001-02-26,97.15433298064133
2001-02-27,97.3362072776662
2001-02-28,96.59410375244279
2001-03-01,96.42062695536207
2001-03-02,96.3928921812145
2001-03-05,96.75276205727056
2001-03-06,97.84235377526835
2001-03-07,98.28200474077775
2001-03-08,98.81019068844901
2001-03-09,97.59965309921336
2001-03-12,94.67630545057274
2001-03-13,94.04384612774956
2001-03-14,91.73525724545753
2001-03-15,92.69696005696267
2001-03-16,90.71566497167909
2001-03-19,91.39427959331043
2001-03-20,90.8790119279127
2001-03-21,89.63820610781819
2001-03-22,86.87440706406579
2001-03-23,88.59771700457168
2001-03-26,90.92639768957622
2001-03-27,92.83835141915465
2001-03-28,91.37080142659434
2001-03-29,90.81713348962295
2001-03-30,91.44898479287986
2001-04-02,90.67355277965392
2001-04-03,88.72678837313505
2001-04-04,89.29848913182681
2001-04-05,91.47950947194333
2001-04-06,90.6772173710697
2001-04-09,91.28155129730949
2001-04-10,92.75764897079739
2001-04-11,92.68999223351832
2001-04-12,93.58062991761449
2001-04-13,93.55780970458964
2001-04-16,93.37372954294507
2001-04-17,93.54458411078691
2001-04-18,95.83478367486484
2001-04-19,96.75982500337153
2001-04-20,96.28817358897842
2001-04-23,95.66272819537463
2001-04-24,95.43573022755528
2001-04-25,96.20651817530127
2001-04-26,97.01999162276802
2001-04-27,97.67268569960596
2001-04-30,97.44849185410621
2001-05-01,98.46920459581884
2001-05-02,98.24611736967042
2001-05-03,97.28950929814529
2001-05-04,98.11953501155885
2001-05-07,98.16718243869462
2001-05-08,97.2583485622551
2001-05-09,97.07135740554244
2001-05-10,97.59686244924606
2001-05-11,96.92464325049477
2001-05-14,96.51478917244788
2001-05-15,97.09411634018544
2001-05-16,98.3729475899031
2001-05-17,98.91440473989142
2001-05-18,99.10059799633355
2001-05-21,99.8880374815435
2001-05-22,99.71552629428034
2001-05-23,98.81630062609796
2001-05-24,98.8198433046072
2001-05-25,98.155000361391
2001-05-28,98.12207928705658
2001-05-29,97.64743111502018
2001-05-30,96.70113219117647
