Date,AC ASIA PACIFIC ex JAPAN VALUE
2000-12-29,100.0
2001-01-01,100.19132720771577
2001-01-02,101.2438208082627
2001-01-03,100.68983160443436
2001-01-04,104.05353619995321
2001-01-05,106.46133846178216
2001-01-08,105.99353495887091
2001-01-09,106.14375633181947
2001-01-10,105.00538342015601
2001-01-11,103.73559203653143
2001-01-12,104.58259597849056
2001-01-15,104.67938199092899
2001-01-16,105.33696143485056
2001-01-17,105.09558265029612
2001-01-18,106.32461597639856
2001-01-19,107.96835081074501
2001-01-22,109.06859878228474
2001-01-23,108.57295664901368
2001-01-24,108.19023279332539
2001-01-25,108.70719288760931
2001-01-26,107.9763860774674
2001-01-29,107.68548694859864
2001-01-30,108.24595344345482
2001-01-31,110.23373053838
2001-02-01,110.65909119213386
2001-02-02,111.0260138648147
2001-02-05,108.91868116357386
2001-02-06,109.0064724365239
2001-02-07,108.02432278053487
2001-02-08,108.2554238534656
2001-02-09,108.66280944054415
2001-02-12,109.21708889578251
2001-02-13,109.83549055454941
2001-02-14,109.53033953621305
2001-02-15,109.54403320859163
2001-02-16,109.18594164620826
2001-02-19,108.5383396817152
2001-02-20,109.32765850113087
2001-02-21,108.84194112805342
2001-02-22,107.76989354089903
2001-02-23,107.72233163021795
2001-02-26,108.60200211607795
2001-02-27,108.27691362562813
2001-02-28,108.4676549037706
2001-03-01,107.39170411929594
2001-03-02,106.4446390625898
2001-03-05,106.32648746043587
2001-03-06,106.52870588463931
2001-03-07,106.20616322039085
2001-03-08,106.03479597864462
2001-03-09,104.95612176094669
2001-03-12,102.06589541023683
2001-03-13,99.1346233659819
2001-03-14,99.1903975112867
2001-03-15,99.48773097903106
2001-03-16,99.04967231050142
2001-03-19,98.5458156634157
2001-03-20,97.97912769262622
2001-03-21,97.26946619411875
2001-03-22,95.40614051365519
2001-03-23,95.91950375754229
2001-03-26,97.54987759598454
2001-03-27,97.03064826421819
2001-03-28,96.96725216505062
2001-03-29,96.10730898922627
2001-03-30,95.52384347670726
2001-04-02,94.38261344136308
2001-04-03,93.61760273121767
2001-04-04,92.33521368266848
2001-04-05,92.83665354244599
2001-04-06,93.74779639453033
2001-04-09,91.65576180556641
2001-04-10,91.49618443617551
2001-04-11,93.3952170919999
2001-04-12,93.98037182284585
2001-04-13,94.09983731844764
2001-04-16,93.91531615351322
2001-04-17,93.26456941050759
2001-04-18,94.32441155153789
2001-04-19,97.43109812723996
2001-04-20,97.22146908599373
