Date,AC AMERICAS VALUE
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,98.7274220855632
2001-01-03,101.17048698470717
2001-01-04,100.28700360868665
2001-01-05,98.29963808234731
2001-01-08,98.45900443269826
2001-01-09,98.44219900166746
2001-01-10,99.13259418855367
2001-01-11,99.24088258992495
2001-01-12,98.77558558166078
2001-01-15,98.80896755378286
2001-01-16,99.68952818088017
2001-01-17,99.60325320643805
2001-01-18,99.97515758890017
2001-01-19,99.42779448678837
2001-01-22,99.52603231947668
2001-01-23,100.65179529082585
2001-01-24,101.06642781566133
2001-01-25,101.22771987152967
2001-01-26,100.72250479554152
2001-01-29,101.36449934701787
2001-01-30,102.20171851036893
2001-01-31,101.92637211741544
2001-02-01,102.24142361892359
2001-02-02,101.11935067156523
2001-02-05,101.90879221354744
2001-02-06,101.58704146123611
2001-02-07,101.1206958870075
2001-02-08,101.2247995175058
2001-02-09,100.65876906561425
2001-02-12,101.5278343942971
2001-02-13,101.21954580297613
2001-02-14,100.1647482317636
2001-02-15,100.62166934922706
2001-02-16,99.92137948022652
2001-02-19,99.90605821572363
2001-02-20,98.62066389893484
2001-02-21,96.94089141856378
2001-02-22,97.04703358243677
2001-02-23,96.25645945702736
2001-02-26,98.09468781230657
2001-02-27,98.01951159340658
2001-02-28,96.9261674912746
2001-03-01,96.55611211569978
2001-03-02,97.03779537537041
2001-03-05,97.5810746619922
2001-03-06,98.42620934059597
2001-03-07,99.32559656528824
2001-03-08,99.9938104348467
2001-03-09,98.28379000565758
2001-03-12,94.64684634425713
2001-03-13,95.47725328690493
2001-03-14,92.77381424072702
2001-03-15,93.90507721877442
2001-03-16,92.05040168527849
2001-03-19,93.64805845861726
2001-03-20,91.79875753455552
2001-03-21,89.82089886605208
2001-03-22,88.13095832614954
2001-03-23,89.90880445002657
2001-03-26,91.82804811557554
2001-03-27,94.07669810799683
2001-03-28,92.043817079866
2001-03-29,91.88159007749896
2001-03-30,93.07732596183261
2001-04-02,92.24023105067675
2001-04-03,89.27265252028873
2001-04-04,88.97262894253204
2001-04-05,92.24133833592762
2001-04-06,90.42951936619546
2001-04-09,91.40390879466472
2001-04-10,93.8012073862063
2001-04-11,93.36900055757897
2001-04-12,94.20524853101216
2001-04-13,94.20514381493612
2001-04-16,94.5078727451365
2001-04-17,95.23812809057877
2001-04-18,98.34614878707208
2001-04-19,98.68452992611665
2001-04-20,97.7123480439174
2001-04-23,96.8956124692134
2001-04-24,96.37195168982853
2001-04-25,97.60817806423023
2001-04-26,98.49242697007051
2001-04-27,99.56041364482239
2001-04-30,99.02151738389622
2001-05-01,100.05566266728631
2001-05-02,99.72630407868397
2001-05-03,98.68337855403799
2001-05-04,99.79579873481424
2001-05-07,99.57572787151442
