Date,EAFE + EM VALUE
2000-12-29,100.0
2001-01-01,100.01067176838494
2001-01-02,100.03112102667136
2001-01-03,99.5253488253961
2001-01-04,100.69565029734248
2001-01-05,101.2799226330494
2001-01-08,100.96536793136298
2001-01-09,99.64864694607638
2001-01-10,98.73610598964399
2001-01-11,99.00298650653554
2001-01-12,98.86951702571508
2001-01-15,98.56432219454727
2001-01-16,98.38538925535552
2001-01-17,99.16650955951135
2001-01-18,100.03532300229209
2001-01-19,99.42481555333937
2001-01-22,99.73789582897211
2001-01-23,100.01605937970331
2001-01-24,99.47548818223952
2001-01-25,99.85876882921401
2001-01-26,99.8713846156647
2001-01-29,100.1145881904442
2001-01-30,100.83945053135778
2001-01-31,101.45809249281629
2001-02-01,101.77511301479522
2001-02-02,100.84443551967574
2001-02-05,100.79546607349299
2001-02-06,100.54927103628813
2001-02-07,99.8422534953511
2001-02-08,98.86580209332232
2001-02-09,98.76829511914727
2001-02-12,99.5866290683541
2001-02-13,99.31444671911865
2001-02-14,99.11281280546142
2001-02-15,98.74279423712444
2001-02-16,98.22652720596048
2001-02-19,98.04264806574064
2001-02-20,97.20237708503694
2001-02-21,96.35847618466819
2001-02-22,96.08555102683206
2001-02-23,95.65818607600455
2001-02-26,96.24198523707162
2001-02-27,96.71792853505498
2001-02-28,96.38883731640273
2001-03-01,96.47325346849377
2001-03-02,95.96654621847307
2001-03-05,96.13678843521781
2001-03-06,97.45387011041105
2001-03-07,97.41057902709233
2001-03-08,97.80055459095766
2001-03-09,97.1162751232481
2001-03-12,94.92348841704651
2001-03-13,92.80065919352272
2001-03-14,90.89817689031653
2001-03-15,91.64403995541274
2001-03-16,89.5837272589058
2001-03-19,89.25669576909533
2001-03-20,90.16522666221893
2001-03-21,89.7242224232252
2001-03-22,85.79586297560866
2001-03-23,87.4214352648093
2001-03-26,90.19112877278725
2001-03-27,91.74527893333948
2001-03-28,90.86976382452046
2001-03-29,89.8921592694508
2001-03-30,89.94808076555348
2001-04-02,89.24680754492667
2001-04-03,88.34837044667725
2001-04-04,89.81184522024593
2001-04-05,90.86461274106868
2001-04-06,91.13748359955656
2001-04-09,91.38628489386836
2001-04-10,91.91850256010515
2001-04-11,92.21198574737579
2001-04-12,93.12841249218022
2001-04-13,93.0825247047792
2001-04-16,92.34647495652658
2001-04-17,91.95994706515714
2001-04-18,93.42427414126082
2001-04-19,94.86485409767397
2001-04-20,94.84264170370112
2001-04-23,94.39275624424096
2001-04-24,94.50874990155702
2001-04-25,94.76929372686402
2001-04-26,95.5714165089484
2001-04-27,95.80056416245564
2001-04-30,95.94325574010276
2001-05-01,96.91132365193614
2001-05-02,96.80324538040773
2001-05-03,95.95608236538118
2001-05-04,96.49444867219803
2001-05-07,96.79332381863262
2001-05-08,95.63157814865941
2001-05-09,95.22336034845148
2001-05-10,95.95225551633119
2001-05-11,95.36961506552257
2001-05-14,93.88810943701664
2001-05-15,95.0049036663148
2001-05-16,95.21949614395668
2001-05-17,96.15704758228576
2001-05-18,96.1348133883599
2001-05-21,96.74601686495538
2001-05-22,96.43063779245271
2001-05-23,95.90403735204058
2001-05-24,95.81207962841927
2001-05-25,95.35889215701938
2001-05-28,95.28933102253252
2001-05-29,94.81990866447558
2001-05-30,93.92769703656735
2001-05-31,93.55346910331036
2001-06-01,93.23354322595414
2001-06-04,93.5155265432293
2001-06-05,94.0336864989488
2001-06-06,93.50175364285141
2001-06-07,93.73781120079173
2001-06-08,93.57419760464279
2001-06-11,92.44205338479748
2001-06-12,91.69161020419591
2001-06-13,92.37907693128439
2001-06-14,92.07050008313163
2001-06-15,91.65317956442394
2001-06-18,90.73143526208172
2001-06-19,90.64754906447841
2001-06-20,89.95176122613093
2001-06-21,90.38052871588714
2001-06-22,90.85072618597404
2001-06-25,91.269529517674
2001-06-26,90.50866246085965
2001-06-27,90.28072774167792
2001-06-28,89.82730845853801
2001-06-29,90.58746778586743
2001-07-02,91.29366256642764
2001-07-03,90.72995384518373
2001-07-04,90.28920196906346
2001-07-05,89.38135124640634
2001-07-06,88.0605372565742
