Date,GOLDEN DRAGON VALUE
2000-12-29,100.0
2001-01-01,100.3653197070429
2001-01-02,101.52123003245242
2001-01-03,99.9724596910358
2001-01-04,104.70058499782914
2001-01-05,107.30475179292621
2001-01-08,107.5200775500854
2001-01-09,108.20369342770442
2001-01-10,108.1467163196865
2001-01-11,105.62855689691554
2001-01-12,106.20822754810479
2001-01-15,106.80275926356941
2001-01-16,108.72533550251724
2001-01-17,109.15528152783045
2001-01-18,111.31246096309813
2001-01-19,112.90237973992217
2001-01-22,113.5770778271193
2001-01-23,112.93398701720493
2001-01-24,112.93440282762012
2001-01-25,112.97165913578654
2001-01-26,112.97082796644526
2001-01-29,111.61807511053281
2001-01-30,111.94843796645218
2001-01-31,113.70195251853308
2001-02-01,114.3753227887651
2001-02-02,115.26415834903729
2001-02-05,113.05364838539063
2001-02-06,112.2417378896601
2001-02-07,111.57159099717343
2001-02-08,111.27602484742025
2001-02-09,112.02320661882783
2001-02-12,111.83892815757979
2001-02-13,113.83852437233085
2001-02-14,113.07161646442931
2001-02-15,114.20812414158522
2001-02-16,113.2648217659663
2001-02-19,113.2068704040634
2001-02-20,114.0589322971449
2001-02-21,113.52641190886688
2001-02-22,112.06505486383082
2001-02-23,113.4387178170084
2001-02-26,115.0411709624989
2001-02-27,114.8668330918588
2001-02-28,114.09635422052952
2001-03-01,110.37730239370416
2001-03-02,109.720754371499
2001-03-05,111.7998369233227
2001-03-06,113.39307071948612
2001-03-07,113.04957989474497
2001-03-08,112.58008654172366
2001-03-09,111.23731642442401
2001-03-12,107.17781731332728
2001-03-13,105.61896780827199
2001-03-14,105.1550164263822
2001-03-15,106.9471154031645
2001-03-16,107.29562175886144
2001-03-19,107.04439883374842
2001-03-20,105.82751504694637
2001-03-21,104.7585716065183
2001-03-22,103.25744716598923
2001-03-23,104.52473872777857
2001-03-26,107.1653039071352
2001-03-27,106.18723625202664
2001-03-28,105.83218903185227
2001-03-29,105.24227801400961
2001-03-30,105.44034922017704
2001-04-02,103.35698932468964
2001-04-03,101.74821217583171
2001-04-04,99.48231544722162
2001-04-05,99.6247079879395
2001-04-06,100.19104988912535
2001-04-09,97.69343163210135
2001-04-10,97.1951575732345
2001-04-11,99.17815843418116
2001-04-12,100.3827924113948
2001-04-13,100.34906224000622
2001-04-16,99.82673138456094
2001-04-17,98.53986161632135
2001-04-18,100.15943206205478
2001-04-19,102.4473979504612
2001-04-20,101.85712700338708
2001-04-23,101.53947751907518
2001-04-24,101.27932629670137
2001-04-25,100.85257998785032
2001-04-26,101.02294231134678
2001-04-27,100.60992390180863
2001-04-30,100.00139019032041
2001-05-01,100.03048615789601
2001-05-02,100.12877152916536
2001-05-03,100.84338679525284
2001-05-04,98.68656249637822
2001-05-07,99.30643653039152
2001-05-08,98.61176747236816
2001-05-09,99.7707398382246
2001-05-10,99.18322496046495
2001-05-11,100.89396784987626
2001-05-14,98.75544136811389
2001-05-15,99.05337639364716
2001-05-16,99.34248411834322
2001-05-17,100.7461307693827
2001-05-18,100.05210753068417
2001-05-21,99.86724187456163
2001-05-22,101.04718755318713
2001-05-23,102.92715992206945
2001-05-24,102.64588954409564
2001-05-25,101.48498262871598
2001-05-28,101.23407579746195
2001-05-29,100.08581775229958
2001-05-30,99.01402642345869
2001-05-31,97.99754827916775
2001-06-01,97.84447421780384
2001-06-04,98.52925911753914
2001-06-05,100.61880933939811
2001-06-06,101.6915436709988
2001-06-07,101.59956348797458
2001-06-08,102.08752623878881
2001-06-11,101.88072728163169
2001-06-12,101.2661010151846
2001-06-13,99.73061924844583
2001-06-14,97.21244862599498
2001-06-15,96.54502726578774
2001-06-18,95.76175660907674
2001-06-19,96.23409906539455
2001-06-20,95.75925259407998
2001-06-21,96.4872435085237
2001-06-22,95.75179517514287
2001-06-25,95.79153967343852
2001-06-26,94.65169677079558
2001-06-27,94.86765668864122
2001-06-28,93.15289290380785
2001-06-29,94.64319909966626
2001-07-02,94.41213519427724
2001-07-03,94.6184808235709
2001-07-04,94.12048129970606
2001-07-05,93.12542509614003
2001-07-06,93.27319853037233
2001-07-09,91.52009089243319
2001-07-10,91.6554270256262
2001-07-11,90.26538440002406
2001-07-12,91.61427152066291
2001-07-13,89.89698205885723
2001-07-16,87.87278406564033
