Date,MAURITIUS
2002-05-31,99.61649056605555
2002-06-03,99.68239628260605
2002-06-04,99.49998307296164
2002-06-05,99.2185476153544
2002-06-06,99.3318080839084
2002-06-07,98.93711215774717
2002-06-10,98.96988364239697
2002-06-11,99.33983394456017
2002-06-12,99.54139506424448
2002-06-13,100.69043548145572
2002-06-14,101.02517762068928
2002-06-17,99.00070370814782
2002-06-18,99.0992118710415
2002-06-19,97.50877262608212
2002-06-20,99.49249460201254
2002-06-21,99.55864652661496
2002-06-24,99.9408798116578
2002-06-25,99.6912146311777
2002-06-26,99.50765533824857
2002-06-27,99.96330735558635
2002-06-28,99.21020106027639
2002-07-01,101.19480523488168
2002-07-02,100.22550278127575
2002-07-03,100.44265803730184
2002-07-04,100.8152563609818
2002-07-05,101.17861743774701
2002-07-08,101.44842708424765
2002-07-09,102.90672031692625
2002-07-10,102.78658238460163
2002-07-11,102.75230876593386
2002-07-12,102.78658238460163
2002-07-15,103.23601294441522
2002-07-16,105.0316083951706
2002-07-17,106.81687640045871
2002-07-18,108.16445646380669
2002-07-19,108.92765963818121
2002-07-22,109.03557363833784
2002-07-23,109.9046563682272
2002-07-24,109.03557363833784
2002-07-25,108.5477743337392
2002-07-26,109.0376080829796
2002-07-29,109.41962169869328
2002-07-30,109.58496363880211
2002-07-31,110.34492910602899
2002-08-01,109.47468021346951
2002-08-02,110.53032045197328
2002-08-05,110.16503427683477
2002-08-06,110.16503427683477
2002-08-07,110.90428215916253
2002-08-08,110.99888688322717
2002-08-09,110.96163893460866
2002-08-12,111.17305351288276
2002-08-13,110.33925939091941
2002-08-14,110.33925939091941
2002-08-15,111.01024137370202
2002-08-16,111.32721477964817
2002-08-19,111.50143989373278
2002-08-20,111.61826971203854
2002-08-21,111.32721477964817
2002-08-22,111.9093246444289
2002-08-23,112.08354975851351
2002-08-26,112.46976686608704
2002-08-27,112.46976686608704
2002-08-28,112.68190132731354
2002-08-29,112.04196639178048
2002-08-30,111.73082595040363
2002-09-02,111.73082595040363
2002-09-03,112.545376793392
2002-09-04,113.78522351083737
2002-09-05,114.4832960163792
2002-09-06,115.25890562627772
2002-09-09,115.8404768576486
2002-09-10,115.31709852233192
2002-09-11,115.86251723155915
2002-09-12,114.67673323378234
2002-09-13,114.36626971334707
2002-09-16,112.64069238438826
2002-09-17,112.60282996678008
2002-09-18,112.85309839923134
2002-09-19,113.18271303148497
2002-09-20,112.46473590702392
2002-09-23,113.0482172861276
2002-09-24,113.01017952795596
2002-09-25,113.01017952795596
2002-09-26,112.972167358589
2002-09-27,112.972167358589
2002-09-30,112.38907849975381
2002-10-01,113.01017952795594
2002-10-02,112.6826655854969
2002-10-03,112.42893781864866
2002-10-04,111.26441105640833
2002-10-07,111.34401239776662
2002-10-08,111.3814767357201
2002-10-09,112.06392549617385
2002-10-10,111.96476178865313
2002-10-11,112.10161938298725
2002-10-14,112.10161938298725
2002-10-15,111.96200102319213
2002-10-16,112.25825559660042
2002-10-17,113.22783808176261
2002-10-18,113.18976550675193
2002-10-21,113.18976550675193
2002-10-22,113.48582085045385
2002-10-23,113.22783808176264
2002-10-24,112.69600419206131
2002-10-25,112.7339234397706
2002-10-28,111.72624275875317
2002-10-29,111.28350953324647
2002-10-30,111.76384836048955
2002-10-31,110.69738819179133
2002-11-01,111.32756818254241
2002-11-04,111.32756818254241
2002-11-05,110.51470369901645
2002-11-06,109.9213960223524
2002-11-07,110.10688605951464
2002-11-08,110.21848087646686
2002-11-11,109.400033001296
2002-11-12,108.68732524646974
2002-11-13,109.43702996883108
2002-11-14,109.97946896586096
2002-11-15,109.54817116378928
2002-11-18,111.17925142584598
2002-11-19,111.41845359672614
2002-11-20,110.58542119528737
2002-11-21,111.77725685304637
