Date,SENEGAL
2016-11-30,1000.0
2016-12-01,1000.3300134092212
2016-12-02,1005.1584518897312
2016-12-05,1011.0294066552818
2016-12-06,1024.4785791285854
2016-12-07,1031.7614754735102
2016-12-08,1000.538415495348
2016-12-09,993.3069601927496
2016-12-12,1000.0471429931076
2016-12-13,1017.7396129217677
2016-12-14,1025.3730820162102
2016-12-15,991.2151921436749
2016-12-16,981.287698227873
2016-12-19,963.7925893847373
2016-12-20,937.5550263202122
2016-12-21,1013.2130779325965
2016-12-22,981.6111318696148
2016-12-23,986.1897547127687
2016-12-26,986.1897547127687
2016-12-27,1014.6139723515522
2016-12-28,1010.4461344384023
2016-12-29,996.8634669902104
2016-12-30,1035.7258553408249
2017-01-02,1014.8041930629403
2017-01-03,982.9625592168857
2017-01-04,991.6240858655513
2017-01-05,1011.7842284273154
2017-01-06,997.1247795370031
2017-01-09,999.1970260449375
2017-01-10,1000.57194326019
2017-01-11,1007.2032934485567
2017-01-12,1025.0027560227488
2017-01-13,1014.1226337375906
2017-01-16,1008.0482123152387
2017-01-17,1029.061270980272
2017-01-18,1020.6607708090045
2017-01-19,1021.1702220219139
2017-01-20,1027.6178034371621
2017-01-23,1025.7194176096552
2017-01-24,1013.8574793711001
2017-01-25,1012.6320116204624
2017-01-26,1005.7032233909828
2017-01-27,1009.6117545803364
2017-01-30,1008.2442634651335
2017-01-31,1024.0654852312239
2017-02-01,1018.6718244293368
2017-02-02,1039.9355432098214
2017-02-03,1038.251426956576
2017-02-06,1036.9108832913892
2017-02-07,1045.2754060844054
2017-02-08,1051.3881191141486
2017-02-09,1043.0259091167377
2017-02-10,1043.1886987816463
2017-02-13,1041.4211996765225
2017-02-14,1037.3460738263723
2017-02-15,1038.278948774751
2017-02-16,1048.0625893714116
2017-02-17,1047.9530140185454
2017-02-20,1053.372621395307
2017-02-21,1034.6456378508524
2017-02-22,1041.959184389669
2017-02-23,1045.7614837322071
2017-02-24,1043.026234851484
2017-02-27,1048.569703883743
2017-02-28,1049.9035314448167
2017-03-01,1039.2555344783814
2017-03-02,1039.865604289809
2017-03-03,1042.3847401366204
2017-03-06,1041.7255046066905
2017-03-07,1038.9662580379845
2017-03-08,1036.7677893330115
2017-03-09,1039.2231655078438
2017-03-10,1046.4292886582261
2017-03-13,1045.5613688383855
2017-03-14,1043.2093234697281
2017-03-15,1043.876097240228
2017-03-16,1054.2848751299573
2017-03-17,1063.2140771337718
2017-03-20,1055.9542047408129
2017-03-21,1061.5023492553714
2017-03-22,1060.6677018782711
2017-03-23,1059.2438839441133
2017-03-24,1061.060478058855
2017-03-27,1068.8179051900768
2017-03-28,1032.999946211184
2017-03-29,1055.610608760575
2017-03-30,1054.1376139877502
2017-03-31,1050.2588189709957
2017-04-03,1046.0364809800094
2017-04-04,1038.6908934185058
2017-04-05,1038.690893418506
2017-04-06,1004.8755978616899
2017-04-07,1021.6994537929285
2017-04-10,1019.9672792326121
2017-04-11,1006.5247278023724
2017-04-12,994.8742117350781
2017-04-13,1001.6497331909508
2017-04-14,1014.1703548558376
2017-04-17,1017.8450135625396
2017-04-18,1027.44126999026
2017-04-19,1018.4566185947216
2017-04-20,1014.9416322230984
2017-04-21,987.6005556915649
2017-04-24,1002.8253159500716
2017-04-25,1029.9774295016523
2017-04-26,1025.3110741794392
2017-04-27,1045.7094054282288
2017-04-28,1026.5365950186915
2017-05-01,1029.1761864718155
2017-05-02,1028.0960549798483
2017-05-03,1028.7090446828577
2017-05-04,1031.862704811859
2017-05-05,1040.090590694967
2017-05-08,1030.5430268642356
2017-05-09,1030.9558839359456
2017-05-10,1024.60407363998
2017-05-11,1024.5226643037445
2017-05-12,1075.4722543364956
2017-05-15,1034.9394925453869
2017-05-16,1068.0563912808038
2017-05-17,1120.828483001325
2017-05-18,1072.2000264687276
2017-05-19,1078.8010736717727
2017-05-22,1074.530812753446
2017-05-23,1082.1255483226685
2017-05-24,1148.0285195901213
2017-05-25,1151.0052653813218
2017-05-26,1077.7410592070526
2017-05-29,1081.7493599566428
2017-05-30,1072.4315323173194
2017-05-31,1154.290076642871
2017-06-01,1128.7722614035717
2017-06-02,1091.2342368174407
2017-06-05,1089.0565168907933
2017-06-06,1109.1946173489093
2017-06-07,1156.086440429103
2017-06-08,1139.9397096105422
2017-06-09,1082.4268898992573
2017-06-12,1091.208971361689
2017-06-13,1117.4712638885148
2017-06-14,1110.4745022932884
2017-06-15,1095.7203273678335
2017-06-16,1102.5978224835214
2017-06-19,1099.5948198880221
2017-06-20,1118.8174189238891
2017-06-21,1120.4766246251313
2017-06-22,1121.9346186776552
2017-06-23,1084.4446300569402
2017-06-26,1084.6382506739196
2017-06-27,1106.5335082438587
2017-06-28,1142.598523710991
2017-06-29,1110.6842394757618
2017-06-30,1146.8720176094378
2017-07-03,1119.5249216458724
2017-07-04,1117.8998592422329
2017-07-05,1139.1796497728017
2017-07-06,1146.8720176094378
2017-07-07,1145.4139696595798
2017-07-10,1121.3050527368966
2017-07-11,1124.5472984319752
2017-07-12,1124.5965349588994
2017-07-13,1123.3090548973712
2017-07-14,1151.0954309018668
2017-07-17,1129.6682766934116
2017-07-18,1145.160182472494
2017-07-19,1158.2347820512102
2017-07-20,1194.2206657545394
2017-07-21,1172.161528055673
2017-07-24,1148.8514432288937
2017-07-25,1153.1198738419587
2017-07-26,1150.248853443804
2017-07-27,1163.2909225346418
2017-07-28,1171.3679682074198
2017-07-31,1161.0834893186718
2017-08-01,1187.5463511701546
2017-08-02,1192.2722933671753
2017-08-03,1194.4845438848718
2017-08-04,1186.587427717765
2017-08-07,1191.0302931475444
2017-08-08,1185.1234069147465
2017-08-09,1205.3066793923272
2017-08-10,1181.4627518254354
2017-08-11,1190.6263936716316
2017-08-14,1209.5666955825966
2017-08-15,1202.8943948972428
2017-08-16,1176.8875658544832
2017-08-17,1171.1652222002183
2017-08-18,1157.1935388918362
2017-08-21,1163.7918070832511
2017-08-22,1159.0652428056503
2017-08-23,1164.2881385588373
2017-08-24,1167.2595198026581
2017-08-25,1169.9050270924317
2017-08-28,1187.1497997232211
2017-08-29,1209.2660010609627
2017-08-30,1207.8898581939668
2017-08-31,1180.5464351734295
2017-09-01,1179.5534870863114
2017-09-04,1197.8029117053177
2017-09-05,1198.8586938008593
2017-09-06,1200.4172959039172
2017-09-07,1207.4056921216422
2017-09-08,1199.6476517255705
2017-09-11,1199.9716603530273
2017-09-12,1196.967670759432
2017-09-13,1193.2626798603048
2017-09-14,1183.8822851673465
2017-09-15,1185.4379826774598
2017-09-18,1169.770645039662
2017-09-19,1176.9359885992549
2017-09-20,1174.082780819701
2017-09-21,1173.8824710133415
2017-09-22,1175.9535024114305
2017-09-25,1166.0793733648445
2017-09-26,1148.662988780914
2017-09-27,1147.7039351454557
2017-09-28,1157.9245861009238
2017-09-29,1161.5107718455317
2017-10-02,1145.4396745755266
2017-10-03,1142.5666169459405
2017-10-04,1133.3914994904685
2017-10-05,1133.770407370995
2017-10-06,1150.2594674403615
2017-10-09,1140.9142723879781
2017-10-10,1153.5440655223751
2017-10-11,1158.6608685510676
2017-10-12,1158.90547459842
2017-10-13,1155.39896607229
2017-10-16,1137.3548786893273
2017-10-17,1147.2474467877248
2017-10-18,1139.7710923727734
2017-10-19,1157.156116509749
2017-10-20,1140.7872440057135
2017-10-23,1136.6739390573634
2017-10-24,1133.3433383051936
2017-10-25,1137.865990755596
2017-10-26,1127.8023894448586
2017-10-27,1116.1423052231253
2017-10-30,1120.2350450239614
2017-10-31,1122.5986874353353
2017-11-01,1119.418623681328
2017-11-02,1124.911531246371
2017-11-03,1119.5149768670888
2017-11-06,1111.868067851976
2017-11-07,1115.5640713273863
2017-11-08,1116.431400537704
2017-11-09,1115.6106887535625
2017-11-10,1118.9651093868413
2017-11-13,1119.157024655766
2017-11-14,1122.8671925158378
2017-11-15,1127.3091794623274
2017-11-16,1124.5867768248909
2017-11-17,1120.5578527748944
2017-11-20,1087.8377285797703
2017-11-21,1080.795346410687
2017-11-22,1135.5536917573434
2017-11-23,1116.3885037323948
2017-11-24,1115.2942667825953
2017-11-27,1108.5722383680054
2017-11-28,1118.7451567046878
2017-11-29,1117.3908631809074
2017-11-30,1144.0068601575445
2017-12-01,1138.537971412618
2017-12-04,1131.990092140155
2017-12-05,1130.2227351785452
2017-12-06,1131.1021658014868
2017-12-07,1131.1981240330826
2017-12-08,1127.5042362961349
2017-12-11,1116.6526752559664
2017-12-12,1110.650285370784
2017-12-13,1108.3754543043356
2017-12-14,1039.5211158041182
2017-12-15,1084.482384228678
2017-12-18,1083.8654344157985
2017-12-19,1083.6818959577101
2017-12-20,1095.2667757168842
2017-12-21,1093.1929148359095
2017-12-22,1110.6289459258128
2017-12-25,1110.6289459258128
2017-12-26,1093.6537422293643
2017-12-27,1096.2806695445643
2017-12-28,1130.3929536428552
2017-12-29,1182.3006432942943
2018-01-01,1182.3006432942943
2018-01-02,1160.7109479788985
2018-01-03,1143.5263511465118
2018-01-04,1138.3533083218194
2018-01-05,1129.6337606649302
2018-01-08,1116.4759415057054
2018-01-09,1124.6370832524024
2018-01-10,1129.4919383214608
2018-01-11,1135.5723520085837
2018-01-12,1145.3008107677415
2018-01-15,1156.9714305871062
