Date,LEBANON
2002-05-31,289.14739159941223
2002-06-03,289.14739159941223
2002-06-04,289.14739159941223
2002-06-05,289.14739159941223
2002-06-06,291.08038557067727
2002-06-07,290.35551283145287
2002-06-10,291.08038557067727
2002-06-11,293.25500378835045
2002-06-12,292.2885068027179
2002-06-13,292.0468825563098
2002-06-14,292.77175529553415
2002-06-17,292.77175529553415
2002-06-18,292.77175529553415
2002-06-19,294.4631250203911
2002-06-20,294.4631250203911
2002-06-21,295.9128704988398
2002-06-24,295.9128704988398
2002-06-25,295.9128704988398
2002-06-26,297.1209917308805
2002-06-27,297.1209917308805
2002-06-28,285.3676362835456
2002-07-01,286.5757575155862
2002-07-02,287.7838787476269
2002-07-03,291.649866690157
2002-07-04,291.649866690157
2002-07-05,291.8914909365651
2002-07-08,276.61212885502977
2002-07-09,276.61212885502977
2002-07-10,276.61212885502977
2002-07-11,276.61212885502977
2002-07-12,276.61212885502977
2002-07-15,276.61212885502977
2002-07-16,276.12888036221347
2002-07-17,291.4082424437488
2002-07-18,291.4082424437488
2002-07-19,291.89149093656505
2002-07-22,291.89149093656505
2002-07-23,291.89149093656505
2002-07-24,291.89149093656505
2002-07-25,291.89149093656505
2002-07-26,291.89149093656505
2002-07-29,291.89149093656505
2002-07-30,291.89149093656505
2002-07-31,291.89149093656505
2002-08-01,291.89149093656505
2002-08-02,291.89149093656505
2002-08-05,291.89149093656505
2002-08-06,291.89149093656505
2002-08-07,291.89149093656505
2002-08-08,291.89149093656505
2002-08-09,291.89149093656505
2002-08-12,291.89149093656505
2002-08-13,280.1381354892302
2002-08-14,280.1381354892302
2002-08-15,291.89149093656505
2002-08-16,291.89149093656505
2002-08-19,291.89149093656505
2002-08-20,291.89149093656505
2002-08-21,280.1381354892302
2002-08-22,280.1381354892302
2002-08-23,280.1381354892302
2002-08-26,280.1381354892302
2002-08-27,280.1381354892302
2002-08-28,280.1381354892302
2002-08-29,280.1381354892302
2002-08-30,280.1381354892302
2002-09-02,280.1381354892302
2002-09-03,286.7649568050215
2002-09-04,300.6812815681833
2002-09-05,300.6812815681833
2002-09-06,286.7649568050215
2002-09-09,285.432696121084
2002-09-10,285.432696121084
2002-09-11,282.8706563442811
2002-09-12,282.8706563442811
2002-09-13,282.8706563442811
2002-09-16,281.6408772514157
2002-09-17,281.6408772514157
2002-09-18,275.64964550409377
2002-09-19,275.64964550409377
2002-09-20,274.96847802231196
2002-09-23,267.4535634027289
2002-09-24,267.75214902318504
2002-09-25,267.6905635043649
2002-09-26,267.034777793565
2002-09-27,276.36701673371374
2002-09-30,275.1372376408483
2002-10-01,273.22383922364713
2002-10-02,274.4536183165126
2002-10-03,274.4536183165126
2002-10-04,276.3670167337137
2002-10-07,274.3173848201562
2002-10-08,275.6496455040937
2002-10-09,275.6496455040937
2002-10-10,275.6496455040937
2002-10-11,276.87942459695915
2002-10-14,276.87942459695915
2002-10-15,274.98745667675223
2002-10-16,274.31738482015624
2002-10-17,274.31738482015624
2002-10-18,275.64964550409377
2002-10-21,275.0386974722883
2002-10-22,274.98745667675223
2002-10-23,274.98745667675223
2002-10-24,270.34868175569835
2002-10-25,270.34868175569835
2002-10-28,274.9874566767523
2002-10-29,274.9874566767523
2002-10-30,272.42541689994937
2002-10-31,274.3173848201563
2002-11-01,276.8794245969592
2002-11-04,276.8794245969592
2002-11-05,288.14451686198305
2002-11-06,283.50574194092917
2002-11-07,283.50574194092917
2002-11-08,287.4473417746936
2002-11-11,294.6481564725504
2002-11-12,294.6481564725504
2002-11-13,290.70655663878597
2002-11-14,290.70655663878597
2002-11-15,294.6481564725504
2002-11-18,294.6481564725504
2002-11-19,294.6481564725504
2002-11-20,292.67735655566815
2002-11-21,290.7065566387859
2002-11-22,290.7065566387859
2002-11-25,290.7065566387859
