Date,NIGERIA
2002-05-31,136.33813870121466
2002-06-03,137.1436950014405
2002-06-04,140.4860321061557
2002-06-05,143.16388988870239
2002-06-06,144.49626722376132
2002-06-07,148.83715839811066
2002-06-10,158.85564906833145
2002-06-11,160.39858137813164
2002-06-12,159.03062602082318
2002-06-13,164.191010449896
2002-06-14,173.48263838632863
2002-06-17,166.6038073709009
2002-06-18,159.4223008191794
2002-06-19,151.50588508207534
2002-06-20,144.34513856515883
2002-06-21,145.1407446274247
2002-06-24,139.83271149211953
2002-06-25,144.2454241345281
2002-06-26,145.75752751710854
2002-06-27,146.19073600302016
2002-06-28,149.4554808210968
2002-07-01,151.17236341744785
2002-07-02,151.21692782454937
2002-07-03,155.89504124974883
2002-07-04,157.4179896444294
2002-07-05,160.16649512130465
2002-07-08,161.87889131221814
2002-07-09,165.1004109001916
2002-07-10,161.91599487802736
2002-07-11,161.36927566694516
2002-07-12,157.55608544172958
2002-07-15,157.85449068343794
2002-07-16,153.95515574895848
2002-07-17,149.59911550482371
2002-07-18,148.5754457512199
2002-07-19,150.0069271926149
2002-07-22,142.81956823803014
2002-07-23,143.72558691892414
2002-07-24,146.2278968623838
2002-07-25,149.660536873216
2002-07-26,153.3265030640709
2002-07-29,146.17216810067282
2002-07-30,139.72862678964154
2002-07-31,140.0163339768864
2002-08-01,146.1586444283757
2002-08-02,156.2157083033098
2002-08-05,157.49240474057618
2002-08-06,159.83482940181244
2002-08-07,157.56946002700656
2002-08-08,155.75652393112804
2002-08-09,155.4507738219943
2002-08-12,156.83169671644052
2002-08-13,154.60802431053963
2002-08-14,151.02416852264156
2002-08-15,151.16979189909512
2002-08-16,147.96646513402436
2002-08-19,149.53879796161118
2002-08-20,146.1548409833076
2002-08-21,147.70280370584916
2002-08-22,151.2237671005259
2002-08-23,152.19006721130697
2002-08-26,155.13807740640465
2002-08-27,153.6252584148713
2002-08-28,151.34853530725235
2002-08-29,149.91539796504847
2002-08-30,148.9345357885825
2002-09-02,148.76533200647478
2002-09-03,149.05598934476328
2002-09-04,153.8058817311149
2002-09-05,152.8468931717012
2002-09-06,150.52006039354998
2002-09-09,153.84766785230187
2002-09-10,148.69432256842904
2002-09-11,148.20320003233283
2002-09-12,144.21214016081848
2002-09-13,145.69670237350948
2002-09-16,145.77669074397608
2002-09-17,142.8136819466284
2002-09-18,142.81128987951888
2002-09-19,144.82304878327926
2002-09-20,144.4301180307665
2002-09-23,145.28158410576
2002-09-24,145.96591620066607
2002-09-25,145.10524329401565
2002-09-26,145.13953764284702
2002-09-27,144.56094245788125
2002-09-30,141.20470058351538
2002-10-01,139.82034077387308
2002-10-02,139.23912733557506
2002-10-03,142.54451112699473
2002-10-04,145.26899647374077
2002-10-07,142.70016641470605
2002-10-08,143.42153469821926
2002-10-09,141.13560250381707
2002-10-10,141.621951665783
2002-10-11,144.40496522116908
2002-10-14,143.9933690677835
2002-10-15,142.23267303435924
2002-10-16,142.00521004889183
2002-10-17,142.49644901418844
2002-10-18,143.85230725782918
2002-10-21,142.28125176441094
2002-10-22,140.40670079878393
2002-10-23,137.8669514959542
2002-10-24,134.71215456428126
2002-10-25,136.9805799402639
2002-10-28,135.78750131354968
2002-10-29,135.29088849796437
2002-10-30,134.79427568237907
2002-10-31,135.00001551126098
2002-11-01,135.63633206003175
2002-11-04,137.33361241029343
2002-11-05,136.74281470340517
2002-11-06,134.35573888623614
2002-11-07,138.9602298719823
2002-11-08,141.70929313098367
2002-11-11,139.9923962187952
2002-11-12,139.81695613459993
2002-11-13,140.21083224895935
2002-11-14,138.13021337819762
2002-11-15,136.83699948153398
2002-11-18,135.60974167097623
2002-11-19,136.89843644664572
2002-11-20,137.03249564480225
2002-11-21,138.19642161908408
2002-11-22,140.11397231126764
2002-11-25,139.8047500994207
2002-11-26,138.56110476139236
2002-11-27,139.22258683049918
2002-11-28,141.60227980101607
2002-11-29,141.95379131712804
2002-12-02,144.79266134030078
2002-12-03,141.24761164215477
2002-12-04,140.69801004043433
2002-12-05,140.8075879298739
2002-12-06,138.39791062897535
2002-12-09,138.60954651854212
2002-12-10,139.51233894538987
2002-12-11,141.918856970333
2002-12-12,141.20618586413406
2002-12-13,141.14831187064948
2002-12-16,138.6381474846943
2002-12-17,136.23407188031325
2002-12-18,135.8925770663725
2002-12-19,135.74155020589725
2002-12-20,137.8790707562262
2002-12-23,137.85106064846113
2002-12-24,140.04897739560494
2002-12-25,140.04897739560494
2002-12-26,140.04897739560494
2002-12-27,143.75784380752253
2002-12-30,148.62187801478728
2002-12-31,146.93796444169047
2003-01-01,146.93796444169047
2003-01-02,147.49655910858277
2003-01-03,147.57169023012872
2003-01-06,150.68223164750506
2003-01-07,152.29061652387827
2003-01-08,152.2750498263265
2003-01-09,154.1665229008866
2003-01-10,158.33609442008725
2003-01-13,166.02033046226555
2003-01-14,173.4244458563754
2003-01-15,175.74611612868165
2003-01-16,171.81316014952273
2003-01-17,167.7724426726394
2003-01-20,168.4229756027388
2003-01-21,169.19353372065558
2003-01-22,165.92687841313418
2003-01-23,163.30049927909135
2003-01-24,164.18626314868345
2003-01-27,165.51353536533475
2003-01-28,165.47564582889154
2003-01-29,167.64041975015056
2003-01-30,168.1730230239182
2003-01-31,168.63758684219377
2003-02-03,168.87490425239807
2003-02-04,170.65409198977866
2003-02-05,172.15665471483473
2003-02-06,173.21709839124807
2003-02-07,172.38024008293704
2003-02-10,171.9672953347189
2003-02-11,172.4356887461364
2003-02-12,172.4356887461364
2003-02-13,177.2577894461281
2003-02-14,164.9601248321913
2003-02-17,184.9712930235444
2003-02-18,189.1682121843191
2003-02-19,187.402624947481
2003-02-20,183.11394313290532
2003-02-21,180.44552329658464
2003-02-24,177.69710192359767
2003-02-25,173.2958829727524
2003-02-26,169.4156050496116
2003-02-27,170.42506512857864
2003-02-28,174.4005838599226
2003-03-03,177.95043720872064
2003-03-04,178.1227450098152
2003-03-05,178.16700519693498
2003-03-06,177.79911676002624
2003-03-07,177.4483040619421
2003-03-10,177.16835220002315
2003-03-11,177.17191044518142
2003-03-12,175.20720817012895
2003-03-13,176.62695349180441
2003-03-14,177.58151749329645
2003-03-17,176.9245310538519
2003-03-18,175.8995897171553
2003-03-19,171.74583953197737
2003-03-20,169.87076618959335
2003-03-21,169.29295189669705
2003-03-24,172.89628985265284
2003-03-25,171.56464172457504
2003-03-26,170.47187012313665
2003-03-27,170.7947523603001
2003-03-28,167.78831168804288
2003-03-31,163.41176519987687
2003-04-01,165.21922672434545
2003-04-02,165.00826302636474
2003-04-03,165.65228511828386
2003-04-04,163.31200521633946
2003-04-07,160.72494048196364
2003-04-08,163.52393614707978
2003-04-09,161.57365129564707
2003-04-10,162.3583890046997
2003-04-11,166.26314673622335
2003-04-14,170.16002388202378
2003-04-15,169.13476892944325
2003-04-16,171.28877884401953
2003-04-17,170.33560403467607
2003-04-18,170.33560403467607
2003-04-21,170.33560403467607
2003-04-22,167.19105360603373
2003-04-23,166.28769838613172
2003-04-24,165.0871900178165
2003-04-25,163.4844585007123
2003-04-28,167.68384213874955
2003-04-29,169.79420125872554
2003-04-30,167.40123031190797
2003-05-01,167.40123031190797
2003-05-02,165.16482276256875
2003-05-05,166.0117830273735
2003-05-06,165.9517519989945
2003-05-07,166.53994970598202
2003-05-08,166.60728640053668
2003-05-09,168.9709757164353
2003-05-12,168.3597041545628
2003-05-13,168.16559227429235
2003-05-14,169.30045109361924
2003-05-15,169.2106315532013
2003-05-16,171.97931715222285
2003-05-19,172.70163197008821
2003-05-20,173.80219571758954
2003-05-21,176.7437115278116
2003-05-22,177.9094878746898
2003-05-23,178.75163534276254
2003-05-26,178.89001349937467
2003-05-27,181.44382739372838
2003-05-28,182.25078485373615
2003-05-29,182.6729874441309
2003-05-30,179.03860305498
2003-06-02,180.63132385822766
2003-06-03,180.90472924053276
2003-06-04,179.21785683410596
2003-06-05,180.520103032054
2003-06-06,174.67054907165385
2003-06-09,173.43435159151818
2003-06-10,175.432358430792
2003-06-11,176.19765946534542
2003-06-12,175.15643188606086
2003-06-13,175.71541707519836
2003-06-16,178.02416770690533
2003-06-17,181.12924562489897
2003-06-18,184.12735183668582
2003-06-19,185.43485123317794
2003-06-20,182.59117947391772
2003-06-23,181.06223451171238
2003-06-24,183.65969167003263
2003-06-25,183.49984004292617
2003-06-26,183.7343251893872
2003-06-27,183.3314930451826
2003-06-30,188.13599651727634
2003-07-01,183.51519917320152
2003-07-02,182.50980847692674
2003-07-03,182.38611560142832
2003-07-04,182.63662523921485
2003-07-07,182.2270849334943
2003-07-08,184.39712507100947
2003-07-09,183.87685921770964
2003-07-10,184.61814186895973
2003-07-11,184.3014774030191
2003-07-14,179.84876273244865
2003-07-15,182.08029111669578
2003-07-16,185.3717159210937
2003-07-17,188.80379669828218
2003-07-18,185.14891134910113
2003-07-21,181.75479668145033
2003-07-22,181.41581196540244
2003-07-23,181.5780034462801
2003-07-24,181.02393984176572
2003-07-25,178.67385902876688
2003-07-28,179.97976651176762
2003-07-29,178.60857942116866
2003-07-30,178.68032032158783
2003-07-31,178.52096845776938
2003-08-01,179.26000559183706
2003-08-04,181.2049643530276
2003-08-05,180.7294936593712
2003-08-06,181.85998430865138
2003-08-07,179.90907387998445
2003-08-08,180.78867649806858
2003-08-11,181.9725508216583
2003-08-12,181.8487925913192
2003-08-13,182.06987536108105
2003-08-14,183.15548603538468
2003-08-15,184.32831373190692
2003-08-18,183.95133410917848
2003-08-19,185.99081480685624
2003-08-20,190.2565192115112
2003-08-21,191.91564816596548
2003-08-22,193.83525612351272
2003-08-25,198.96291904579314
2003-08-26,199.46450870449317
2003-08-27,193.91107702099077
2003-08-28,190.41836235782233
2003-08-29,187.4433388183566
2003-09-01,185.72431415892976
2003-09-02,189.62827590093264
2003-09-03,194.81686340432015
2003-09-04,199.66042539873283
2003-09-05,200.30790191848666
2003-09-08,196.0277110421981
2003-09-09,194.02511098725554
2003-09-10,193.08170164780685
2003-09-11,195.90099490403702
2003-09-12,195.69694081890992
2003-09-15,199.93148952380267
2003-09-16,197.7166870243087
2003-09-17,197.27766549746212
2003-09-18,196.54336145532406
2003-09-19,197.1551759889208
2003-09-22,196.48131053867758
2003-09-23,197.1518102093818
2003-09-24,198.04416268783675
2003-09-25,199.330660940753
2003-09-26,200.61222919480994
2003-09-29,203.53336948545268
2003-09-30,207.05907048606184
2003-10-01,207.1380102765636
2003-10-02,209.65383683695535
2003-10-03,206.75983126185878
2003-10-06,207.45711678314382
2003-10-07,210.72733387410094
2003-10-08,215.33528975898125
2003-10-09,220.30433756430128
2003-10-10,225.10510084304386
